State,First / Middle Name,Last Name,Year,Office,Party,Result
Arizona,Orville,Weyrich,2002,8th Senate District,(L),lost
Arizona,Orville,Weyrich,2004,8th Senate District,(L),lost
Arizona,Milton,Wheat,1998,25th House District,(R),lost
Arizona,Milton,Wheat,2000,25th House District,(R),lost
Arizona,Milton,Wheat,2002,15th House District,(R),lost
Arizona,William,Wheat,2002,15th House District,(R),lost
Arizona,William,Wheat,2006,15th House District,(R),lost
Arizona,Bruce,Wheeler,1974,13th House District,(D),won
Arizona,Bruce,Wheeler,1976,13th House District,(D),lost
Arizona,Bruce,Wheeler,1978,13th House District,(D),lost
Arizona,Bruce,Wheeler,2010,28th House District,(D),won
Arizona,Bruce,Wheeler,2012,10th House District,(D),won
Arizona,Bruce,Wheeler,2014,10th House District,(D),won
Arizona,Mat,Wheeler,1984,16th Senate District,(D),lost
Arizona,Tom,Wheeler,1974,15th Senate District,(D),lost
Arizona,Tom,Wheeler,1976,21st House District,(D),lost
Arizona,Alan,White,1998,Governor,(I-W/I),lost
Arizona,Jim,White,1986,19th House District,(R),won
Arizona,Les,White,2010,15th House District,(I),lost
Arizona,Michael,White,2010,12th Senate District,(L),lost
Arizona,Pat,White,2012,22nd House District,(W/I),lost
Arizona,Pat,White,2016,22nd Senate District,(I-W/I),lost
Arizona,Lara,Wibeto,2006,19th House District,(D),lost
Arizona,Aida Estellean,Wick,1996,8th House District,(D),lost
Arizona,William Wink',Wiess,1994,23rd Senate District,(R),lost
Arizona,William Wink',Wiess,1996,23rd Senate District,(R),lost
Arizona,D. Shane',Wikfors,1994,13th House District,(R),lost
Arizona,D. Shane',Wikfors,1996,13th House District,(R),lost
Arizona,Earl V.,Wilcox,1976,22nd House District,(D),won
Arizona,Earl V.,Wilcox,1978,22nd House District,(D),won
Arizona,Earl V.,Wilcox,1980,22nd House District,(D),won
Arizona,Earl V.,Wilcox,1982,22nd House District,(D),won
Arizona,Earl V.,Wilcox,1984,22nd House District,(D),won
Arizona,Earl V.,Wilcox,1986,22nd House District,(D),won
Arizona,Earl V.,Wilcox,1988,22nd House District,(D),won
Arizona,Earl V.,Wilcox,1990,22nd House District,(D),won
Arizona,Chris,Wilcoxson,1994,18th House District,(L),lost
Arizona,John P.,Wilde,1996,20th House District,(L),lost
Arizona,John P.,Wilde,2002,14th Senate District,(L),lost
Arizona,William,Wildish,2014,10th House District,(R),lost
Arizona,Marilyn,Wiles,2018,10th Senate District,(R),lost
Arizona,Tom,Wilkinson,1990,21st Senate District,(R-W/I),lost
Arizona,Chris A.H.,Will,2010,18th House District,(L),lost
Arizona,Chris A.H.,Will,2012,26th House District,(L),lost
Arizona,Chris A.H.,Will,2014,26th House District,(L),lost
Arizona,Bob,Williams,1988,15th House District,(R),won
Arizona,Bob,Williams,1990,15th House District,(R),won
Arizona,David A.,Williams,1986,21st House District,(D),lost
Arizona,David A.,Williams,1988,15th House District,(D),lost
Arizona,Dennis M.,Williams,1990,11th House District,(D-W/I),lost
Arizona,Ginger,Williams,1986,4th House District,(R),lost
Arizona,Ginger,Williams,1988,4th House District,(R),lost
Arizona,Jason,Williams,2006,Superintendent of Public Instruction,(D),lost
Arizona,John,Williams,1984,25th Senate District,(Against Tax Abuse),lost
Arizona,John,Williams,1994,25th Senate District,(L),lost
Arizona,John,Williams,1996,25th Senate District,(L),lost
Arizona,John S.,Williams,1996,2nd House District,(L),lost
Arizona,Raymond,Williams,2008,16th House District,(R),lost
Arizona,Russ,Williams,1974,Governor,(R),lost
Arizona,Sara Mae,Williams,2018,4th House District,(G),lost
Arizona,Thelda M.,Williams,1986,16th Senate District,(D),lost
Arizona,Vic,Williams,2008,26th House District,(R),won
Arizona,Vic,Williams,2010,26th House District,(R),won
Arizona,T.J. Jim',Willson,1984,8th House District,(D),lost
Arizona,John,Wilson,2016,29th House District,(R),lost
Arizona,Joshua,Wilson,1980,4th Senate District,(L),lost
Arizona,Ted,Wilson,1986,7th Senate District,(R),lost
Arizona,Teresa,Wilson,1980,4th House District,(L),lost
Arizona,Mark,Winemiller,1978,25th House District,(D),lost
Arizona,Mark,Winemiller,1980,19th House District,(D),lost
Arizona,Mark,Winemiller,2000,16th Senate District,(D),lost
Arizona,Marla,Wing,2004,6th Senate District,(D),lost
Arizona,Robert B.,Winn,1990,Governor,(NP-W/I),lost
Arizona,Robert B.,Winn,1998,Governor,(W/I),lost
Arizona,Robert B.,Winn,2006,Governor,(W/I),lost
Arizona,Zachary,Winograd,1992,18th House District,(D),lost
Arizona,Prescott,Winslow,2010,5th House District,(D),lost
Arizona,Victoria,Wold,2000,18th House District,(D),lost
Arizona,Lee,Wolfson,1986,25th House District,(D),lost
Arizona,Jim,Wombacher,1992,5th Senate District,(D),lost
Arizona,Jim,Wombacher,1994,5th Senate District,(D),lost
Arizona,Alvin,Wong,1980,Corporation Commissioner,(L),lost
Arizona,Barry,Wong,1994,18th House District,(R),won
Arizona,Barry,Wong,1996,18th House District,(R),won
Arizona,Barry,Wong,1998,18th House District,(R),won
Arizona,Barry,Wong,2008,Corporation Commissioner,(R),lost
Arizona,Manny,Wong,1992,27th House District,(I),lost
Arizona,Janelle,Wood,2010,Governor,(W/I),lost
Arizona,Terri,Woodmansee,2014,13th Senate District,(D),lost
Arizona,Grant,Woods,1990,Attorney General,(R),won
Arizona,Grant,Woods,1994,Attorney General,(R),won
Arizona,Larry,Woods,2014,22nd House District,(D),lost
Arizona,Roy E.,Woods,1978,10th Senate District,(R),lost
Arizona,James A. 'Jim',Woodward,1976,1st House District,(R),won
Arizona,Don,Woolley,2012,2nd Senate District,(R-W/I),lost
Arizona,Curtis,Woolsey,2014,Governor,(W/I),lost
Arizona,Bob,Worsley,2012,25th Senate District,(R),won
Arizona,Bob,Worsley,2014,25th Senate District,(R),won
Arizona,Bob,Worsley,2016,25th Senate District,(R),won
Arizona,Brian,Wright,2006,Governor,(W/I),lost
Arizona,John,Wright,1994,Governor,(I-W/I),lost
Arizona,Nancy Young,Wright,2008,26th House District,(D),won
Arizona,Nancy Young,Wright,2010,26th House District,(D),lost
Arizona,Patricia Pat',Wright,1976,17th House District,(R),won
Arizona,Patricia Pat',Wright,1978,17th House District,(R),won
Arizona,Patricia Pat',Wright,1980,17th House District,(R),won
Arizona,Patricia Pat',Wright,1982,17th House District,(R),won
Arizona,Patricia Pat',Wright,1986,17th Senate District,(R),won
Arizona,Patricia Pat',Wright,1988,17th Senate District,(R),won
Arizona,Patricia Pat',Wright,1990,17th Senate District,(R),won
Arizona,Patricia Pat',Wright,1992,17th Senate District,(R),won
Arizona,Peggy,Wright,1980,16th House District,(D),lost
Arizona,Phil,Wright,1990,5th House District,(R),lost
Arizona,Billy,Wrye,1996,26th House District,(D),lost
Arizona,Billy,Wrye,1998,26th House District,(D),lost
Arizona,John T.,Wrzesinski,1988,29th House District,(D),won
Arizona,Joe D.,Yancey,1978,Treasurer,(L),lost
Arizona,Rondie,Yancey,1978,28th House District,(L),lost
Arizona,Rondie,Yancey,1980,30th House District,(L),lost
Arizona,Steven B.,Yarbrough,2002,21st House District,(R),won
Arizona,Steven B.,Yarbrough,2004,21st House District,(R),won
Arizona,Steven B.,Yarbrough,2006,21th House District,(R),won
Arizona,Steven B.,Yarbrough,2008,21st House District,(R),won
Arizona,Steven B.,Yarbrough,2010,21st Senate District,(R),won
Arizona,Steven B.,Yarbrough,2012,17th Senate District,(R),won
Arizona,Steven B.,Yarbrough,2014,17th Senate District,(R),won
Arizona,Steven B.,Yarbrough,2016,17th Senate District,(R),won
Arizona,Kimberly,Yee,2010,10th House District,(R),won
Arizona,Kimberly,Yee,2012,20th Senate District,(R),won
Arizona,Kimberly,Yee,2014,20th Senate District,(R),won
Arizona,Kimberly,Yee,2016,20th Senate District,(R),won
Arizona,Kimberly,Yee,2018,Treasurer,(R),won
Arizona,Ed,Yetman,1990,Governor,(L-W/I),lost
Arizona,Paul,Yoder,2010,15th House District,(R),lost
Arizona,Charles W.,Young,1994,3rd Senate District,(R-W/I),lost
Arizona,Steven,Zachary,2006,19th Senate District,(D),lost
Arizona,Steven,Zachary,2014,25th Senate District,(D),lost
Arizona,Edward E.,Zajac,2000,Corporation Commissioner,(L),lost
Arizona,John C.,Zajac,2002,Superintendent of Public Instruction,(L),lost
Arizona,Dorothy L.,Zarbin,1980,6th House District,(L),lost
Arizona,Marilyn,Zerull,2008,26th House District,(R),lost
Arizona,Sheldon,Zwerling,1980,18th Senate District,(D),lost
Arkansas,Bill G.,Abernathy,2004,22nd House District,(D),won
Arkansas,Bill G.,Abernathy,2006,22nd House District,(D),won
Arkansas,Bill G.,Abernathy,2008,22nd House District,(D),won
Arkansas,Bootsie,Ackerman,2002,7th Senate District,(R),lost
Arkansas,Bob,Adams,2004,19th House District,(D),won
Arkansas,John,Adams,2014,32nd House District,(D),lost
Arkansas,Pamela A.,Adcock,2004,35th House District,(D),won
Arkansas,Pamela A.,Adcock,2006,35th House District,(D),won
Arkansas,Pamela A.,Adcock,2008,35th House District,(D),won
Arkansas,Ron,Addington,2000,36th House District,,won
Arkansas,Homer M.,Adkins,1940,Arkansas Governor,(D),won
Arkansas,Homer M.,Adkins,1942,Arkansas Governor,(D),lost
Arkansas,Sarah S.,Agee,1998,9th House District,(R),won
Arkansas,Sarah S.,Agee,2000,9th House District,(R),won
Arkansas,Sarah S.,Agee,2004,7th Senate District,(R),lost
Arkansas,Gayatri Jane,Agnew,2018,93rd House District,(D),lost
Arkansas,Mike,Akin,2012,26th Senate District,(R),lost
Arkansas,Thomas,Akin,2008,68th House District,(D),lost
Arkansas,Clare M.,Alale,1994,56th House District,(R),lost
Arkansas,Randy,Alexander,2012,88th House District,(R),won
Arkansas,Fred,Allen,2006,33rd House District,(D),won
Arkansas,Fred,Allen,2008,33rd House District,(D),won
Arkansas,Fred,Allen,2010,33rd House District,(D),won
Arkansas,Fred,Allen,2016,30th House District,(D),won
Arkansas,Fred,Allen,2018,30th House District,(D),won
Arkansas,Gabe,Allen,2000,35th House District,(R),won
Arkansas,Gabe,Allen,2006,19th Senate District,(R),lost
Arkansas,James C.,Allen,1990,53rd House District,(D),won
Arkansas,John,Allen,1996,78th House District,(R),lost
Arkansas,Jerry,Allison,1996,86th House District,(D),won
Arkansas,Jerry,Allison,1998,86th House District,(D),won
Arkansas,Robert Dennis,Altes,2002,13th Senate District,(R),won
Arkansas,Robert Dennis,Altes,2006,13th Senate District,(R),won
Arkansas,Robert Dennis,Altes,2010,63rd House District,(R),won
Arkansas,Robert Dennis,Altes,2012,76th House District,(R),won
Arkansas,Evelyn,Ammons,1994,16th House District,(D),won
Arkansas,Evelyn,Ammons,1996,16th House District,(D),won
Arkansas,Cecil,Anderson,2016,3rd House District,(L),lost
Arkansas,Keven,Anderson,2002,96th House District,(R),won
Arkansas,Keven,Anderson,2004,96th House District,(R),won
Arkansas,Keven,Anderson,2006,96th House District,(R),won
Arkansas,Wade,Andrews,2018,5th House District,(R),lost
Arkansas,Sam E. 'Sammy',Angel II,1996,100th House District,(D),won
Arkansas,Jim,Argue Jr.,1994,55th House District,(D),won
Arkansas,Jim,Argue Jr.,1996,15th Senate District,(D),won
Arkansas,Jim,Argue Jr.,2000,15th Senate District,(D),won
Arkansas,Jim,Argue Jr.,2002,32nd Senate District,(D),won
Arkansas,Jim,Argue Jr.,2004,32nd Senate District,(D),won
Arkansas,Charles L.,Armstrong,2012,30th House District,(D),won
Arkansas,Charles L.,Armstrong,2014,30th House District,(D),won
Arkansas,Eddie,Armstrong III,2012,37th House District,(D),won
Arkansas,Eddie,Armstrong III,2014,37th House District,(D),won
Arkansas,Eddie,Armstrong III,2016,37th House District,(D),won
Arkansas,A. S. 'Al',Ashcraft,1998,23rd Senate District,(R),lost
Arkansas,A. S. 'Al',Ashcraft,2000,90th House District,(R),won
Arkansas,A. S. 'Al',Ashcraft,2002,57th House District,(R),lost
Arkansas,H. F.,Auten,1898,Arkansas Governor,(R),lost
Arkansas,Carl E.,Bailey,1936,Arkansas Governor,(D),won
Arkansas,Carl E.,Bailey,1938,Arkansas Governor,(D),won
Arkansas,Collin,Bailey,1992,69th House District,(I),lost
Arkansas,Larry,Bailey,2000,33rd House District,,won
Arkansas,John,Baine,2012,7th House District,(D),won
Arkansas,John,Baine,2014,7th House District,(D),won
Arkansas,Duncan,Baird,2008,95th House District,(R),won
Arkansas,Duncan,Baird,2010,95th House District,(R),won
Arkansas,Duncan,Baird,2012,96th House District,(R),won
Arkansas,Doyle,Baker,1990,12th House District,(R),lost
Arkansas,Garry,Baker,2016,44th House District,(L),lost
Arkansas,Gilbert,Baker,2000,20th Senate District,(R),won
Arkansas,Gilbert,Baker,2004,30th Senate District,(R),won
Arkansas,Gilbert,Baker,2008,30th Senate District,(R),won
Arkansas,Joe E.,Baker,1994,96th House District,(R),lost
Arkansas,Joe E.,Baker,1998,96th House District,(R),lost
Arkansas,Radius H.,Baker,2014,52nd House District,(D),lost
Arkansas,Tommy Lee,Baker,1996,78th House District,(D),won
Arkansas,Tommy Lee,Baker,2006,55th House District,(D),won
Arkansas,Tommy Lee,Baker,2008,55th House District,(D),won
Arkansas,Tommy Lee,Baker,2010,55th House District,(D),won
Arkansas,Bob,Balch,1992,2nd House District,(D),won
