State,First / Middle Name,Last Name,Year,Office,Party,Result
Colorado,John Michael,Kefalas,2006,52nd House District,(D),won
Colorado,John Michael,Kefalas,2008,52nd House District,(D),won
Colorado,John,Kefalas,2010,52nd House District,(D),won
Colorado,John,Kefalas,2012,14th Senate District,(D),won
Colorado,John,Kefalas,2016,14th Senate District,(D),won
Colorado,A.,Keifer,1912,Denver House District,(S),lost
Colorado,,Keifer,1918,1st Senate District,(S),lost
Colorado,L. W.,Keil,1904,Pueblo House District,,
Colorado,L. W.,Keil,1906,Pueblo House District,,
Colorado,Donald D.,Keim,1950,Boulder House District,(D),lost
Colorado,R. Malcolm,Keiry,1952,Mineral/Rio Grande House District,(R),won
Colorado,R. Malcolm,Keiry,1954,Mineral/Rio Grande House District,(R),won
Colorado,R. Malcolm,Keiry,1956,Mineral/Rio Grande House District,(R),lost
Colorado,Jacob,Keiser,1914,Delta House District,(R),lost
Colorado,Fred W.,Keitel,1932,1st Senate District,(I),lost
Colorado,Bertha C.,Keller,1910,Denver House District,(Proh.),
Colorado,Alex S.,Keller,1968,21st Senate District,(D),lost
Colorado,Maryanne 'Moe',Keller,1992,24th House District,(D),won
Colorado,Maryanne 'Moe',Keller,1994,24th House District,(D),won
Colorado,"Maryanne (""Moe"")",Keller,1996,24th House District,(D),won
Colorado,Maryanne M.,Keller,1998,24th House District,(D),won
Colorado,Maryanne Moe,Keller,2002,20th Senate District,(D),lost
Colorado,Maryanne Moe,Keller,2006,20th Senate District,(D),won
Colorado,W. H.,Kelley,1902,Dolores/Montezuma House District,,
Colorado,James A.,Kelley,1908,Rio Grande House District,,
Colorado,Thomas H.,Kelley,1916,La Plata House District,(D),won
Colorado,Thomas H.,Kelley,1918,La Plata House District,(D),won
Colorado,Thomas H.,Kelley,1920,La Plata House District,(D),won
Colorado,Andrew D.,Kelley,1948,Denver House District,(D),won
Colorado,Andrew D.,Kelley,1950,Denver House District,(D),lost
Colorado,Andrew D.,Kelley,1954,Denver House District,(D),won
Colorado,Andrew D.,Kelley,1956,Denver House District,(D),won
Colorado,Andrew D.,Kelley,1958,Denver House District,(D),won
Colorado,Donald E.,Kelley,1960,1st Senate District,(R),lost
Colorado,Andrew D.,Kelley,1960,Denver House District,(D),won
Colorado,Andrew D.,Kelley,1962,Denver House District,(D),won
Colorado,Erin,Kelley,2018,60th House District,(D),lost
Colorado,Phil,Kelley,2018,13th House District,(D),lost
Colorado,John S.,Kellogg,1958,1st Senate District,(R),lost
Colorado,Lisa Grace,Kellogg,2010,64th House District,(R),lost
Colorado,Harry E.,Kelly,1906,Adams/Arapahoe/Denver House District,,
Colorado,Frank R.,Kelly,1918,Chaffee House District,(R),won
Colorado,Frank R.,Kelly,1920,Chaffee House District,(R),won
Colorado,Frank R.,Kelly,1922,6th Senate District,(R),won
Colorado,Frank R.,Kelly,1926,6th Senate District,(R),won
Colorado,J. D.,Kelly,1934,16th Senate District,(S),lost
Colorado,Herbert,Kelly,1934,Weld House District,(R),won
Colorado,Darold L.,Kelly,1964,5th House District,(R),lost
Colorado,Thomas F.,Kelly,1968,16th Senate District,(R),lost
Colorado,,Kelly,1976,29th House District,(D),lost
Colorado,Clarence A.,Kelso,1930,Fremont House District,(R),won
Colorado,Frederick E.,Keltz,1932,1st Senate District,(Comm.),lost
Colorado,Frederick Elmore,Keltz,1934,1st Senate District,(Comm.),lost
Colorado,Hall H.,Keltz,1946,Montrose/Ouray House District,(D),lost
Colorado,O. M.,Kem,1906,Montrose House District,,
Colorado,William C.,Kemmison,1914,La Plata House District,(D),lost
Colorado,L. S.,Kemp,1930,Ouray House District,(R),lost
Colorado,Lee,Kemp,2012,23rd Senate District,(D),lost
Colorado,Frank A.,Kemp Jr.,1952,Denver House District,(R),won
Colorado,Frank A.,Kemp Jr.,1956,1st Senate District,(R),lost
Colorado,Frank A.,Kemp Jr.,1962,Denver House District,(R),won
Colorado,Frank A.,Kemp Jr.,1964,12th House District,(R),won
Colorado,Frank A.,Kemp Jr.,1966,1st Senate District ,(R),won
Colorado,Albert Paul,Kendig,1904,23rd Senate District,,
Colorado,Frank R.,Kendrick,1902,6th Senate District,,
Colorado,Charles W.,Kendrick,1924,Pueblo House District,(D),lost
Colorado,Frank E.,Kendrick,1960,21st Senate District,(D),lost
Colorado,Frank E.,Kendrick Jr.,1948,Chaffee/Lake House District,(D),won
Colorado,Frank E.,Kendrick Jr.,1950,Chaffee/Lake House District,(D),won
Colorado,Frank E.,Kendrick Jr.,1952,Chaffee/Lake House District,(D),won
Colorado,Frank E.,Kendrick Jr.,1954,Chaffee/Lake House District,(D),won
Colorado,Frank E.,Kendrick Jr.,1956,Chaffee/Lake House District,(D),won
Colorado,Frank E.,Kendrick Jr.,1958,Chaffee/Lake House District,(D),won
Colorado,Frank E.,Kendrick Jr.,1962,Chaffee/Lake House District,(D),won
Colorado,John,Kennedy,1902,18th Senate District,,
Colorado,John,Kennedy,1906,18th Senate District,,
Colorado,George D.,Kennedy,1906,28th Senate District,,
Colorado,Erlo E.,Kennedy,1912,Eagle House District,(D),won
Colorado,Erlo E.,Kennedy,1914,Eagle House District,(D),won
Colorado,Frank v.,Kennedy,1946,Garfield/Rio Blanco House District,(R),won
Colorado,Frank V.,Kennedy,1948,Garfield/Rio Blanco House District,(R),won
Colorado,Chris,Kennedy,2014,55th House District,(D),lost
Colorado,Chris,Kennedy,2016,23rd House District,(D),won
Colorado,Chris,Kennedy,2018,23rd House District,(D),won
Colorado,Chris,Kennedy,2018,7th House District,(D),lost
Colorado,Peter,Kenney,1990,13th Senate District,(D),lost
Colorado,Frank L.,Kennicott,1902,Custer House District,,
Colorado,Frank L.,Kennicott,1910,Custer House District,(R),
Colorado,Elsie A.,Kent,1948,Weld House District,(R),lost
Colorado,Dave,Kerber,2008,38th House District,(R),lost
Colorado,Dave,Kerber,2012,26th Senate District,(R),lost
Colorado,Peggy,Keris,1988,62nd House District,(D),won
Colorado,Jennie B.,Kern,1914,Denver House District,(S),lost
Colorado,Maurice M.,Kern,1916,1st Senate District,(S),lost
Colorado,Jack,Kerner,1968,23rd Senate District,(D),lost
Colorado,Peggy,Kerns,1990,62nd House District,(D),won
Colorado,Peggy,Kerns,1992,41st House District,(D),won
Colorado,Peggy,Kerns,1994,41st House District,(D),won
Colorado,Lillian H.,Kerr,1914,El Paso House District,(Prog.),lost
Colorado,Lillian H.,Kerr,1926,El Paso House District,(D),lost
Colorado,J.C.,Kerr,1940,Montrose/Ouray House District,(R),won
Colorado,J.C.,Kerr,1942,Montrose/Ouray House District,(R),won
Colorado,J.C.,Kerr,1944,Montrose/Ouray House District,(R),won
Colorado,Andy,Kerr,2006,26th House District,(D),won
Colorado,Jim,Kerr,2006,28th House District,(R),won
Colorado,Andy,Kerr,2008,26th House District,(D),won
Colorado,Jim,Kerr,2008,28th House District,(R),won
Colorado,Andy,Kerr,2010,26th House District,(D),won
Colorado,Jim,Kerr,2010,28th House District,(R),won
Colorado,Andy,Kerr,2012,22nd Senate District,(D),won
Colorado,Andy,Kerr,2014,22nd Senate District,(D),won
Colorado,Paul,Kerstner,1964,6th Senate District,(R),lost
Colorado,Louise M.,Kerwin,1910,Denver House District,(D),
Colorado,Margaret W.,Kessler,1914,Denver House District,(Prog.),lost
Colorado,Borden N.,Kessler,1920,Denver House District,(D),lost
Colorado,Kenneth,Kester,1998,47th House District,(R),won
Colorado,Kenneth,Kester,2000,47th House District,(R),won
Colorado,Ken,Kester,2002,2nd Senate District,(R),won
Colorado,Kenneth,Kester,2006,2nd Senate District,(R),won
Colorado,Rev. J. H.,Ketchum,1910,El Paso House District,(P),
Colorado,W. C.,Kettelkamp Jr.,1964,32nd House District,(R),lost
Colorado,Charles Edgar,Kettering,1926,Denver House District,(D),won
Colorado,Charles Edgar,Kettering,1928,Denver House District,(D),lost
Colorado,Charles Edgar,Kettering,1930,1st Senate District,(D),won
Colorado,F. O.,Keyes,1910,Otero/Crowley House District,(S),
Colorado,Jon,Keyser,2014,25th House District,(R),won
Colorado,Jeffrey J.,Kicia,2012,37th House District,(L),lost
Colorado,John,Kidd,2012,1st House District,(R),lost
Colorado,Frank,Kidneigh,1912,Denver House District,(S),lost
Colorado,Frank,Kidneigh,1920,Denver House District,(D),lost
Colorado,F. S.,Kidneigh,1934,1st Senate District,(S),lost
Colorado,Albert,Kiefer,1910,Denver House District,(S),
Colorado,Albert,Kiefer,1914,Denver House District,(S),lost
Colorado,Albert,Kiefer,1916,Denver House District,(S),lost
Colorado,Albert,Kiefer,1922,1st Senate District,(IL),lost
Colorado,Mike,Kien,2006,57th House District,(L),lost
Colorado,Mike,Kien,2010,57th House District,(L),lost
Colorado,John,Kile,1910,Fremont House District,(R),
Colorado,Larry S.,Kilgore,1998,40th House District,(I),lost
Colorado,Pat,Killian,1988,24th House District,(D),won
Colorado,Pat,Killian,1990,24th House District,(D),won
Colorado,Kathleen,Killian,1994,54th House District,(D),lost
Colorado,Olive A.,Killin,1922,Arapahoe/Elbert House District,(D),lost
Colorado,Frank R.,Kimball,1902,Lake House District,,
Colorado,Gordon,Kimball,1916,Ouray House District,(R),lost
Colorado,Tom,Kimball,1940,La Plata/San Juan House District,(R),won
Colorado,Tom,Kimball,1942,La Plata/San Juan House District,(R),won
Colorado,Tom,Kimball,1944,La Plata/San Juan House District,(R),won
Colorado,Tom,Kimball,1948,19th Senate District,(R),won
Colorado,Earl H.,Kimber,1922,Phillips/Yuma House District,(FL),lost
Colorado,George E.,Kimble,1950,Crowley/Otero House District,(R),won
Colorado,George E.,Kimble,1952,Crowley/Otero House District,(R),won
Colorado,George E.,Kimble,1954,Crowley/Ontario House District,(R),won
Colorado,J. M.,Kinard,1914,Mesa House District,(R),lost
Colorado,William H.,Kincaid,1954,Bent/Kiowa House District,(D),lost
Colorado,Francis S.,Kinder,1932,Denver House District,(S),lost
Colorado,Francis S.,Kinder,1934,Denver House District,(S),lost
Colorado,Francis S.,Kinder,1936,Denver House District,(S),lost
Colorado,Francis S.,Kinder,1940,1st Senate District,(S),lost
Colorado,Henry,King,1902,El Paso/Teller House District,,
Colorado,John M.,King,1904,Adams/Arapahoe/Denver House District,,
Colorado,W. A.,King,1904,Las Animas House District,,
Colorado,Newton B.,King,1912,Chaffee/Fremont House District,(R),lost
Colorado,W. W.,King,1918,20th Senate District,(R),won
Colorado,John H.,King,1922,12th Senate District,(D),won
Colorado,W. W.,King,1922,20th Senate District,(R),won
Colorado,Harold G.,King,1924,Denver House District,(D),lost
Colorado,John H.,King,1926,12th Senate District,(D),won
Colorado,Edward C.,King,1926,Denver House District,(R),won
Colorado,Edward C.,King,1928,Denver House District,(R),won
Colorado,John H.,King,1930,12th Senate District,(D),won
Colorado,Harold Taft,King,1934,Denver House District,(R),lost
Colorado,Edward C.,King,1936,1st Senate District,(R),lost
Colorado,Wilbur H.,King,1936,Denver House District,(Proh.),lost
Colorado,Harold Taft,King,1940,1st Senate District,(R),lost
Colorado,H. H.,King,1940,Bent/Kiowa House District,(R),lost
Colorado,Harry A.,King,1940,Denver House District,(D),lost
Colorado,Harry A.,King,1942,1st Senate District,(D),lost
Colorado,H. H.,King,1942,Bent/Kiowa House District,(R),lost
Colorado,John F.,King,1946,Montrose/Ouray House District,(R),won
Colorado,Paul N.,King,1964,18th Senate District,(D-W/I),lost
Colorado,Seth,King,1968,20th Senate District (Special),(R),lost
Colorado,Gerald E.,King,1990,28th House District,(D),lost
Colorado,Charles L.,King,1998,14th House District,(R),lost
Colorado,Keith C,King,1998,21st House District,(R),won
Colorado,Keith,King,2000,21st House District,(R),won
Colorado,Keith,King,2002,21st House District,(R),won
Colorado,Keith,King,2004,21st House District,(R),won
Colorado,Steve,King,2006,54th House District,(R),won
Colorado,Keith,King,2008,12th Senate District,(R),won
Colorado,Steve,King,2008,54th House District,(R),won
Colorado,Steve,King,2010,7th Senate District,(R),won
Colorado,Annie,King,2016,48th House District,(D),lost
Colorado,Charles F. 'Frank',Kinion,1986,58th House District,(D),lost
Colorado,Willis Z.,Kinney,1906,18th Senate District,,
Colorado,W. Z.,Kinney,1912,San Juan House District,(R),lost
Colorado,Don M.,Kinney,1956,7th Senate District,(R),lost
Colorado,William B.,Kinney,1960,Adams House District,(R),lost
Colorado,William 'Bill',Kinney,1966,4th House District ,(R),lost
Colorado,Kenneth,Kinnie,1970,29th Senate District,(R),won
Colorado,Kenneth,Kinnie,1974,35th Senate District,(R),won
Colorado,Chas. M.,Kinsey,1902,El Paso/Teller House District,,
Colorado,J. W.,Kinzie,1922,Phillips/Yuma House District,(R),lost
Colorado,Ronald J.,Kipp Jr.,1996,6th House District,(R),lost
Colorado,A. H.,Kirby,1910,Denver House District,(S),
Colorado,Albert H.,Kirby,1916,Denver House District,(S),lost
Colorado,William S.,Kirby,1916,Denver House District,(S),lost
Colorado,William L.,Kirk,1914,Gilpin House District,(Prog.),lost
Colorado,D. B.,Kirkman,1914,Jefferson House District,(S),lost
Colorado,Ken,Kirkmeyer,1998,12th House District,(L),lost
Colorado,John,Kirkpatrick,1946,14th Senate District,(R),lost
Colorado,Bob Leon,Kirscht,1970,35th House District,(D),won
Colorado,Bob Leon,Kirscht,1972,44th House District,(D),won
Colorado,Bob Leon,Kirscht,1974,44th House District,(D),won
Colorado,Bob Leon,Kirscht,1976,44th House District,(D),won
Colorado,Bob Leon,Kirscht,1978,44th House District,(D),won
Colorado,Bob Leon,Kirscht,1980,44th House District,(D),won
Colorado,Bob Leon,Kirscht,1982,44th House District,(R),won
Colorado,Bob Leon,Kirscht,1984,44th House District,(R),won
Colorado,Bob,Kirscht,1986,44th House District,(R),lost
Colorado,Kenneth W.,Kissick,1962,Las Animas House District,(R),lost
Colorado,Earell E.,Kissinger,1936,9th Senate District,(R),lost
Colorado,Richard P.,Kissinger,1988,62nd House District,(R),lost
Colorado,Kenneth W.,Kissisk,1960,4th Senate District,(R),lost
Colorado,Charles E.,Kistler,1908,Grand/Summit House District,,
Colorado,Richard S.,Kitchen,1960,8th Senate District,(R),lost
Colorado,Harold E.,Kite,1964,30th House District,(I),lost
Colorado,Weldon F.,Kite,1980,2nd House District,(R),lost
Colorado,Rae H.,Kiteley,1930,Boulder House District,(R),lost
Colorado,E. H.,Kittell,1924,Montezuma/Dolores House District,(D),lost
Colorado,Hanna,Kjerengtroen,2012,45th House District,(L),lost
Colorado,Helen Kalin,Klanderud,1986,13th Senate District,(D),lost
Colorado,Mark R.,Klauber,1964,41st House District,(D),lost
Colorado,Mark R.,Klauber,1966,7th House District ,(D),lost
Colorado,Steve,Klausing,1998,29th House District,(D),lost
Colorado,Galen L.,Kleckner,1946,La Plata/San Juan House District,(R),won
Colorado,Henry G.,Klein,1950,23rd Senate District (Special),(D),lost
Colorado,Ben,Klein,1954,Denver House District,(D),lost
Colorado,Ben,Klein,1956,Denver House District,(D),won
Colorado,Ben,Klein,1958,Denver House District,(D),won
Colorado,Ben,Klein,1960,Denver House District,(D),lost
Colorado,Ben,Klein,1962,Denver House District,(D),won
Colorado,Ben,Klein,1964,2nd House District,(D),won
Colorado,Ben,Klein,1966,1st House District ,(D),won
Colorado,Ben,Klein,1968,2nd House District,(D),won
Colorado,Ben,Klein,1970,1st Senate District,(D),won
Colorado,Donald A.,Klene,1972,29th House District,(D),lost
Colorado,Nick,Kliebenstein,2008,33rd House District,(R),lost
Colorado,Charles S.,Kline,1902,Arapahoe House District,,
Colorado,Herman,Kline,1936,Denver House District,(D),won
Colorado,Herman,Kline,1940,Denver House District,(D),won
Colorado,Herman,Kline,1954,Denver House District,(D),lost
Colorado,Gordon,Klingenschmitt,2014,15th House District,(R),won
Colorado,Kurtis,Klinghammer,1998,3rd House District,(L),lost
Colorado,Henry A.,Klingner,1914,12th Senate District,(Prog.),lost
Colorado,Chas.,Klipfel,1912,Pueblo House District,(R Prog.),lost
Colorado,Ross,Klopf,2018,28th House District,(L),lost
Colorado,Frank P.,Klotz,1974,1st Senate District,(R),lost
Colorado,Herman W.,Kluge,1904,Mesa House District,,
Colorado,Herman W.,Kluge,1914,16th Senate District,(D),won
Colorado,F. A.,Knapp,1934,Arapahoe/Elbert House District,(S),lost
Colorado,Ray Alton,Knapp,1956,Denver House District,(R),lost
Colorado,Francis J.,Knauss,1910,Denver House District,(R),
Colorado,Francis J.,Knauss,1914,1st Senate District,(R),won
Colorado,Francis J.,Knauss,1918,1st Senate District,(R),won
Colorado,Francis J.,Knauss,1922,1st Senate District,(R),won
Colorado,Francis J.,Knauss,1926,1st Senate District,(R),won
Colorado,Francis J.,Knauss,1930,1st Senate District,(R),lost
Colorado,Henry,Kneisel,1902,Clear Creek House District,,
Colorado,Jay,Knifton,1950,12th Senate District,(D),lost
Colorado,Matt,Knoedler,2004,22nd House District,(R),won
Colorado,Matt,Knoedler,2006,21st Senate District,(R),lost
Colorado,Tom J.,Knorr,1992,5th House District,(R),lost
Colorado,Ginny,Knott,1998,22nd Senate District,(D),lost
Colorado,Lee,Knous,1928,Montrose House District,(D),won
Colorado,Lee,Knous,1930,17th Senate District,(D),won
Colorado,Lee,Knous,1934,17th Senate District,(D),won
Colorado,Charles N.,Knowles,1914,1st Senate District,(Prog.),lost
Colorado,Clayton D.,Knowles,1952,Denver House District,(R),won
Colorado,Clayton D.,Knowles,1954,1st Senate District,(R),lost
Colorado,Clayton D.,Knowles,1956,Denver House District,(R),won
Colorado,Clayton D.,Knowles,1958,Denver House District,(R),lost
Colorado,Clayton D.,Knowles,1960,Denver House District,(R),lost
Colorado,Allen H.,Knowlton,1950,Pueblo House District,(R),lost
Colorado,,Knox,1918,Denver House District,(D),lost
Colorado,Wayne N.,Knox,1960,Denver House District,(D),won
Colorado,Wayne N.,Knox,1962,Denver House District,(D),won
Colorado,Wayne N.,Knox,1964,3rd House District,(D),won
Colorado,Wayne N.,Knox,1966,1st House District ,(D),won
Colorado,Wayne N.,Knox,1968,3rd House District,(D),won
Colorado,Wayne N.,Knox,1970,3rd House District,(D),won
Colorado,Wayne N.,Knox,1974,2nd House District,(D),won
Colorado,Wayne N.,Knox,1976,2nd House District,(D),won
Colorado,Wayne N.,Knox,1978,2nd House District,(D),lost
Colorado,Wayne N.,Knox,1980,2nd House District,(D),won
Colorado,Wayne N.,Knox,1982,3rd House District,(D),won
Colorado,Wayne N.,Knox,1984,3rd House District,(D),won
Colorado,Wayne N.,Knox,1986,3rd House District,(D),won
Colorado,Wayne N.,Knox,1988,3rd House District,(D),won
Colorado,Wayne N.,Knox,1990,3rd House District,(D),won
Colorado,Wayne N.,Knox,1992,3rd House District,(D),won
Colorado,Wayne,Knox,1994,3rd House District,(D),won
Colorado,Claude,Knuepfer,1994,33rd House District,(R),lost
Colorado,Claude,Knuepfer,1996,33rd House District,(R),lost
Colorado,H. F.,Knuth,1912,Custer House District,(R),won
Colorado,Harry H.,Koch,1930,Denver House District,(S),lost
Colorado,Robert,Koch,1970,10th House District,(R),lost
Colorado,Susan,Kochevar,2014,29th House District,(R),lost
Colorado,Susan,Kochevar,2016,29th House District,(R),lost
Colorado,Susan,Kochevar,2018,30th House District,(R),lost
Colorado,Hermann O.,Koeppe,1912,Teller House District,(Prog.),lost
Colorado,August,Koester,1920,Denver House District,(D),lost
Colorado,August,Koester,1922,Denver House District,(D),lost
Colorado,Eli,Koff,1964,19th Senate District,(R),lost
Colorado,William Robbins,Koger,1954,1st Senate District,(R),lost
Colorado,Ray,Kogovsek,1968,35th House District,(D),won
Colorado,Ray,Kogovsek,1970,20th Senate District,(D),won
Colorado,Ray,Kogovsek,1974,26th Senate District,(D),won
Colorado,C. M.,Kohnman,1914,Pueblo House District,(S),lost
Colorado,Tyler,Kolden,2010,32nd Senate District,(R),lost
Colorado,Chris,Kolker,2018,38th House District,(D),lost
Colorado,Courtney,Kolva,2012,33rd Senate District,(L),lost
Colorado,Susan,Kolwicz,1996,18th Senate District,(R),lost
Colorado,Danielle,Kombo,2018,45th House District,(D),lost
Colorado,Claudette J.,Konola,2010,7th Senate District,(D),lost
Colorado,Claudette J.,Konola,2014,7th Senate District,(D),lost
Colorado,Kelly B.,Koop,2000,30th House District,(L),lost
Colorado,Gerald,Kopel,1964,16th House District,(D),won
Colorado,Gerald,Kopel,1966,1st House District ,(D),lost
Colorado,Gerald,Kopel,1970,16th House District,(D),won
Colorado,Gerald,Kopel,1972,13th House District,(D),won
Colorado,Gerald,Kopel,1974,13th House District,(D),won
Colorado,Gerald,Kopel,1976,13th House District,(D),lost
Colorado,Gerald,Kopel,1978,13th House District,(D),won
Colorado,Gerald,Kopel,1980,13th House District,(D),won
Colorado,Jerry,Kopel,1982,6th House District,(D),won
Colorado,Jerry,Kopel,1984,6th House District,(D),won
Colorado,Jerry,Kopel,1986,6th House District,(D),won
Colorado,Jerry,Kopel,1988,6th House District,(D),won
Colorado,Jerry,Kopel,1990,6th House District,(D),won
Colorado,Mike,Kopp,2006,22nd Senate District,(R),won
Colorado,Mike,Kopp,2010,22nd Senate District,(R),won
Colorado,Luke,Korkowski,2010,61st House District,(R),lost
Colorado,Bill,Korn,1978,49th House District,(D),lost
Colorado,Albert,Kortum,1954,Phillips/Sedgwick House District,(R),lost
Colorado,Harold R.,Koster,1966,19th House District,(R),won
Colorado,Harold R.,Koster,1968,59th House District,(R),won
Colorado,Harold R.,Koster,1970,59th House District,(R),won
Colorado,Harold R.,Koster,1972,61st House District,(R),won
Colorado,Earl M.,Kouns,1920,Pueblo House District,(D),lost
Colorado,Earl M.,Kouns,1922,Pueblo House District,(D),won
Colorado,Earl M.,Kouns,1924,Pueblo House District,(D),lost
Colorado,,Kowal,1976,20th Senate District,(D),lost
Colorado,Tracy,Kraft-Tharp,2012,29th House District,(D),won
Colorado,Tracy,Kraft-Tharp,2014,29th House District,(D),won
Colorado,Tracy,Kraft-Tharp,2016,29th House District,(D),won
Colorado,Tracy,Kraft-Tharp,2018,29th House District,(D),won
Colorado,Mary Lou Carrico,Krakora,1988,28th House District,(D),lost
Colorado,A. H.,Kramer,1916,Adams House District,(R),won
Colorado,Florence K.,Kramer,1936,Denver House District,(D),won
Colorado,Florence H.,Kramer,1940,Denver House District,(D),lost
Colorado,Florence H.,Kramer,1942,Denver House District,(D),lost
Colorado,Shirley M.,Kramer,1948,Denver House District,(D),won
Colorado,Shirley M.,Kramer,1950,Denver House District,(D),lost
Colorado,Shirley M.,Kramer,1952,Denver House District,(D),won
Colorado,Shirley M.,Kramer,1954,Denver House District,(D),lost
Colorado,Ken,Kramer,1974,18th House District,(R),won
Colorado,Ken,Kramer,1976,18th House District,(R),won
Colorado,Brenda,Krause,2018,15th House District,(D),lost
Colorado,H.E.,Kreie,1960,Crowley/Otero House District,(R),lost
Colorado,Burl G.,Kreps,1982,19th House District,(D),lost
Colorado,Martha Hill,Kreutz,1992,37th House District,(R),won
Colorado,Martha Hill,Kreutz,1994,37th House District,(R),won
Colorado,Martha Hill,Kreutz,1996,37th House District,(R),won
Colorado,Henry H.,Krieg,1934,El Paso House District,(D),lost
Colorado,Abba,Krieger,2002,61st House District,(NL),lost
Colorado,J. E.,Kring,1932,1st Senate District,(FL),lost
Colorado,Kris,Kriofske,1974,29th House District,(D),lost
Colorado,F. W.,Kroeger,1906,La Plata House District,,
Colorado,Alfred,Krogh,1948,Adams House District,(R),lost
Colorado,M.C. ‘Shorty’,Krueger,1958,Clear Creek/Eagle/Gilpin/Pitkin/Summit House District,(D),won
Colorado,E.L. 'Erv',Krueger,1978,27th House District,(D),lost
Colorado,Morris,Krupp,1934,Denver House District,(Comm.),lost
Colorado,J. J.,Kruse,1914,Arapahoe/Elbert House District,(R),won
Colorado,Ron W.,Kruse,1990,2nd House District,(R),lost
Colorado,Warren R.,Kruse,1998,4th House District,(L),lost
Colorado,Jay Frank,Kucera,2018,7th House District,(R),lost
Colorado,Michael J,Kudla,1984,17th Senate District,(D),lost
Colorado,Stacia,Kuhn,2014,28th House District,(R),lost
Colorado,Ralph E.,Kullerstrand,1922,Ouray House District,(R),won
Colorado,Leslie L.,Kunkel,1956,Phillips/Sedgwick House District,(R),lost
Colorado,,Kuntz,1918,Pueblo House District,(S),lost
Colorado,Edward Phillip,Kurz,1962,Denver House District,(R),lost
Colorado,Jno.,Kwing,1902,15th Senate District,,
Colorado,John,L. Kane,1962,Adams House District,(D),won
Colorado,William M.,Labaree,1912,Morgan/Logan/Washington/Sedgwick House District,(Prog.),lost
Colorado,Jeanne,Labuda,2006,1st House District,(D),won
Colorado,Jeanne,Labuda,2008,1st House District,(D),won
Colorado,Jeanne,Labuda,2010,1st House District,(D),won
Colorado,Jeanne,Labuda,2012,1st House District,(D),won
Colorado,Frank,LaCombe,1942,Alamosa/Costilla House District,(D),won
Colorado,Frank,LaCombe,1944,Alamosa/Costilla House District,(D),won
Colorado,Frank,LaCombe,1950,Alamosa/Costilla House District,(I),lost
Colorado,Joe,LaCrue,1942,Las Animas House District,(D),won
Colorado,Sterling B.,Lacy,1918,Mesa House District,(D),won
Colorado,Sterling B.,Lacy,1920,Mesa House District,(D),lost
Colorado,Sterling B.,Lacy,1922,Mesa House District,(D),won
Colorado,Elsie,Lacy,1992,28th Senate District,(R),won
Colorado,Elsie,Lacy,1996,28th Senate District,(R),won
Colorado,John I.,Ladd,1954,Pueblo House District,(R),lost
Colorado,Alma V.,Lafferty,1908,Adams/Arapahoe/Denver House District,,
Colorado,Alma V.,Lafferty,1910,Denver House District,(D),
Colorado,John,Lafferty,1930,Denver House District,(FL),lost
Colorado,J. F.,Lafferty,1932,Denver House District,(FL),lost
Colorado,Albert A.,LaFollette,1930,Weld House District,(D),won
Colorado,Albert A.,LaFollette,1932,Weld House District,(D),won
Colorado,Joan,LaGrone,1970,38th House District,(D),lost
Colorado,Joan,LaGrone,1972,39th House District,(D),lost
Colorado,James S.,LaHaye,1964,19th House District,(D),won
Colorado,James R.,LaHaye,1966,2nd House District ,(D),won
Colorado,William,Lake,1908,1st Senate District,,
Colorado,,Lake,1918,Denver House District,(R),won
Colorado,Bert M.,Lake,1920,Denver House District,(R),won
Colorado,Bert M.,Lake,1922,Denver House District,(R),won
Colorado,Ralph F.,Lamar,1932,Pueblo House District,(R),lost
Colorado,Edwin R.,Lamb,1908,Dolores/Montezuma House District,,
Colorado,Allen B.,Lamb,1948,Weld House District,(R),won
Colorado,C.P.,Lamb,1952,Morgan House District,(R),won
Colorado,C.P.,Lamb,1954,Morgan House District,(R),won
Colorado,C.P.,Lamb,1956,Morgan House District,(R),won
Colorado,C.P.,Lamb,1958,Morgan House District,(R),won
Colorado,C.P.,Lamb,1960,Morgan House District,(R),won
Colorado,C.P. ‘Doc’,Lamb,1962,Morgan House District,(R),won
Colorado,C. P. 'Doc',Lamb,1964,55th House District,(R),won
Colorado,C. P. 'Doc',Lamb,1966,16th House District,(R),won
Colorado,C.P. ‘Doc’,Lamb,1968,56th House District,(R),won
Colorado,C.P. ‘Doc’,Lamb,1970,56th House District,(R),won
Colorado,Fred,Lambert,1914,Denver House District,(None),lost
Colorado,Joseph M.,Lambert,1958,Douglas/Park/Teller House District,(R),lost
Colorado,Howard P.,Lambert,2002,13th House District,(L),lost
Colorado,Kent Douglas,Lambert,2004,18th House District,(R),lost
Colorado,Kent,Lambert,2006,14th House District,(R),won
Colorado,Kent,Lambert,2008,14th House District,(R),won
Colorado,Kent,Lambert,2010,9th Senate District,(R),won
Colorado,Howard P.,Lambert,2012,13th House District,(L),lost
Colorado,Kent,Lambert,2014,9th Senate District,(R),won
Colorado,William T.,Lambert Jr.,1918,Douglas House District,(R),won
Colorado,William T.,Lambert Jr.,1920,Douglas House District,(R),won
Colorado,William T.,Lambert Jr.,1922,Douglas House District,(R),won
Colorado,William T.,Lambert Jr.,1924,Douglas House District,(R),won
Colorado,Rory,Lamberton,2018,5th House District,(L),lost
