,White,Black,Native American,Asian,Pacific Islander,Other,Mixed-race,Hispanic or Latino,Med HH Income,Med Family Income,Med Male Income,Med Female Income,Per Capita Income,Family poverty,Overall poverty,Child poverty,Senior poverty
Sedro-Woolley,91.97%,0.25%,1.59%,0.81%,0.13%,3.25%,2.00%,7.23%,$37,914.00,$40,918.00,$35,215.00,$23,636.00,$21,470.00,0.00%,12.00%,12.90%,16.10%
Sekiu,,,,,,,,,,,,,,,,,
Selah,88.42%,0.60%,1.22%,0.82%,0.08%,6.40%,2.46%,11.05%,$42,386.00,$49,477.00,$39,241.00,$28,067.00,$59,987.00,0.00%,4.90%,13.40%,5.10%
Selleck,,,,,,,,,,,,,,,,,
Semiahmoo,,,,,,,,,,,,,,,,,
Sequim,91.30%,0.40%,1.20%,1.90%,0.10%,1.70%,3.20%,4.80%,$27,880.00,$35,652.00,$35,160.00,$20,347.00,$19,253.00,9.80%,13.90%,19.90%,10.70%
Seven Bays,,,,,,,,,,,,,,,,,
Shadow Lake,,,,,,,,,,,,,,,,,
Shaw Island,,,,,,,,,,,,,,,,,
Shawnee,,,,,,,,,,,,,,,,,
Sheffler,,,,,,,,,,,,,,,,,
Shelton,85.83%,0.36%,2.72%,1.17%,0.73%,5.77%,3.41%,10.87%,$32,500.00,$40,392.00,$33,867.00,$23,617.00,$20,910.00,0.00%,7.00%,28.10%,6.90%
Sherman,,,,,,,,,,,,,,,,,
Shore Acres,,,,,,,,,,,,,,,,,
Shoreline,76.99%,2.77%,0.91%,13.23%,0.32%,1.51%,4.27%,3.87%,$51,658.00,$61,450.00,$40,955.00,$33,165.00,,6.90%,,6.10%,7.30%
Sieler,,,,,,,,,,,,,,,,,
Sifton,,,,,,,,,,,,,,,,,
Silcott,,,,,,,,,,,,,,,,,
Silvana,93.81%,,2.06%,,,4.12%,,6.19%,$33,274.00,$33,810.00,$68,750.00,$25,655.00,$21,070.00,0.00%,0.00%,,
Silver Beach,,,,,,,,,,,,,,,,,
Silver Creek,,,,,,,,,,,,,,,,,
Silver Firs,86.05%,1.16%,0.63%,7.53%,0.22%,1.27%,3.15%,3.02%,$72,554.00,$74,878.00,$52,188.00,$35,726.00,$26,617.00,1.80%,3.10%,3.80%,6.30%
Silverdale,74.90%,3.50%,1.90%,9.80%,1.10%,1.45%,5.01%,4.40%,$48,164.00,$54,538.00,$38,504.00,$28,414.00,$21,763.00,2.80%,4.80%,5.10%,6.40%
Silverlake (Washington),,,,,,,,,,,,,,,,,
Sim%s Corner,,,,,,,,,,,,,,,,,
Simensen,,,,,,,,,,,,,,,,,
Similik Beach,,,,,,,,,,,,,,,,,
Sisco Heights,,,,,,,,,,,,,,,,,
Skagit City,,,,,,,,,,,,,,,,,
Skagit County,83.40%,0.70%,2.20%,1.80%,0.20%,8.70%,3.20%,16.90%,$54,811.00,$63,468.00,$48,979.00,$34,628.00,$26,925.00,7.40%,11.70%,16.00%,6.20%
Skamania,,,,,,,,,,,,,,,,,
Skamania County,92.80%,0.40%,1.60%,0.90%,0.10%,1.30%,3.00%,5.00%,,,,,,,,,
Skamokawa,,,,,,,,,,,,,,,,,
Skamokawa Valley,93.80%,0.00%,1.00%,0.20%,0.00%,1.50%,3.50%,2.50%,,,,,,,,,
Skokomish,19.16%,,78.90%,0.16%,,0.32%,1.46%,2.27%,$24,038.00,$26,563.00,$23,750.00,$25,125.00,$9,548.00,26.60%,29.30%,27.30%,10.60%
Skykomish,94.39%,0.47%,1.40%,0.93%,,,2.80%,2.80%,$45,357.00,$48,500.00,$42,500.00,$25,938.00,$22,829.00,3.00%,9.00%,8.60%,0.00%
Skyway,44.24%,25.33%,0.81%,21.82%,0.51%,2.19%,5.10%,4.54%,$47,385.00,$55,927.00,$38,821.00,$31,443.00,$23,294.00,6.40%,7.70%,9.30%,6.40%
Slater,,,,,,,,,,,,,,,,,
Smithville,,,,,,,,,,,,,,,,,
Smyrna,,,,,,,,,,,,,,,,,
Snee Oosh,,,,,,,,,,,,,,,,,
Snohomish,93.64%,0.51%,0.55%,1.25%,0.12%,1.04%,2.90%,3.89%,$46,396.00,$61,034.00,$40,463.00,$33,929.00,,7.20%,,6.10%,10.40%
Snohomish County,78.40%,2.50%,1.40%,8.90%,0.40%,3.80%,4.60%,9.00%,$66,300.00,$77,479.00,$56,152.00,$41,621.00,$30,635.00,5.90%,8.40%,10.80%,7.30%
Snoqualmie,89.88%,0.86%,2.58%,1.90%,0.06%,1.78%,2.94%,5.21%,$52,697.00,$58,889.00,$40,645.00,$30,917.00,,9.40%,,16.90%,1.70%
Snoqualmie Pass,93.03%,,,1.00%,1.00%,,4.98%,0.50%,$81,883.00,$89,532.00,$50,417.00,$26,875.00,$54,316.00,0.00%,1.90%,,
Snowden,,,,,,,,,,,,,,,,,
Snug Harbor,,,,,,,,,,,,,,,,,
Soap Lake,90.02%,0.87%,1.21%,0.23%,,3.92%,3.75%,11.77%,$20,459.00,$25,000.00,$27,656.00,$21,771.00,$13,753.00,26.30%,30.60%,50.50%,15.20%
Sokulk,,,,,,,,,,,,,,,,,
South Bend,83.45%,,3.71%,4.93%,0.17%,3.76%,3.82%,9.24%,$29,211.00,$35,221.00,$35,069.00,$23,906.00,$18,334.00,0.00%,5.90%,25.50%,6.50%
South Broadway,,,,,,,,,,,,,,,,,
South Cle Elum,94.09%,,1.31%,0.22%,,2.41%,1.97%,4.38%,,,,,,,,,
South Creek,,,,,,,,,,,,,,,,,
South Hill,78.20%,4.30%,1.00%,6.00%,1.10%,3.10%,6.50%,8.50%,$60,524.00,$64,544.00,$45,637.00,$30,306.00,$22,700.00,2.60%,4.20%,4.60%,3.20%
South Prairie,93.98%,1.05%,2.09%,1.31%,,,1.57%,0.79%,$50,250.00,$56,250.00,$47,589.00,$37,250.00,$19,345.00,1.80%,5.10%,4.50%,13.00%
South Wenatchee,67.70%,0.25%,1.81%,0.35%,0.05%,27.47%,2.36%,36.06%,$29,741.00,$31,417.00,$27,935.00,$27,786.00,$11,613.00,15.50%,19.90%,23.50%,10.60%
Southworth,,,,,,,,,,,,,,,,,
Spanaway,71.13%,9.11%,1.61%,6.34%,2.12%,2.15%,7.55%,,$46,210.00,$50,076.00,$35,525.00,$26,758.00,$17,928.00,7.80%,10.80%,15.50%,7.30%
Spangle,98.33%,,0.42%,,,,1.25%,2.50%,$38,393.00,$40,556.00,$31,071.00,$26,250.00,$23,553.00,0.00%,0.00%,28.30%,0.00%
Spirit,,,,,,,,,,,,,,,,,
Spokane,84.00%,2.20%,1.80%,2.50%,0.60%,0.10%,3.80%,5.00%,,,,,,,,,
Spokane County,89.20%,1.70%,1.50%,2.10%,0.40%,1.20%,3.80%,4.50%,$47,250.00,$59,999.00,$44,000.00,$33,878.00,$25,127.00,9.10%,14.10%,17.00%,8.50%
Spokane Valley,90.90%,1.10%,1.20%,1.70%,0.30%,1.40%,3.30%,4.60%,,,,,,,,,
Sprague,93.47%,,2.65%,0.41%,,1.63%,1.84%,2.65%,$29,079.00,$31,750.00,$30,833.00,$21,875.00,$20,077.00,0.00%,2.60%,21.40%,6.60%
Spring Glen,,,,,,,,,,,,,,,,,
Springdale,93.99%,0.71%,0.71%,,0.71%,0.35%,3.53%,3.18%,$28,333.00,$27,188.00,$31,875.00,$16,563.00,$10,412.00,24.70%,34.10%,45.10%,5.90%
St. Andrews,,,,,,,,,,,,,,,,,
St. Hubert,,,,,,,,,,,,,,,,,
St. John,97.81%,,0.18%,0.55%,,,1.46%,1.64%,$33,393.00,$44,643.00,$31,389.00,$18,750.00,$18,722.00,5.40%,7.40%,13.20%,3.60%
Stabler,,,,,,,,,,,,,,,,,
Staley,,,,,,,,,,,,,,,,,
Stansberry Lake,,,,,,,,,,,,,,,,,
Stanwood,91.56%,0.59%,0.94%,1.10%,0.23%,2.52%,3.06%,4.97%,$44,512.00,$52,996.00,$40,457.00,$26,738.00,$22,206.00,0.00%,1.60%,8.90%,23.40%
Starbuck,98.46%,,0.77%,,,,0.77%,2.31%,$18,125.00,$21,875.00,$34,063.00,$13,750.00,$14,770.00,15.20%,24.30%,100.00%,23.70%
Startup,89.84%,0.37%,2.69%,1.59%,,2.69%,2.82%,4.16%,$40,227.00,$45,000.00,$42,250.00,$21,367.00,$18,049.00,9.90%,13.60%,27.50%,15.80%
Stehekin,,,,,,,,,,,,,,,,,
Steilacoom,78.46%,6.70%,0.84%,5.87%,0.61%,1.65%,5.87%,5.41%,$46,113.00,$54,725.00,$40,505.00,$34,136.00,$27,124.00,6.90%,8.10%,15.00%,3.70%
Steptoe,,,,,,,,,,,,,,,,,
Sterling,,,,,,,,,,,,,,,,,
Stevens County,88.90%,0.60%,1.50%,1.50%,0.20%,3.50%,3.70%,2.70%,$42,845.00,$51,544.00,$46,721.00,$33,651.00,$21,773.00,11.00%,15.10%,21.10%,9.30%
Stevenson,91.92%,0.17%,2.42%,0.58%,,1.75%,3.17%,5.33%,$31,979.00,$38,750.00,$36,042.00,$25,893.00,$19,485.00,0.00%,6.50%,30.20%,17.00%
Stillwater,,,,,,,,,,,,,,,,,
Strandell,,,,,,,,,,,,,,,,,
Stratford,,,,,,,,,,,,,,,,,
Stringtown,,,,,,,,,,,,,,,,,
Stuart,,,,,,,,,,,,,,,,,
Sudden Valley,92.24%,0.79%,1.61%,1.97%,0.12%,0.91%,2.35%,3.03%,$51,843.00,$60,250.00,$45,568.00,$33,565.00,$24,563.00,4.30%,6.40%,6.00%,4.00%
Sulphur,,,,,,,,,,,,,,,,,
Sultan,91.30%,0.27%,1.20%,1.56%,0.12%,1.56%,4.01%,4.78%,$46,619.00,$51,038.00,$38,924.00,$26,096.00,$7,945.00,0.00%,32.70%,9.10%,4.30%
Sumas,86.15%,,3.23%,4.17%,,4.79%,1.67%,7.81%,,,,,,,,,
Summit,88.07%,2.15%,0.99%,2.90%,0.35%,1.80%,3.73%,3.73%,$52,685.00,$60,131.00,$43,083.00,$31,733.00,$22,915.00,5.20%,6.50%,7.60%,5.60%
Summit View,,,,,,,,,,,,,,,,,
Summitview,94.33%,,0.33%,,0.22%,3.33%,1.78%,7.78%,$66,944.00,$67,083.00,$48,036.00,$25,139.00,$36,301.00,2.80%,2.60%,0.00%,11.50%
Sumner,90.32%,0.93%,1.41%,1.66%,0.24%,2.42%,3.02%,5.97%,$38,598.00,$42,602.00,$36,250.00,$29,221.00,$63,801.00,0.00%,3.80%,9.30%,8.60%
Sundale,,,,,,,,,,,,,,,,,
Sunday Lake,,,,,,,,,,,,,,,,,
Sunny Shores,,,,,,,,,,,,,,,,,
Sunnyside,42.61%,0.40%,0.63%,0.69%,0.09%,52.58%,3.01%,73.05%,$27,583.00,$28,304.00,$25,187.00,$25,779.00,$15,865.00,0.00%,7.90%,46.20%,18.10%
Sunnyslope,92.19%,0.16%,0.44%,1.31%,0.12%,3.41%,2.38%,6.62%,$68,224.00,$71,447.00,$55,156.00,$36,250.00,$28,024.00,3.90%,5.50%,7.80%,6.10%
Sunrise,,,,,,,,,,,,,,,,,
Sunshine,,,,,,,,,,,,,,,,,
Supplee,,,,,,,,,,,,,,,,,
Suquamish,81.34%,0.34%,9.60%,2.42%,0.20%,1.28%,4.81%,3.05%,$46,667.00,$55,759.00,$41,860.00,$27,296.00,$22,515.00,6.20%,8.50%,8.10%,10.80%
Sutton,,,,,,,,,,,,,,,,,
Swede Heaven,,,,,,,,,,,,,,,,,
Swede Hill,,,,,,,,,,,,,,,,,
Synarep,,,,,,,,,,,,,,,,,
Tacoma,64.90%,12.20%,1.80%,8.20%,1.20%,,8.10%,11.30%,,,,,,,,,
Taholah,4.85%,,93.20%,0.12%,,0.73%,1.09%,1.46%,$24,688.00,$25,875.00,$21,964.00,$24,250.00,$9,373.00,29.00%,34.90%,41.50%,30.00%
Tahuya,,,,,,,,,,,,,,,,,
Tampico,,,,,,,,,,,,,,,,,
Tanglewilde,76.04%,5.04%,2.17%,8.95%,1.06%,3.67%,6.07%,9.10%,$45,000.00,$49,245.00,$35,352.00,$29,435.00,$21,154.00,8.90%,13.00%,15.70%,9.10%
Tanner,94.10%,0.37%,0.98%,1.21%,0.13%,0.84%,2.36%,2.29%,$73,105.00,$78,021.00,$52,140.00,$31,923.00,$28,604.00,1.50%,4.50%,1.10%,24.30%
Taunton,,,,,,,,,,,,,,,,,
Teanaway,,,,,,,,,,,,,,,,,
Tekoa,93.46%,0.36%,2.18%,0.85%,0.12%,0.12%,2.91%,1.57%,$30,833.00,$36,771.00,$32,014.00,$19,307.00,$17,874.00,0.00%,4.30%,20.50%,10.10%
Telford,,,,,,,,,,,,,,,,,
Telma,,,,,,,,,,,,,,,,,
Tenino,90.53%,0.83%,1.17%,3.11%,0.07%,1.94%,2.35%,3.80%,$34,526.00,$41,208.00,$31,058.00,$25,972.00,$34,663.00,0.00%,1.50%,12.40%,9.90%
Terrace Heights,88.58%,0.84%,1.13%,0.51%,0.02%,6.03%,2.89%,11.06%,$47,601.00,$53,938.00,$39,813.00,$26,925.00,$21,542.00,5.30%,7.50%,7.10%,6.00%
Thatcher,,,,,,,,,,,,,,,,,
Thavis,,,,,,,,,,,,,,,,,
Thompson Place,76.04%,5.04%,2.17%,8.95%,1.06%,3.67%,6.07%,9.10%,$45,000.00,$49,245.00,$35,352.00,$29,435.00,$21,154.00,8.90%,13.00%,15.70%,9.10%
Thornton,,,,,,,,,,,,,,,,,
Thorp,93.41%,,1.10%,,,1.83%,3.66%,2.20%,$33,125.00,$45,625.00,$31,250.00,$22,500.00,$17,772.00,5.60%,5.90%,5.20%,19.20%
Thrall,,,,,,,,,,,,,,,,,
Three Lakes,95.95%,0.08%,0.80%,0.36%,0.40%,0.44%,1.97%,1.85%,$71,080.00,$73,824.00,$49,769.00,$37,813.00,$27,681.00,3.20%,3.00%,2.10%,7.80%
Thurston County,82.40%,2.70%,1.40%,5.20%,0.80%,2.20%,5.30%,7.10%,$60,930.00,$71,833.00,$53,679.00,$41,248.00,$29,707.00,7.10%,10.30%,13.00%,5.90%
Tieton,54.07%,0.17%,1.39%,0.69%,0.09%,41.33%,2.25%,54.33%,$30,052.00,$34,583.00,$24,750.00,$18,750.00,$16,507.00,0.00%,3.10%,21.90%,26.30%
Tiflis,,,,,,,,,,,,,,,,,
Tiger,,,,,,,,,,,,,,,,,
Tokeland,90.21%,,5.67%,1.03%,,,3.09%,,$24,531.00,$30,208.00,$14,327.00,$0.00,$12,170.00,39.00%,49.10%,83.30%,0.00%
Tokul,,,,,,,,,,,,,,,,,
Toledo,93.26%,0.61%,2.30%,0.31%,,1.53%,1.99%,4.90%,$29,271.00,$31,833.00,$28,750.00,$19,271.00,$18,029.00,0.00%,9.80%,21.60%,3.80%
Tonasket,88.03%,0.40%,1.41%,0.70%,0.10%,7.75%,1.61%,10.16%,$23,523.00,$28,393.00,$28,542.00,$22,250.00,$13,293.00,22.00%,23.10%,26.70%,9.50%
Toppenish,31.48%,0.56%,7.90%,0.37%,0.02%,55.95%,3.72%,75.72%,$26,950.00,$28,228.00,$22,264.00,$19,704.00,,32.00%,,38.10%,14.80%
Torboy,,,,,,,,,,,,,,,,,
Toroda,,,,,,,,,,,,,,,,,
Touchet,92.68%,,0.76%,,,4.29%,2.27%,15.66%,$37,500.00,$50,278.00,$37,031.00,$22,115.00,$15,684.00,10.90%,13.40%,18.80%,27.00%
Touhey,,,,,,,,,,,,,,,,,
Toutle,,,,,,,,,,,,,,,,,
Town and Country,93.28%,1.46%,1.53%,0.97%,0.13%,0.70%,1.93%,2.13%,$40,668.00,$47,750.00,$35,398.00,$26,167.00,$20,393.00,3.10%,7.30%,10.00%,4.30%
Tracy,,,,,,,,,,,,,,,,,
Tracyton,80.56%,3.67%,0.73%,6.06%,0.98%,1.99%,6.00%,3.61%,$51,290.00,$56,935.00,$43,445.00,$32,500.00,$21,234.00,7.80%,10.30%,18.40%,5.40%
Trafton,,,,,,,,,,,,,,,,,
Trinidad,,,,,,,,,,,,,,,,,
Trout Lake,,,,,,,,,,,,,,,,,
Tucannon,,,,,,,,,,,,,,,,,
Tukwila,58.63%,12.79%,1.30%,10.88%,1.82%,8.06%,6.51%,13.56%,$40,718.00,$42,442.00,$35,525.00,$28,913.00,$22,354.00,8.80%,12.70%,18.00%,7.70%
Tulker,,,,,,,,,,,,,,,,,
Tumtum,,,,,,,,,,,,,,,,,
Tumwater,88.41%,1.39%,1.24%,3.90%,0.36%,1.50%,3.21%,4.08%,$43,329.00,$54,156.00,$41,778.00,$32,044.00,,8.50%,,9.50%,5.20%
Turk,,,,,,,,,,,,,,,,,
Turner,,,,,,,,,,,,,,,,,
Twin,,,,,,,,,,,,,,,,,
Twin Lakes,,,,,,,,,,,,,,,,,
Twisp,96.16%,,0.96%,0.53%,,0.75%,1.60%,2.77%,$26,354.00,$31,944.00,$26,250.00,$17,857.00,$16,257.00,14.60%,19.80%,27.30%,8.20%
Tyler,,,,,,,,,,,,,,,,,
Underwood,,,,,,,,,,,,,,,,,
Union,,,,,,,,,,,,,,,,,
Union Center,,,,,,,,,,,,,,,,,
Union Gap,72.19%,0.41%,2.24%,0.57%,0.09%,20.17%,4.32%,29.57%,$30,676.00,$34,795.00,$25,802.00,$23,393.00,$16,853.00,0.00%,10.80%,24.20%,9.90%
Union Hill-Novelty Hill,90.77%,0.78%,0.39%,4.25%,0.06%,1.30%,2.45%,3.45%,$98,061.00,$105,758.00,$77,954.00,$46,167.00,$58,285.00,2.30%,2.90%,2.60%,3.50%
Uniontown,97.10%,,,0.58%,,2.32%,,4.64%,$36,042.00,$46,250.00,$31,607.00,$21,250.00,$16,390.00,2.10%,2.30%,1.80%,4.20%
University Place,75.87%,8.74%,0.72%,7.47%,0.56%,1.35%,5.29%,3.84%,$50,287.00,$60,401.00,$42,452.00,$30,045.00,,7.30%,,9.50%,3.80%
Upper Elochoman,,,,,,,,,,,,,,,,,
Upper Preston,,,,,,,,,,,,,,,,,
Usk,,,,,,,,,,,,,,,,,
Vader,93.56%,,0.34%,,,1.86%,4.24%,6.61%,$30,750.00,$32,188.00,$35,139.00,$16,875.00,$19,255.00,0.00%,12.50%,28.40%,3.10%
Vail,,,,,,,,,,,,,,,,,
Valley,,,,,,,,,,,,,,,,,
Valley Grove,,,,,,,,,,,,,,,,,
Valleyford,,,,,,,,,,,,,,,,,
Van Horn,,,,,,,,,,,,,,,,,
Van Zandt,,,,,,,,,,,,,,,,,
Vancouver,76.20%,2.90%,1.00%,5.00%,1.00%,,4.80%,10.40%,,,,,,,,,
Vantage,22.86%,,,,1.43%,2.86%,11.43%,84.29%,$26,250.00,$43,750.00,$26,250.00,$0.00,$17,605.00,,,,
Vashon,93.61%,0.45%,0.70%,1.56%,0.06%,0.87%,2.75%,2.56%,$58,261.00,$67,010.00,$50,201.00,$36,426.00,$31,983.00,4.60%,6.00%,5.20%,2.20%
Vaughn,,,,,,,,,,,,,,,,,
Venersborg,97.16%,0.18%,0.15%,0.43%,0.06%,0.15%,1.86%,1.86%,$65,912.00,$70,031.00,$51,120.00,$30,806.00,$21,610.00,0.00%,0.70%,0.00%,5.00%
Venice,,,,,,,,,,,,,,,,,
Venner,,,,,,,,,,,,,,,,,
Verlot,98.24%,,0.59%,0.59%,,,0.59%,1.18%,$29,519.00,$27,692.00,$90,957.00,$46,250.00,$13,205.00,20.70%,33.50%,47.10%,30.00%
Vesta,,,,,,,,,,,,,,,,,
Victor (Mason County),,,,,,,,,,,,,,,,,
Victor (Whatcom County),,,,,,,,,,,,,,,,,
Vineland,97.09%,0.05%,0.90%,0.31%,0.03%,0.43%,1.19%,1.47%,$48,306.00,$54,223.00,$40,698.00,$26,359.00,$22,540.00,4.40%,6.40%,8.00%,5.50%
Virginia,,,,,,,,,,,,,,,,,
Wabash,,,,,,,,,,,,,,,,,
Wacota,,,,,,,,,,,,,,,,,
Wagnersburg,,,,,,,,,,,,,,,,,
Wahkiakum County,94.00%,0.30%,1.30%,0.60%,0.20%,0.70%,3.10%,2.70%,$40,372.00,$47,266.00,$44,779.00,$36,111.00,$23,115.00,7.10%,12.20%,14.50%,10.70%
Wahl,,,,,,,,,,,,,,,,,
Waitsburg,94.80%,0.58%,0.41%,0.66%,,1.16%,2.39%,2.81%,$33,527.00,$40,865.00,$31,625.00,$21,518.00,$22,305.00,0.00%,3.30%,14.80%,10.00%
Wakefield,,,,,,,,,,,,,,,,,
Waldron,95.19%,,,0.96%,,,3.85%,,$18,452.00,$25,000.00,,,,31.60%,56.10%,45.50%,0.00%
Walla Walla,83.79%,2.58%,1.05%,1.24%,0.23%,8.26%,2.85%,17.42%,$31,855.00,$40,856.00,$31,753.00,$23,889.00,$15,792.00,13.10%,18.00%,22.80%,10.50%
Walla Walla County,84.50%,1.80%,1.00%,1.30%,0.30%,8.00%,3.10%,19.70%,$45,575.00,$55,773.00,$42,704.00,$35,586.00,$23,027.00,12.40%,17.50%,24.60%,9.20%
Walla Walla East,92.54%,0.28%,0.85%,0.65%,0.12%,3.03%,2.54%,6.29%,$49,844.00,$54,107.00,$37,462.00,$25,592.00,$22,709.00,4.60%,8.10%,6.70%,2.60%
Waller,89.00%,1.53%,2.07%,2.09%,0.16%,1.82%,3.34%,4.33%,$47,350.00,$56,164.00,$41,471.00,$28,816.00,$21,259.00,5.50%,8.20%,10.90%,7.00%
Wallula,87.31%,,1.02%,,,11.68%,,16.75%,$26,071.00,$26,071.00,$26,000.00,$18,611.00,$3,213.00,7.40%,11.70%,18.70%,0.00%
Walnut Grove,90.75%,1.12%,0.80%,3.14%,0.47%,1.19%,2.54%,2.96%,$52,788.00,$56,125.00,$45,752.00,$31,956.00,$25,747.00,3.80%,6.10%,5.60%,4.60%
Wapato,25.51%,0.50%,9.34%,1.53%,,57.57%,5.54%,76.21%,$25,804.00,$26,378.00,$18,333.00,$19,375.00,,34.30%,,41.60%,12.70%
Ward,,,,,,,,,,,,,,,,,
Warden,41.55%,0.20%,0.90%,0.31%,,54.09%,2.95%,71.82%,$31,071.00,$33,409.00,$27,450.00,$19,875.00,$9,922.00,20.40%,23.10%,27.10%,24.60%
Warm Beach,95.74%,0.15%,0.64%,0.69%,0.15%,0.64%,2.01%,1.52%,$51,420.00,$53,611.00,$50,240.00,$28,482.00,$26,783.00,4.10%,8.90%,23.10%,0.00%
Warnick,,,,,,,,,,,,,,,,,
Warwick,,,,,,,,,,,,,,,,,
Washougal,94.00%,0.40%,1.26%,0.78%,0.12%,0.83%,2.56%,2.51%,$38,719.00,$52,293.00,$37,351.00,$26,032.00,,9.70%,,13.80%,3.60%
Washtucna,96.15%,,1.92%,,,,1.92%,4.23%,$34,688.00,$45,000.00,$31,964.00,$33,750.00,$17,487.00,16.20%,20.10%,29.80%,8.90%
Waterville,90.11%,1.03%,1.12%,0.26%,,6.10%,1.38%,8.77%,$36,458.00,$47,386.00,$35,375.00,$23,375.00,$18,880.00,5.00%,7.50%,7.10%,2.80%
Wauconda,,,,,,,,,,,,,,,,,
Waukon,,,,,,,,,,,,,,,,,
Wauna,,,,,,,,,,,,,,,,,
Waverly,95.87%,,2.48%,,,,1.65%,,$38,125.00,$43,750.00,$31,042.00,$20,625.00,$15,072.00,5.90%,8.40%,14.60%,0.00%
Welcome,,,,,,,,,,,,,,,,,
Welland,,,,,,,,,,,,,,,,,
Wellpinit,,,,,,,,,,,,,,,,,
Wenas,,,,,,,,,,,,,,,,,
Wenatchee,80.93%,0.39%,1.13%,0.95%,0.13%,13.99%,2.48%,21.52%,$34,897.00,$45,982.00,$35,245.00,$26,062.00,$19,498.00,10.60%,15.30%,19.70%,5.70%
Wenatchee Heights,,,,,,,,,,,,,,,,,
West Clarkston,94.99%,0.17%,1.44%,0.51%,,0.81%,2.08%,2.00%,$29,311.00,$31,673.00,$29,349.00,$20,918.00,$15,762.00,15.70%,18.90%,32.90%,6.50%
West Clarkston-Highland,94.99%,0.17%,1.44%,0.51%,,0.81%,2.08%,2.00%,$29,311.00,$31,673.00,$29,349.00,$20,918.00,$15,762.00,15.70%,18.90%,32.90%,6.50%
West Fork,,,,,,,,,,,,,,,,,
West Pasco,89.59%,1.10%,0.73%,1.17%,0.04%,4.47%,2.89%,10.02%,$65,865.00,$68,205.00,$50,504.00,$31,947.00,$28,523.00,2.20%,2.80%,4.00%,2.10%
West Richland,93.18%,0.56%,0.50%,1.65%,0.02%,1.86%,2.23%,4.83%,$57,750.00,$61,813.00,$50,785.00,$29,595.00,,4.50%,,5.50%,6.70%
West Side Highway,94.22%,0.26%,1.23%,1.12%,0.00%,0.81%,2.37%,1.99%,$46,604.00,$55,598.00,$44,758.00,$24,545.00,$18,790.00,11.50%,12.20%,15.10%,11.50%
Westlake,,,,,,,,,,,,,,,,,
Westport,92.75%,0.33%,3.09%,0.94%,0.05%,0.47%,2.39%,2.99%,$32,037.00,$40,037.00,$33,173.00,$23,889.00,$24,622.00,0.00%,3.70%,23.40%,4.60%
Whatcom County,85.40%,1.00%,2.80%,3.50%,0.20%,3.30%,3.80%,7.80%,$49,031.00,$64,586.00,$47,109.00,$34,690.00,$25,407.00,7.80%,15.00%,14.90%,7.10%
Wheeler,,,,,,,,,,,,,,,,,
Whelan,,,,,,,,,,,,,,,,,
Whetstone,,,,,,,,,,,,,,,,,
Whidbey Island Station,,,,,,,,,,,,,,,,,
White Bluffs,,,,,,,,,,,,,,,,,
White Center,47.00%,9.00%,1.60%,22.90%,1.70%,11.40%,6.40%,21.50%,$35,448.00,$41,433.00,$32,392.00,$28,893.00,$19,852.00,23.80%,25.00%,38.30%,10.50%
White Salmon,83.08%,0.23%,1.14%,0.73%,0.09%,12.04%,2.69%,16.83%,$34,787.00,$39,653.00,$33,021.00,$20,417.00,$30,157.00,0.00%,4.40%,23.60%,12.80%
White Swan,26.24%,0.30%,59.28%,0.26%,0.03%,8.14%,5.74%,15.99%,$35,189.00,$35,333.00,$31,250.00,$22,763.00,$10,623.00,23.80%,27.00%,30.40%,21.70%
Whitman County,84.60%,1.70%,0.70%,7.80%,0.20%,1.40%,3.60%,4.60%,$36,368.00,$61,598.00,$46,663.00,$34,496.00,$19,506.00,10.70%,27.60%,13.30%,5.70%
Whitmarsh Junction,,,,,,,,,,,,,,,,,
Whitney,,,,,,,,,,,,,,,,,
Whitstran,,,,,,,,,,,,,,,,,
Wickersham,,,,,,,,,,,,,,,,,
Wilbur,96.50%,,1.20%,0.22%,0.11%,0.55%,1.42%,1.75%,$32,563.00,$37,431.00,$32,440.00,$20,417.00,$16,535.00,14.40%,17.40%,24.60%,9.60%
Wilcox,,,,,,,,,,,,,,,,,
Wildcat Lake,,,,,,,,,,,,,,,,,
Wilderness Rim,,,,,,,,,,,,,,,,,
Wildwood,,,,,,,,,,,,,,,,,
Wiley City,,,,,,,,,,,,,,,,,
Wilkeson,95.95%,,1.01%,,,,3.04%,1.52%,$44,375.00,$46,875.00,$38,250.00,$31,458.00,$17,481.00,2.00%,4.00%,0.00%,18.20%
Willapa,95.70%,0.00%,2.90%,0.00%,0.00%,0.00%,1.40%,2.90%,,,,,,,,,
Wilson,,,,,,,,,,,,,,,,,
Wilson Creek,93.39%,,1.32%,0.88%,,0.88%,3.52%,2.64%,$23,750.00,$24,375.00,$31,667.00,$11,250.00,$11,464.00,21.60%,27.40%,47.20%,4.70%
Winchester,,,,,,,,,,,,,,,,,
Windust,,,,,,,,,,,,,,,,,
Winesap,,,,,,,,,,,,,,,,,
Winlock,88.25%,0.17%,0.77%,0.77%,,6.17%,3.86%,8.58%,$30,000.00,$38,875.00,$31,667.00,$20,547.00,$16,970.00,0.00%,6.90%,30.40%,16.70%
Winona,,,,,,,,,,,,,,,,,
Winslow,,,,,,,,,,,,,,,,,
Winthrop,97.50%,0.50%,,0.30%,,0.80%,1.00%,4.30%,,,,,,,,,
Winton,,,,,,,,,,,,,,,,,
