Type,State,Subdivision,1790pop,1800pop,1810pop,1820pop,1830pop,1840pop,1850pop,1860pop,1870pop,1880pop,1890pop,1900pop,1910pop,1920pop,1930pop,1940pop,1950pop,1960pop,1970pop,1980pop,1990pop,2000pop,2010pop
County,New York,Jefferson,,,15140,32952,48493,60984,68153,69825,65415,66103,68806,76748,80382,82250,83574,84003,85521,87835,88508,88151,110943,111738,116229
County,New York,Kings,4549,5740,8303,11187,20535,47613,138882,279122,419921,599495,838547,1166582,1634351,2018356,2560401,2698285,2738175,2627319,2602012,2230936,2300664,2465326,2504700
County,New York,Lewis,,,6433,9227,15239,17830,24564,28580,28699,31416,29806,27427,24849,23704,23447,22815,22521,23249,23644,25035,26796,26944,27087
County,New York,Livingston,,,,,27729,35140,40875,39546,38309,39562,37801,37059,38037,36830,37560,28510,40257,44053,54041,57006,62372,64328,65393
County,New York,Madison,,,25144,32208,39038,40008,43072,43545,43522,44112,42892,40545,39289,39535,39790,39598,46214,54635,62864,65150,69120,69441,73442
County,New York,Monroe,,,,,49855,64902,87650,100648,117868,144903,189586,217854,283212,352034,423881,438230,487632,586387,711917,702238,713968,735343,744344
County,New York,Montgomery,28852,21700,41214,37569,43715,35818,31992,30866,34457,38315,45699,47488,57567,57928,60076,59142,59594,57240,55883,53439,51981,49708,50219
County,New York,Nassau,,,,,,,,,,,,55448,83930,126120,303053,406748,672765,1300171,1428080,1321582,1287348,1334544,1339532
County,New York,New York,33111,60489,96373,123706,202589,312710,515547,813669,942292,1206299,1515301,2050600,2762522,2284103,1867312,1889924,1960101,1698281,1539233,1428285,1487536,1537195,1585873
County,New York,Niagara,,,8971,22990,18482,31132,42276,50399,50437,54173,62491,74961,92036,118705,149329,160110,189992,242269,235720,227354,220756,219846,216469
County,New York,Oneida,,22047,33792,50997,71326,85310,99566,105202,110008,115475,122922,132800,154157,182833,198763,203636,222855,264401,273037,253466,250836,235469,234878
County,New York,Onondaga,,7406,25987,41467,58973,67911,85890,90686,104183,117893,146247,168735,200298,241465,291606,295108,341719,423028,472746,463920,468973,458336,467026
County,New York,Ontario,1074,15218,42032,88267,40288,43501,43929,44563,45108,49541,48453,49605,52286,52652,54276,55307,60172,68070,78849,88909,95101,100224,107931
County,New York,Orange,18477,29355,34347,41213,45366,50739,57145,63812,80902,88220,97859,103859,116001,119844,130383,140113,152255,183734,221657,259603,307647,341367,372813
County,New York,Orleans,,,,,17732,25127,28501,28717,27689,30128,30803,30164,32000,28619,28795,27760,29832,34159,37305,38496,41846,44171,42883
County,New York,Oswego,,,,12374,27119,43619,62198,75958,77941,77911,71883,70881,71664,71045,69645,71275,77181,86118,100897,113901,121771,122377,122109
County,New York,Otsego,,21636,38802,44856,51372,49628,48638,50157,48967,51397,50861,48939,47216,46200,46710,46082,50763,51942,56181,59075,60517,61676,62259
County,New York,Putnam,,,,11268,12628,12825,14138,14002,15420,15181,14849,13787,14665,10802,13744,16555,20307,31722,56696,77193,83941,95745,99710
County,New York,Queens,16013,16893,19336,21519,22460,30324,36833,57391,73803,90574,128059,152999,284041,469042,1079129,1297634,1550849,1809578,1986473,1891325,1951598,2229379,2230722
County,New York,Rensselaer,,30442,36309,40153,49424,60259,73363,86328,99549,115328,124511,121697,122276,113129,119781,121834,132607,142585,152510,151966,154429,152538,159429
County,New York,Richmond,3827,4563,5347,6135,7082,10965,15061,25492,33029,38991,51693,67021,85969,116531,158346,174441,191555,221991,295443,352121,378977,443728,468730
County,New York,Rockland,,6353,7758,8837,9388,11975,16962,22492,25213,27690,35162,38298,46873,45548,59599,74261,89276,136803,229903,259530,265475,286753,311687
County,New York,Saratoga,,24483,33147,36052,38679,40553,45646,51729,51529,55156,57663,61089,61917,60029,63314,65606,74869,89096,121679,153759,181276,200635,219607
County,New York,Schenectady,,,10201,13081,12347,17387,20054,20002,21347,23538,29797,46852,88235,109363,125021,122494,142497,152896,160979,149946,149285,146555,154727
County,New York,Schoharie,,9808,18945,23154,27902,32358,33548,34469,33340,32910,29164,26854,23855,21303,19667,20812,22703,22616,24750,29710,31859,31582,32749
County,New York,Schuyler,,,,,,,,18840,18989,18842,16711,15811,14004,13098,12909,12979,14182,15044,16737,17686,18662,19224,18343
County,New York,Seneca,,,16609,23619,21041,24874,25441,28138,27823,29278,28227,28114,26972,24735,24983,25732,29253,31984,35083,33733,33683,33342,35251
County,New York,Saint Lawrence,,,7885,16037,36354,56706,68617,83689,84826,85997,85048,89083,89005,88121,90960,91098,98897,111239,111991,114254,111974,111931,111944
County,New York,Steuben,,1788,7246,21989,33851,46138,63771,66690,67717,77586,81473,82822,83362,80627,82671,84927,91439,97691,99546,99217,99088,98726,98990
County,New York,Suffolk,16546,19464,21113,24272,26780,32469,36922,43275,46924,53888,62491,77582,96138,110246,161055,197355,276129,666784,1124950,1284231,1321864,1419369,1493350
County,New York,Sullivan,,,6108,8900,12364,15629,25088,32385,34550,32491,31031,32306,33808,33163,35272,37901,40731,45272,52580,65155,69277,73966,77547
County,New York,Tioga,,6889,7899,16971,27690,20527,24880,28748,30572,32673,29935,27951,25624,24212,25480,27072,30166,37802,46513,49812,52337,51784,51125
