Type,State,Subdivision,1790pop,1800pop,1810pop,1820pop,1830pop,1840pop,1850pop,1860pop,1870pop,1880pop,1890pop,1900pop,1910pop,1920pop,1930pop,1940pop,1950pop,1960pop,1970pop,1980pop,1990pop,2000pop,2010pop
County,Alabama,Cullman,,,,,,,,,,6355,13439,17849,28321,33034,41051,47343,49046,45572,52445,61642,67613,77483,80406
County,Alabama,Dale,,,,,2031,7397,6382,12197,11325,12677,17225,21189,21608,22711,23175,22685,20828,31066,52995,47821,49633,49129,50251
County,Alabama,Dallas,,,,6003,14017,25199,29727,33625,40705,48433,49350,54657,53401,54697,55094,55245,56270,56667,55296,53981,48130,46365,43820
County,Alabama,DeKalb,,,,,,5929,8245,10705,7126,12675,21106,23558,28261,34426,40104,43075,45048,41417,41981,53658,54651,64452,71109
County,Alabama,Elmore,,,,,,,,,14477,17502,21732,26099,28245,28085,34280,34546,31649,30524,33661,43390,49210,65874,79303
County,Alabama,Escambia,,,,,,,,,4041,5719,8666,11320,18889,22464,27963,30671,31443,33511,34912,38440,35518,38440,38319
County,Alabama,Etowah,,,,,,,,,10109,15398,21926,27361,39109,47275,63399,72580,93892,96980,94144,103057,99840,103459,104430
County,Alabama,Fayette,,,,,3547,6942,9681,12850,7136,10135,12823,14132,16248,18365,18443,21651,19388,16148,16252,18809,17962,18495,17241
County,Alabama,Franklin,,,,4988,11078,14270,19610,18627,8006,9155,10681,16511,19369,22011,25372,27552,25705,21988,23933,28350,27814,31223,31704
County,Alabama,Geneva,,,,,,,,,2959,4342,10690,19096,26230,29315,30104,29172,25899,22310,21924,24253,23647,25764,26790
County,Alabama,Greene,,,,4554,15026,24024,31441,30859,18399,21931,22007,24182,22717,18133,19745,19185,16482,13600,10650,11021,10153,9974,9045
County,Alabama,Hale,,,,,,,,,21792,26553,27501,31011,27883,24289,26265,25533,20832,19537,15888,15604,15498,17185,15760
County,Alabama,Henry,,,,2638,4020,5787,9019,14918,14191,18761,24847,36147,20943,21547,22820,21912,18674,15286,13254,15302,15374,16310,17302
County,Alabama,Houston,,,,,,,,,,,,,32414,37334,45935,45665,46522,50718,56574,74632,81331,88787,101547
County,Alabama,Jackson,,,,8751,12700,15715,14088,18283,19410,25114,28026,30508,32918,35864,36881,41802,38998,36681,39202,51407,47796,53926,53227
County,Alabama,Jefferson,,,,,6855,7131,8989,11746,12345,23272,88501,140420,226476,310054,431493,459930,558928,634864,644991,671371,651525,662047,658466
County,Alabama,Lamar,,,,,,,,,8893,12142,14187,16084,17487,18149,18001,19708,16441,14271,14335,16453,15715,15904,14564
County,Alabama,Lauderdale,,,,4963,11781,14485,17172,17420,15091,21035,23739,26559,30936,39556,41130,46230,54179,61622,68111,80546,79661,87966,92709
County,Alabama,Lawrence,,,,8652,14984,13313,15258,13975,16658,21392,20725,20124,21984,24307,26942,27880,27128,24501,27281,30170,31513,34803,34339
County,Alabama,Lee,,,,,,,,,21750,27262,28694,31826,32867,32821,36063,36455,45073,49754,61268,76283,87146,115092,140247
County,Alabama,Limestone,,,,9871,14807,14374,16483,15306,15017,21600,21201,22387,26880,31341,36629,35642,35766,36513,41699,46005,54135,65676,82782
County,Alabama,Lowndes,,,,,9410,19539,21915,27716,25719,31176,31550,35651,31894,25406,22878,22661,18018,15417,12897,13253,12658,13473,11299
County,Alabama,Macon,,,,,,11247,26898,26802,17727,17371,18439,23126,26049,23561,27103,27654,30561,26717,24841,26829,24928,24105,21452
County,Alabama,Madison,,,4699,17481,27990,25706,26427,26451,31267,37625,38119,43702,47041,51268,64623,66317,72903,117348,186540,196966,238912,276700,334811
County,Alabama,Marengo,,,,2933,7700,17264,27831,31171,26151,30890,33095,38315,39923,36065,36426,35736,29494,27098,23819,25047,23084,22539,21027
County,Alabama,Marion,,,,,4058,5847,7833,11182,6059,9364,11347,14494,17495,22008,25967,28776,27264,21837,23788,30041,29830,31214,30776
County,Alabama,Marshall,,,,,,7553,8846,11472,9871,14585,18935,23289,28553,32669,39802,42395,45090,48018,54211,65622,70832,82231,93019
County,Alabama,Mobile,,,,2672,6267,18741,27600,41131,49311,48653,51587,62740,80854,100117,118363,141974,231105,314301,317308,364980,378643,399843,412992
County,Alabama,Monroe,,,,8838,8782,10680,12013,15667,14214,17091,18990,23666,27155,28884,30070,29465,25732,22372,20883,22651,23968,24324,23068
County,Alabama,Montgomery,,,,6604,12695,24574,29711,35904,43704,52356,56172,72047,82178,80853,98671,114420,138965,169210,167790,197038,209085,223510,229363
County,Alabama,Morgan,,,,5263,9062,9841,10125,11335,12187,16428,24089,28820,33781,40196,46176,48148,52924,60454,77306,90231,100043,111064,119490
County,Alabama,Perry,,,,3646,11490,19086,22285,27724,24975,30741,29332,31783,31222,25373,26385,26610,20439,17358,15388,15012,12759,11861,10591
County,Alabama,Pickens,,,,,6622,17118,21512,22316,17690,21479,22470,24402,25055,25353,24902,27671,24349,21882,20326,21481,20699,20949,19746
County,Alabama,Pike,,,,,7108,10108,15920,24435,17423,20640,24423,29172,30815,31631,32240,32493,30608,25987,25038,28050,27595,29605,32899
County,Alabama,Randolph,,,,,,4973,11581,20059,12006,16575,17219,21647,24659,27064,26861,25516,22513,19477,18331,20075,19881,22380,22913
County,Alabama,Russell,,,,,,13513,19548,26592,21636,24837,24093,27083,25937,27448,27377,35775,40364,46351,45394,47356,46860,49756,52947
County,Alabama,Shelby,,,,2416,5704,6112,9536,12618,12218,17236,20886,23684,26949,27097,27576,28962,30362,32132,38037,66298,99358,143293,195085
County,Alabama,Saint Clair,,,,4166,5975,5638,6829,11013,9360,14462,17353,19425,20715,23383,24510,27336,26687,25388,27956,41205,50009,64742,83593
County,Alabama,Sumter,,,,,,29937,22250,24035,24109,28728,29574,32710,28699,25569,26929,27321,23610,20041,16974,16908,16174,14798,13763
County,Alabama,Talladega,,,,,,12587,18624,23520,18064,23360,29346,35773,37921,41005,45241,51832,63639,65495,65280,73826,74107,80321,82291
County,Alabama,Tallapoosa,,,,,,6444,15584,23827,16963,23401,25460,29675,31034,29744,31188,35270,35074,35007,33840,38766,38826,41475,41616
County,Alabama,Tuscaloosa,,,,8229,13646,16583,18056,23200,20081,24957,30352,36147,47559,53680,64153,76036,94092,109047,116029,137541,150522,164875,194656
County,Alabama,Walker,,,,,2202,4032,5124,7980,6543,9479,16078,25162,37013,50593,59445,64201,63769,54211,56246,68660,67670,70713,67023
County,Alabama,Washington,,1250,2920,4118,3474,5300,2713,4669,3912,4538,7935,11134,14454,14279,16365,16188,15612,15372,16241,16821,16694,18097,17581
County,Alabama,Wilcox,,,,2917,9548,15278,17352,24618,28377,31828,30816,35631,33810,31080,24880,26279,23476,18739,16303,14755,13568,13183,11670
County,Alabama,Winston,,,,,,,1542,3576,4155,4253,6552,9554,12855,14378,15596,18746,18250,14858,16654,21953,22053,24843,24484
State,Alaska,–,,,,,,,,,,,,,,,,,,226167,300382,401851,550043,626932,710231
Borough,Alaska,Aleutians East,,,,,,,,,,,,,,,,,,,,,2464,2697,3141
Borough,Alaska,Anchorage,,,,,,,,,,,,,,,,,,44397,48081,174431,226338,260283,291826
Borough,Alaska,Bristol Bay,,,,,,,,,,,,,,,,,,43412,1147,1094,1410,1258,997
Borough,Alaska,Denali,,,,,,,,,,,,,,,,,,,,,,1893,1826
Borough,Alaska,Fairbanks North Star,,,,,,,,,,,,,,,,,,6797,45864,53983,77720,82840,97581
Borough,Alaska,Haines,,,,,,,,,,,,,,,,,,6097,1504,1680,2117,2392,2508
Borough,Alaska,Juneau,,,,,,,,,,,,,,,,,,10070,6050,19528,26751,30711,31275
Borough,Alaska,Kenai Peninsula,,,,,,,,,,,,,,,,,,7174,14250,25282,40802,49691,55400
Borough,Alaska,Ketchikan Gateway,,,,,,,,,,,,,,,,,,5188,10041,11316,13828,14070,13477
Borough,Alaska,Kodiak Island,,,,,,,,,,,,,,,,,,2133,9409,9939,13309,13913,13592
Borough,Alaska,Lake and Peninsula,,,,,,,,,,,,,,,,,,,,,1668,1823,1631
Borough,Alaska,Matanuska-Susitna,,,,,,,,,,,,,,,,,,3560,6509,17816,39683,59322,88995
Borough,Alaska,North Slope,,,,,,,,,,,,,,,,,,3237,2663,4199,5979,7385,9430
Borough,Alaska,Northwest Arctic,,,,,,,,,,,,,,,,,,659,4434,4831,6113,7208,7523
Borough,Alaska,Sitka,,,,,,,,,,,,,,,,,,1315,3370,7803,8588,8835,8881
Borough,Alaska,Skagway,,,,,,,,,,,,,,,,,,6011,675,768,692,862,920
Borough,Alaska,Wrangell,,,,,,,,,,,,,,,,,,5537,2029,2184,2479,2308,2365
Borough,Alaska,Yakutat,,,,,,,,,,,,,,,,,,,,,725,680,662
Census Area,Alaska,Aleutians West,,,,,,,,,,,,,,,,,,4024,8057,7768,9478,5465,5561
Census Area,Alaska,Bethel,,,,,,,,,,,,,,,,,,,7579,10999,13656,16006,17013
Census Area,Alaska,Dillingham,,,,,,,,,,,,,,,,,,,3485,4616,4012,4922,4847
Census Area,Alaska,Hoonah-Angoon,,,,,,,,,,,,,,,,,,,,,,,2150
Census Area,Alaska,Kusilvak,,,,,,,,,,,,,,,,,,3128,3917,4665,5791,7028,7459
Census Area,Alaska,Nome,,,,,,,,,,,,,,,,,,6091,5749,6537,8288,9196,9492
Census Area,Alaska,Prince of Wales–Hyder,,,,,,,,,,,,,,,,,,1772,2106,3822,6278,6146,5559
Census Area,Alaska,Southeast Fairbanks,,,,,,,,,,,,,,,,,,,4179,5676,5913,6174,7029
Census Area,Alaska,Valdez–Cordova,,,,,,,,,,,,,,,,,,2844,3098,8348,9952,10195,9636
Census Area,Alaska,Yukon–Koyukuk,,,,,,,,,,,,,,,,,,4097,4752,7873,8478,6551,5588
State,Arizona,–,,,,,,,,,,,,,204354,334162,435573,499261,749587,1302161,1745944,2718215,3665228,5130632,6392017
County,Arizona,Apache,,,,,,,,,,,,,9196,13196,17765,24095,27767,30438,32298,52108,61591,69423,71518
County,Arizona,Cochise,,,,,,,,,,,,,34591,46465,40998,34627,31488,55039,61910,85686,97624,117755,131346
County,Arizona,Coconino,,,,,,,,,,,,,8130,9982,14064,18770,23910,41857,48326,75008,96591,116320,134421
County,Arizona,Gila,,,,,,,,,,,,,16348,25678,31016,23867,24158,25745,29255,37080,40216,51335,53597
County,Arizona,Graham,,,,,,,,,,,,,23999,10148,10373,12113,12985,14045,16578,22862,26554,33489,37220
County,Arizona,Greenlee,,,,,,,,,,,,,,15362,9886,8698,12805,11509,10330,11406,8008,8547,8437
County,Arizona,La Paz,,,,,,,,,,,,,,,,,,,,,13844,19715,20489
County,Arizona,Maricopa,,,,,,,,,,,,,34488,89576,150970,186193,331770,663510,971228,1509175,2122101,3072149,3817117
County,Arizona,Mojave,,,,,,,,,,,,,3773,5259,5572,8591,8510,7736,25857,55865,93497,155032,200186
County,Arizona,Navajo,,,,,,,,,,,,,11471,16077,21202,25309,29446,37994,47715,67629,77658,97470,107449
County,Arizona,Pima,,,,,,,,,,,,,22818,34680,55676,72838,141216,265660,351667,531443,666880,843746,980263
County,Arizona,Pinal,,,,,,,,,,,,,9045,16130,22081,28841,43191,62673,67916,90918,116379,179727,375770
County,Arizona,Santa Cruz,,,,,,,,,,,,,6766,12689,9684,9482,9417,10808,13966,20459,29676,38381,47420
County,Arizona,Yavapai,,,,,,,,,,,,,15996,24016,28470,26511,24991,28912,36733,68145,107714,167517,211073
County,Arizona,Yuma,,,,,,,,,,,,,7733,14904,17816,19326,28006,46235,60827,90554,106895,160026,195751
State,Arkansas,–,,,,,30388,97574,209897,435450,484471,802525,1128179,1311564,1574449,1752204,1854482,1949387,1909511,2350725,2286435,1923295,1786272,2673400,2915918
County,Arkansas,Arkansas,,,,,1426,1346,3245,8844,8268,8038,11432,12973,16103,21483,22300,24437,23665,21653,24175,23347,23355,20749,19019
County,Arkansas,Ashley,,,,,,,2058,8590,8042,10156,13295,19734,25268,23410,25151,26785,25660,24319,26538,24976,24220,24209,21853
County,Arkansas,Baxter,,,,,,,,,,6004,8527,9298,10389,10216,9519,10281,11683,31186,27409,15319,9943,38386,41513
County,Arkansas,Benton,,,,,,2228,3710,9306,13831,20328,27716,31611,33389,36253,35253,36148,38076,97499,78115,50476,36272,153406,221339
County,Arkansas,Boone,,,,,,,,,7032,12146,15816,16396,14318,16098,14937,15860,16260,28297,26067,19073,16116,33948,36903
County,Arkansas,Bradley,,,,,,,3829,8388,8646,6285,7972,9651,14518,15970,17494,18097,15987,11793,13803,12778,14029,12600,11508
County,Arkansas,Calhoun,,,,,,,,4103,3853,5671,7267,8539,9894,11807,9752,9636,7132,5826,6079,5573,5991,5744,5368
County,Arkansas,Carroll,,,,,,2844,4614,9383,5780,13337,17288,18848,16829,17786,15820,14737,13244,18654,16203,12301,11284,25357,27446
County,Arkansas,Chicot,,,,,1165,3806,5115,9234,7214,10117,11419,14528,21987,21749,22646,27452,22306,15713,17793,18164,18990,14117,11800
County,Arkansas,Clark,,,,,1369,2309,4070,9735,11953,15771,20997,21289,23686,25632,24932,24402,22998,21437,23326,21537,20950,23546,22995
County,Arkansas,Clay,,,,,,,,,,7213,12200,15886,23690,27276,27278,28386,26674,18107,20616,18771,21258,17609,16083
County,Arkansas,Cleburne,,,,,,,,,,,7884,9628,11903,12696,11373,13134,11487,19411,16909,10349,9059,24046,25970
County,Arkansas,Cleveland,,,,,,,,,,,11362,11620,13481,12260,12744,12570,8956,7781,7868,6605,6944,8571,8689
County,Arkansas,Columbia,,,,,,,,12449,11397,14090,19893,22077,23820,27670,27320,29822,28770,25691,26644,25952,26400,25603,24552
County,Arkansas,Conway,,,,,982,2892,3583,6697,8112,12755,19459,19772,22729,22578,21949,21536,18137,19151,19505,16805,15430,20336,21273
County,Arkansas,Craighead,,,,,,,,3066,4577,7037,12025,19505,27627,37541,44740,47200,50613,68956,63239,52068,47303,82148,96443
County,Arkansas,Crawford,,,,,2440,4266,7960,7850,8957,14740,21714,21270,23942,25739,22549,23920,22727,42493,36892,25677,21318,53247,61948
County,Arkansas,Crittenden,,,,,1272,1561,2648,4920,3831,9415,13940,14529,22447,29309,39717,42473,47184,49939,49499,48106,47564,50866,50902
County,Arkansas,Cross,,,,,,,,,3915,5050,7693,11051,14042,18579,25723,26046,24757,19225,20434,19783,19551,19526,17870
County,Arkansas,Dallas,,,,,,,6877,8283,5707,6505,9296,11518,12621,14424,14671,14471,12416,9614,10515,10022,10522,9210,8116
County,Arkansas,Desha,,,,,,1598,2911,6459,6125,8973,10324,11511,15274,20297,21814,27160,25155,16798,19760,18761,20770,15341,13008
County,Arkansas,Dorsey,,,,,,,,,,8370,,,,,,,,,,,,,
County,Arkansas,Drew,,,,,,,3276,9078,9960,12231,17352,19451,21960,21822,19928,19831,17959,17369,17910,15157,15213,18723,18509
County,Arkansas,Faulkner,,,,,,,,,,12786,18342,20780,23708,27681,28381,25880,25289,60006,46192,31572,24303,86014,113237
County,Arkansas,Franklin,,,,,,2665,3972,7298,9627,14951,19934,17395,20638,19364,15762,15683,12358,14897,14705,11301,10213,17771,18125
County,Arkansas,Fulton,,,,,,,1819,4024,4843,6720,10984,12917,12193,11182,10834,10253,9187,10037,9975,7699,6657,11642,12245
County,Arkansas,Garland,,,,,,,,,,9023,15328,18773,27271,25785,36031,41664,47102,73397,70531,54131,46697,88068,96024
County,Arkansas,Grant,,,,,,,,,3943,6185,7786,7671,9425,10710,9834,10477,9024,13948,13008,9711,8294,16464,17853
County,Arkansas,Greene,,,,,,1586,2593,5843,7573,7480,12908,16979,23852,26105,26127,30204,29149,31804,30744,24765,25198,37331,42090
County,Arkansas,Hempstead,,,,,2512,4921,7672,13989,13768,19015,22796,24101,28285,31602,30847,32770,25080,21621,23635,19308,19661,23587,22609
County,Arkansas,Hot Spring,,,,,458,1907,3609,5635,5877,7775,11603,12748,15022,17784,18105,18916,22181,26115,26819,21963,21893,30353,32923
County,Arkansas,Howard,,,,,,,,,,9917,13789,14076,16898,18565,17489,16621,13342,13569,13459,11412,10878,14300,13789
County,Arkansas,Independence,,,,,2031,3669,7767,14307,14566,18086,21961,22557,24776,23976,24225,25643,23488,31192,30147,22723,20048,34233,36647
County,Arkansas,Izard,,,,,1266,2240,3213,7215,6806,10857,13038,13506,14561,13871,12872,12834,9953,11364,10768,7381,6766,13249,13696
County,Arkansas,Jackson,,,,,333,1540,3086,10493,7268,10877,15179,18383,23501,25446,27943,26427,25912,18944,21646,20452,22843,18418,17997
County,Arkansas,Jefferson,,,,,772,2566,5834,14971,15733,22386,40881,40972,52734,60330,64154,65101,76075,85487,90718,85329,81373,84278,77435
County,Arkansas,Johnson,,,,,,3433,5227,7612,9152,11565,16758,17448,19698,21062,19289,18795,16138,18221,17423,13630,12421,22781,25540
County,Arkansas,Lafayette,,,,,748,2200,5220,8464,9139,5730,7700,10594,13741,15522,16934,16851,13203,9643,10213,10018,11030,8559,7645
County,Arkansas,Lawrence,,,,,2806,2835,5274,9372,5981,8782,12984,16491,20001,22098,21663,22651,21303,17457,18447,16320,17267,17774,17415
County,Arkansas,Lee,,,,,,,,,,13288,18886,19409,24252,28852,26637,26810,24322,13053,15539,18884,21001,12580,10424
County,Arkansas,Lincoln,,,,,,,,,,9255,10255,13389,15118,18774,20250,19709,17079,13690,13369,12913,14447,14492,14134
County,Arkansas,Little River,,,,,,,,,3236,6404,8903,13731,13597,16301,15515,15932,11690,13966,13952,11194,9211,13628,13171
County,Arkansas,Logan,,,,,,,,,,14885,20774,20563,26350,25866,24110,25967,20260,20557,20144,16789,15957,22486,22353
County,Arkansas,Lonoke,,,,,,,,,,12146,19263,22544,27983,33400,33759,29802,27278,39268,34518,26249,24551,52828,68356
County,Arkansas,Madison,,,,,,2775,4823,7740,8231,11455,17402,19864,16056,14918,13334,14531,11734,11618,11373,9453,9068,14243,15717
County,Arkansas,Marion,,,,,,1325,2308,6192,3979,7907,10390,11377,10203,10154,8876,9464,8609,12001,11334,7000,6041,16140,16653
County,Arkansas,Miller,,,,,356,,,,,9919,14714,17558,19555,24021,30586,31874,32614,38467,37766,33385,31686,40443,43462
County,Arkansas,Mississippi,,,,,,1410,2368,3895,3633,7332,11635,16384,30468,47320,69289,80217,82375,57525,59517,62060,70174,51979,46480
County,Arkansas,Monroe,,,,,461,936,2049,5657,8336,9574,15336,16816,19907,21601,20651,21133,19540,11333,14052,15657,17327,10254,8149
County,Arkansas,Montgomery,,,,,,,1958,3633,2984,5729,7923,9444,12455,11112,10768,8876,6680,7841,7771,5821,5370,9245,9487
County,Arkansas,Nevada,,,,,,,,,,12959,14832,16609,19344,21934,20407,19869,14781,10101,11097,10111,10700,9955,8997
County,Arkansas,Newton,,,,,,,1758,3393,4374,6120,9950,12538,10612,11199,10564,10881,8685,7666,7756,5844,5963,8608,8330
County,Arkansas,Ouachita,,,,,,,9591,12936,12975,11758,17033,20892,21774,20636,29890,31151,33051,30574,30541,30896,31641,28790,26120
County,Arkansas,Perry,,,,,,,978,2465,2685,3872,5538,7294,9402,9905,7695,8392,5978,7969,7266,5634,4927,10209,10445
County,Arkansas,Phillips,,,,,1152,3547,6935,14877,15372,21262,25341,26561,33535,44530,40683,45970,46254,28838,34772,40046,43997,26445,21757
County,Arkansas,Pike,,,,,,969,1861,4025,3788,6345,8537,10301,12565,12397,11792,11786,10032,10086,10373,8711,7864,11303,11291
County,Arkansas,Poinsett,,,,,,1320,2308,3621,1720,2192,4272,7025,12791,20848,29695,37670,39311,24664,27032,26822,30834,25614,24583
County,Arkansas,Polk,,,,,,,1263,4262,3376,5857,9283,18352,17216,16412,14857,15832,14182,17347,17007,13297,11981,20229,20662
County,Arkansas,Pope,,,,,1483,2850,4710,7883,8386,14322,19458,21715,24527,27153,26547,25682,23291,45883,39021,28607,21177,54469,61754
County,Arkansas,Prairie,,,,,,,2097,8854,5604,8435,11374,11875,13853,17447,15187,15304,13768,9518,10140,10249,10515,9539,8715
County,Arkansas,Pulaski,,,,,2395,5350,5657,11699,32066,32616,47329,63179,86751,109464,137727,156085,196685,349660,340613,287189,242980,361474,382748
County,Arkansas,Randolph,,,,,,2196,3275,6261,7466,11724,14485,17156,18987,17713,16871,18319,15982,16558,16834,12645,12520,18195,17969
County,Arkansas,Saint Francis,,,,,1505,2499,4479,8672,6714,8389,13543,17157,22548,28385,33394,36043,36841,28497,30858,30799,33303,29329,28258
County,Arkansas,Saline,,,,,,2061,3903,6640,3911,8953,11311,13122,16657,16781,15660,19163,23816,64183,53161,36107,28956,83529,107118
County,Arkansas,Scott,,,,,,1694,3083,5145,7483,9174,12635,13183,14302,13232,11803,13300,10057,10205,9685,8207,7297,10996,11233
County,Arkansas,Searcy,,,,,,936,1979,5271,5614,7278,9664,11988,14825,14590,11056,11942,10424,7841,8847,7731,8124,8261,8195
County,Arkansas,Sebastian,,,,,,,,9238,12940,19560,33200,36935,52278,56739,54426,62809,64202,99590,95172,79237,66685,115071,125744
County,Arkansas,Sevier,,,,,634,2810,4240,10516,4492,6192,10072,16339,16616,18301,16364,15248,12293,13637,14060,11272,10156,15757,17058
County,Arkansas,Sharp,,,,,,,,,5400,9047,10418,12199,11688,11132,10715,11497,8999,14109,14607,8233,6319,17119,17264
County,Arkansas,Stone,,,,,,,,,,5089,7043,8100,8946,8779,7993,8603,7662,9775,9022,6838,6294,11499,12394
County,Arkansas,Union,,,,,640,2889,10298,12288,10571,13419,14977,22495,30723,29691,55800,50461,49686,46719,48573,45428,49518,45629,41639
County,Arkansas,Van Buren,,,,,,1518,2864,5357,5107,9565,8567,11220,13509,13666,11962,12518,9687,14008,13357,8275,7228,16192,17295
County,Arkansas,Washington,,,,,2182,7148,9970,14673,17266,23844,32024,34256,33889,35468,39255,41114,49979,113409,100494,77370,55797,157715,203065
County,Arkansas,White,,,,,,929,2619,8316,10347,17794,22946,24864,28574,34603,38269,37176,38040,54676,50835,39253,32745,67165,77076
County,Arkansas,Woodruff,,,,,,,,,6891,8646,14009,16304,20049,21547,22682,22133,18957,9520,11222,11566,13954,8741,7260
County,Arkansas,Yell,,,,,,,3341,6333,8048,13852,18015,22750,26323,25655,21313,20970,14057,17759,17026,14208,11940,21139,22185
State,California,–,,,,,,,92597,379994,560247,864694,1208130,1485053,2377549,3426861,5677251,6907387,10586223,15717204,19953134,23667902,29760021,33871648,37253956
County,California,Alameda,,,,,,,,8927,24237,62976,93864,130197,246131,344177,474883,513011,740315,908209,1073184,1105379,1279182,1443741,1638215
County,California,Alpine,,,,,,,,,685,539,667,509,309,243,341,323,241,397,484,1097,1113,1208,1110
County,California,Amador,,,,,,,,10930,9582,11384,10320,11116,9086,7793,8494,8973,9151,9990,11821,19314,30039,35100,37001
County,California,Butte,,,,,,,3574,12106,11403,18721,17939,17117,27301,30030,34093,42840,64930,82030,101969,143851,182120,203171,225411
County,California,Calaveras,,,,,,,16884,16299,8895,9094,8882,11200,9171,6183,6008,8221,9902,10289,13585,20710,31998,40554,44828
County,California,Colusa,,,,,,,115,2274,6165,13118,14640,7364,7732,9290,10258,9788,11651,12075,12430,12791,16275,18804,21482
County,California,Contra Costa,,,,,,,,5328,8461,12525,13515,18046,31674,53889,78608,100450,298984,409030,556116,656331,803732,948816,1126745
County,California,Del Norte,,,,,,,,1993,2022,2584,2592,2408,2417,2759,4739,4745,8078,17771,14580,18217,23460,27507,27254
County,California,El Dorado,,,,,,,20057,20562,10309,10683,9232,8986,7492,6426,8235,13229,16207,29390,43833,85812,125995,156299,184452
County,California,Fresno,,,,,,,,4605,6336,9478,32026,37862,75657,128779,144379,178565,276515,365945,413329,514621,667490,799407,974861
County,California,Glenn,,,,,,,,,,,,5150,7172,11853,10935,12195,15448,17245,17521,21350,24798,26453,28017
County,California,Humboldt,,,,,,,,2694,6140,15512,23469,27104,33857,37413,43233,45812,69241,104892,99692,108525,119118,126518,135727
County,California,Imperial,,,,,,,,,,,,,13591,43453,60903,59740,62975,72105,74492,92110,109303,142361,180191
County,California,Inyo,,,,,,,,,1956,2928,3544,4377,6974,7031,6555,7625,11658,11684,15571,17895,18281,17945,18260
County,California,Kern,,,,,,,,,2925,5601,9808,16480,37715,54843,82570,135124,228309,291984,330234,403089,544981,661645,882176
County,California,Kings,,,,,,,,,,,,9871,16230,22031,25385,35168,46768,49954,66717,73738,101469,129461,150965
County,California,Klamath,,,,,,,,1803,1686,,,,,,,,,,,,,,
County,California,Lake,,,,,,,,,2969,6596,7101,6017,5526,5402,7166,8069,11481,13786,19548,36366,50631,58309,64591
County,California,Lassen,,,,,,,,,1327,3340,4239,4511,4802,8507,12589,14479,18474,13597,16796,21661,27598,33828,31345
County,California,Los Angeles,,,,,,,3530,11333,15309,33381,101454,170298,504131,936455,2208492,2785643,4151687,6038771,7041980,7477239,8863052,9519338,10170292
County,California,Madera,,,,,,,,,,,,6364,8368,12203,17164,23314,36964,40468,41519,63116,88090,123109,154998
County,California,Marin,,,,,,,323,3334,6903,11324,13072,15702,25114,27342,41648,52907,85619,146820,208652,222592,230096,247289,261221
County,California,Mariposa,,,,,,,4379,6243,4572,4339,3787,4720,3956,2775,3233,5605,5145,5064,6015,11108,14302,17130,17531
County,California,Mendocino,,,,,,,55,3967,7545,12800,17612,20465,23929,24116,23505,27864,40854,51059,51101,66738,80345,86265,87649
County,California,Merced,,,,,,,,1141,2807,5656,8085,9215,15148,24579,36748,46988,69780,90446,104629,134558,178403,210554,268455
County,California,Modoc,,,,,,,,,,4399,4986,5076,6191,5425,8038,8713,9678,8308,7469,8610,9678,9449,8965
County,California,Mono,,,,,,,,,430,7499,2002,2167,2042,960,1360,2299,2115,2213,4016,8577,9956,12853,13909
County,California,Monterey,,,,,,,1872,4739,9876,11302,18637,19380,24146,27980,53705,73032,130498,198351,247450,290444,355660,401762,433898
County,California,Napa,,,,,,,405,5521,7163,13235,16411,16451,19800,20678,22897,28503,46603,65890,79140,99199,110765,124279,142456
County,California,Nevada,,,,,,,,16446,19134,20823,17369,17789,14955,10850,10596,19283,19888,20911,26346,51645,78510,92033,98877
County,California,Orange,,,,,,,,,,,13589,19696,34436,61375,118674,130760,216224,703925,1421233,1932921,2410668,2846289,3169776
County,California,Placer,,,,,,,,13270,11357,14232,15101,15786,18237,18584,24468,28108,41649,56998,77632,117247,172796,248399,375391
County,California,Plumas,,,,,,,,4363,4489,6180,4933,4657,5259,5681,7913,11548,13519,11620,11707,17340,19739,20824,18409
County,California,Riverside,,,,,,,,,,,,17897,34696,50297,81024,105524,170046,306191,456916,663199,1170413,1545387,2361026
County,California,Sacramento,,,,,,,9087,24142,26830,34390,40339,45915,67806,91029,141999,170333,277140,502778,634373,783381,1041219,1223499,1501335
County,California,San Benito,,,,,,,,,,5584,6412,6633,8041,8995,11311,11392,14370,15396,18226,25005,36697,53234,58792
County,California,San Bernardino,,,,,,,,5551,3988,7786,25497,27929,56706,73401,133900,161108,281642,503591,682233,895016,1418380,1709434,2128133
County,California,San Diego,,,,,,,798,4324,4951,8618,34987,35090,61665,112248,209659,289348,556808,1033011,1357854,1861846,2498016,2813833,3299521
County,California,San Francisco,,,,,,,,56802,149473,233959,298997,342782,416912,506676,634394,634536,775357,740316,715674,678974,723959,776733,864816
County,California,San Joaquin,,,,,,,3647,9435,21050,24349,28629,35452,50731,79905,102940,134207,200750,249989,291073,347342,480628,563598,726106
County,California,San Luis Obispo,,,,,,,336,1782,4772,9142,16072,16637,19383,21893,29613,33246,51417,81044,105690,155435,217162,246681,281401
County,California,San Mateo,,,,,,,,3214,6635,8669,10087,12094,26585,36781,77405,111782,235659,444387,557361,587329,649623,707161,765135
County,California,Santa Barbara,,,,,,,1185,3543,7784,9513,15754,18934,27738,41097,65167,70555,98220,168962,264324,298694,369608,399347,444769
County,California,Santa Clara,,,,,,,,11912,26246,35039,48005,60216,83539,100676,145118,174949,290547,642315,1065313,1295071,1497577,1682585,1918044
