State,Year,Office,County,D#,R#,S#,SL#,SW#,S&L#,Comm.#,FL#,ND#,SD#,Proh.#,NP#,PF#,Pop.#,Prog.#,U#,AI#,I1#,I2#,I3#,Ref.#,NL#,G#,L#,W/I#,GR#,Am.F#,ER#,NT#,WL#,Pat.#,NA#,BD#,SM#,Cit.#,Labor#,Univ.#,Pet.1#,Pet.2#,UC#,ACP#,New I#,LMN#,SRD#,Peace I#,Am.#,Iowa#,New IA#,PND#,Pet.3#,Pet.4#,BQFTL#,CON#,Pet.#,Clear Water #,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,C#,NI#,All.#,Geneol.#
Iowa,2000,President,Butler,2735,3837,0,,2,,,,,,,,,,,,1,,,,12,,113,11,4,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Calhoun,2132,2776,0,,0,,,,,,,,,,,,6,,,,18,,93,12,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Carroll,4463,4879,1,,0,,,,,,,,,,,,5,,,,46,,146,11,8,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Cass,2481,4206,0,,1,,,,,,,,,,,,1,,,,22,,147,9,8,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Cedar,4033,4031,0,,0,,,,,,,,,,,,0,,,,32,,212,16,9,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Cerro Gordo,12185,9397,2,,4,,,,,,,,,,,,4,,,,77,,408,42,20,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Cherokee,2845,3463,2,,1,,,,,,,,,,,,7,,,,83,,160,10,9,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Chickasaw,3435,2936,0,,1,,,,,,,,,,,,3,,,,40,,145,8,3,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Clarke,2081,1984,1,,0,,,,,,,,,,,,2,,,,22,,75,6,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Clay,3294,3992,2,,7,,,,,,,,,,,,4,,,,51,,166,20,9,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Clayton,4238,4034,0,,1,,,,,,,,,,,,2,,,,58,,206,18,3,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Clinton,12276,9229,1,,0,,,,,,,,,,,,4,,,,113,,471,65,4,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Crawford,2838,3482,0,,0,,,,,,,,,,,,4,,,,53,,146,26,0,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Dallas,8561,10306,0,,4,,,,,,,,,,,,8,,,,63,,320,29,26,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Davis,1691,1956,0,,0,,,,,,,,,,,,8,,,,19,,67,8,3,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Decatur,1674,1903,0,,0,,,,,,,,,,,,4,,,,13,,94,13,0,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Delaware,3808,4273,0,,2,,,,,,,,,,,,1,,,,44,,161,50,2,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Des Moines,11351,7385,1,,3,,,,,,,,,,,,8,,,,121,,409,50,17,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Dickinson,3660,4225,0,,2,,,,,,,,,,,,1,,,,35,,169,14,12,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Dubuque,22341,16462,3,,6,,,,,,,,,,,,14,,,,298,,987,154,23,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Emmet,2165,2331,0,,1,,,,,,,,,,,,1,,,,19,,98,7,4,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Fayette,4640,4747,1,,1,,,,,,,,,,,,3,,,,28,,174,17,3,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Floyd,3830,3191,0,,0,,,,,,,,,,,,2,,,,33,,154,15,6,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Franklin,2122,2657,0,,1,,,,,,,,,,,,3,,,,16,,110,17,4,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Fremont,1459,2069,0,,1,,,,,,,,,,,,3,,,,9,,63,6,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Greene,2301,2282,0,,1,,,,,,,,,,,,2,,,,16,,106,7,0,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Grundy,2139,3851,0,,1,,,,,,,,,,,,7,,,,16,,70,14,10,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Guthrie,2493,2840,1,,0,,,,,,,,,,,,3,,,,21,,86,17,3,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Hamilton,3407,3968,1,,1,,,,,,,,,,,,6,,,,28,,141,16,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Hancock,2281,2988,0,,0,,,,,,,,,,,,5,,,,23,,123,6,2,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Hardin,3734,4486,0,,1,,,,,,,,,,,,4,,,,32,,141,19,6,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Harrison,2551,3802,1,,0,,,,,,,,,,,,6,,,,33,,126,11,6,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Henry,3907,4476,1,,1,,,,,,,,,,,,1,,,,46,,183,21,16,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Howard,2426,1922,0,,0,,,,,,,,,,,,1,,,,31,,100,3,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Humboldt,1949,2846,0,,0,,,,,,,,,,,,0,,,,23,,100,13,6,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Ida,1411,1968,0,,1,,,,,,,,,,,,0,,,,36,,58,16,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Iowa,3230,3894,1,,1,,,,,,,,,,,,6,,,,58,,188,17,5,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Jackson,4945,3769,0,,1,,,,,,,,,,,,4,,,,51,,227,15,14,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Jasper,8699,8729,1,,1,,,,,,,,,,,,7,,,,71,,267,40,6,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Jefferson,2863,3248,0,,1,,,,,,,,,,,,5,,,,45,,206,57,14,,,,,,,,,,,,,1109,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Johnson,31174,17899,10,,5,,,,,,,,,,,,14,,,,103,,3248,205,61,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Jones,4690,4201,0,,0,,,,,,,,,,,,3,,,,28,,195,10,8,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Keokuk,2181,2571,3,,4,,,,,,,,,,,,1,,,,24,,99,58,2,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Kossuth,3960,4612,0,,2,,,,,,,,,,,,1,,,,42,,206,23,16,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Lee,9632,6339,5,,2,,,,,,,,,,,,3,,,,81,,325,149,17,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Linn,48897,40417,10,,13,,,,,,,,,,,,18,,,,254,,2106,179,101,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Louisa,2294,2207,0,,1,,,,,,,,,,,,2,,,,32,,85,5,4,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Lucas,1934,2262,1,,1,,,,,,,,,,,,4,,,,19,,65,8,3,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Lyon,1313,3918,1,,0,,,,,,,,,,,,7,,,,26,,68,7,0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Madison,3093,3662,1,,0,,,,,,,,,,,,7,,,,40,,128,12,13,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Mahaska,3370,5971,1,,2,,,,,,,,,,,,5,,,,24,,143,20,3,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Marion,5741,8358,1,,4,,,,,,,,,,,,3,,,,41,,208,13,8,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Marshall,8322,8785,2,,3,,,,,,,,,,,,7,,,,75,,340,33,27,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Mills,2039,3684,1,,0,,,,,,,,,,,,4,,,,25,,126,19,8,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Mitchell,2650,2388,0,,0,,,,,,,,,,,,2,,,,25,,87,3,2,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Monona,2086,2304,0,,0,,,,,,,,,,,,4,,,,52,,93,10,5,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Monroe,1699,1858,0,,0,,,,,,,,,,,,2,,,,22,,54,6,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Montgomery,1838,3417,0,,0,,,,,,,,,,,,0,,,,20,,85,15,8,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Muscatine,8058,7483,1,,5,,,,,,,,,,,,7,,,,82,,371,40,19,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,O'Brien,2170,4674,2,,5,,,,,,,,,,,,2,,,,53,,108,14,9,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Osceola,913,2064,0,,0,,,,,,,,,,,,10,,,,14,,56,5,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Page,2293,4588,1,,0,,,,,,,,,,,,1,,,,21,,125,11,8,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Palo Alto,2326,2341,0,,3,,,,,,,,,,,,1,,,,36,,81,29,0,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Plymouth,3499,6189,9,,7,,,,,,,,,,,,6,,,,145,,198,29,5,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Pocahontas,1736,2242,0,,0,,,,,,,,,,,,2,,,,48,,78,23,7,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Polk,89715,79927,5,,22,,,,,,,,,,,,94,,,,416,,3366,403,154,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Pottawattamie,14726,18783,1,,4,,,,,,,,,,,,17,,,,122,,690,70,32,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Poweshiek,4222,4396,4,,0,,,,,,,,,,,,4,,,,34,,287,20,8,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Ringgold,1246,1369,2,,0,,,,,,,,,,,,1,,,,10,,47,5,7,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Sac,2099,2776,0,,2,,,,,,,,,,,,1,,,,46,,97,7,0,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Scott,35857,32801,1,,7,,,,,,,,,,,,26,,,,247,,1386,153,40,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Shelby,2179,3655,1,,2,,,,,,,,,,,,3,,,,36,,113,7,6,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Sioux,2148,12241,1,,1,,,,,,,,,,,,21,,,,83,,156,35,2,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Story,17478,16228,3,,5,,,,,,,,,,,,14,,,,91,,1317,139,52,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Tama,4045,4034,0,,0,,,,,,,,,,,,1,,,,32,,160,23,12,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Taylor,1247,1770,1,,0,,,,,,,,,,,,2,,,,13,,46,5,2,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Union,2540,3003,2,,5,,,,,,,,,,,,8,,,,45,,108,8,4,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Van Buren,1440,2016,0,,1,,,,,,,,,,,,4,,,,35,,51,5,3,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Wapello,8355,6313,2,,1,,,,,,,,,,,,9,,,,62,,317,47,13,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Warren,9521,9621,0,,3,,,,,,,,,,,,22,,,,54,,371,38,13,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Washington,3932,4827,0,,1,,,,,,,,,,,,7,,,,41,,245,26,4,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Wayne,1300,1666,0,,1,,,,,,,,,,,,3,,,,13,,31,5,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Webster,8479,8172,0,,2,,,,,,,,,,,,8,,,,68,,282,18,9,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Winnebago,2691,2662,1,,2,,,,,,,,,,,,1,,,,27,,115,17,6,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Winneshiek,4339,4647,1,,1,,,,,,,,,,,,3,,,,42,,343,12,11,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Woodbury,17691,18864,2,,4,,,,,,,,,,,,19,,,,406,,804,76,23,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Worth,2208,1659,0,,0,,,,,,,,,,,,0,,,,18,,91,9,9,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2000,President,Wright,2796,3384,1,,3,,,,,,,,,,,,3,,,,21,,107,9,3,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Adair,1844,2402,,,0,,,,,,,,,,,,6,,,,,,0,4,8,,,,,,,,,,,,,14,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Adams,977,1317,,,4,,,,,,,,,,,,0,,,,,,6,6,4,,,,,,,,,,,,,11,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Allamakee,3449,3530,,,1,,,,,,,,,,,,16,,,,,,13,14,4,,,,,,,,,,,,,35,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Appanoose,3063,3340,,,3,,,,,,,,,,,,8,,,,,,4,6,3,,,,,,,,,,,,,10,13,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Audubon,1608,1958,,,0,,,,,,,,,,,,4,,,,,,5,2,0,,,,,,,,,,,,,15,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Benton,6747,6658,,,2,,,,,,,,,,,,10,,,,,,3,20,12,,,,,,,,,,,,,48,1,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Black Hawk,35392,28046,,,14,,,,,,,,,,,,35,,,,,,41,70,51,,,,,,,,,,,,,252,6,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Boone,7027,6870,,,2,,,,,,,,,,,,19,,,,,,7,25,14,,,,,,,,,,,,,42,3,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Bremer,6025,6665,,,1,,,,,,,,,,,,5,,,,,,2,15,9,,,,,,,,,,,,,56,1,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Buchanan,5608,4797,,,4,,,,,,,,,,,,10,,,,,,2,15,5,,,,,,,,,,,,,31,3,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Buena Vista,3520,4887,,,3,,,,,,,,,,,,5,,,,,,8,15,9,,,,,,,,,,,,,43,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Butler,3001,4417,,,4,,,,,,,,,,,,3,,,,,,4,12,6,,,,,,,,,,,,,26,2,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Calhoun,2243,3255,,,1,,,,,,,,,,,,5,,,,,,0,12,4,,,,,,,,,,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Carroll,4689,5762,,,2,,,,,,,,,,,,8,,,,,,5,11,4,,,,,,,,,,,,,42,1,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Cass,2679,4796,,,3,,,,,,,,,,,,3,,,,,,10,8,7,,,,,,,,,,,,,37,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Cedar,4747,4869,,,0,,,,,,,,,,,,8,,,,,,5,20,5,,,,,,,,,,,,,40,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Cerro Gordo,13372,10960,,,3,,,,,,,,,,,,16,,,,,,21,32,22,,,,,,,,,,,,,89,1,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Cherokee,2988,3758,,,1,,,,,,,,,,,,10,,,,,,0,6,5,,,,,,,,,,,,,28,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Chickasaw,3708,3040,,,0,,,,,,,,,,,,9,,,,,,10,10,0,,,,,,,,,,,,,27,2,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Clarke,2323,2200,,,3,,,,,,,,,,,,4,,,,,,4,10,6,,,,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Clay,3547,4898,,,10,,,,,,,,,,,,11,,,,,,10,35,13,,,,,,,,,,,,,55,9,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Clayton,4736,4312,,,5,,,,,,,,,,,,15,,,,,,13,21,4,,,,,,,,,,,,,53,9,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Clinton,13813,10666,,,9,,,,,,,,,,,,16,,,,,,24,44,6,,,,,,,,,,,,,102,4,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Crawford,3220,3955,,,1,,,,,,,,,,,,4,,,,,,5,8,1,,,,,,,,,,,,,45,3,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Dallas,10917,15183,,,5,,,,,,,,,,,,20,,,,,,15,46,17,,,,,,,,,,,,,86,4,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Davis,1731,2148,,,1,,,,,,,,,,,,6,,,,,,4,10,3,,,,,,,,,,,,,14,1,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Decatur,1859,2088,,,1,,,,,,,,,,,,11,,,,,,4,25,1,,,,,,,,,,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Delaware,4227,4908,,,1,,,,,,,,,,,,9,,,,,,3,8,3,,,,,,,,,,,,,41,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Des Moines,12456,8221,,,3,,,,,,,,,,,,12,,,,,,12,42,27,,,,,,,,,,,,,97,4,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Dickinson,4140,5337,,,1,,,,,,,,,,,,5,,,,,,8,13,5,,,,,,,,,,,,,43,1,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Dubuque,26561,20100,,,5,,,,,,,,,,,,30,,,,,,28,83,36,,,,,,,,,,,,,197,3,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Emmet,2405,2697,,,2,,,,,,,,,,,,2,,,,,,1,5,1,,,,,,,,,,,,,42,1,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Fayette,5185,5128,,,2,,,,,,,,,,,,4,,,,,,13,10,6,,,,,,,,,,,,,43,1,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Floyd,4349,3745,,,2,,,,,,,,,,,,18,,,,,,4,9,6,,,,,,,,,,,,,32,2,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Franklin,2340,3128,,,2,,,,,,,,,,,,10,,,,,,4,10,14,,,,,,,,,,,,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Fremont,1510,2362,,,1,,,,,,,,,,,,2,,,,,,2,9,3,,,,,,,,,,,,,21,1,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Greene,2459,2618,,,3,,,,,,,,,,,,5,,,,,,2,13,5,,,,,,,,,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Grundy,2386,4429,,,0,,,,,,,,,,,,7,,,,,,4,2,6,,,,,,,,,,,,,15,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Guthrie,2614,3325,,,1,,,,,,,,,,,,1,,,,,,3,14,3,,,,,,,,,,,,,33,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Hamilton,3895,4367,,,1,,,,,,,,,,,,9,,,,,,5,20,5,,,,,,,,,,,,,33,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Hancock,2484,3368,,,4,,,,,,,,,,,,6,,,,,,5,4,2,,,,,,,,,,,,,31,1,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Hardin,4015,4875,,,2,,,,,,,,,,,,16,,,,,,2,10,1,,,,,,,,,,,,,28,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Harrison,2906,4680,,,2,,,,,,,,,,,,9,,,,,,8,26,5,,,,,,,,,,,,,42,2,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Henry,4127,5220,,,1,,,,,,,,,,,,13,,,,,,14,24,7,,,,,,,,,,,,,50,1,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Howard,2614,2028,,,1,,,,,,,,,,,,8,,,,,,4,8,3,,,,,,,,,,,,,29,2,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Humboldt,2146,3162,,,1,,,,,,,,,,,,3,,,,,,3,9,2,,,,,,,,,,,,,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Ida,1415,2342,,,0,,,,,,,,,,,,6,,,,,,2,2,1,,,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Iowa,3841,4544,,,0,,,,,,,,,,,,10,,,,,,8,11,2,,,,,,,,,,,,,37,1,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Jackson,5656,4242,,,5,,,,,,,,,,,,21,,,,,,9,12,4,,,,,,,,,,,,,62,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Jasper,10430,9462,,,5,,,,,,,,,,,,39,,,,,,13,33,17,,,,,,,,,,,,,61,2,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Jefferson,4490,3648,,,1,,,,,,,,,,,,15,,,,,,8,54,22,,,,,,,,,,,,,41,2,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Johnson,41847,22715,,,91,,,,,,,,,,,,32,,,,,,96,219,60,,,,,,,,,,,,,309,4,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Jones,5054,4834,,,1,,,,,,,,,,,,6,,,,,,9,15,5,,,,,,,,,,,,,53,1,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Keokuk,2294,3119,,,1,,,,,,,,,,,,12,,,,,,4,16,3,,,,,,,,,,,,,30,1,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Kossuth,4132,5042,,,4,,,,,,,,,,,,9,,,,,,5,14,3,,,,,,,,,,,,,48,1,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Lee,10152,7472,,,5,,,,,,,,,,,,20,,,,,,17,87,16,,,,,,,,,,,,,87,2,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Linn,60442,49442,,,12,,,,,,,,,,,,54,,,,,,66,220,77,,,,,,,,,,,,,423,4,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Louisa,2297,2572,,,1,,,,,,,,,,,,4,,,,,,7,10,4,,,,,,,,,,,,,19,2,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Lucas,1987,2543,,,2,,,,,,,,,,,,10,,,,,,1,6,2,,,,,,,,,,,,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Lyon,1303,4751,,,0,,,,,,,,,,,,7,,,,,,2,4,3,,,,,,,,,,,,,30,1,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Madison,3380,4538,,,0,,,,,,,,,,,,15,,,,,,10,22,0,,,,,,,,,,,,,39,0,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,2004,President,Mahaska,3790,6858,,,2,,,,,,,,,,,,10,,,,,,5,19,5,,,,,,,,,,,,,39,0,,,,,,,,,,,,,,,,,,,,,,,,,
