State,Year,Office,County,D#,R#,CN#,U#,UL#,ND#,SD#,Proh.#,NProh.#,Pop.#,S#,Comm.#,SL#,SW#,Prog.#,Am.#,I#,Ref.#,NL#,G#,L#,FW#,CL#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,I1#,I2#,Comm.,C#,W/I6#,People's#,G,C,Year/Office,W/I#
Missouri,,,Camden,2014,3218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Cape Girardeau,8888,9523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Carroll,3055,3507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Carter,914,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Cass,6311,4625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Cedar,1348,2878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Chariton,2787,2168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Christian,1792,4035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Clark,1734,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Clay,25134,16524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Clinton,3215,2232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Cole,10731,7885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Cooper,3370,3841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Crawford,2493,3481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Dade,1039,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Dallas,1302,2824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Daviess,2028,2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,DeKalb,1748,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Dent,2100,2214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Douglas,1091,2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Dunklin,6602,3473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Franklin,8620,9976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Gasconade,1227,4461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Gentry,2531,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Greene,24351,31931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Grundy,2224,3117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Harrison,1829,3025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Henry,4358,3408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Hickory,579,1461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Holt,1393,2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Howard,2899,1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Howell,3330,5513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Iron,2110,1338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Jackson,135644,82651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Jasper,13263,15740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Jefferson,17509,11844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Johnson,4781,4109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Knox,1586,1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Laclede,3321,4662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Lafayette,5944,6295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Lawrence,4101,6806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Lewis,2551,1664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Lincoln,4222,2823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Linn,4488,3546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Livingston,3937,3603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Macon,4172,3392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Madison,1937,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Maries,1474,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Marion,6923,3883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,McDonald,2619,2859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Mercer,824,1377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Miller,2226,4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Mississippi,3317,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Moniteau,2274,2964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Monroe,3246,1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Montgomery,2222,2965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Morgan,1950,2798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,New Madrid,6134,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Newton,5987,7119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Nodaway,5113,4344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Oregon,2141,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Osage,2084,2823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Ozark,687,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Pemiscot,4117,1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Perry,2132,3762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Pettis,7742,6309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Phelps,5229,4772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Pike,4160,2369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Platte,6259,4294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Polk,2402,4095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Pulaski,3050,2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Putnam,977,1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Ralls,2375,966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Randolph,5940,2983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Ray,4355,2172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Reynolds,1509,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Ripley,1830,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Saint Charles,13670,14180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Saint Clair,1759,2164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Saint Francois,8763,6401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Saint Louis,187049,173867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Saint Louis City,143590,57497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Sainte Genevieve,2598,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Saline,5578,3958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Schuyler,1102,1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Scotland,1558,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Scott,6655,3059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Shannon,1485,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Shelby,2427,1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Stoddard,4396,3419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Stone,1135,2914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Sullivan,2092,2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Taney,1409,3050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Texas,3749,3498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Vernon,4323,3130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Warren,1138,2935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Washington,2716,2636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Wayne,2097,2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Webster,2856,4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Worth,1015,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Wright,1511,3509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,
Missouri,,,Adair,1840,3691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Andrew,1445,2558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Atchison,1697,1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Audrain,2865,4432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Barry,2824,4630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Barton,1295,2616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Bates,3086,3324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Benton,1195,2490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Bollinger,2062,2213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Boone,5855,12374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Buchanan,10627,13180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Butler,3853,4844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Caldwell,1228,1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Callaway,2537,4151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Camden,1020,2413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Cape Girardeau,5447,10396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Carroll,1516,2349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Carter,624,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Cass,3876,4698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Cedar,965,2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Chariton,1812,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Christian,1084,3130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Clark,1311,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Clay,12468,15325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Clinton,2097,2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Cole,6401,9038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Cooper,1622,3198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Crawford,1496,2673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Dade,720,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Dallas,810,2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Daviess,1495,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,DeKalb,1308,1684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Dent,1742,1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Douglas,623,1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Dunklin,3867,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Franklin,6066,9565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Gasconade,973,3719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Gentry,1939,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Greene,13162,29727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Grundy,1375,2591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Harrison,1275,2484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Henry,3242,3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Hickory,468,1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Holt,1057,1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Howard,1681,1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Howell,2226,4084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Iron,1509,1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Jackson,66920,72688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Jasper,7255,13640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Jefferson,10463,13954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Johnson,2457,4115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Knox,1384,1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Laclede,2075,3645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Lafayette,3938,5649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Lawrence,2178,4912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Lewis,1758,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Lincoln,2356,2673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Linn,2916,2598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Livingston,2419,3217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Macon,2653,3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Madison,1783,2248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Maries,1018,1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Marion,3888,3976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,McDonald,2194,2598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Mercer,532,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Miller,1403,3544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Mississippi,2207,1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Moniteau,1506,2861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Monroe,2150,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Montgomery,1478,2626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Morgan,1297,2364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,New Madrid,4628,1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Newton,3872,6189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Nodaway,3814,4145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Oregon,1326,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Osage,1520,2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Ozark,418,1084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Pemiscot,3257,1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Perry,1312,4057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Pettis,4798,6181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Phelps,2822,4608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Pike,2088,2580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Platte,4283,4929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Polk,1736,3463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Pulaski,1749,1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Putnam,497,1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Ralls,1367,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Randolph,3305,3041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Ray,2564,1567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Reynolds,1060,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Ripley,1737,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Saint Charles,7438,15099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Saint Clair,1516,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Saint Francois,4879,6090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Saint Louis,89129,193893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Saint Louis City,80990,56259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Sainte Genevieve,1561,1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Saline,3438,4027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Schuyler,904,1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Scotland,1288,1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Scott,3935,3581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Shannon,1000,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Shelby,1709,1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Stoddard,3031,2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Stone,709,2302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Sullivan,1733,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Taney,1018,2841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Texas,2423,2306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Vernon,2418,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Warren,786,2429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Washington,2158,2808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Wayne,2153,1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Webster,2075,3287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Worth,828,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Wright,1011,2430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970 Auditor,
Missouri,,,Adair,2103,6321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972 Attorney General,
Missouri,,,Andrew,1785,4098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972 Attorney General,
Missouri,,,Atchison,1686,2680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972 Attorney General,
Missouri,,,Audrain,4302,6703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972 Attorney General,
Missouri,,,Barry,3427,6951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972 Attorney General,
Missouri,,,Barton,1471,3681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972 Attorney General,
Missouri,,,Bates,3324,5003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972 Attorney General,
Missouri,,,Benton,1497,3459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972 Attorney General,
Missouri,,,Bollinger,2098,2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972 Attorney General,
