State,Year,Office,County,D#,R#,Pop.#,Proh.#,S#,SW#,Comm.#,I1#,I2#,I3#,I4#,Prog.#,Liberty#,U#,C#,PF#,Ref.#,NL#,G#,L#,NA#,Labor#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,Am.#,W/I#
Idaho,1998,Treasurer,Boise,,1463,,,,,,,,,,,,,482,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Bonner,,6696,,,,,,,,,,,,,2601,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Bonneville,,18963,,,,,,,,,,,,,4450,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Boundary,,2059,,,,,,,,,,,,,534,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Butte,,799,,,,,,,,,,,,,255,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Camas,,307,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Canyon,,24591,,,,,,,,,,,,,6410,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Caribou,,1868,,,,,,,,,,,,,285,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Cassia,,4689,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Clark,,295,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Clearwater,,1911,,,,,,,,,,,,,786,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Custer,,1189,,,,,,,,,,,,,289,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Elmore,,3279,,,,,,,,,,,,,1300,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Franklin,,2642,,,,,,,,,,,,,439,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Fremont,,2705,,,,,,,,,,,,,963,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Gem,,3232,,,,,,,,,,,,,1165,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Gooding,,2546,,,,,,,,,,,,,1039,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Idaho,,4202,,,,,,,,,,,,,768,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Jefferson,,4780,,,,,,,,,,,,,991,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Jerome,,3561,,,,,,,,,,,,,772,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Kootenai,,19587,,,,,,,,,,,,,6547,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Latah,,6612,,,,,,,,,,,,,3354,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Lemhi,,2444,,,,,,,,,,,,,605,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Lewis,,917,,,,,,,,,,,,,268,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Lincoln,,874,,,,,,,,,,,,,227,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Madison,,4952,,,,,,,,,,,,,1073,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Minidoka,,4004,,,,,,,,,,,,,1015,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Nez Perce,,7954,,,,,,,,,,,,,3554,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Oneida,,956,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Owyhee,,2026,,,,,,,,,,,,,417,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Payette,,3883,,,,,,,,,,,,,1036,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Power,,1546,,,,,,,,,,,,,427,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Shoshone,,2113,,,,,,,,,,,,,1200,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Teton,,1211,,,,,,,,,,,,,346,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Twin Falls,,12806,,,,,,,,,,,,,3163,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Valley,,2029,,,,,,,,,,,,,721,,,,,,,,,,,,,,,,
Idaho,1998,Treasurer,Washington,,2505,,,,,,,,,,,,,556,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Ada,37013,53531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Adams,716,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Bannock,7577,15172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Bear Lake,806,1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Benewah,1213,1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Bingham,5018,6557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Blaine,1711,3590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Boise,962,1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Bonner,4763,5823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Bonneville,12373,12570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Boundary,1457,1409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Butte,398,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Camas,181,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Canyon,15878,16536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Caribou,940,1376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Cassia,3016,2761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Clark,186,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Clearwater,1119,1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Custer,667,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Elmore,1809,3208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Franklin,1315,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Fremont,1653,2238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Gem,1986,2782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Gooding,1519,2410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Idaho,2672,2795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Jefferson,3138,2835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Jerome,2107,2572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Kootenai,14359,14239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Latah,4193,7354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Lemhi,1479,1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Lewis,509,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Lincoln,544,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Madison,2908,3431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Minidoka,2434,2855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Nez Perce,4737,7950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Oneida,364,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Owyhee,1253,1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Payette,2574,2669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Power,706,1457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Shoshone,1129,2772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Teton,709,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Twin Falls,7787,9362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Valley,1188,1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1998,Controller,Washington,1503,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Ada,51350,48915,,,,,,,,,,,,,,,,,,3655,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Adams,501,981,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Bannock,10919,12307,,,,,,,,,,,,,,,,,,1124,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Bear Lake,598,1705,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Benewah,1301,1605,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Bingham,3711,8044,,,,,,,,,,,,,,,,,,386,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Blaine,3390,2376,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Boise,1003,1439,,,,,,,,,,,,,,,,,,163,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Bonner,4445,5437,,,,,,,,,,,,,,,,,,588,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Bonneville,8817,18137,,,,,,,,,,,,,,,,,,969,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Boundary,930,1632,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Butte,379,847,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Camas,110,266,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Canyon,12718,22491,,,,,,,,,,,,,,,,,,1267,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Caribou,688,1725,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Cassia,1252,4481,,,,,,,,,,,,,,,,,,181,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Clark,57,215,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Clearwater,1354,1545,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Custer,434,1233,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Elmore,1846,3128,,,,,,,,,,,,,,,,,,206,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Franklin,576,2519,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Fremont,860,2825,,,,,,,,,,,,,,,,,,185,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Gem,1870,3155,,,,,,,,,,,,,,,,,,206,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Gooding,1235,2647,,,,,,,,,,,,,,,,,,151,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Idaho,1918,3989,,,,,,,,,,,,,,,,,,285,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Jefferson,1394,4934,,,,,,,,,,,,,,,,,,224,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Jerome,1241,3134,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Kootenai,13773,16045,,,,,,,,,,,,,,,,,,1527,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Latah,6070,4656,,,,,,,,,,,,,,,,,,521,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Lemhi,828,2350,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Lewis,543,758,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Lincoln,421,815,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Madison,1229,5278,,,,,,,,,,,,,,,,,,258,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Minidoka,1551,3469,,,,,,,,,,,,,,,,,,197,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Nez Perce,6165,5486,,,,,,,,,,,,,,,,,,434,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Oneida,288,924,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Owyhee,713,1799,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Payette,1693,3596,,,,,,,,,,,,,,,,,,194,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Power,770,1393,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Shoshone,2422,1471,,,,,,,,,,,,,,,,,,221,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Teton,944,1207,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Twin Falls,5677,11339,,,,,,,,,,,,,,,,,,529,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Valley,1426,1710,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,
Idaho,2002,Lieutenant Governor,Washington,1028,2009,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,
Idaho,2002,Secretary of State,Ada,,78698,,,,,,,,,,,,,,,,,,21123,,,,,,,,,,,
Idaho,2002,Secretary of State,Adams,,1187,,,,,,,,,,,,,,,,,,261,,,,,,,,,,,
Idaho,2002,Secretary of State,Bannock,,15665,,,,,,,,,,,,,,,,,,7367,,,,,,,,,,,
Idaho,2002,Secretary of State,Bear Lake,,1957,,,,,,,,,,,,,,,,,,287,,,,,,,,,,,
Idaho,2002,Secretary of State,Benewah,,2071,,,,,,,,,,,,,,,,,,732,,,,,,,,,,,
Idaho,2002,Secretary of State,Bingham,,9387,,,,,,,,,,,,,,,,,,2366,,,,,,,,,,,
Idaho,2002,Secretary of State,Blaine,,3603,,,,,,,,,,,,,,,,,,1927,,,,,,,,,,,
Idaho,2002,Secretary of State,Boise,,1921,,,,,,,,,,,,,,,,,,567,,,,,,,,,,,
Idaho,2002,Secretary of State,Bonner,,6896,,,,,,,,,,,,,,,,,,2811,,,,,,,,,,,
Idaho,2002,Secretary of State,Bonneville,,21190,,,,,,,,,,,,,,,,,,5727,,,,,,,,,,,
Idaho,2002,Secretary of State,Boundary,,1959,,,,,,,,,,,,,,,,,,545,,,,,,,,,,,
Idaho,2002,Secretary of State,Butte,,958,,,,,,,,,,,,,,,,,,228,,,,,,,,,,,
Idaho,2002,Secretary of State,Camas,,300,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,
Idaho,2002,Secretary of State,Canyon,,27846,,,,,,,,,,,,,,,,,,7279,,,,,,,,,,,
Idaho,2002,Secretary of State,Caribou,,2047,,,,,,,,,,,,,,,,,,341,,,,,,,,,,,
Idaho,2002,Secretary of State,Cassia,,4955,,,,,,,,,,,,,,,,,,840,,,,,,,,,,,
Idaho,2002,Secretary of State,Clark,,250,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,
Idaho,2002,Secretary of State,Clearwater,,2078,,,,,,,,,,,,,,,,,,688,,,,,,,,,,,
Idaho,2002,Secretary of State,Custer,,1374,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,
Idaho,2002,Secretary of State,Elmore,,3974,,,,,,,,,,,,,,,,,,1020,,,,,,,,,,,
Idaho,2002,Secretary of State,Franklin,,2669,,,,,,,,,,,,,,,,,,431,,,,,,,,,,,
Idaho,2002,Secretary of State,Fremont,,3086,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,
Idaho,2002,Secretary of State,Gem,,3858,,,,,,,,,,,,,,,,,,1150,,,,,,,,,,,
Idaho,2002,Secretary of State,Gooding,,3035,,,,,,,,,,,,,,,,,,824,,,,,,,,,,,
Idaho,2002,Secretary of State,Idaho,,4863,,,,,,,,,,,,,,,,,,1006,,,,,,,,,,,
Idaho,2002,Secretary of State,Jefferson,,5536,,,,,,,,,,,,,,,,,,921,,,,,,,,,,,
Idaho,2002,Secretary of State,Jerome,,3577,,,,,,,,,,,,,,,,,,719,,,,,,,,,,,
Idaho,2002,Secretary of State,Kootenai,,21845,,,,,,,,,,,,,,,,,,7940,,,,,,,,,,,
Idaho,2002,Secretary of State,Latah,,6604,,,,,,,,,,,,,,,,,,3573,,,,,,,,,,,
Idaho,2002,Secretary of State,Lemhi,,2567,,,,,,,,,,,,,,,,,,626,,,,,,,,,,,
Idaho,2002,Secretary of State,Lewis,,961,,,,,,,,,,,,,,,,,,227,,,,,,,,,,,
Idaho,2002,Secretary of State,Lincoln,,1022,,,,,,,,,,,,,,,,,,225,,,,,,,,,,,
Idaho,2002,Secretary of State,Madison,,5943,,,,,,,,,,,,,,,,,,871,,,,,,,,,,,
Idaho,2002,Secretary of State,Minidoka,,3967,,,,,,,,,,,,,,,,,,1062,,,,,,,,,,,
Idaho,2002,Secretary of State,Nez Perce,,7659,,,,,,,,,,,,,,,,,,3592,,,,,,,,,,,
Idaho,2002,Secretary of State,Oneida,,1048,,,,,,,,,,,,,,,,,,149,,,,,,,,,,,
Idaho,2002,Secretary of State,Owyhee,,2135,,,,,,,,,,,,,,,,,,385,,,,,,,,,,,
Idaho,2002,Secretary of State,Payette,,4347,,,,,,,,,,,,,,,,,,938,,,,,,,,,,,
Idaho,2002,Secretary of State,Power,,1726,,,,,,,,,,,,,,,,,,389,,,,,,,,,,,
Idaho,2002,Secretary of State,Shoshone,,2344,,,,,,,,,,,,,,,,,,1398,,,,,,,,,,,
Idaho,2002,Secretary of State,Teton,,1456,,,,,,,,,,,,,,,,,,546,,,,,,,,,,,
Idaho,2002,Secretary of State,Twin Falls,,13717,,,,,,,,,,,,,,,,,,3146,,,,,,,,,,,
Idaho,2002,Secretary of State,Valley,,2365,,,,,,,,,,,,,,,,,,686,,,,,,,,,,,
Idaho,2002,Secretary of State,Washington,,2543,,,,,,,,,,,,,,,,,,431,,,,,,,,,,,
Idaho,2002,Attorney General,Ada,49820,52936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Adams,539,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Bannock,11911,12457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Bear Lake,677,1665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Benewah,1586,1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Bingham,3723,8397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Blaine,4418,1780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Boise,1100,1471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Bonner,4888,5333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Bonneville,8491,19637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Boundary,1035,1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Butte,428,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Camas,164,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Canyon,12851,23343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Caribou,776,1689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Cassia,1729,4163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Clark,70,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Clearwater,1391,1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Custer,516,1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Elmore,2264,2826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Franklin,635,2514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Fremont,880,3003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Gem,1999,3109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Gooding,1771,2255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Idaho,2052,4038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Jefferson,1313,5276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Jerome,1672,2841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Kootenai,13253,17599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Latah,6365,4707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Lemhi,963,2345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Lewis,613,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Lincoln,588,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Madison,1182,5826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Minidoka,1987,3207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Nez Perce,6422,5682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Oneida,309,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Owyhee,795,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Payette,1992,3422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Power,972,1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Shoshone,2485,1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Teton,973,1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Twin Falls,7175,10387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Valley,1536,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Attorney General,Washington,1044,2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2002,Treasurer,Ada,38536,57756,,,,,,,,,,,,,,,,,,4220,,,,,,,,,,,
Idaho,2002,Treasurer,Adams,381,1009,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,
Idaho,2002,Treasurer,Bannock,11165,11546,,,,,,,,,,,,,,,,,,947,,,,,,,,,,,
Idaho,2002,Treasurer,Bear Lake,584,1685,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,
Idaho,2002,Treasurer,Benewah,1114,1681,,,,,,,,,,,,,,,,,,169,,,,,,,,,,,
Idaho,2002,Treasurer,Bingham,3604,7957,,,,,,,,,,,,,,,,,,362,,,,,,,,,,,
Idaho,2002,Treasurer,Blaine,3073,2465,,,,,,,,,,,,,,,,,,268,,,,,,,,,,,
Idaho,2002,Treasurer,Boise,797,1521,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,
Idaho,2002,Treasurer,Bonner,4051,5618,,,,,,,,,,,,,,,,,,501,,,,,,,,,,,
Idaho,2002,Treasurer,Bonneville,8078,18411,,,,,,,,,,,,,,,,,,867,,,,,,,,,,,
Idaho,2002,Treasurer,Boundary,835,1687,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,
Idaho,2002,Treasurer,Butte,392,787,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,
Idaho,2002,Treasurer,Camas,111,246,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,
Idaho,2002,Treasurer,Canyon,9649,24843,,,,,,,,,,,,,,,,,,1250,,,,,,,,,,,
Idaho,2002,Treasurer,Caribou,581,1686,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,
Idaho,2002,Treasurer,Cassia,1166,4524,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,
Idaho,2002,Treasurer,Clark,74,201,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,
Idaho,2002,Treasurer,Clearwater,1240,1566,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,
Idaho,2002,Treasurer,Custer,422,1198,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,
Idaho,2002,Treasurer,Elmore,1754,3045,,,,,,,,,,,,,,,,,,216,,,,,,,,,,,
Idaho,2002,Treasurer,Franklin,561,2519,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,
Idaho,2002,Treasurer,Fremont,891,2695,,,,,,,,,,,,,,,,,,184,,,,,,,,,,,
Idaho,2002,Treasurer,Gem,1794,3007,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,
Idaho,2002,Treasurer,Gooding,1316,2397,,,,,,,,,,,,,,,,,,155,,,,,,,,,,,
Idaho,2002,Treasurer,Idaho,1589,4133,,,,,,,,,,,,,,,,,,264,,,,,,,,,,,
Idaho,2002,Treasurer,Jefferson,1281,5030,,,,,,,,,,,,,,,,,,175,,,,,,,,,,,
Idaho,2002,Treasurer,Jerome,1207,3033,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,
Idaho,2002,Treasurer,Kootenai,11077,18286,,,,,,,,,,,,,,,,,,1216,,,,,,,,,,,
Idaho,2002,Treasurer,Latah,5495,4915,,,,,,,,,,,,,,,,,,516,,,,,,,,,,,
Idaho,2002,Treasurer,Lemhi,813,2334,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,
Idaho,2002,Treasurer,Lewis,488,761,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,
Idaho,2002,Treasurer,Lincoln,485,746,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,
Idaho,2002,Treasurer,Madison,1085,5550,,,,,,,,,,,,,,,,,,169,,,,,,,,,,,
Idaho,2002,Treasurer,Minidoka,1418,3579,,,,,,,,,,,,,,,,,,152,,,,,,,,,,,
Idaho,2002,Treasurer,Nez Perce,5503,5959,,,,,,,,,,,,,,,,,,357,,,,,,,,,,,
Idaho,2002,Treasurer,Oneida,295,907,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,
Idaho,2002,Treasurer,Owyhee,604,1849,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,
Idaho,2002,Treasurer,Payette,1564,3539,,,,,,,,,,,,,,,,,,199,,,,,,,,,,,
Idaho,2002,Treasurer,Power,1072,1087,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,
Idaho,2002,Treasurer,Shoshone,2184,1575,,,,,,,,,,,,,,,,,,234,,,,,,,,,,,
Idaho,2002,Treasurer,Teton,865,1211,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,
Idaho,2002,Treasurer,Twin Falls,5543,11023,,,,,,,,,,,,,,,,,,531,,,,,,,,,,,
