State,Year,Office,County,D#,R#,GB#,ND#,SD#,Proh.#,Comm.#,SW#,SL#,S&L#,Labor#,Workers#,IG#,FP#,RTL#,Cit.#,S#,UL1#,UL2#,FL#,IL#,Pop.#,Prog.#,AL#,Courage#,C#,IND#,I#,Ref.#,NL#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I11#,CON#,Builders#,SE#,IProg.#,WW#,Ind. Fus.#,M#,Anti-Proh.#,TR#,RTH#,PF#,CS#,W/I#,Sapient#,Freedom#,Anti-Proh#,Ind. Soc.#,Liberal#,Ind.#,SAM#,Unity#,Year / Office
New York,1988,US Senate,Delaware,9669,7627,,,,,,22,,,,,,,199,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,44,53,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Dutchess,51928,41231,,,,,,162,,,,,,,1288,,,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,,189,164,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Erie,289626,95112,,,,,,727,,,,,,,5433,,,,,,,,,,,,,,,,,758,,,,,,,,,,,,,,,,803,1155,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Essex,7530,7417,,,,,,58,,,,,,,196,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,41,49,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Franklin,8892,6225,,,,,,54,,,,,,,231,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,38,55,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Fulton,10951,7905,,,,,,101,,,,,,,180,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,46,38,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Genesee,13394,8534,,,,,,40,,,,,,,320,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,43,74,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Greene,8935,8728,,,,,,20,,,,,,,181,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,36,40,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Hamilton,1241,1752,,,,,,4,,,,,,,37,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,13,5,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Herkimer,14338,10236,,,,,,33,,,,,,,322,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,135,69,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Jefferson,17311,12955,,,,,,59,,,,,,,436,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,74,81,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Kings,402987,84189,,,,,,1406,,,,,,,3654,,,,,,,,,,,,,,,,,571,,,,,,,,,,,,,,,,1618,1201,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Lewis,5032,3971,,,,,,16,,,,,,,123,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,26,15,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Livingston,12598,9211,,,,,,18,,,,,,,252,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,34,41,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Madison,14434,8633,,,,,,25,,,,,,,267,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,55,74,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Monroe,197697,86519,,,,,,299,,,,,,,2862,,,,,,,,,,,,,,,,,851,,,,,,,,,,,,,,,,517,659,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Montgomery,13217,7133,,,,,,65,,,,,,,221,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,52,124,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Nassau,322191,237326,,,,,,533,,,,,,,7309,,,,,,,,,,,,,,,,,828,,,,,,,,,,,,,,,,728,958,,,,,,,,,,,,,,,,,
New York,1988,US Senate,New York,405962,61793,,,,,,1741,,,,,,,2135,,,,,,,,,,,,,,,,,840,,,,,,,,,,,,,,,,3155,1161,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Niagara,55566,22569,,,,,,114,,,,,,,1172,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,112,238,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Oneida,57250,35735,,,,,,136,,,,,,,1449,,,,,,,,,,,,,,,,,211,,,,,,,,,,,,,,,,210,261,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Onondaga,131317,54282,,,,,,287,,,,,,,1972,,,,,,,,,,,,,,,,,407,,,,,,,,,,,,,,,,383,389,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Ontario,21974,14427,,,,,,34,,,,,,,315,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,39,49,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Orange,57920,38050,,,,,,126,,,,,,,1504,,,,,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,164,234,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Orleans,8029,5410,,,,,,26,,,,,,,195,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,23,36,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Oswego,22804,16699,,,,,,80,,,,,,,467,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,,,,,101,100,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Otsego,13159,9012,,,,,,37,,,,,,,268,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,82,64,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Putnam,17593,15835,,,,,,31,,,,,,,592,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,52,72,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Queens,386168,119525,,,,,,996,,,,,,,3723,,,,,,,,,,,,,,,,,376,,,,,,,,,,,,,,,,806,845,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Rensselaer,40724,23267,,,,,,131,,,,,,,716,,,,,,,,,,,,,,,,,199,,,,,,,,,,,,,,,,157,196,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Richmond,72682,42509,,,,,,170,,,,,,,1451,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,101,183,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Rockland,67055,37168,,,,,,126,,,,,,,1519,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,196,226,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Saint Lawrence,22367,13514,,,,,,45,,,,,,,376,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,93,80,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Saratoga,39060,30885,,,,,,123,,,,,,,623,,,,,,,,,,,,,,,,,225,,,,,,,,,,,,,,,,125,179,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Schenectady,42321,23327,,,,,,98,,,,,,,564,,,,,,,,,,,,,,,,,198,,,,,,,,,,,,,,,,167,154,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Schoharie,6492,4995,,,,,,26,,,,,,,142,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,32,42,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Schuyler,3274,3121,,,,,,17,,,,,,,80,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,18,15,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Seneca,7574,4798,,,,,,16,,,,,,,189,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,26,40,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Steuben,16971,16946,,,,,,17,,,,,,,487,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,66,15,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Suffolk,271898,206355,,,,,,456,,,,,,,6348,,,,,,,,,,,,,,,,,933,,,,,,,,,,,,,,,,810,927,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Sullivan,15131,9966,,,,,,49,,,,,,,296,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,75,61,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Tioga,9772,8435,,,,,,40,,,,,,,399,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,56,50,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Tompkins,23070,9670,,,,,,89,,,,,,,281,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,148,89,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Ulster,39770,26204,,,,,,174,,,,,,,1005,,,,,,,,,,,,,,,,,257,,,,,,,,,,,,,,,,264,242,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Warren,11877,10622,,,,,,19,,,,,,,148,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,37,43,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Washington,10350,9838,,,,,,40,,,,,,,208,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,49,51,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Wayne,17452,13109,,,,,,45,,,,,,,328,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,73,54,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Westchester,218810,125618,,,,,,360,,,,,,,4185,,,,,,,,,,,,,,,,,687,,,,,,,,,,,,,,,,764,669,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Wyoming,7434,5995,,,,,,27,,,,,,,265,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,44,41,,,,,,,,,,,,,,,,,
New York,1988,US Senate,Yates,4348,3928,,,,,,10,,,,,,,123,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,16,13,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Albany,78275,64073,,,,,,304,,,,,,,,,,,,,,,,,,,,,,520,,3581,1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Allegany,6005,10229,,,,,,66,,,,,,,,,,,,,,,,,,,,,,84,,570,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Bronx,184619,87215,,,,,,690,,,,,,,,,,,,,,,,,,,,,,383,,1582,2433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Broome,39163,51049,,,,,,278,,,,,,,,,,,,,,,,,,,,,,426,,1507,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Cattaraugus,12641,17011,,,,,,140,,,,,,,,,,,,,,,,,,,,,,274,,1485,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Cayuga,12066,17743,,,,,,128,,,,,,,,,,,,,,,,,,,,,,253,,1288,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Chautauqua,25596,28465,,,,,,256,,,,,,,,,,,,,,,,,,,,,,343,,1818,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Chemung,12092,23243,,,,,,111,,,,,,,,,,,,,,,,,,,,,,138,,590,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Chenango,7172,11553,,,,,,125,,,,,,,,,,,,,,,,,,,,,,176,,520,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Clinton,11824,16066,,,,,,113,,,,,,,,,,,,,,,,,,,,,,157,,752,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Columbia,10925,15042,,,,,,135,,,,,,,,,,,,,,,,,,,,,,129,,638,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Cortland,7043,10938,,,,,,81,,,,,,,,,,,,,,,,,,,,,,98,,656,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Delaware,7367,10590,,,,,,71,,,,,,,,,,,,,,,,,,,,,,102,,383,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Dutchess,43477,61406,,,,,,436,,,,,,,,,,,,,,,,,,,,,,508,,1947,874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Erie,200284,186314,,,,,,1485,,,,,,,,,,,,,,,,,,,,,,2593,,14787,3573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Essex,6637,9283,,,,,,72,,,,,,,,,,,,,,,,,,,,,,129,,414,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Franklin,6949,8791,,,,,,69,,,,,,,,,,,,,,,,,,,,,,88,,413,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Fulton,8115,12328,,,,,,83,,,,,,,,,,,,,,,,,,,,,,110,,441,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Genesee,8830,13715,,,,,,79,,,,,,,,,,,,,,,,,,,,,,114,,716,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Greene,6827,12222,,,,,,72,,,,,,,,,,,,,,,,,,,,,,103,,421,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Hamilton,1149,2206,,,,,,13,,,,,,,,,,,,,,,,,,,,,,22,,81,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Herkimer,9917,15849,,,,,,102,,,,,,,,,,,,,,,,,,,,,,166,,582,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Jefferson,12196,20199,,,,,,141,,,,,,,,,,,,,,,,,,,,,,235,,1149,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Kings,315709,210643,,,,,,1471,,,,,,,,,,,,,,,,,,,,,,612,,3020,5005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Lewis,3573,5990,,,,,,33,,,,,,,,,,,,,,,,,,,,,,70,,325,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Livingston,8976,13813,,,,,,56,,,,,,,,,,,,,,,,,,,,,,130,,704,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Madison,9882,14596,,,,,,106,,,,,,,,,,,,,,,,,,,,,,207,,1139,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Monroe,139163,158382,,,,,,680,,,,,,,,,,,,,,,,,,,,,,1655,,7565,2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Montgomery,9255,11634,,,,,,73,,,,,,,,,,,,,,,,,,,,,,100,,423,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Nassau,237692,337715,,,,,,741,,,,,,,,,,,,,,,,,,,,,,1575,,4069,5167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,New York,382877,110023,,,,,,1302,,,,,,,,,,,,,,,,,,,,,,743,,4089,2892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Niagara,40232,42386,,,,,,279,,,,,,,,,,,,,,,,,,,,,,487,,3154,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Oneida,37411,58671,,,,,,312,,,,,,,,,,,,,,,,,,,,,,588,,2130,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Onondaga,79954,106654,,,,,,721,,,,,,,,,,,,,,,,,,,,,,1216,,8030,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Ontario,16167,22605,,,,,,133,,,,,,,,,,,,,,,,,,,,,,285,,1163,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Orange,42568,67921,,,,,,275,,,,,,,,,,,,,,,,,,,,,,500,,1504,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Orleans,5298,8716,,,,,,62,,,,,,,,,,,,,,,,,,,,,,95,,451,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Oswego,16310,26242,,,,,,293,,,,,,,,,,,,,,,,,,,,,,395,,2278,857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Otsego,10766,12576,,,,,,100,,,,,,,,,,,,,,,,,,,,,,184,,540,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Putnam,13560,24616,,,,,,87,,,,,,,,,,,,,,,,,,,,,,152,,574,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Queens,275737,238407,,,,,,988,,,,,,,,,,,,,,,,,,,,,,551,,3688,3778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Rensselaer,30104,37288,,,,,,212,,,,,,,,,,,,,,,,,,,,,,374,,2021,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Richmond,43783,94825,,,,,,219,,,,,,,,,,,,,,,,,,,,,,190,,1071,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Rockland,46265,67829,,,,,,169,,,,,,,,,,,,,,,,,,,,,,354,,952,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Saint Lawrence,16786,18916,,,,,,182,,,,,,,,,,,,,,,,,,,,,,282,,1321,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Saratoga,33988,46375,,,,,,212,,,,,,,,,,,,,,,,,,,,,,396,,2100,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Schenectady,31840,34790,,,,,,175,,,,,,,,,,,,,,,,,,,,,,288,,1719,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Schoharie,5132,7590,,,,,,45,,,,,,,,,,,,,,,,,,,,,,80,,342,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Schuyler,2596,4433,,,,,,25,,,,,,,,,,,,,,,,,,,,,,45,,172,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Seneca,4791,8067,,,,,,58,,,,,,,,,,,,,,,,,,,,,,103,,362,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Steuben,11472,24350,,,,,,118,,,,,,,,,,,,,,,,,,,,,,246,,978,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Suffolk,212688,313515,,,,,,1044,,,,,,,,,,,,,,,,,,,,,,2073,,6529,5342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Sullivan,12886,15665,,,,,,102,,,,,,,,,,,,,,,,,,,,,,163,,388,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Tioga,7689,12492,,,,,,77,,,,,,,,,,,,,,,,,,,,,,120,,446,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Tompkins,22094,14536,,,,,,111,,,,,,,,,,,,,,,,,,,,,,175,,643,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Ulster,31912,39830,,,,,,259,,,,,,,,,,,,,,,,,,,,,,371,,1558,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Warren,10755,14453,,,,,,78,,,,,,,,,,,,,,,,,,,,,,143,,600,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Washington,8815,12959,,,,,,86,,,,,,,,,,,,,,,,,,,,,,139,,585,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Wayne,12392,21044,,,,,,129,,,,,,,,,,,,,,,,,,,,,,254,,1108,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Westchester,167719,186675,,,,,,560,,,,,,,,,,,,,,,,,,,,,,1088,,3673,2412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Wyoming,4962,8870,,,,,,65,,,,,,,,,,,,,,,,,,,,,,105,,485,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,US Senate,Yates,3232,5372,,,,,,36,,,,,,,,,,,,,,,,,,,,,,62,,310,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1994,US Senate,Albany,73078,45936,,,,,,364,,,,,,,1650,,,,,,,,,,,,,,,,,461,,,,,,,,,,,,,,,,,,475,,,,,,,,,,,,,,,,
New York,1994,US Senate,Allegany,4650,8697,,,,,,46,,,,,,,604,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,
New York,1994,US Senate,Bronx,128831,37282,,,,,,811,,,,,,,2024,,,,,,,,,,,,,,,,,879,,,,,,,,,,,,,,,,,,1396,,,,,,,,,,,,,,,,
New York,1994,US Senate,Broome,40375,31340,,,,,,150,,,,,,,1379,,,,,,,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,
New York,1994,US Senate,Cattaraugus,9620,15331,,,,,,67,,,,,,,1007,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,142,,,,,,,,,,,,,,,,
New York,1994,US Senate,Cayuga,10448,14738,,,,,,100,,,,,,,629,,,,,,,,,,,,,,,,,141,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,
New York,1994,US Senate,Chautauqua,21946,21621,,,,,,82,,,,,,,1289,,,,,,,,,,,,,,,,,178,,,,,,,,,,,,,,,,,,211,,,,,,,,,,,,,,,,
New York,1994,US Senate,Chemung,13150,12767,,,,,,72,,,,,,,960,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,262,,,,,,,,,,,,,,,,
New York,1994,US Senate,Chenango,6351,9359,,,,,,51,,,,,,,360,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,
New York,1994,US Senate,Clinton,12443,9383,,,,,,78,,,,,,,602,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,
New York,1994,US Senate,Columbia,9580,13227,,,,,,73,,,,,,,328,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,
New York,1994,US Senate,Cortland,5900,8825,,,,,,48,,,,,,,360,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,
New York,1994,US Senate,Delaware,6538,9291,,,,,,46,,,,,,,256,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,
New York,1994,US Senate,Dutchess,35741,43908,,,,,,224,,,,,,,2247,,,,,,,,,,,,,,,,,321,,,,,,,,,,,,,,,,,,386,,,,,,,,,,,,,,,,
New York,1994,US Senate,Erie,181241,121823,,,,,,978,,,,,,,8415,,,,,,,,,,,,,,,,,1144,,,,,,,,,,,,,,,,,,1140,,,,,,,,,,,,,,,,
New York,1994,US Senate,Essex,5792,6965,,,,,,49,,,,,,,422,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,
New York,1994,US Senate,Franklin,7387,5333,,,,,,35,,,,,,,432,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,
New York,1994,US Senate,Fulton,6031,10353,,,,,,48,,,,,,,467,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,,,,,
New York,1994,US Senate,Genesee,7778,10404,,,,,,47,,,,,,,659,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,251,,,,,,,,,,,,,,,,
New York,1994,US Senate,Greene,6065,10730,,,,,,38,,,,,,,368,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,
New York,1994,US Senate,Hamilton,948,1993,,,,,,6,,,,,,,95,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,
New York,1994,US Senate,Herkimer,8688,12118,,,,,,51,,,,,,,457,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,
New York,1994,US Senate,Jefferson,15777,10300,,,,,,61,,,,,,,744,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,,
New York,1994,US Senate,Kings,262310,82473,,,,,,1897,,,,,,,3213,,,,,,,,,,,,,,,,,1651,,,,,,,,,,,,,,,,,,1768,,,,,,,,,,,,,,,,
New York,1994,US Senate,Lewis,3568,4224,,,,,,18,,,,,,,230,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,
New York,1994,US Senate,Livingston,8568,10643,,,,,,53,,,,,,,514,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,307,,,,,,,,,,,,,,,,
New York,1994,US Senate,Madison,8974,11709,,,,,,78,,,,,,,489,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,
New York,1994,US Senate,Monroe,129972,101582,,,,,,507,,,,,,,5810,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,4423,,,,,,,,,,,,,,,,
New York,1994,US Senate,Montgomery,7273,9145,,,,,,44,,,,,,,354,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,
New York,1994,US Senate,Nassau,219047,204101,,,,,,532,,,,,,,10942,,,,,,,,,,,,,,,,,1037,,,,,,,,,,,,,,,,,,1388,,,,,,,,,,,,,,,,
New York,1994,US Senate,New York,277364,50669,,,,,,2559,,,,,,,1945,,,,,,,,,,,,,,,,,1447,,,,,,,,,,,,,,,,,,1441,,,,,,,,,,,,,,,,
New York,1994,US Senate,Niagara,33091,32902,,,,,,174,,,,,,,1822,,,,,,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,289,,,,,,,,,,,,,,,,
New York,1994,US Senate,Oneida,37571,41615,,,,,,179,,,,,,,1957,,,,,,,,,,,,,,,,,412,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,
New York,1994,US Senate,Onondaga,78468,76343,,,,,,379,,,,,,,3136,,,,,,,,,,,,,,,,,448,,,,,,,,,,,,,,,,,,634,,,,,,,,,,,,,,,,
New York,1994,US Senate,Ontario,14780,16845,,,,,,84,,,,,,,660,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,597,,,,,,,,,,,,,,,,
New York,1994,US Senate,Orange,37642,47480,,,,,,195,,,,,,,2345,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,419,,,,,,,,,,,,,,,,
New York,1994,US Senate,Orleans,4495,7141,,,,,,41,,,,,,,238,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,
