State,Year,Office,Parish,D#,R#,Proh.#,Prog.#,Pop.#,S#,UP#,T#,AI#,SW#,Comm.#,I1#,I2#,Ref.#,NL#,NA#,L#,G#,S&L,PWF#,BL#,Cit.#,Nom.#,MPD#,JIA#,ER#,AF#,LEC#,WW#,EJO#,W/I#,CCS#,Vet.#,LFC#,IOC#,LTC#,SE#,O1#,O2#,O3#,O4#,O5#,O6#,O7#,D1#,D2#,D3#,D4#,R1#,R2#,I3#,I4#,I5#,I6#,I7#,I8#,D5#,D6#,D7#,R3#,O#,Unnamed: 13,Unnamed: 14
Louisiana,2008,President,Iberia,12492,20127,8,,,,,20,55,15,,98,,,,,,229,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Iberville,9023,7185,2,,,,,25,26,9,,48,,,,,,81,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Jackson,2456,5190,0,,,,,9,13,6,,14,,,,,,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Jefferson,65096,113191,20,,,,,42,197,57,,686,,,,,,998,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Jefferson Davis,3923,9278,3,,,,,11,26,4,,100,,,,,,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,La Salle,32145,62055,4,,,,,40,125,21,,301,,,,,,388,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Lafayette,9662,27089,14,,,,,26,54,12,,269,,,,,,406,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Lafourche,860,5602,1,,,,,1,7,3,,18,,,,,,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Lincoln,8292,10680,3,,,,,12,33,5,,29,,,,,,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Livingston,6681,43269,4,,,,,17,83,19,,239,,,,,,281,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Madison,3100,2152,1,,,,,5,5,1,,5,,,,,,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Morehouse,5792,7258,4,,,,,10,21,16,,38,,,,,,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Natchitoches,7801,9054,2,,,,,21,18,10,,38,,,,,,57,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Orleans,117102,28130,16,,,,,54,171,38,,396,,,,,,991,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Ouachita,24813,41741,6,,,,,28,101,18,,134,,,,,,147,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Plaquemines,3380,6894,4,,,,,6,14,3,,49,,,,,,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Pointe Coupee,5516,6702,3,,,,,11,9,8,,62,,,,,,81,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Rapides,20127,36611,12,,,,,30,56,13,,198,,,,,,203,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Red River,2080,2484,0,,,,,9,7,4,,10,,,,,,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Richland,3311,5751,3,,,,,9,14,3,,23,,,,,,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Sabine,2245,7226,1,,,,,7,17,13,,45,,,,,,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Saint Bernard,3491,9643,5,,,,,5,27,11,,100,,,,,,149,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Saint Charles,8522,16457,1,,,,,10,24,12,,105,,,,,,135,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Saint Helena,3567,2522,2,,,,,12,8,6,,15,,,,,,37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Saint James,6994,5432,0,,,,,13,11,2,,46,,,,,,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Saint John the Baptist,12424,8912,4,,,,,13,43,9,,77,,,,,,111,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Saint Landry,20268,21650,9,,,,,24,44,18,,112,,,,,,253,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Saint Martin,9419,14443,2,,,,,43,27,11,,69,,,,,,196,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Saint Mary,9345,13183,2,,,,,31,25,15,,80,,,,,,132,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Saint Tammany,24596,83078,9,,,,,14,200,39,,410,,,,,,402,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Tangipahoa,16438,31434,9,,,,,42,56,23,,163,,,,,,217,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Tensas,1646,1367,0,,,,,2,3,1,,4,,,,,,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Terrebonne,11581,28210,8,,,,,26,75,16,,184,,,,,,316,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Union,3103,7619,1,,,,,10,21,7,,27,,,,,,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Vermilion,6266,18069,6,,,,,12,41,10,,129,,,,,,185,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Vernon,3534,11946,2,,,,,7,26,6,,98,,,,,,85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Washington,6122,12215,4,,,,,11,31,10,,56,,,,,,107,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Webster,6610,11417,5,,,,,10,33,6,,50,,,,,,63,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,West Baton Rouge,5043,6654,0,,,,,5,15,5,,53,,,,,,51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,West Carroll,878,4045,1,,,,,3,2,1,,11,,,,,,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,West Feliciana,2415,3150,1,,,,,5,6,4,,6,,,,,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2008,President,Winn,2047,4632,3,,,,,3,8,3,,9,,,,,,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Acadia,6560,19931,,,,,,,,,,,,,,,144,101,,,,,,,,,,,,,,,,,,,,26,24,23,9,8,2,7,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Allen,2617,6495,,,,,,,,,,,,,,,73,52,,,,,,,,,,,,,,,,,,,,17,27,15,1,3,2,5,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Ascension,16349,33856,,,,,,,,,,,,,,,538,123,,,,,,,,,,,,,,,,,,,,53,60,44,11,20,10,9,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Assumption,4754,6083,,,,,,,,,,,,,,,70,34,,,,,,,,,,,,,,,,,,,,16,16,5,5,1,2,6,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Avoyelles,6077,10670,,,,,,,,,,,,,,,98,80,,,,,,,,,,,,,,,,,,,,22,40,18,4,10,6,7,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Beauregard,2828,11112,,,,,,,,,,,,,,,145,53,,,,,,,,,,,,,,,,,,,,27,29,17,2,2,7,3,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Bienville,3490,3641,,,,,,,,,,,,,,,25,21,,,,,,,,,,,,,,,,,,,,11,6,3,4,1,1,0,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Bossier,12956,34988,,,,,,,,,,,,,,,390,109,,,,,,,,,,,,,,,,,,,,55,28,9,8,10,4,5,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Caddo,58042,52459,,,,,,,,,,,,,,,763,258,,,,,,,,,,,,,,,,,,,,88,50,41,14,13,23,14,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Calcasieu,28359,51850,,,,,,,,,,,,,,,818,289,,,,,,,,,,,,,,,,,,,,161,117,52,21,27,16,16,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Caldwell,1016,3640,,,,,,,,,,,,,,,18,19,,,,,,,,,,,,,,,,,,,,8,7,2,1,1,2,2,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Cameron,408,3260,,,,,,,,,,,,,,,26,20,,,,,,,,,,,,,,,,,,,,5,20,2,0,1,1,1,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Catahoula,1408,2744,,,,,,,,,,,,,,,15,10,,,,,,,,,,,,,,,,,,,,5,5,2,1,2,1,0,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Claiborne,3014,3649,,,,,,,,,,,,,,,20,23,,,,,,,,,,,,,,,,,,,,5,9,6,0,2,3,1,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Concordia,3833,5450,,,,,,,,,,,,,,,40,18,,,,,,,,,,,,,,,,,,,,17,9,6,0,3,2,2,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,De Soto,5553,7353,,,,,,,,,,,,,,,68,29,,,,,,,,,,,,,,,,,,,,15,12,11,3,2,3,2,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,East Baton Rouge,102656,92292,,,,,,,,,,,,,,,1957,620,,,,,,,,,,,,,,,,,,,,244,99,122,66,51,31,33,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,East Carroll,2478,1508,,,,,,,,,,,,,,,4,6,,,,,,,,,,,,,,,,,,,,0,2,3,3,0,4,0,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,East Feliciana,4648,5397,,,,,,,,,,,,,,,62,30,,,,,,,,,,,,,,,,,,,,28,11,10,6,12,1,4,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Evangeline,5330,10181,,,,,,,,,,,,,,,93,72,,,,,,,,,,,,,,,,,,,,29,20,22,5,6,6,6,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Franklin,2921,6294,,,,,,,,,,,,,,,60,28,,,,,,,,,,,,,,,,,,,,12,3,4,6,1,4,3,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Grant,1422,7082,,,,,,,,,,,,,,,67,30,,,,,,,,,,,,,,,,,,,,16,22,10,5,6,3,4,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Iberia,12132,20892,,,,,,,,,,,,,,,158,100,,,,,,,,,,,,,,,,,,,,35,31,27,6,8,2,6,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Iberville,9548,7271,,,,,,,,,,,,,,,79,60,,,,,,,,,,,,,,,,,,,,13,9,14,4,4,6,6,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Jackson,2305,5132,,,,,,,,,,,,,,,37,22,,,,,,,,,,,,,,,,,,,,10,12,3,4,1,0,3,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Jefferson,70384,102536,,,,,,,,,,,,,,,2160,681,,,,,,,,,,,,,,,,,,,,172,165,110,38,45,27,25,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Jefferson Davis,3484,10014,,,,,,,,,,,,,,,97,58,,,,,,,,,,,,,,,,,,,,21,24,13,10,6,3,4,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,La Salle,31768,64992,,,,,,,,,,,,,,,1228,367,,,,,,,,,,,,,,,,,,,,109,51,60,27,17,14,9,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Lafayette,9623,28592,,,,,,,,,,,,,,,424,217,,,,,,,,,,,,,,,,,,,,50,73,36,13,21,15,11,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Lafourche,764,5726,,,,,,,,,,,,,,,25,20,,,,,,,,,,,,,,,,,,,,10,11,7,7,1,1,0,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Lincoln,7956,10739,,,,,,,,,,,,,,,187,45,,,,,,,,,,,,,,,,,,,,31,10,9,3,8,2,3,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Livingston,7451,45513,,,,,,,,,,,,,,,634,204,,,,,,,,,,,,,,,,,,,,90,79,44,20,14,9,4,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Madison,3154,2000,,,,,,,,,,,,,,,9,7,,,,,,,,,,,,,,,,,,,,5,2,4,2,1,1,2,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Morehouse,5888,6591,,,,,,,,,,,,,,,45,35,,,,,,,,,,,,,,,,,,,,15,9,11,8,7,3,2,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Natchitoches,7942,9077,,,,,,,,,,,,,,,135,44,,,,,,,,,,,,,,,,,,,,21,16,7,6,1,4,5,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Orleans,126722,28003,,,,,,,,,,,,,,,1859,830,,,,,,,,,,,,,,,,,,,,110,57,116,30,27,38,21,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Ouachita,26645,40948,,,,,,,,,,,,,,,526,155,,,,,,,,,,,,,,,,,,,,103,34,27,5,9,14,8,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Plaquemines,3599,6471,,,,,,,,,,,,,,,93,29,,,,,,,,,,,,,,,,,,,,9,9,8,7,10,2,2,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Pointe Coupee,5436,6548,,,,,,,,,,,,,,,55,46,,,,,,,,,,,,,,,,,,,,21,8,8,9,8,4,4,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Rapides,20045,37193,,,,,,,,,,,,,,,368,188,,,,,,,,,,,,,,,,,,,,73,51,48,17,15,11,10,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Red River,2253,2483,,,,,,,,,,,,,,,38,12,,,,,,,,,,,,,,,,,,,,5,2,5,2,4,2,1,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Richland,3387,5846,,,,,,,,,,,,,,,41,23,,,,,,,,,,,,,,,,,,,,15,2,6,3,3,1,2,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Sabine,2194,7738,,,,,,,,,,,,,,,46,45,,,,,,,,,,,,,,,,,,,,4,9,6,3,4,0,4,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Saint Bernard,5059,8501,,,,,,,,,,,,,,,194,90,,,,,,,,,,,,,,,,,,,,30,32,25,10,5,7,2,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Saint Charles,8896,15937,,,,,,,,,,,,,,,303,88,,,,,,,,,,,,,,,,,,,,42,32,18,7,5,1,4,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Saint Helena,3780,2529,,,,,,,,,,,,,,,27,28,,,,,,,,,,,,,,,,,,,,13,9,4,1,2,0,1,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Saint James,7059,5209,,,,,,,,,,,,,,,54,29,,,,,,,,,,,,,,,,,,,,12,10,9,6,2,2,3,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Saint John the Baptist,13179,7620,,,,,,,,,,,,,,,164,71,,,,,,,,,,,,,,,,,,,,32,16,21,6,7,3,4,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Saint Landry,19668,21475,,,,,,,,,,,,,,,200,136,,,,,,,,,,,,,,,,,,,,69,28,30,12,8,6,15,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Saint Martin,9422,15653,,,,,,,,,,,,,,,162,91,,,,,,,,,,,,,,,,,,,,25,22,17,18,6,8,9,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Saint Mary,9450,13885,,,,,,,,,,,,,,,144,75,,,,,,,,,,,,,,,,,,,,27,21,14,7,7,5,5,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Saint Tammany,25728,84723,,,,,,,,,,,,,,,1637,399,,,,,,,,,,,,,,,,,,,,176,84,70,39,19,14,13,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Tangipahoa,17722,31590,,,,,,,,,,,,,,,408,166,,,,,,,,,,,,,,,,,,,,63,49,37,24,17,13,10,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Tensas,1564,1230,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,2,2,5,2,0,0,0,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Terrebonne,12074,29503,,,,,,,,,,,,,,,413,175,,,,,,,,,,,,,,,,,,,,71,43,27,9,9,14,3,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Union,3075,7561,,,,,,,,,,,,,,,60,34,,,,,,,,,,,,,,,,,,,,13,8,5,4,4,0,2,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Vermilion,5720,18910,,,,,,,,,,,,,,,184,85,,,,,,,,,,,,,,,,,,,,20,25,20,8,5,6,4,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Vernon,3173,12150,,,,,,,,,,,,,,,121,75,,,,,,,,,,,,,,,,,,,,33,33,11,3,1,5,5,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Washington,6466,11798,,,,,,,,,,,,,,,90,84,,,,,,,,,,,,,,,,,,,,38,19,17,47,12,6,4,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Webster,6802,11400,,,,,,,,,,,,,,,71,54,,,,,,,,,,,,,,,,,,,,31,20,15,8,5,4,6,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,West Baton Rouge,5692,6922,,,,,,,,,,,,,,,83,38,,,,,,,,,,,,,,,,,,,,11,12,10,2,2,0,2,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,West Carroll,853,3628,,,,,,,,,,,,,,,23,11,,,,,,,,,,,,,,,,,,,,6,5,7,7,6,1,1,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,West Feliciana,2441,3257,,,,,,,,,,,,,,,47,14,,,,,,,,,,,,,,,,,,,,4,5,7,1,0,1,0,,,,,,,,,,,,,,,,,,,
Louisiana,2012,President,Winn,1919,4541,,,,,,,,,,,,,,,31,18,,,,,,,,,,,,,,,,,,,,8,12,3,2,0,0,0,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Acadia,5638,21162,,,,,,,50,8,,,,,,,281,106,5,,,,,,,,,,,,,74,28,10,13,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Allen,2106,6867,,,,,,,26,4,,,,,,,102,50,3,,,,,,,,,,,,,45,15,8,12,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Ascension,16476,36143,,,,,,,83,13,,,,,,,1184,324,11,,,,,,,,,,,,,263,60,56,31,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Assumption,3931,6714,,,,,,,23,4,,,,,,,127,39,5,,,,,,,,,,,,,22,7,16,10,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Avoyelles,5035,11165,,,,,,,28,7,,,,,,,188,69,3,,,,,,,,,,,,,28,25,14,13,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Beauregard,2393,12238,,,,,,,30,6,,,,,,,225,64,3,,,,,,,,,,,,,63,22,15,9,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Bienville,3129,3756,,,,,,,9,1,,,,,,,54,23,1,,,,,,,,,,,,,14,4,5,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Bossier,12641,35474,,,,,,,79,7,,,,,,,1024,263,8,,,,,,,,,,,,,237,44,35,18,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Caddo,53483,49006,,,,,,,106,20,,,,,,,1861,665,25,,,,,,,,,,,,,392,79,64,59,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Calcasieu,26296,54191,,,,,,,185,19,,,,,,,1786,551,17,,,,,,,,,,,,,457,113,70,45,36,19,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Caldwell,788,3822,,,,,,,9,2,,,,,,,28,14,0,,,,,,,,,,,,,18,5,2,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Cameron,323,3256,,,,,,,6,3,,,,,,,57,16,0,,,,,,,,,,,,,17,9,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Catahoula,1322,3479,,,,,,,7,0,,,,,,,17,14,0,,,,,,,,,,,,,6,5,3,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Claiborne,2717,3585,,,,,,,10,3,,,,,,,45,25,1,,,,,,,,,,,,,8,12,6,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Concordia,3272,5477,,,,,,,9,4,,,,,,,68,14,3,,,,,,,,,,,,,8,6,4,4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,De Soto,5165,8068,,,,,,,16,2,,,,,,,128,33,0,,,,,,,,,,,,,51,9,7,8,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,East Baton Rouge,102828,84660,,,,,,,318,42,,,,,,,4959,1643,49,,,,,,,,,,,,,1364,191,199,115,79,44,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,East Carroll,1838,1059,,,,,,,4,2,,,,,,,16,6,1,,,,,,,,,,,,,3,1,4,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,East Feliciana,4235,5569,,,,,,,19,1,,,,,,,102,38,1,,,,,,,,,,,,,40,12,10,7,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Evangeline,4208,10360,,,,,,,34,1,,,,,,,116,66,2,,,,,,,,,,,,,37,20,10,10,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Franklin,2506,6514,,,,,,,9,3,,,,,,,68,28,1,,,,,,,,,,,,,14,9,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Grant,1181,7408,,,,,,,16,5,,,,,,,126,34,1,,,,,,,,,,,,,31,13,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Iberia,10698,20903,,,,,,,51,8,,,,,,,443,170,12,,,,,,,,,,,,,72,32,33,15,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Iberville,8324,7320,,,,,,,28,5,,,,,,,165,92,4,,,,,,,,,,,,,44,18,14,13,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Jackson,2139,5169,,,,,,,16,2,,,,,,,74,20,2,,,,,,,,,,,,,24,7,7,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Jefferson,73670,100398,,,,,,,235,38,,,,,,,4306,1611,32,,,,,,,,,,,,,871,149,126,89,83,31,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Jefferson Davis,3080,10775,,,,,,,29,4,,,,,,,185,71,6,,,,,,,,,,,,,58,34,17,10,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,La Salle,32726,68195,,,,,,,167,20,,,,,,,2833,851,24,,,,,,,,,,,,,522,78,81,53,36,17,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Lafayette,8423,31959,,,,,,,53,18,,,,,,,734,233,7,,,,,,,,,,,,,107,44,30,15,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Lafourche,605,5836,,,,,,,13,2,,,,,,,53,19,0,,,,,,,,,,,,,21,9,4,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Lincoln,7107,10761,,,,,,,40,4,,,,,,,440,120,3,,,,,,,,,,,,,146,11,14,13,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Livingston,6950,48824,,,,,,,135,9,,,,,,,1151,292,6,,,,,,,,,,,,,214,52,50,19,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Madison,2744,1927,,,,,,,4,0,,,,,,,17,15,2,,,,,,,,,,,,,6,5,3,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Morehouse,5155,6502,,,,,,,15,1,,,,,,,73,46,1,,,,,,,,,,,,,25,6,7,10,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Natchitoches,7144,8968,,,,,,,35,5,,,,,,,260,91,5,,,,,,,,,,,,,49,27,18,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Orleans,133996,24292,,,,,,,127,59,,,,,,,3638,2546,86,,,,,,,,,,,,,698,80,86,92,63,49,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Ouachita,24428,41734,,,,,,,101,13,,,,,,,980,343,5,,,,,,,,,,,,,266,49,50,17,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Plaquemines,3347,6900,,,,,,,14,1,,,,,,,179,74,3,,,,,,,,,,,,,19,12,8,7,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Pointe Coupee,4764,6789,,,,,,,16,2,,,,,,,86,35,2,,,,,,,,,,,,,34,13,13,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Rapides,18322,36816,,,,,,,100,9,,,,,,,858,314,10,,,,,,,,,,,,,265,52,50,29,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,2016,President,Red River,1938,2391,,,,,,,4,3,,,,,,,47,11,2,,,,,,,,,,,,,12,5,4,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
