State,Year,Office,Parish,D#,R#,Proh.#,Prog.#,Pop.#,S#,UP#,T#,AI#,SW#,Comm.#,I1#,I2#,Ref.#,NL#,NA#,L#,G#,S&L,PWF#,BL#,Cit.#,Nom.#,MPD#,JIA#,ER#,AF#,LEC#,WW#,EJO#,W/I#,CCS#,Vet.#,LFC#,IOC#,LTC#,SE#,O1#,O2#,O3#,O4#,O5#,O6#,O7#,D1#,D2#,D3#,D4#,R1#,R2#,I3#,I4#,I5#,I6#,I7#,I8#,D5#,D6#,D7#,R3#,O#,Unnamed: 13,Unnamed: 14
Louisiana,2011,Lt. Governor,Ouachita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20688,10567,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Plaquemines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2452,5731,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Pointe Coupee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3623,2385,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Rapides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19348,14783,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Red River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,1176,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Richland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3827,2221,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Sabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3491,2713,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Saint Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3232,8665,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Saint Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011,8615,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340,1923,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Saint James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3770,4181,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Saint John the Baptist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5446,6948,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Saint Landry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9691,9285,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6219,6489,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Saint Mary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6565,5960,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Saint Tammany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20922,24003,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Tangipahoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12806,13174,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Tensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227,859,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Terrebonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9534,13069,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3746,2433,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Vermilion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6173,7726,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Vernon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5078,3546,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5832,6071,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5057,3106,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,West Baton Rouge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4858,2864,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,West Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2117,1146,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,West Feliciana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2582,1193,,,,,,,,,,,,,
Louisiana,2011,Lt. Governor,Winn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455,2101,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Acadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6607,7223,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,3388,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Ascension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11831,9650,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Assumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3539,3070,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Avoyelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4802,5791,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Beauregard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3229,4334,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Bienville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368,1618,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Bossier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9649,9161,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Caddo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18876,21233,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Calcasieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14427,16750,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1624,1816,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Cameron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275,1520,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Catahoula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,1624,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Claiborne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,1873,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Concordia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880,2375,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3286,2566,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,East Baton Rouge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45486,30998,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,East Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383,1147,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,East Feliciana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001,2845,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Evangeline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4209,4635,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Franklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3148,3135,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2996,2834,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Iberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6333,8488,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Iberville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6202,4822,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,2141,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31066,37510,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Jefferson Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3996,4450,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,La Salle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497,2398,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Lafayette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20284,20393,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Lafourche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9566,9166,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Lincoln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3509,4178,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Livingston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000,14226,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,1557,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Morehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556,2405,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Natchitoches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4929,4977,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Orleans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16716,24548,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Ouachita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13594,16331,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Plaquemines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3175,4070,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Pointe Coupee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3139,2459,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Rapides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16964,15612,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Red River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1624,1582,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Richland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2740,3099,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Sabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2794,3057,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Saint Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4722,6205,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Saint Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6641,6839,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987,2031,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Saint James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3591,3550,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Saint John the Baptist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5309,5778,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Saint Landry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8436,9248,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5692,6095,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Saint Mary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5724,6406,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Saint Tammany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29498,13789,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Tangipahoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13676,10790,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Tensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098,904,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Terrebonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12050,9483,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2669,3239,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Vermilion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6159,6770,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Vernon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3382,4969,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5872,5226,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3640,4122,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,West Baton Rouge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4156,3119,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,West Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325,1792,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,West Feliciana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1851,1547,,,,,,,,,,,,,
Louisiana,2011,Secretary of State,Winn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2169,2213,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Acadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4164,,,,10590,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2440,,,,4082,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Ascension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6877,,,,16110,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Assumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2845,,,,4447,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Avoyelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4422,,,,6750,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Beauregard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2234,,,,5734,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Bienville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607,,,,1867,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Bossier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4204,,,,15640,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Caddo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20144,,,,25204,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Calcasieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12169,,,,21453,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,,,,2390,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Cameron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040,,,,1899,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Catahoula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186,,,,2165,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Claiborne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415,,,,2366,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Concordia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1877,,,,3926,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,De Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2562,,,,3833,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,East Baton Rouge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29962,,,,53330,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,East Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589,,,,1262,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,East Feliciana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2443,,,,3892,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Evangeline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3405,,,,6215,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Franklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,,,,4714,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1663,,,,4364,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Iberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4854,,,,11203,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Iberville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5199,,,,6796,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235,,,,2924,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17103,,,,57509,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Jefferson Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2838,,,,6053,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,La Salle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171,,,,3867,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Lafayette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12685,,,,31110,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Lafourche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5603,,,,14247,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Lincoln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2584,,,,5847,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Livingston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6629,,,,25673,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523,,,,1601,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Morehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608,,,,2907,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Natchitoches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4641,,,,6285,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Orleans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25220,,,,24767,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Ouachita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9052,,,,23021,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Plaquemines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2205,,,,5434,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Pointe Coupee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2466,,,,3854,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Rapides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10842,,,,24259,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Red River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396,,,,2125,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Richland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1703,,,,4407,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Sabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943,,,,4303,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Saint Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3586,,,,8011,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Saint Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4481,,,,10391,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2296,,,,2099,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Saint James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3964,,,,4402,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Saint John the Baptist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6240,,,,6865,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Saint Landry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7488,,,,11621,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3877,,,,8651,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Saint Mary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4992,,,,8450,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Saint Tammany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8357,,,,36527,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Tangipahoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7460,,,,18673,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Tensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,,,,1118,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Terrebonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5675,,,,17045,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513,,,,4581,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Vermilion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666,,,,10012,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Vernon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2481,,,,6211,,,,,,,,,,,,,,
Louisiana,2011,Insurance Commissioner,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3980,,,,7846,,,,,,,,,,,,,,
