State,Year,Office,County,D#,R%,GB#,Wor.#,CL#,ST#,Cit.#,Justice#,Delta#,PF#,Proh.#,Pop.#,ND#,Comm.#,SL#,Prog.#,S&L#,S#,SW#,U#,UL#,AI#,IND#,I1#,I2#,NL#,Ref.#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,R#,I#,W/I#,CM#,Mod.#,Comp.#,Year / Office,Town,I3#,I4#
Rhode Island,2008,US Senate,,4034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874,,18,,,,,North Smithfield Town,,
Rhode Island,2008,US Senate,,18496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4219,,100,,,,,Pawtucket City,,
Rhode Island,2008,US Senate,,6306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2975,,18,,,,,Portsmouth Town,,
Rhode Island,2008,US Senate,,42018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5991,,230,,,,,Providence City,,
Rhode Island,2008,US Senate,,2572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240,,21,,,,,Richmond Town,,
Rhode Island,2008,US Senate,,3394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2287,,35,,,,,Scituate Town,,
Rhode Island,2008,US Senate,,6559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3344,,60,,,,,Smithfield Town,,
Rhode Island,2008,US Senate,,9771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3674,,53,,,,,South Kingstown Town,,
Rhode Island,2008,US Senate,,5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2209,,34,,,,,Tiverton Town,,
Rhode Island,2008,US Senate,,3608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203,,22,,,,,Warren Town,,
Rhode Island,2008,US Senate,,29363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11676,,208,,,,,Warwick City,,
Rhode Island,2008,US Senate,,1871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168,,12,,,,,West Greenwich Town,,
Rhode Island,2008,US Senate,,8564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3119,,71,,,,,West Warwick Town,,
Rhode Island,2008,US Senate,,7485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3154,,21,,,,,Westerly Town,,
Rhode Island,2008,US Senate,,9438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2724,,39,,,,,Woonsocket City,,
Rhode Island,2012,US Senate,,5482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3534,,14,,,,,Barrington Town,,
Rhode Island,2012,US Senate,,6109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3256,,14,,,,,Bristol Town,,
Rhode Island,2012,US Senate,,3805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2741,,14,,,,,Burrillville Town,,
Rhode Island,2012,US Senate,,3046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,,14,,,,,Central Falls City,,
Rhode Island,2012,US Senate,,2320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611,,8,,,,,Charlestown Town,,
Rhode Island,2012,US Senate,,9032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6548,,40,,,,,Coventry Town,,
Rhode Island,2012,US Senate,,20660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11818,,94,,,,,Cranston City,,
Rhode Island,2012,US Senate,,9388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6282,,34,,,,,Cumberland Town,,
Rhode Island,2012,US Senate,,3382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3504,,14,,,,,East Greenwich Town,,
Rhode Island,2012,US Senate,,13507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5325,,43,,,,,East Providence City,,
Rhode Island,2012,US Senate,,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1509,,2,,,,,Exeter Town,,
Rhode Island,2012,US Senate,,1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080,,1,,,,,Foster Town,,
Rhode Island,2012,US Senate,,2549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2307,,4,,,,,Glocester Town,,
Rhode Island,2012,US Senate,,2132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1509,,6,,,,,Hopkinton Town,,
Rhode Island,2012,US Senate,,2094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277,,5,,,,,Jamestown Town,,
Rhode Island,2012,US Senate,,7538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4787,,38,,,,,Johnston Town,,
Rhode Island,2012,US Senate,,6052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4334,,23,,,,,Lincoln Town,,
Rhode Island,2012,US Senate,,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946,,1,,,,,Little Compton Town,,
Rhode Island,2012,US Senate,,4204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2546,,4,,,,,Middletown Town,,
Rhode Island,2012,US Senate,,4196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3064,,22,,,,,Narragansett Town,,
Rhode Island,2012,US Senate,,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,,1,,,,,New Shoreham Town,,
Rhode Island,2012,US Senate,,5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2747,,13,,,,,Newport City,,
Rhode Island,2012,US Senate,,7708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6249,,43,,,,,North Kingstown Town,,
Rhode Island,2012,US Senate,,9381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4837,,26,,,,,North Providence Town,,
Rhode Island,2012,US Senate,,3228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462,,5,,,,,North Smithfield Town,,
Rhode Island,2012,US Senate,,17628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4951,,48,,,,,Pawtucket City,,
Rhode Island,2012,US Senate,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3844,,14,,,,,Portsmouth Town,,
Rhode Island,2012,US Senate,,40213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6924,,128,,,,,Providence City,,
Rhode Island,2012,US Senate,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531,,9,,,,,Richmond Town,,
Rhode Island,2012,US Senate,,2640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2867,,15,,,,,Scituate Town,,
Rhode Island,2012,US Senate,,5332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4294,,15,,,,,Smithfield Town,,
Rhode Island,2012,US Senate,,8168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4696,,26,,,,,South Kingstown Town,,
Rhode Island,2012,US Senate,,4471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2864,,13,,,,,Tiverton Town,,
Rhode Island,2012,US Senate,,2965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,,4,,,,,Warren Town,,
Rhode Island,2012,US Senate,,23656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14497,,90,,,,,Warwick City,,
Rhode Island,2012,US Senate,,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542,,6,,,,,West Greenwich Town,,
Rhode Island,2012,US Senate,,6802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4126,,20,,,,,West Warwick Town,,
Rhode Island,2012,US Senate,,6118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3785,,14,,,,,Westerly Town,,
Rhode Island,2012,US Senate,,7884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3643,,47,,,,,Woonsocket City,,
Rhode Island,2014,US Senate,,5047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,9,,,,,Barrington Town,,
Rhode Island,2014,US Senate,,5183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947,,15,,,,,Bristol Town,,
Rhode Island,2014,US Senate,,2924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672,,6,,,,,Burrillville Town,,
Rhode Island,2014,US Senate,,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,,5,,,,,Central Falls City,,
Rhode Island,2014,US Senate,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044,,1,,,,,Charlestown Town,,
Rhode Island,2014,US Senate,,7861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4563,,12,,,,,Coventry Town,,
Rhode Island,2014,US Senate,,17895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8360,,41,,,,,Cranston City,,
Rhode Island,2014,US Senate,,7799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3605,,18,,,,,Cumberland Town,,
Rhode Island,2014,US Senate,,3326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2152,,5,,,,,East Greenwich Town,,
Rhode Island,2014,US Senate,,10095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3259,,28,,,,,East Providence City,,
Rhode Island,2014,US Senate,,1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124,,3,,,,,Exeter Town,,
Rhode Island,2014,US Senate,,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,,3,,,,,Foster Town,,
Rhode Island,2014,US Senate,,2087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386,,5,,,,,Glocester Town,,
Rhode Island,2014,US Senate,,1654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,5,,,,,Hopkinton Town,,
Rhode Island,2014,US Senate,,2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,,0,,,,,Jamestown Town,,
Rhode Island,2014,US Senate,,6572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3172,,20,,,,,Johnston Town,,
Rhode Island,2014,US Senate,,5404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662,,11,,,,,Lincoln Town,,
Rhode Island,2014,US Senate,,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,,4,,,,,Little Compton Town,,
Rhode Island,2014,US Senate,,3806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474,,8,,,,,Middletown Town,,
Rhode Island,2014,US Senate,,4041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935,,12,,,,,Narragansett Town,,
Rhode Island,2014,US Senate,,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,1,,,,,New Shoreham Town,,
Rhode Island,2014,US Senate,,5716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676,,10,,,,,Newport City,,
Rhode Island,2014,US Senate,,6843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4047,,17,,,,,North Kingstown Town,,
Rhode Island,2014,US Senate,,7760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3066,,18,,,,,North Providence Town,,
Rhode Island,2014,US Senate,,2753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1529,,2,,,,,North Smithfield Town,,
Rhode Island,2014,US Senate,,10728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710,,28,,,,,Pawtucket City,,
Rhode Island,2014,US Senate,,4517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2255,,8,,,,,Portsmouth Town,,
Rhode Island,2014,US Senate,,31593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4848,,117,,,,,Providence City,,
Rhode Island,2014,US Senate,,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127,,9,,,,,Richmond Town,,
Rhode Island,2014,US Senate,,2544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1901,,9,,,,,Scituate Town,,
Rhode Island,2014,US Senate,,4883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2660,,3,,,,,Smithfield Town,,
Rhode Island,2014,US Senate,,7454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3037,,12,,,,,South Kingstown Town,,
Rhode Island,2014,US Senate,,3403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727,,3,,,,,Tiverton Town,,
Rhode Island,2014,US Senate,,2626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981,,5,,,,,Warren Town,,
Rhode Island,2014,US Senate,,20395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9249,,51,,,,,Warwick City,,
Rhode Island,2014,US Senate,,1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081,,3,,,,,West Greenwich Town,,
Rhode Island,2014,US Senate,,5447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2618,,9,,,,,West Warwick Town,,
Rhode Island,2014,US Senate,,5038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2290,,6,,,,,Westerly Town,,
Rhode Island,2014,US Senate,,5236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,,17,,,,,Woonsocket City,,
Rhode Island,2018,US Senate,,5568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2696,,21,,,,,Barrington Town,,
Rhode Island,2018,US Senate,,5410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3527,,19,,,,,Bristol Town,,
Rhode Island,2018,US Senate,,2656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3366,,11,,,,,Burrillville Town,,
Rhode Island,2018,US Senate,,2135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,,12,,,,,Central Falls City,,
Rhode Island,2018,US Senate,,2198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566,,9,,,,,Charlestown Town,,
Rhode Island,2018,US Senate,,6940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7157,,43,,,,,Coventry Town,,
Rhode Island,2018,US Senate,,17896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13274,,72,,,,,Cranston City,,
Rhode Island,2018,US Senate,,8050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5907,,27,,,,,Cumberland Town,,
Rhode Island,2018,US Senate,,3775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2884,,10,,,,,East Greenwich Town,,
Rhode Island,2018,US Senate,,11441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5547,,54,,,,,East Providence City,,
Rhode Island,2018,US Senate,,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1529,,7,,,,,Exeter Town,,
Rhode Island,2018,US Senate,,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129,,4,,,,,Foster Town,,
Rhode Island,2018,US Senate,,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345,,7,,,,,Glocester Town,,
Rhode Island,2018,US Senate,,1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631,,10,,,,,Hopkinton Town,,
Rhode Island,2018,US Senate,,2173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086,,6,,,,,Jamestown Town,,
Rhode Island,2018,US Senate,,5359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5427,,18,,,,,Johnston Town,,
Rhode Island,2018,US Senate,,4973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4201,,22,,,,,Lincoln Town,,
Rhode Island,2018,US Senate,,1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,,7,,,,,Little Compton Town,,
Rhode Island,2018,US Senate,,3907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2204,,12,,,,,Middletown Town,,
Rhode Island,2018,US Senate,,4042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3020,,15,,,,,Narragansett Town,,
Rhode Island,2018,US Senate,,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,1,,,,,New Shoreham Town,,
Rhode Island,2018,US Senate,,5845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2095,,11,,,,,Newport City,,
Rhode Island,2018,US Senate,,7610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5594,,18,,,,,North Kingstown Town,,
Rhode Island,2018,US Senate,,7186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4946,,28,,,,,North Providence Town,,
Rhode Island,2018,US Senate,,2503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511,,6,,,,,North Smithfield Town,,
Rhode Island,2018,US Senate,,12710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4273,,48,,,,,Pawtucket City,,
Rhode Island,2018,US Senate,,4694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3232,,15,,,,,Portsmouth Town,,
Rhode Island,2018,US Senate,,36629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5835,,123,,,,,Providence City,,
Rhode Island,2018,US Senate,,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638,,6,,,,,Richmond Town,,
Rhode Island,2018,US Senate,,2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3067,,10,,,,,Scituate Town,,
Rhode Island,2018,US Senate,,4457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4434,,14,,,,,Smithfield Town,,
Rhode Island,2018,US Senate,,8411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4289,,33,,,,,South Kingstown Town,,
Rhode Island,2018,US Senate,,3675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2815,,10,,,,,Tiverton Town,,
Rhode Island,2018,US Senate,,2463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534,,8,,,,,Warren Town,,
Rhode Island,2018,US Senate,,19504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14872,,73,,,,,Warwick City,,
Rhode Island,2018,US Senate,,1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597,,6,,,,,West Greenwich Town,,
Rhode Island,2018,US Senate,,5245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4239,,13,,,,,West Warwick Town,,
Rhode Island,2018,US Senate,,5320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3755,,11,,,,,Westerly Town,,
Rhode Island,2018,US Senate,,5569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3856,,20,,,,,Woonsocket City,,
Rhode Island,1990,Governor,,5160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2366,,,,,,,Barrington Town,,
Rhode Island,1990,Governor,,5418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2285,,,,,,,Bristol Town,,
Rhode Island,1990,Governor,,3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217,,,,,,,Burrillville Town,,
Rhode Island,1990,Governor,,2860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,,,,,,,Central Falls City,,
Rhode Island,1990,Governor,,1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,,,,,,,Charlestown Town,,
Rhode Island,1990,Governor,,8391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2971,,,,,,,Coventry Town,,
Rhode Island,1990,Governor,,21555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11890,,,,,,,Cranston City,,
Rhode Island,1990,Governor,,9426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995,,,,,,,Cumberland Town,,
Rhode Island,1990,Governor,,3525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626,,,,,,,East Greenwich Town,,
Rhode Island,1990,Governor,,13120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3756,,,,,,,East Providence City,,
Rhode Island,1990,Governor,,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558,,,,,,,Exeter Town,,
Rhode Island,1990,Governor,,1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,,,,,,,Foster Town,,
Rhode Island,1990,Governor,,2396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912,,,,,,,Glocester Town,,
Rhode Island,1990,Governor,,1569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736,,,,,,,Hopkinton Town,,
Rhode Island,1990,Governor,,1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,,,,,,,Jamestown Town,,
Rhode Island,1990,Governor,,8765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2701,,,,,,,Johnston Town,,
Rhode Island,1990,Governor,,6019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,,,,,,,Lincoln Town,,
Rhode Island,1990,Governor,,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564,,,,,,,Little Compton Town,,
Rhode Island,1990,Governor,,3874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408,,,,,,,Middletown Town,,
Rhode Island,1990,Governor,,4011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571,,,,,,,Narragansett Town,,
Rhode Island,1990,Governor,,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,,,,,,,New Shoreham Town,,
Rhode Island,1990,Governor,,6005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880,,,,,,,Newport City,,
Rhode Island,1990,Governor,,7014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2463,,,,,,,North Kingstown Town,,
Rhode Island,1990,Governor,,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3177,,,,,,,North Providence Town,,
Rhode Island,1990,Governor,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262,,,,,,,North Smithfield Town,,
Rhode Island,1990,Governor,,17658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4132,,,,,,,Pawtucket City,,
Rhode Island,1990,Governor,,4459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1817,,,,,,,Portsmouth Town,,
Rhode Island,1990,Governor,,35040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9906,,,,,,,Providence City,,
Rhode Island,1990,Governor,,1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,,,,,,,Richmond Town,,
Rhode Island,1990,Governor,,2754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292,,,,,,,Scituate Town,,
Rhode Island,1990,Governor,,5655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715,,,,,,,Smithfield Town,,
Rhode Island,1990,Governor,,5360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,,,South Kingstown Town,,
Rhode Island,1990,Governor,,3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645,,,,,,,Tiverton Town,,
Rhode Island,1990,Governor,,2837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094,,,,,,,Warren Town,,
Rhode Island,1990,Governor,,27714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8805,,,,,,,Warwick City,,
Rhode Island,1990,Governor,,1136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,,,,,,,West Greenwich Town,,
Rhode Island,1990,Governor,,7936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2686,,,,,,,West Warwick Town,,
Rhode Island,1990,Governor,,4835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2330,,,,,,,Westerly Town,,
Rhode Island,1990,Governor,,9220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616,,,,,,,Woonsocket City,,
Rhode Island,1992,Governor,,5168,,,,,,,,,,,14,,,,,,,,,,,,17,,,203,,,,,,,,3552,,,,,,,Barrington Town,,
Rhode Island,1992,Governor,,6058,,,,,,,,,,,20,,,,,,,,,,,,20,,,183,,,,,,,,3103,,,,,,,Bristol Town,,
Rhode Island,1992,Governor,,3641,,,,,,,,,,,31,,,,,,,,,,,,56,,,187,,,,,,,,2026,,,,,,,Burrillville Town,,
Rhode Island,1992,Governor,,2452,,,,,,,,,,,17,,,,,,,,,,,,20,,,93,,,,,,,,1072,,,,,,,Central Falls City,,
Rhode Island,1992,Governor,,1896,,,,,,,,,,,11,,,,,,,,,,,,15,,,79,,,,,,,,1077,,,,,,,Charlestown Town,,
Rhode Island,1992,Governor,,8611,,,,,,,,,,,43,,,,,,,,,,,,48,,,540,,,,,,,,4931,,,,,,,Coventry Town,,
Rhode Island,1992,Governor,,21889,,,,,,,,,,,130,,,,,,,,,,,,85,,,1572,,,,,,,,14322,,,,,,,Cranston City,,
Rhode Island,1992,Governor,,9185,,,,,,,,,,,55,,,,,,,,,,,,55,,,423,,,,,,,,4799,,,,,,,Cumberland Town,,
Rhode Island,1992,Governor,,4016,,,,,,,,,,,13,,,,,,,,,,,,16,,,182,,,,,,,,2221,,,,,,,East Greenwich Town,,
Rhode Island,1992,Governor,,11909,,,,,,,,,,,78,,,,,,,,,,,,60,,,748,,,,,,,,8275,,,,,,,East Providence City,,
Rhode Island,1992,Governor,,1357,,,,,,,,,,,15,,,,,,,,,,,,12,,,78,,,,,,,,1073,,,,,,,Exeter Town,,
Rhode Island,1992,Governor,,1180,,,,,,,,,,,15,,,,,,,,,,,,10,,,79,,,,,,,,765,,,,,,,Foster Town,,
Rhode Island,1992,Governor,,2405,,,,,,,,,,,15,,,,,,,,,,,,26,,,177,,,,,,,,1708,,,,,,,Glocester Town,,
Rhode Island,1992,Governor,,1766,,,,,,,,,,,18,,,,,,,,,,,,16,,,70,,,,,,,,1118,,,,,,,Hopkinton Town,,
Rhode Island,1992,Governor,,1796,,,,,,,,,,,4,,,,,,,,,,,,12,,,74,,,,,,,,909,,,,,,,Jamestown Town,,
Rhode Island,1992,Governor,,7366,,,,,,,,,,,44,,,,,,,,,,,,46,,,731,,,,,,,,5557,,,,,,,Johnston Town,,
Rhode Island,1992,Governor,,5820,,,,,,,,,,,39,,,,,,,,,,,,37,,,310,,,,,,,,3377,,,,,,,Lincoln Town,,
Rhode Island,1992,Governor,,1057,,,,,,,,,,,3,,,,,,,,,,,,10,,,30,,,,,,,,693,,,,,,,Little Compton Town,,
Rhode Island,1992,Governor,,4136,,,,,,,,,,,19,,,,,,,,,,,,20,,,80,,,,,,,,2205,,,,,,,Middletown Town,,
Rhode Island,1992,Governor,,4537,,,,,,,,,,,26,,,,,,,,,,,,14,,,226,,,,,,,,2277,,,,,,,Narragansett Town,,
Rhode Island,1992,Governor,,517,,,,,,,,,,,6,,,,,,,,,,,,2,,,12,,,,,,,,265,,,,,,,New Shoreham Town,,
Rhode Island,1992,Governor,,6649,,,,,,,,,,,38,,,,,,,,,,,,38,,,200,,,,,,,,3001,,,,,,,Newport City,,
Rhode Island,1992,Governor,,7208,,,,,,,,,,,55,,,,,,,,,,,,36,,,384,,,,,,,,4385,,,,,,,North Kingstown Town,,
