State,Year,Office,County,D#,R%,GB#,Wor.#,CL#,ST#,Cit.#,Justice#,Delta#,PF#,Proh.#,Pop.#,ND#,Comm.#,SL#,Prog.#,S&L#,S#,SW#,U#,UL#,AI#,IND#,I1#,I2#,NL#,Ref.#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,R#,I#,W/I#,CM#,Mod.#,Comp.#,Year / Office,Town,I3#,I4#
Rhode Island,1992,Governor,,10245,,,,,,,,,,,55,,,,,,,,,,,,73,,,835,,,,,,,,6304,,,,,,,North Providence Town,,
Rhode Island,1992,Governor,,3449,,,,,,,,,,,29,,,,,,,,,,,,32,,,142,,,,,,,,1754,,,,,,,North Smithfield Town,,
Rhode Island,1992,Governor,,15780,,,,,,,,,,,101,,,,,,,,,,,,107,,,748,,,,,,,,8166,,,,,,,Pawtucket City,,
Rhode Island,1992,Governor,,5127,,,,,,,,,,,20,,,,,,,,,,,,28,,,128,,,,,,,,2795,,,,,,,Portsmouth Town,,
Rhode Island,1992,Governor,,32200,,,,,,,,,,,304,,,,,,,,,,,,174,,,1745,,,,,,,,13841,,,,,,,Providence City,,
Rhode Island,1992,Governor,,1654,,,,,,,,,,,14,,,,,,,,,,,,14,,,77,,,,,,,,921,,,,,,,Richmond Town,,
Rhode Island,1992,Governor,,2595,,,,,,,,,,,18,,,,,,,,,,,,15,,,251,,,,,,,,2145,,,,,,,Scituate Town,,
Rhode Island,1992,Governor,,5472,,,,,,,,,,,29,,,,,,,,,,,,40,,,524,,,,,,,,3179,,,,,,,Smithfield Town,,
Rhode Island,1992,Governor,,6414,,,,,,,,,,,46,,,,,,,,,,,,23,,,216,,,,,,,,2990,,,,,,,South Kingstown Town,,
Rhode Island,1992,Governor,,4121,,,,,,,,,,,28,,,,,,,,,,,,23,,,126,,,,,,,,2412,,,,,,,Tiverton Town,,
Rhode Island,1992,Governor,,2997,,,,,,,,,,,11,,,,,,,,,,,,17,,,112,,,,,,,,1755,,,,,,,Warren Town,,
Rhode Island,1992,Governor,,25794,,,,,,,,,,,142,,,,,,,,,,,,127,,,1796,,,,,,,,15195,,,,,,,Warwick City,,
Rhode Island,1992,Governor,,1235,,,,,,,,,,,15,,,,,,,,,,,,9,,,79,,,,,,,,861,,,,,,,West Greenwich Town,,
Rhode Island,1992,Governor,,8090,,,,,,,,,,,53,,,,,,,,,,,,46,,,566,,,,,,,,3937,,,,,,,West Warwick Town,,
Rhode Island,1992,Governor,,6030,,,,,,,,,,,38,,,,,,,,,,,,30,,,135,,,,,,,,2638,,,,,,,Westerly Town,,
Rhode Island,1992,Governor,,9662,,,,,,,,,,,86,,,,,,,,,,,,106,,,370,,,,,,,,3986,,,,,,,Woonsocket City,,
Rhode Island,1994,Governor,,2489,,,,,,,,,,,,,,,,,,,,,,,916,,,,,,,,,,,4083,,,,,,,Barrington Town,,
Rhode Island,1994,Governor,,3361,,,,,,,,,,,,,,,,,,,,,,,1423,,,,,,,,,,,2938,,,,,,,Bristol Town,,
Rhode Island,1994,Governor,,2264,,,,,,,,,,,,,,,,,,,,,,,446,,,,,,,,,,,2247,,,,,,,Burrillville Town,,
Rhode Island,1994,Governor,,1320,,,,,,,,,,,,,,,,,,,,,,,184,,,,,,,,,,,1538,,,,,,,Central Falls City,,
Rhode Island,1994,Governor,,1152,,,,,,,,,,,,,,,,,,,,,,,206,,,,,,,,,,,1307,,,,,,,Charlestown Town,,
Rhode Island,1994,Governor,,5095,,,,,,,,,,,,,,,,,,,,,,,1384,,,,,,,,,,,6072,,,,,,,Coventry Town,,
Rhode Island,1994,Governor,,14298,,,,,,,,,,,,,,,,,,,,,,,2631,,,,,,,,,,,16715,,,,,,,Cranston City,,
Rhode Island,1994,Governor,,4353,,,,,,,,,,,,,,,,,,,,,,,791,,,,,,,,,,,7412,,,,,,,Cumberland Town,,
Rhode Island,1994,Governor,,1712,,,,,,,,,,,,,,,,,,,,,,,385,,,,,,,,,,,3280,,,,,,,East Greenwich Town,,
Rhode Island,1994,Governor,,8189,,,,,,,,,,,,,,,,,,,,,,,2120,,,,,,,,,,,7247,,,,,,,East Providence City,,
Rhode Island,1994,Governor,,845,,,,,,,,,,,,,,,,,,,,,,,286,,,,,,,,,,,1077,,,,,,,Exeter Town,,
Rhode Island,1994,Governor,,677,,,,,,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,899,,,,,,,Foster Town,,
Rhode Island,1994,Governor,,1394,,,,,,,,,,,,,,,,,,,,,,,366,,,,,,,,,,,1804,,,,,,,Glocester Town,,
Rhode Island,1994,Governor,,1003,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,1193,,,,,,,Hopkinton Town,,
Rhode Island,1994,Governor,,1155,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,1257,,,,,,,Jamestown Town,,
Rhode Island,1994,Governor,,5952,,,,,,,,,,,,,,,,,,,,,,,1225,,,,,,,,,,,5515,,,,,,,Johnston Town,,
Rhode Island,1994,Governor,,2223,,,,,,,,,,,,,,,,,,,,,,,465,,,,,,,,,,,6323,,,,,,,Lincoln Town,,
Rhode Island,1994,Governor,,638,,,,,,,,,,,,,,,,,,,,,,,168,,,,,,,,,,,905,,,,,,,Little Compton Town,,
Rhode Island,1994,Governor,,2600,,,,,,,,,,,,,,,,,,,,,,,507,,,,,,,,,,,2373,,,,,,,Middletown Town,,
Rhode Island,1994,Governor,,2583,,,,,,,,,,,,,,,,,,,,,,,484,,,,,,,,,,,3020,,,,,,,Narragansett Town,,
Rhode Island,1994,Governor,,463,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,345,,,,,,,New Shoreham Town,,
Rhode Island,1994,Governor,,3988,,,,,,,,,,,,,,,,,,,,,,,714,,,,,,,,,,,3216,,,,,,,Newport City,,
Rhode Island,1994,Governor,,3967,,,,,,,,,,,,,,,,,,,,,,,1041,,,,,,,,,,,5336,,,,,,,North Kingstown Town,,
Rhode Island,1994,Governor,,6824,,,,,,,,,,,,,,,,,,,,,,,1239,,,,,,,,,,,6611,,,,,,,North Providence Town,,
Rhode Island,1994,Governor,,1763,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,2535,,,,,,,North Smithfield Town,,
Rhode Island,1994,Governor,,8703,,,,,,,,,,,,,,,,,,,,,,,1567,,,,,,,,,,,9930,,,,,,,Pawtucket City,,
Rhode Island,1994,Governor,,2820,,,,,,,,,,,,,,,,,,,,,,,799,,,,,,,,,,,3078,,,,,,,Portsmouth Town,,
Rhode Island,1994,Governor,,23575,,,,,,,,,,,,,,,,,,,,,,,2513,,,,,,,,,,,14481,,,,,,,Providence City,,
Rhode Island,1994,Governor,,993,,,,,,,,,,,,,,,,,,,,,,,311,,,,,,,,,,,1009,,,,,,,Richmond Town,,
Rhode Island,1994,Governor,,1418,,,,,,,,,,,,,,,,,,,,,,,468,,,,,,,,,,,2502,,,,,,,Scituate Town,,
Rhode Island,1994,Governor,,3128,,,,,,,,,,,,,,,,,,,,,,,690,,,,,,,,,,,3943,,,,,,,Smithfield Town,,
Rhode Island,1994,Governor,,4019,,,,,,,,,,,,,,,,,,,,,,,575,,,,,,,,,,,3951,,,,,,,South Kingstown Town,,
Rhode Island,1994,Governor,,2571,,,,,,,,,,,,,,,,,,,,,,,501,,,,,,,,,,,2253,,,,,,,Tiverton Town,,
Rhode Island,1994,Governor,,1314,,,,,,,,,,,,,,,,,,,,,,,1476,,,,,,,,,,,1299,,,,,,,Warren Town,,
Rhode Island,1994,Governor,,15593,,,,,,,,,,,,,,,,,,,,,,,3524,,,,,,,,,,,17956,,,,,,,Warwick City,,
Rhode Island,1994,Governor,,917,,,,,,,,,,,,,,,,,,,,,,,296,,,,,,,,,,,1284,,,,,,,West Greenwich Town,,
Rhode Island,1994,Governor,,4229,,,,,,,,,,,,,,,,,,,,,,,1011,,,,,,,,,,,4919,,,,,,,West Warwick Town,,
Rhode Island,1994,Governor,,3132,,,,,,,,,,,,,,,,,,,,,,,389,,,,,,,,,,,3618,,,,,,,Westerly Town,,
Rhode Island,1994,Governor,,4641,,,,,,,,,,,,,,,,,,,,,,,643,,,,,,,,,,,5723,,,,,,,Woonsocket City,,
Rhode Island,1998,Governor,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,4053,,,519,,,,Barrington Town,,
Rhode Island,1998,Governor,,2666,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,3149,,,682,,,,Bristol Town,,
Rhode Island,1998,Governor,,1753,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,1942,,,306,,,,Burrillville Town,,
Rhode Island,1998,Governor,,1267,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,1081,,,98,,,,Central Falls City,,
Rhode Island,1998,Governor,,830,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,1514,,,143,,,,Charlestown Town,,
Rhode Island,1998,Governor,,4026,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,5445,,,854,,,,Coventry Town,,
Rhode Island,1998,Governor,,12351,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,14265,,,1549,,,,Cranston City,,
Rhode Island,1998,Governor,,3526,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,6295,,,426,,,,Cumberland Town,,
Rhode Island,1998,Governor,,1329,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,3147,,,225,,,,East Greenwich Town,,
Rhode Island,1998,Governor,,7076,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,6752,,,1200,,,,East Providence City,,
Rhode Island,1998,Governor,,642,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,1027,,,150,,,,Exeter Town,,
Rhode Island,1998,Governor,,623,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,877,,,173,,,,Foster Town,,
Rhode Island,1998,Governor,,1144,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,1733,,,276,,,,Glocester Town,,
Rhode Island,1998,Governor,,781,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,1116,,,236,,,,Hopkinton Town,,
Rhode Island,1998,Governor,,1008,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,1352,,,171,,,,Jamestown Town,,
Rhode Island,1998,Governor,,5310,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,5582,,,680,,,,Johnston Town,,
Rhode Island,1998,Governor,,2120,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,5510,,,361,,,,Lincoln Town,,
Rhode Island,1998,Governor,,537,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,910,,,117,,,,Little Compton Town,,
Rhode Island,1998,Governor,,1807,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,2617,,,337,,,,Middletown Town,,
Rhode Island,1998,Governor,,2030,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,3345,,,356,,,,Narragansett Town,,
Rhode Island,1998,Governor,,370,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,444,,,66,,,,New Shoreham Town,,
Rhode Island,1998,Governor,,2758,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,3331,,,443,,,,Newport City,,
Rhode Island,1998,Governor,,3011,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,5517,,,598,,,,North Kingstown Town,,
Rhode Island,1998,Governor,,5818,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,5675,,,650,,,,North Providence Town,,
Rhode Island,1998,Governor,,1509,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,2469,,,235,,,,North Smithfield Town,,
Rhode Island,1998,Governor,,7727,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,6776,,,938,,,,Pawtucket City,,
Rhode Island,1998,Governor,,2135,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,3509,,,510,,,,Portsmouth Town,,
Rhode Island,1998,Governor,,19312,,,,,,,,,,,,,,,,,,,,,,,,,,187,,,,,,,,11479,,,1381,,,,Providence City,,
Rhode Island,1998,Governor,,777,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,1070,,,169,,,,Richmond Town,,
Rhode Island,1998,Governor,,1192,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,2489,,,308,,,,Scituate Town,,
Rhode Island,1998,Governor,,2435,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,3910,,,420,,,,Smithfield Town,,
Rhode Island,1998,Governor,,3061,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,4608,,,458,,,,South Kingstown Town,,
Rhode Island,1998,Governor,,1677,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,2411,,,258,,,,Tiverton Town,,
Rhode Island,1998,Governor,,1271,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,1385,,,673,,,,Warren Town,,
Rhode Island,1998,Governor,,12845,,,,,,,,,,,,,,,,,,,,,,,,,,197,,,,,,,,15945,,,1953,,,,Warwick City,,
Rhode Island,1998,Governor,,506,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,956,,,163,,,,West Greenwich Town,,
Rhode Island,1998,Governor,,3496,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,3861,,,568,,,,West Warwick Town,,
Rhode Island,1998,Governor,,2591,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,3825,,,213,,,,Westerly Town,,
Rhode Island,1998,Governor,,3769,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,4808,,,387,,,,Woonsocket City,,
Rhode Island,2002,Governor,,2615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4817,,,,,,,Barrington Town,,
Rhode Island,2002,Governor,,3280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3961,,,,,,,Bristol Town,,
Rhode Island,2002,Governor,,2060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2510,,,,,,,Burrillville Town,,
Rhode Island,2002,Governor,,1660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771,,,,,,,Central Falls City,,
Rhode Island,2002,Governor,,1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781,,,,,,,Charlestown Town,,
Rhode Island,2002,Governor,,4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6811,,,,,,,Coventry Town,,
Rhode Island,2002,Governor,,11928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16959,,,,,,,Cranston City,,
Rhode Island,2002,Governor,,4717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6867,,,,,,,Cumberland Town,,
Rhode Island,2002,Governor,,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4582,,,,,,,East Greenwich Town,,
Rhode Island,2002,Governor,,8361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7230,,,,,,,East Providence City,,
Rhode Island,2002,Governor,,839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438,,,,,,,Exeter Town,,
Rhode Island,2002,Governor,,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087,,,,,,,Foster Town,,
Rhode Island,2002,Governor,,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2128,,,,,,,Glocester Town,,
Rhode Island,2002,Governor,,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325,,,,,,,Hopkinton Town,,
Rhode Island,2002,Governor,,1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675,,,,,,,Jamestown Town,,
Rhode Island,2002,Governor,,4643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5931,,,,,,,Johnston Town,,
Rhode Island,2002,Governor,,3141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5746,,,,,,,Lincoln Town,,
Rhode Island,2002,Governor,,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099,,,,,,,Little Compton Town,,
Rhode Island,2002,Governor,,2220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3170,,,,,,,Middletown Town,,
Rhode Island,2002,Governor,,2514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184,,,,,,,Narragansett Town,,
Rhode Island,2002,Governor,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,,,,,,,New Shoreham Town,,
Rhode Island,2002,Governor,,3203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3757,,,,,,,Newport City,,
Rhode Island,2002,Governor,,3520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7546,,,,,,,North Kingstown Town,,
Rhode Island,2002,Governor,,5711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6520,,,,,,,North Providence Town,,
Rhode Island,2002,Governor,,1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2678,,,,,,,North Smithfield Town,,
Rhode Island,2002,Governor,,9127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7025,,,,,,,Pawtucket City,,
Rhode Island,2002,Governor,,2725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4592,,,,,,,Portsmouth Town,,
Rhode Island,2002,Governor,,23894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12019,,,,,,,Providence City,,
Rhode Island,2002,Governor,,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355,,,,,,,Richmond Town,,
Rhode Island,2002,Governor,,1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3087,,,,,,,Scituate Town,,
Rhode Island,2002,Governor,,2907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4666,,,,,,,Smithfield Town,,
Rhode Island,2002,Governor,,4219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5511,,,,,,,South Kingstown Town,,
Rhode Island,2002,Governor,,2436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2715,,,,,,,Tiverton Town,,
Rhode Island,2002,Governor,,1660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929,,,,,,,Warren Town,,
Rhode Island,2002,Governor,,13238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19023,,,,,,,Warwick City,,
Rhode Island,2002,Governor,,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314,,,,,,,West Greenwich Town,,
Rhode Island,2002,Governor,,4006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4740,,,,,,,West Warwick Town,,
Rhode Island,2002,Governor,,3290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4326,,,,,,,Westerly Town,,
Rhode Island,2002,Governor,,4389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4473,,,,,,,Woonsocket City,,
Rhode Island,2006,Governor,,2888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470,,8,,,,,Barrington Town,,
Rhode Island,2006,Governor,,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4615,,8,,,,,Bristol Town,,
Rhode Island,2006,Governor,,3156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2572,,2,,,,,Burrillville Town,,
Rhode Island,2006,Governor,,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696,,5,,,,,Central Falls City,,
Rhode Island,2006,Governor,,1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2185,,6,,,,,Charlestown Town,,
Rhode Island,2006,Governor,,6907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8098,,28,,,,,Coventry Town,,
Rhode Island,2006,Governor,,15399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16944,,27,,,,,Cranston City,,
Rhode Island,2006,Governor,,6117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8014,,15,,,,,Cumberland Town,,
Rhode Island,2006,Governor,,1593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5046,,5,,,,,East Greenwich Town,,
Rhode Island,2006,Governor,,9850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8116,,31,,,,,East Providence City,,
Rhode Island,2006,Governor,,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698,,9,,,,,Exeter Town,,
Rhode Island,2006,Governor,,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206,,2,,,,,Foster Town,,
Rhode Island,2006,Governor,,2471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997,,2,,,,,Glocester Town,,
Rhode Island,2006,Governor,,1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742,,4,,,,,Hopkinton Town,,
Rhode Island,2006,Governor,,1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1931,,3,,,,,Jamestown Town,,
Rhode Island,2006,Governor,,6760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5875,,15,,,,,Johnston Town,,
Rhode Island,2006,Governor,,3904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5711,,13,,,,,Lincoln Town,,
Rhode Island,2006,Governor,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298,,1,,,,,Little Compton Town,,
Rhode Island,2006,Governor,,2447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3754,,3,,,,,Middletown Town,,
Rhode Island,2006,Governor,,3146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4241,,9,,,,,Narragansett Town,,
Rhode Island,2006,Governor,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,0,,,,,New Shoreham Town,,
Rhode Island,2006,Governor,,3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4409,,11,,,,,Newport City,,
Rhode Island,2006,Governor,,4569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8475,,18,,,,,North Kingstown Town,,
Rhode Island,2006,Governor,,7902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6039,,8,,,,,North Providence Town,,
Rhode Island,2006,Governor,,2295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2811,,4,,,,,North Smithfield Town,,
Rhode Island,2006,Governor,,11552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7092,,37,,,,,Pawtucket City,,
Rhode Island,2006,Governor,,2665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5467,,9,,,,,Portsmouth Town,,
Rhode Island,2006,Governor,,27015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12051,,71,,,,,Providence City,,
Rhode Island,2006,Governor,,1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783,,2,,,,,Richmond Town,,
Rhode Island,2006,Governor,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3170,,5,,,,,Scituate Town,,
Rhode Island,2006,Governor,,4306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4753,,4,,,,,Smithfield Town,,
Rhode Island,2006,Governor,,5360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6614,,18,,,,,South Kingstown Town,,
Rhode Island,2006,Governor,,2856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3446,,5,,,,,Tiverton Town,,
Rhode Island,2006,Governor,,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2151,,5,,,,,Warren Town,,
Rhode Island,2006,Governor,,17234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501,,42,,,,,Warwick City,,
Rhode Island,2006,Governor,,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534,,1,,,,,West Greenwich Town,,
Rhode Island,2006,Governor,,5732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5324,,17,,,,,West Warwick Town,,
Rhode Island,2006,Governor,,3927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5367,,4,,,,,Westerly Town,,
Rhode Island,2006,Governor,,5857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4576,,17,,,,,Woonsocket City,,
Rhode Island,2010,Governor,,1042,,,,,,,,,,,,,,,,,,,,,,,3248,13,,,,,,,,,,2738,,,,768,,,Barrington Town,15,10
Rhode Island,2010,Governor,,1947,,,,,,,,,,,,,,,,,,,,,,,2750,27,,,,,,,,,,2762,,,,505,,,Bristol Town,30,25
Rhode Island,2010,Governor,,1170,,,,,,,,,,,,,,,,,,,,,,,1503,15,,,,,,,,,,2286,,,,443,,,Burrillville Town,28,13
Rhode Island,2010,Governor,,798,,,,,,,,,,,,,,,,,,,,,,,756,7,,,,,,,,,,491,,,,78,,,Central Falls City,5,8
Rhode Island,2010,Governor,,511,,,,,,,,,,,,,,,,,,,,,,,1337,13,,,,,,,,,,1131,,,,247,,,Charlestown Town,14,11
Rhode Island,2010,Governor,,2433,,,,,,,,,,,,,,,,,,,,,,,3934,33,,,,,,,,,,5424,,,,1085,,,Coventry Town,58,38
Rhode Island,2010,Governor,,7118,,,,,,,,,,,,,,,,,,,,,,,9499,61,,,,,,,,,,8851,,,,1905,,,Cranston City,40,39
Rhode Island,2010,Governor,,2834,,,,,,,,,,,,,,,,,,,,,,,3685,31,,,,,,,,,,5583,,,,873,,,Cumberland Town,23,18
Rhode Island,2010,Governor,,744,,,,,,,,,,,,,,,,,,,,,,,2120,14,,,,,,,,,,2655,,,,424,,,East Greenwich Town,8,8
Rhode Island,2010,Governor,,4413,,,,,,,,,,,,,,,,,,,,,,,5777,68,,,,,,,,,,4443,,,,1025,,,East Providence City,37,43
Rhode Island,2010,Governor,,337,,,,,,,,,,,,,,,,,,,,,,,959,8,,,,,,,,,,1056,,,,206,,,Exeter Town,9,6
Rhode Island,2010,Governor,,292,,,,,,,,,,,,,,,,,,,,,,,740,8,,,,,,,,,,864,,,,158,,,Foster Town,10,4
Rhode Island,2010,Governor,,675,,,,,,,,,,,,,,,,,,,,,,,1262,10,,,,,,,,,,1862,,,,334,,,Glocester Town,10,10
Rhode Island,2010,Governor,,435,,,,,,,,,,,,,,,,,,,,,,,1057,11,,,,,,,,,,1096,,,,236,,,Hopkinton Town,10,22
Rhode Island,2010,Governor,,391,,,,,,,,,,,,,,,,,,,,,,,1428,5,,,,,,,,,,960,,,,189,,,Jamestown Town,7,3
Rhode Island,2010,Governor,,4290,,,,,,,,,,,,,,,,,,,,,,,2634,53,,,,,,,,,,3603,,,,696,,,Johnston Town,16,20
Rhode Island,2010,Governor,,1780,,,,,,,,,,,,,,,,,,,,,,,2639,17,,,,,,,,,,3679,,,,533,,,Lincoln Town,14,16
Rhode Island,2010,Governor,,206,,,,,,,,,,,,,,,,,,,,,,,795,5,,,,,,,,,,728,,,,64,,,Little Compton Town,2,6
Rhode Island,2010,Governor,,891,,,,,,,,,,,,,,,,,,,,,,,1832,14,,,,,,,,,,2161,,,,283,,,Middletown Town,18,11
Rhode Island,2010,Governor,,1394,,,,,,,,,,,,,,,,,,,,,,,2513,17,,,,,,,,,,2198,,,,403,,,Narragansett Town,11,7
Rhode Island,2010,Governor,,114,,,,,,,,,,,,,,,,,,,,,,,423,3,,,,,,,,,,207,,,,55,,,New Shoreham Town,1,7
Rhode Island,2010,Governor,,1311,,,,,,,,,,,,,,,,,,,,,,,3061,20,,,,,,,,,,2212,,,,322,,,Newport City,24,24
