State,Year,Office,County,D#,R#,PI#,S#,MR#,Proh.#,SL#,Prog.#,U#,Am.#,I1#,I2#,I3#,Neb.#,Ref.#,NL#,Pet1.#,Pet.2#,G#,L#,NA#,W/I#,Pet.#,NPL#,Pet.#.1,W/I1#,W/I2#,W/I3#,W/I4#,Year/Office
Nebraska,,,Loup,121,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Madison,2740,5388,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,McPherson,66,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Merrick,1003,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Morrill,777,1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Nance,879,1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Nemaha,1264,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Nuckolls,1516,1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Otoe,1860,3487,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Pawnee,806,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Perkins,613,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Phelps,1038,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Pierce,1060,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Platte,3656,4261,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Polk,997,1652,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Red Willow,1416,2409,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Richardson,2030,2768,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Rock,228,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Saline,2782,2092,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Sarpy,3642,4193,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Saunders,2802,3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Scotts Bluff,3702,6079,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Seward,1932,2626,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Sheridan,717,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Sherman,1019,826,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Sioux,214,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Stanton,697,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Thayer,1531,2227,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Thomas,121,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Thurston,941,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Valley,976,1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Washington,1458,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Wayne,826,2123,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Webster,971,1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Wheeler,182,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,York,1459,3354,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Treasurer
Nebraska,,,Adams,5735,5179,,,,,,,,,,,,,,,,,,,,8,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Antelope,1188,2195,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Arthur,113,180,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Banner,131,301,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Blaine,140,268,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Boone,1543,1615,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Box Butte,1449,2341,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Boyd,552,834,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Brown,691,1184,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Buffalo,5472,5598,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Burt,1182,1958,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Butler,1484,1712,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Cass,3080,3010,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Cedar,925,3432,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Chase,691,1047,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Cherry,828,1683,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Cheyenne,1298,2133,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Clay,1569,1964,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Colfax,1587,2395,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Cuming,1478,2814,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Custer,2198,2617,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Dakota,1790,2501,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Dawes,1050,1988,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Dawson,2623,3673,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Deuel,346,780,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Dixon,804,2088,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Dodge,4661,6748,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Douglas,59439,57371,,,,,,,,,,,,,,,,,,,,126,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Dundy,443,703,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Fillmore,1367,2153,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Franklin,945,1005,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Frontier,540,823,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Furnas,1114,1541,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Gage,3377,4700,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Garden,425,799,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Garfield,425,604,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Gosper,403,443,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Grant,119,349,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Greeley,835,599,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Hall,6584,6658,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Hamilton,1437,1901,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Harlan,1065,1028,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Hayes,258,408,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Hitchcock,570,883,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Holt,1797,2741,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Hooker,104,252,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Howard,1256,1134,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Jefferson,1477,2475,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Johnson,1059,1473,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Kearney,1519,1340,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Keith,1289,1808,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Keya Paha,167,414,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Kimball,610,1329,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Knox,1025,3037,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Lancaster,21979,32545,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Lincoln,5635,4887,,,,,,,,,,,,,,,,,,,,5,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Logan,196,201,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Loup,219,271,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Madison,2777,6270,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,McPherson,108,140,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Merrick,1346,1625,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Morrill,651,1136,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Nance,997,970,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Nemaha,1196,2109,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Nuckolls,1476,1336,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Otoe,2230,3311,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Pawnee,652,1140,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Perkins,708,878,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Phelps,1667,2291,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Pierce,748,2327,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Platte,4774,5150,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Polk,1182,1479,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Red Willow,1364,2314,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Richardson,2045,2667,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Rock,330,573,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Saline,2367,2705,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Sarpy,7740,7417,,,,,,,,,,,,,,,,,,,,37,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Saunders,2968,3656,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Scotts Bluff,3449,5227,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Seward,1775,3266,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Sheridan,661,1733,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Sherman,1172,757,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Sioux,239,522,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Stanton,587,1379,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Thayer,1107,1848,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Thomas,141,312,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Thurston,666,1125,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Valley,1159,1356,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Washington,2204,2896,,,,,,,,,,,,,,,,,,,,6,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Wayne,855,2322,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Webster,1105,1057,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Wheeler,236,234,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,York,1786,3832,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1978 Lt. Gubernatorial
Nebraska,,,Adams,,8498,,,,,,,,,,,,,,,,,,,,0,1759,,,,,,,1982 Attorney General
Nebraska,,,Antelope,,2895,,,,,,,,,,,,,,,,,,,,1,450,,,,,,,1982 Attorney General
Nebraska,,,Arthur,,199,,,,,,,,,,,,,,,,,,,,0,32,,,,,,,1982 Attorney General
Nebraska,,,Banner,,374,,,,,,,,,,,,,,,,,,,,0,70,,,,,,,1982 Attorney General
Nebraska,,,Blaine,,387,,,,,,,,,,,,,,,,,,,,0,74,,,,,,,1982 Attorney General
Nebraska,,,Boone,,2447,,,,,,,,,,,,,,,,,,,,0,450,,,,,,,1982 Attorney General
Nebraska,,,Box Butte,,3254,,,,,,,,,,,,,,,,,,,,0,757,,,,,,,1982 Attorney General
Nebraska,,,Boyd,,1144,,,,,,,,,,,,,,,,,,,,0,205,,,,,,,1982 Attorney General
Nebraska,,,Brown,,1461,,,,,,,,,,,,,,,,,,,,0,297,,,,,,,1982 Attorney General
Nebraska,,,Buffalo,,8871,,,,,,,,,,,,,,,,,,,,1,2036,,,,,,,1982 Attorney General
Nebraska,,,Burt,,2759,,,,,,,,,,,,,,,,,,,,0,365,,,,,,,1982 Attorney General
Nebraska,,,Butler,,2668,,,,,,,,,,,,,,,,,,,,0,486,,,,,,,1982 Attorney General
Nebraska,,,Cass,,5858,,,,,,,,,,,,,,,,,,,,7,960,,,,,,,1982 Attorney General
Nebraska,,,Cedar,,2629,,,,,,,,,,,,,,,,,,,,0,808,,,,,,,1982 Attorney General
Nebraska,,,Chase,,1325,,,,,,,,,,,,,,,,,,,,0,251,,,,,,,1982 Attorney General
Nebraska,,,Cherry,,2199,,,,,,,,,,,,,,,,,,,,0,348,,,,,,,1982 Attorney General
Nebraska,,,Cheyenne,,2586,,,,,,,,,,,,,,,,,,,,0,559,,,,,,,1982 Attorney General
Nebraska,,,Clay,,2688,,,,,,,,,,,,,,,,,,,,0,437,,,,,,,1982 Attorney General
Nebraska,,,Colfax,,3119,,,,,,,,,,,,,,,,,,,,3,502,,,,,,,1982 Attorney General
Nebraska,,,Cuming,,3229,,,,,,,,,,,,,,,,,,,,0,320,,,,,,,1982 Attorney General
Nebraska,,,Custer,,4112,,,,,,,,,,,,,,,,,,,,0,668,,,,,,,1982 Attorney General
Nebraska,,,Dakota,,2660,,,,,,,,,,,,,,,,,,,,0,1362,,,,,,,1982 Attorney General
Nebraska,,,Dawes,,2617,,,,,,,,,,,,,,,,,,,,0,552,,,,,,,1982 Attorney General
Nebraska,,,Dawson,,6040,,,,,,,,,,,,,,,,,,,,0,924,,,,,,,1982 Attorney General
Nebraska,,,Deuel,,928,,,,,,,,,,,,,,,,,,,,0,161,,,,,,,1982 Attorney General
Nebraska,,,Dixon,,1829,,,,,,,,,,,,,,,,,,,,0,568,,,,,,,1982 Attorney General
Nebraska,,,Dodge,,9751,,,,,,,,,,,,,,,,,,,,8,1275,,,,,,,1982 Attorney General
Nebraska,,,Douglas,,104738,,,,,,,,,,,,,,,,,,,,255,20916,,,,,,,1982 Attorney General
Nebraska,,,Dundy,,780,,,,,,,,,,,,,,,,,,,,0,160,,,,,,,1982 Attorney General
Nebraska,,,Fillmore,,2829,,,,,,,,,,,,,,,,,,,,1,455,,,,,,,1982 Attorney General
Nebraska,,,Franklin,,1658,,,,,,,,,,,,,,,,,,,,0,292,,,,,,,1982 Attorney General
Nebraska,,,Frontier,,1140,,,,,,,,,,,,,,,,,,,,0,184,,,,,,,1982 Attorney General
Nebraska,,,Furnas,,2111,,,,,,,,,,,,,,,,,,,,0,350,,,,,,,1982 Attorney General
Nebraska,,,Gage,,6292,,,,,,,,,,,,,,,,,,,,0,1185,,,,,,,1982 Attorney General
Nebraska,,,Garden,,930,,,,,,,,,,,,,,,,,,,,0,166,,,,,,,1982 Attorney General
Nebraska,,,Garfield,,756,,,,,,,,,,,,,,,,,,,,0,128,,,,,,,1982 Attorney General
Nebraska,,,Gosper,,713,,,,,,,,,,,,,,,,,,,,0,135,,,,,,,1982 Attorney General
Nebraska,,,Grant,,342,,,,,,,,,,,,,,,,,,,,0,48,,,,,,,1982 Attorney General
Nebraska,,,Greeley,,899,,,,,,,,,,,,,,,,,,,,0,242,,,,,,,1982 Attorney General
Nebraska,,,Hall,,11364,,,,,,,,,,,,,,,,,,,,0,2479,,,,,,,1982 Attorney General
Nebraska,,,Hamilton,,3411,,,,,,,,,,,,,,,,,,,,0,494,,,,,,,1982 Attorney General
Nebraska,,,Harlan,,1651,,,,,,,,,,,,,,,,,,,,0,312,,,,,,,1982 Attorney General
Nebraska,,,Hayes,,461,,,,,,,,,,,,,,,,,,,,0,91,,,,,,,1982 Attorney General
Nebraska,,,Hitchcock,,1130,,,,,,,,,,,,,,,,,,,,0,253,,,,,,,1982 Attorney General
Nebraska,,,Holt,,4019,,,,,,,,,,,,,,,,,,,,0,587,,,,,,,1982 Attorney General
Nebraska,,,Hooker,,292,,,,,,,,,,,,,,,,,,,,0,59,,,,,,,1982 Attorney General
Nebraska,,,Howard,,1869,,,,,,,,,,,,,,,,,,,,0,544,,,,,,,1982 Attorney General
Nebraska,,,Jefferson,,3195,,,,,,,,,,,,,,,,,,,,1,767,,,,,,,1982 Attorney General
Nebraska,,,Johnson,,1962,,,,,,,,,,,,,,,,,,,,1,259,,,,,,,1982 Attorney General
Nebraska,,,Kearney,,2580,,,,,,,,,,,,,,,,,,,,0,453,,,,,,,1982 Attorney General
Nebraska,,,Keith,,2765,,,,,,,,,,,,,,,,,,,,0,419,,,,,,,1982 Attorney General
Nebraska,,,Keya Paha,,364,,,,,,,,,,,,,,,,,,,,0,97,,,,,,,1982 Attorney General
Nebraska,,,Kimball,,1354,,,,,,,,,,,,,,,,,,,,0,281,,,,,,,1982 Attorney General
Nebraska,,,Knox,,2820,,,,,,,,,,,,,,,,,,,,1,721,,,,,,,1982 Attorney General
Nebraska,,,Lancaster,,52764,,,,,,,,,,,,,,,,,,,,4,14113,,,,,,,1982 Attorney General
Nebraska,,,Lincoln,,9278,,,,,,,,,,,,,,,,,,,,8,2202,,,,,,,1982 Attorney General
Nebraska,,,Logan,,380,,,,,,,,,,,,,,,,,,,,0,60,,,,,,,1982 Attorney General
Nebraska,,,Loup,,319,,,,,,,,,,,,,,,,,,,,0,70,,,,,,,1982 Attorney General
Nebraska,,,Madison,,7557,,,,,,,,,,,,,,,,,,,,0,1013,,,,,,,1982 Attorney General
Nebraska,,,McPherson,,261,,,,,,,,,,,,,,,,,,,,0,42,,,,,,,1982 Attorney General
Nebraska,,,Merrick,,2582,,,,,,,,,,,,,,,,,,,,2,444,,,,,,,1982 Attorney General
Nebraska,,,Morrill,,1655,,,,,,,,,,,,,,,,,,,,1,378,,,,,,,1982 Attorney General
Nebraska,,,Nance,,1300,,,,,,,,,,,,,,,,,,,,0,247,,,,,,,1982 Attorney General
Nebraska,,,Nemaha,,2774,,,,,,,,,,,,,,,,,,,,7,436,,,,,,,1982 Attorney General
Nebraska,,,Nuckolls,,2158,,,,,,,,,,,,,,,,,,,,0,439,,,,,,,1982 Attorney General
Nebraska,,,Otoe,,4812,,,,,,,,,,,,,,,,,,,,4,755,,,,,,,1982 Attorney General
Nebraska,,,Pawnee,,1430,,,,,,,,,,,,,,,,,,,,0,238,,,,,,,1982 Attorney General
Nebraska,,,Perkins,,1254,,,,,,,,,,,,,,,,,,,,0,233,,,,,,,1982 Attorney General
Nebraska,,,Phelps,,3217,,,,,,,,,,,,,,,,,,,,0,533,,,,,,,1982 Attorney General
Nebraska,,,Pierce,,2412,,,,,,,,,,,,,,,,,,,,0,282,,,,,,,1982 Attorney General
Nebraska,,,Platte,,8381,,,,,,,,,,,,,,,,,,,,0,1250,,,,,,,1982 Attorney General
Nebraska,,,Polk,,2187,,,,,,,,,,,,,,,,,,,,1,303,,,,,,,1982 Attorney General
Nebraska,,,Red Willow,,3297,,,,,,,,,,,,,,,,,,,,1,575,,,,,,,1982 Attorney General
Nebraska,,,Richardson,,3836,,,,,,,,,,,,,,,,,,,,0,608,,,,,,,1982 Attorney General
Nebraska,,,Rock,,804,,,,,,,,,,,,,,,,,,,,0,113,,,,,,,1982 Attorney General
Nebraska,,,Saline,,3864,,,,,,,,,,,,,,,,,,,,3,886,,,,,,,1982 Attorney General
Nebraska,,,Sarpy,,15991,,,,,,,,,,,,,,,,,,,,24,2105,,,,,,,1982 Attorney General
Nebraska,,,Saunders,,5469,,,,,,,,,,,,,,,,,,,,2,973,,,,,,,1982 Attorney General
Nebraska,,,Scotts Bluff,,7571,,,,,,,,,,,,,,,,,,,,1,2104,,,,,,,1982 Attorney General
Nebraska,,,Seward,,4617,,,,,,,,,,,,,,,,,,,,0,837,,,,,,,1982 Attorney General
Nebraska,,,Sheridan,,1999,,,,,,,,,,,,,,,,,,,,0,371,,,,,,,1982 Attorney General
Nebraska,,,Sherman,,1187,,,,,,,,,,,,,,,,,,,,0,543,,,,,,,1982 Attorney General
Nebraska,,,Sioux,,615,,,,,,,,,,,,,,,,,,,,0,116,,,,,,,1982 Attorney General
Nebraska,,,Stanton,,1749,,,,,,,,,,,,,,,,,,,,0,276,,,,,,,1982 Attorney General
Nebraska,,,Thayer,,2667,,,,,,,,,,,,,,,,,,,,0,478,,,,,,,1982 Attorney General
Nebraska,,,Thomas,,379,,,,,,,,,,,,,,,,,,,,0,58,,,,,,,1982 Attorney General
Nebraska,,,Thurston,,1257,,,,,,,,,,,,,,,,,,,,0,627,,,,,,,1982 Attorney General
Nebraska,,,Valley,,1807,,,,,,,,,,,,,,,,,,,,0,433,,,,,,,1982 Attorney General
Nebraska,,,Washington,,4596,,,,,,,,,,,,,,,,,,,,1,533,,,,,,,1982 Attorney General
Nebraska,,,Wayne,,2439,,,,,,,,,,,,,,,,,,,,0,539,,,,,,,1982 Attorney General
Nebraska,,,Webster,,1726,,,,,,,,,,,,,,,,,,,,0,364,,,,,,,1982 Attorney General
Nebraska,,,Wheeler,,395,,,,,,,,,,,,,,,,,,,,0,64,,,,,,,1982 Attorney General
Nebraska,,,York,,4583,,,,,,,,,,,,,,,,,,,,0,676,,,,,,,1982 Attorney General
Nebraska,,,Adams,4313,5422,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1982 Auditor
Nebraska,,,Antelope,948,2199,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1982 Auditor
Nebraska,,,Arthur,68,161,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1982 Auditor
Nebraska,,,Banner,113,313,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1982 Auditor
Nebraska,,,Blaine,160,292,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1982 Auditor
Nebraska,,,Boone,1059,1645,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1982 Auditor
Nebraska,,,Box Butte,1359,2719,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1982 Auditor
Nebraska,,,Boyd,427,885,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1982 Auditor
Nebraska,,,Brown,481,1078,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1982 Auditor
Nebraska,,,Buffalo,4848,5879,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1982 Auditor
Nebraska,,,Burt,1015,2021,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1982 Auditor
Nebraska,,,Butler,1421,1384,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1982 Auditor
Nebraska,,,Cass,3172,3338,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1982 Auditor
Nebraska,,,Cedar,1338,2045,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1982 Auditor
Nebraska,,,Chase,566,982,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1982 Auditor
Nebraska,,,Cherry,682,1812,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1982 Auditor
Nebraska,,,Cheyenne,1008,2020,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1982 Auditor
Nebraska,,,Clay,1188,1872,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1982 Auditor
Nebraska,,,Colfax,1372,2127,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1982 Auditor
Nebraska,,,Cuming,857,2470,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1982 Auditor
