State,Year,Office,County,D#,R#,Jeff.#,Nat.#,Wor.#,ST#,Jobless#,Indus.#,CL#,RO#,PF#,WL#,Cons.#,SW#,Proh.#,S#,WC#,Comm.#,Pop.#,SL#,IND#,Prog.#,Labor#,UL#,Am.#,AI#,I#,NL#,Ref.#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I11#,W/I12#,W/I13#,W/I14#,Wash.#,GI.A.C.#,C#,WorComm#,CWL#,Consumer#,Patriot#,Mil.Wor.#,W/I#,GB#,IndGov#,MilWor#,UP#,BM#,IR#,GBL#,Peoples#,SWL#,KS#,Year / Office,Ind.Gov.#
Pennsylvania,2018,Governor,Westmoreland,67950,76126,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2018,Governor,Wyoming,4101,6344,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2018,Governor,York,75313,90590,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,,,Adams,5137,7539,,,,,,,,,,,,,33,10,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,3
Pennsylvania,,,Allegheny,286182,231176,,,,,,,,,,,,,1133,1397,,,,,,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,318
Pennsylvania,,,Armstrong,9759,11935,,,,,,,,,,,,,159,26,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,19
Pennsylvania,,,Beaver,26023,22151,,,,,,,,,,,,,205,87,,,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,45
Pennsylvania,,,Bedford,4740,6704,,,,,,,,,,,,,59,6,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,6
Pennsylvania,,,Berks,36979,33205,,,,,,,,,,,,,202,1785,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,22
Pennsylvania,,,Blair,12532,23453,,,,,,,,,,,,,194,74,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,50
Pennsylvania,,,Bradford,4674,11173,,,,,,,,,,,,,120,9,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,16
Pennsylvania,,,Bucks,17842,26379,,,,,,,,,,,,,96,128,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,17
Pennsylvania,,,Butler,9386,16097,,,,,,,,,,,,,268,31,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,32
Pennsylvania,,,Cambria,40323,34060,,,,,,,,,,,,,146,111,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,61
Pennsylvania,,,Cameron,814,1453,,,,,,,,,,,,,15,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,0
Pennsylvania,,,Carbon,9488,9236,,,,,,,,,,,,,80,35,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,17
Pennsylvania,,,Centre,4017,7034,,,,,,,,,,,,,69,24,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,7
Pennsylvania,,,Chester,14880,28814,,,,,,,,,,,,,165,71,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,19
Pennsylvania,,,Clarion,5428,6315,,,,,,,,,,,,,141,10,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,4
Pennsylvania,,,Clearfield,11599,12143,,,,,,,,,,,,,246,54,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,31
Pennsylvania,,,Clinton,4534,6008,,,,,,,,,,,,,96,18,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,21
Pennsylvania,,,Columbia,9290,8955,,,,,,,,,,,,,103,9,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,14
Pennsylvania,,,Crawford,8705,13312,,,,,,,,,,,,,215,16,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,22
Pennsylvania,,,Cumberland,11975,17287,,,,,,,,,,,,,115,18,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,5
Pennsylvania,,,Dauphin,24456,46054,,,,,,,,,,,,,280,62,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,32
Pennsylvania,,,Delaware,54074,91179,,,,,,,,,,,,,399,127,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,15
Pennsylvania,,,Elk,5691,4781,,,,,,,,,,,,,63,11,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,9
Pennsylvania,,,Erie,29030,32092,,,,,,,,,,,,,392,67,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,50
Pennsylvania,,,Fayette,28466,20469,,,,,,,,,,,,,329,53,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,25
Pennsylvania,,,Forest,684,1207,,,,,,,,,,,,,54,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,3
Pennsylvania,,,Franklin,7183,11680,,,,,,,,,,,,,71,5,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,7
Pennsylvania,,,Fulton,1784,1645,,,,,,,,,,,,,18,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,1
Pennsylvania,,,Greene,7508,4422,,,,,,,,,,,,,38,9,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,9
Pennsylvania,,,Huntingdon,3577,7178,,,,,,,,,,,,,79,16,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,10
Pennsylvania,,,Indiana,10162,12916,,,,,,,,,,,,,152,32,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,13
Pennsylvania,,,Jefferson,5631,8380,,,,,,,,,,,,,157,17,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,13
Pennsylvania,,,Juniata,2562,3043,,,,,,,,,,,,,23,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,3
Pennsylvania,,,Lackawanna,58952,48408,,,,,,,,,,,,,266,39,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,37
Pennsylvania,,,Lancaster,19500,41178,,,,,,,,,,,,,209,63,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,13
Pennsylvania,,,Lawrence,15079,16991,,,,,,,,,,,,,255,62,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,25
Pennsylvania,,,Lebanon,8723,14712,,,,,,,,,,,,,89,35,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,17
Pennsylvania,,,Lehigh,23281,28844,,,,,,,,,,,,,271,75,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,25
Pennsylvania,,,Luzerne,64793,73673,,,,,,,,,,,,,836,90,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,64
Pennsylvania,,,Lycoming,14504,17249,,,,,,,,,,,,,816,55,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,34
Pennsylvania,,,McKean,4381,10104,,,,,,,,,,,,,149,7,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,6
Pennsylvania,,,Mercer,14939,19405,,,,,,,,,,,,,309,26,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,22
Pennsylvania,,,Mifflin,4770,6108,,,,,,,,,,,,,43,9,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,14
Pennsylvania,,,Monroe,5504,5974,,,,,,,,,,,,,47,15,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,13
Pennsylvania,,,Montgomery,41970,84097,,,,,,,,,,,,,253,232,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,52
Pennsylvania,,,Montour,2258,2631,,,,,,,,,,,,,12,4,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,1
Pennsylvania,,,Northampton,28279,24995,,,,,,,,,,,,,371,119,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,46
Pennsylvania,,,Northumberland,16789,22808,,,,,,,,,,,,,137,66,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,34
Pennsylvania,,,Perry,2977,5253,,,,,,,,,,,,,40,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,5
Pennsylvania,,,Philadelphia,443707,377564,,,,,,,,,,,,,1242,604,,,,,,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,167
Pennsylvania,,,Pike,1558,2831,,,,,,,,,,,,,11,8,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,2
Pennsylvania,,,Potter,2289,3892,,,,,,,,,,,,,50,10,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,9
Pennsylvania,,,Schuylkill,32082,45122,,,,,,,,,,,,,81,109,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,51
Pennsylvania,,,Snyder,1739,5021,,,,,,,,,,,,,17,6,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,5
Pennsylvania,,,Somerset,11313,14689,,,,,,,,,,,,,83,25,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,14
Pennsylvania,,,Sullivan,1278,1693,,,,,,,,,,,,,12,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,1
Pennsylvania,,,Susquehanna,3725,8225,,,,,,,,,,,,,55,11,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,6
Pennsylvania,,,Tioga,3042,8887,,,,,,,,,,,,,79,3,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,9
Pennsylvania,,,Union,1610,4452,,,,,,,,,,,,,42,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,5
Pennsylvania,,,Venango,5002,11420,,,,,,,,,,,,,387,7,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,10
Pennsylvania,,,Warren,3824,8236,,,,,,,,,,,,,182,10,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,6
Pennsylvania,,,Washington,40817,26785,,,,,,,,,,,,,181,117,,,,,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,43
Pennsylvania,,,Wayne,2582,7548,,,,,,,,,,,,,82,5,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,5
Pennsylvania,,,Westmoreland,52276,40574,,,,,,,,,,,,,386,247,,,,,,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,126
Pennsylvania,,,Wyoming,1953,4360,,,,,,,,,,,,,112,7,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,3
Pennsylvania,,,York,29917,30477,,,,,,,,,,,,,301,50,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 Lt. Gubernatorial,25
Pennsylvania,,,Adams,5969,10451,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Allegheny,370655,349852,,,,,,,,,,,,,,1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Armstrong,12780,16668,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Beaver,37578,31292,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Bedford,5260,9149,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Berks,46901,48393,,,,,,,,,,,,,,1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Blair,16362,31647,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Bradford,4906,15700,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Bucks,24461,40147,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Butler,15214,24853,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Cambria,49123,39515,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Cameron,968,2273,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Carbon,10127,11812,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Centre,7650,14121,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Chester,21242,38857,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Clarion,5833,8532,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Clearfield,13029,15624,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Clinton,5446,7833,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Columbia,9765,12515,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Crawford,9717,18578,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Cumberland,13138,25395,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Dauphin,31170,56281,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Delaware,79413,127791,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Elk,6858,7025,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Erie,37834,44844,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Fayette,42863,26165,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Forest,636,1460,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Franklin,9027,16004,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Fulton,1731,1992,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Greene,10194,6304,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Huntingdon,4053,9397,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Indiana,11130,16636,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Jefferson,6140,11694,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Juniata,2774,3694,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Lackawanna,65016,59404,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Lancaster,28750,62656,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Lawrence,20452,23103,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Lebanon,11551,20449,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Lehigh,32842,43595,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Luzerne,69600,85099,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Lycoming,15785,25053,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,McKean,5326,14949,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Mercer,20412,25647,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Mifflin,5832,8395,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Monroe,6295,8351,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Montgomery,57672,114542,,,,,,,,,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Montour,2322,3472,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Northampton,36954,36623,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Northumberland,16981,27790,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Perry,3003,6464,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Philadelphia,554805,386747,,,,,,,,,,,,,,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Pike,1373,3635,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Potter,2031,4917,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Schuylkill,33625,51673,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Snyder,1728,6642,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Somerset,13152,18331,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Sullivan,1242,1890,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Susquehanna,3549,10345,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Tioga,2990,11023,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Union,1683,6231,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Venango,6234,16878,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Warren,4479,11235,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Washington,54992,35349,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Wayne,2538,9467,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Westmoreland,78003,58804,,,,,,,,,,,,,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,Wyoming,1789,5632,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
Pennsylvania,,,York,42074,42428,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952 Auditor,
