State,Year,Office,County,D#,R#,Prog.#,S#,SW#,Soc.Lib#,Comm.#,Proh.#,A#,SR#,AI#,Ref.#,NL#,G#,L#,PF#,NA#,Wor.#,Eco.#,Tea#,Obj.#,Just.#,Am.#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,I1#,I2#,I3#,I4#,I5#,I6#,V#,C#,Ind.#,TEA#
Florida,1928,President,Hendry,266,337,,7,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Hernando,701,661,,9,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Highlands,669,1393,,20,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Hillsborough,9993,11703,,176,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Holmes,735,2260,,34,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Indian River,657,847,,8,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Jackson,2516,1398,,14,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Jefferson,919,235,,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,LaFayette,435,135,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Lake,1474,3383,,55,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Lee,1154,2058,,25,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Leon,1888,630,,17,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Levy,797,711,,18,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Liberty,226,147,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Madison,769,266,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Manatee,1472,2705,,42,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Marion,1863,1927,,48,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Martin,474,703,,16,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Miami-Dade,10136,15860,,150,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Monroe,1899,1142,,35,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Nassau,445,863,,6,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Okaloosa,503,1385,,9,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Okeechobee,287,657,,2,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Orange,2616,6524,,107,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Osceola,1127,1760,,14,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Palm Beach,2652,5298,,122,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Pasco,1308,1591,,15,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Pinellas,3439,10545,,84,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Polk,4576,7460,,215,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Putnam,1156,2105,,55,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Santa Rosa,541,1628,,19,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Sarasota,1181,1603,,15,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Seminole,1187,1788,,14,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Saint Johns,3307,1939,,33,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Saint Lucie,741,983,,25,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Sumter,909,1152,,7,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Suwannee,1286,606,,11,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Taylor,739,465,,6,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Union,503,177,,5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Volusia,3043,6648,,67,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Wakulla,470,66,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Walton,908,1475,,10,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1928,President,Washington,671,1672,,37,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Alachua,3506,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Baker,1278,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Bay,2692,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Bradford,1317,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Brevard,1852,956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Broward,3293,1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Calhoun,1331,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Charlotte,954,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Citrus,1209,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Clay,1285,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Collier,424,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Columbia,2497,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Desoto,1624,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Dixie,1096,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Duval,19038,6096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Escambia,6182,1658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Flagler,475,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Franklin,958,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Gadsden,1865,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Gilchrist,814,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Glades,528,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Gulf,648,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Hamilton,1161,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Hardee,2485,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Hendry,683,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Hernando,1097,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Highlands,1525,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Hillsborough,19143,4711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Holmes,2701,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Indian River,1308,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Jackson,4832,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Jefferson,1418,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Lafayette,929,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Lake,3070,1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Lee,2557,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Leon,2950,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Levy,1621,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Liberty,682,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Madison,1602,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Manatee,2894,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Marion,3208,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Martin,825,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Miami-Dade,17820,9244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Monroe,2838,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Nassau,1206,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Okaloosa,2137,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Okeechobee,802,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Orange,4877,3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Osceola,1656,906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Palm Beach,7734,4006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Pasco,2504,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Pinellas,9670,7024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Polk,9463,3490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Putnam,2309,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Santa Rosa,2806,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Sarasota,1912,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Seminole,2142,948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Saint Johns,3344,1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Saint Lucie,1602,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Sumter,2138,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Suwannee,2123,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Taylor,1447,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Union,897,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Volusia,7386,4425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Wakulla,1036,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Walton,2477,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1932,President,Washington,2424,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Alachua,4788,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Baker,1555,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Bay,3202,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Bradford,1494,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Brevard,2300,1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Broward,4385,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Calhoun,1043,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Charlotte,782,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Citrus,1366,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Clay,1251,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Collier,902,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Columbia,2783,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Desoto,1594,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Dixie,1170,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Duval,25989,5368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Escambia,9138,1567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Flagler,507,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Franklin,1413,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Gadsden,2572,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Gilchrist,836,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Glades,523,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Gulf,844,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Hamilton,1554,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Hardee,2142,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Hendry,741,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Hernando,1115,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Highlands,1898,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Hillsborough,20202,5361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Holmes,3213,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Indian River,1270,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Jackson,3757,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Jefferson,1243,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Lafayette,1084,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Lake,4045,2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Lee,2549,1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Leon,3770,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Levy,2003,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Liberty,800,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Madison,2278,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Manatee,3487,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Marion,4664,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Martin,778,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Miami-Dade,28007,10295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Monroe,2605,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Nassau,1095,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Okaloosa,2433,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Okeechobee,655,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Orange,7314,4394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Osceola,1622,1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Palm Beach,9635,4478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Pasco,2229,1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Pinellas,12072,8183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Polk,10441,4164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Putnam,2709,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Santa Rosa,2934,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Sarasota,2418,1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Seminole,2580,897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Saint Johns,3411,1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Saint Lucie,1946,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Sumter,1724,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Suwannee,2863,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Taylor,1897,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Union,1089,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Volusia,7924,4934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Wakulla,1417,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Walton,2778,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1936,President,Washington,2289,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Alachua,6714,1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Baker,1352,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Bay,5153,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Bradford,1588,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Brevard,2995,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Broward,6422,3988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Calhoun,1722,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Charlotte,910,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Citrus,1561,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Clay,1488,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Collier,809,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Columbia,2888,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Desoto,1888,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Dixie,1420,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Duval,41003,9177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Escambia,16201,2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Flagler,553,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Franklin,1400,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Gadsden,3218,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Gilchrist,1011,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Glades,464,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Gulf,1642,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Hamilton,1424,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Hardee,2559,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Hendry,1040,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Hernando,1151,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Highlands,2215,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Hillsborough,30738,7805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Holmes,2684,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Indian River,1487,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Jackson,5607,866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Jefferson,1412,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Lafayette,1090,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Lake,5322,2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Lee,3531,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Leon,5459,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Levy,2527,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Liberty,947,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Madison,2421,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Manatee,5131,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Marion,6127,1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Martin,1018,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Miami-Dade,51921,25224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Monroe,4102,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Nassau,1888,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Okaloosa,3003,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Okeechobee,822,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Orange,12821,8198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Osceola,2015,1428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Palm Beach,11884,7371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Pasco,3091,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Pinellas,18941,13327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Polk,17690,5564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Putnam,3477,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Santa Rosa,2910,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Sarasota,3773,1672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Seminole,3150,1369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Saint Johns,4122,1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Saint Lucie,2169,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Sumter,2382,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Suwannee,2866,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Taylor,2499,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Union,1024,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Volusia,10024,6509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Wakulla,1336,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Walton,3217,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1940,President,Washington,1915,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1944,President,Alachua,5755,1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1944,President,Baker,1137,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1944,President,Bay,6317,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1944,President,Bradford,1775,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
