State,Year,Office,County,D#,R#,Prog.#,S#,SW#,Soc.Lib#,Comm.#,Proh.#,A#,SR#,AI#,Ref.#,NL#,G#,L#,PF#,NA#,Wor.#,Eco.#,Tea#,Obj.#,Just.#,Am.#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,I1#,I2#,I3#,I4#,I5#,I6#,V#,C#,Ind.#,TEA#
Florida,1988,Secretary of State,Calhoun,1280,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Charlotte,12691,29072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Citrus,13324,21604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Clay,9254,24009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Collier,11804,38260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Columbia,4554,7686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,DeSoto,2402,4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Dixie,1713,1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Duval,70844,121747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Escambia,26014,58247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Flagler,4319,6514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Franklin,1073,1451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Gadsden,5967,5108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Gilchrist,1329,1674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Glades,1256,1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Gulf,1406,2183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Hamilton,1284,1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Florida,1988,Secretary of State,Hardee,1536,3348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Hendry,2587,3668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Hernando,16349,25185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Highlands,8227,17381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Hillsborough,82358,154843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Holmes,1753,3637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Indian River,10291,23920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Jackson,4326,7629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Jefferson,2460,2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Lafayette,870,1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Florida,1988,Secretary of State,Lake,14167,35637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Lee,34541,92005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Florida,1988,Secretary of State,Leon,32487,33304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Florida,1988,Secretary of State,Levy,2828,4783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Liberty,882,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Madison,2377,2297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Manatee,25412,55525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104
Florida,1988,Secretary of State,Marion,19008,42211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Martin,9357,29623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Miami-Dade,184751,280889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Monroe,9837,15299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Florida,1988,Secretary of State,Nassau,4728,7800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Okaloosa,11762,33634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Okeechobee,2594,4429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Orange,56855,115721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
Florida,1988,Secretary of State,Osceola,9832,20515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Florida,1988,Secretary of State,Palm Beach,129666,187222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Pasco,41147,67506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Florida,1988,Secretary of State,Pinellas,132781,224271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
Florida,1988,Secretary of State,Polk,42814,73243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Florida,1988,Secretary of State,Putnam,9635,11351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Santa Rosa,7385,19467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
Florida,1988,Secretary of State,Sarasota,33656,86843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
Florida,1988,Secretary of State,Seminole,21952,60206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
Florida,1988,Secretary of State,Saint Johns,8539,18178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
Florida,1988,Secretary of State,Saint Lucie,16408,31563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Sumter,3907,5596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Suwannee,2945,5042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Taylor,2247,3156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Union,875,1452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Volusia,47541,66419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Wakulla,2156,2828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Florida,1988,Secretary of State,Walton,3493,6288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1988,Secretary of State,Washington,2041,3935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Alachua,21549,25162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Baker,1678,2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Bay,11384,18678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Bradford,2540,2955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Florida,1990,Secretary of State,Brevard,52254,76140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Florida,1990,Secretary of State,Broward,152916,169805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Florida,1990,Secretary of State,Calhoun,1328,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Charlotte,14872,24395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Citrus,14797,19929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Clay,7580,17984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Florida,1990,Secretary of State,Collier,12694,31576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Columbia,4050,5757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,DeSoto,2296,3103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Dixie,1950,1544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Duval,57136,94536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Florida,1990,Secretary of State,Escambia,22710,42603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Florida,1990,Secretary of State,Flagler,4230,6063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Florida,1990,Secretary of State,Franklin,1324,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Gadsden,4954,4774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Gilchrist,1432,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Glades,1129,1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Florida,1990,Secretary of State,Gulf,1921,2378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Hamilton,1381,1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Hardee,1646,2671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Hendry,1781,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Hernando,18681,23380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Highlands,8608,14162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Florida,1990,Secretary of State,Hillsborough,77458,121844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Florida,1990,Secretary of State,Holmes,1503,2580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Indian River,11076,20109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Jackson,3928,6645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Jefferson,1942,1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Lafayette,776,993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Lake,15167,29365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Lee,36257,71077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112
Florida,1990,Secretary of State,Leon,31907,31589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Florida,1990,Secretary of State,Levy,3155,3867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Florida,1990,Secretary of State,Liberty,827,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Madison,2007,2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Manatee,28072,41115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161
Florida,1990,Secretary of State,Marion,20571,34901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
Florida,1990,Secretary of State,Martin,11039,24240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Miami-Dade,148866,195418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Monroe,7999,12033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Florida,1990,Secretary of State,Nassau,4282,6638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Okaloosa,13252,25133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Florida,1990,Secretary of State,Okeechobee,2659,3320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Orange,53208,89714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Florida,1990,Secretary of State,Osceola,9350,15715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Palm Beach,113922,140648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Pasco,43660,53744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Florida,1990,Secretary of State,Pinellas,109815,177997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
Florida,1990,Secretary of State,Polk,45459,57013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Florida,1990,Secretary of State,Putnam,8547,9050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Santa Rosa,7528,14537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Florida,1990,Secretary of State,Sarasota,35991,72526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Seminole,22095,44237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Saint Johns,8178,16039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Saint Lucie,17434,22058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Sumter,3540,4707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Suwannee,2734,4241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Taylor,2176,2665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Union,1083,1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Volusia,44528,58293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Wakulla,2309,3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Florida,1990,Secretary of State,Walton,3595,5013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Secretary of State,Washington,1884,3019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,Treasurer,Alachua,22459,24317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Baker,1734,2153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Bay,14607,15408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Bradford,2635,2897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Brevard,58640,69461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Broward,148457,176307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Calhoun,1823,1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Charlotte,16076,23446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Citrus,14822,19636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Clay,7367,18029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Collier,12796,31295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Columbia,4131,5681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,DeSoto,2353,3011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Dixie,1850,1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Duval,55726,98225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Escambia,30999,34559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Flagler,4519,5637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Franklin,1446,1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Gadsden,4916,4656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Gilchrist,1270,1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Glades,1197,1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Gulf,2540,1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Hamilton,1436,1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Hardee,1899,2464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Hendry,1888,2425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Hernando,18199,23211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Highlands,10022,12816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Hillsborough,87481,111021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Holmes,2333,1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Indian River,12579,18648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Jackson,5199,5291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Jefferson,1991,1693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Lafayette,805,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Lake,20131,24151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Lee,37441,70716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Leon,26821,36873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Levy,3133,3805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Liberty,953,753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Madison,2112,2115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Manatee,26475,42333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Marion,24869,31277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Martin,13955,21431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Miami-Dade,146038,207096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Monroe,7502,12756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Nassau,4065,6711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Okaloosa,15408,23022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Okeechobee,3262,2738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Orange,66500,77626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Osceola,11931,13376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Palm Beach,127940,124838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Pasco,44885,53291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Pinellas,106978,184459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Polk,42156,59287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Putnam,8221,9129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Santa Rosa,9902,11905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Sarasota,36907,72421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Seminole,29417,37258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Saint Johns,7560,16374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Saint Lucie,21455,19275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Sumter,4347,3905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Suwannee,2678,4165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Taylor,2151,2685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Union,1194,1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Volusia,47610,54439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Wakulla,2202,2999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Walton,4501,4117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Treasurer,Washington,2646,2310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Alachua,31186,14954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Baker,2936,967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Bay,18060,11234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Bradford,4123,1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Brevard,61505,64070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Broward,214784,102449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Calhoun,2347,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Charlotte,18201,20134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Citrus,20337,13555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Clay,13971,11209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Collier,16644,26894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Columbia,7134,2518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,DeSoto,3487,1777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Dixie,2699,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Duval,97400,54643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Escambia,37977,25878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Flagler,5581,4426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Franklin,1893,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Gadsden,8169,1448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Gilchrist,2098,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Glades,1631,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Gulf,3254,1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Hamilton,2127,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Hardee,3061,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Hendry,2854,1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Hernando,24188,16742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Highlands,13362,9341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Hillsborough,122767,71562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Holmes,2964,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Indian River,13064,17604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
