State,Year,Office,County,D#,R#,SPD#,WFG#,S#,Liberty#,Comm.#,Labor#,Proh.#,SD#,Pop.#,CN#,SM#,Prog.#,Indiv.#,Workers#,U#,Am.#,AI#,SW#,I1#,I2#,I3#,I4#,I5#,I6#,Ref.#,NL#,G#,L#,ER#,NA#,Cit.#,NP#,Delta#,W/I#,IR#,GFC#,CFB#,R1#,R2#,Year / Office,INOM1#,INOM2#
North Dakota,,,Adams,308,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Barnes,1951,3497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Benson,1113,1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Billings,117,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Bottineau,1208,2254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Bowman,360,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Burke,304,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Burleigh,8771,24150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Cass,19011,36463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Cavalier,724,1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Dickey,867,1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Divide,287,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Dunn,527,1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Eddy,501,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Emmons,520,1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Foster,525,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Golden Valley,183,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Grand Forks,10119,15814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Grant,309,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Griggs,532,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Hettinger,394,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Kidder,341,871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,LaMoure,787,1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Logan,261,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,McHenry,875,1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,McIntosh,349,1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,McKenzie,727,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,McLean,1576,2914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Mercer,1194,3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Morton,3525,7218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Mountrail,1351,1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Nelson,708,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Oliver,280,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Pembina,1205,2330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Pierce,602,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Ramsey,1802,2904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Ransom,1134,1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Renville,455,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Richland,2667,4907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Rolette,3269,1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Sargent,1039,1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Sheridan,195,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Sioux,760,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Slope,109,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Stark,2557,6716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Steele,494,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Stutsman,3189,5451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Towner,498,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Traill,1510,2434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Walsh,1728,3103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Ward,6997,14290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Wells,681,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Williams,2528,4865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Secretary of State,,
North Dakota,,,Adams,512,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Barnes,3162,2559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Benson,1302,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Billings,185,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Bottineau,1679,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Bowman,605,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Burke,444,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Burleigh,12526,21452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Cass,24980,32622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Cavalier,1097,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Dickey,1150,1582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Divide,379,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Dunn,752,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Eddy,644,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Emmons,746,1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Foster,777,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Golden Valley,291,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Grand Forks,12434,15063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Grant,517,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Griggs,700,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Hettinger,622,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Kidder,466,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,LaMoure,1099,1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Logan,460,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,McHenry,1302,1451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,McIntosh,590,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,McKenzie,916,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,McLean,2056,2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Mercer,1667,2656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Morton,4643,6433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Mountrail,1684,1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Nelson,979,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Oliver,421,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Pembina,1659,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Pierce,837,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Ramsey,2441,2473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Ransom,1499,1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Renville,628,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Richland,3480,4447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Rolette,3216,1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Sargent,1249,927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Sheridan,300,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Sioux,813,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Slope,180,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Stark,4099,5486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Steele,651,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Stutsman,4103,4870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Towner,626,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Traill,1986,2132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Walsh,2421,2648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Ward,9474,12525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Wells,990,1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Williams,3027,4668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Attorney General,,
North Dakota,,,Adams,564,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Barnes,3101,2336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Benson,1317,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Billings,215,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Bottineau,1963,1661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Bowman,651,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Burke,424,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Burleigh,15391,17364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Cass,28483,26624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Cavalier,1176,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Dickey,1300,1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Divide,444,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Dunn,873,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Eddy,743,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Emmons,795,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Foster,882,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Golden Valley,348,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Grand Forks,13923,11867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Grant,617,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Griggs,760,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Hettinger,684,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Kidder,571,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,LaMoure,1287,1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Logan,485,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,McHenry,1196,1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,McIntosh,620,967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,McKenzie,1023,1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,McLean,2102,2409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Mercer,1952,2247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Morton,5527,5210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Mountrail,1642,1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Nelson,1045,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Oliver,489,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Pembina,1843,1679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Pierce,815,1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Ramsey,2529,2147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Ransom,1714,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Renville,600,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Richland,4152,3381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Rolette,3103,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Sargent,1341,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Sheridan,302,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Sioux,839,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Slope,190,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Stark,4216,5111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Steele,758,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Stutsman,4693,3935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Towner,651,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Traill,2292,1653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Walsh,2672,2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Ward,8751,13084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Wells,1055,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Williams,3429,4020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Treasurer,,
North Dakota,,,Adams,429,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Barnes,2230,3226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Benson,1113,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Billings,139,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Bottineau,1253,2211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Bowman,485,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Burke,336,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Burleigh,10603,22135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Cass,23230,32075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Cavalier,742,1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Dickey,939,1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Divide,285,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Dunn,639,1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Eddy,548,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Emmons,586,1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Foster,598,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Golden Valley,242,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Grand Forks,10956,14988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Grant,383,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Griggs,542,879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Hettinger,471,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Kidder,398,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,LaMoure,892,1484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Logan,301,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,McHenry,1002,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,McIntosh,476,1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,McKenzie,755,1490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,McLean,1813,2671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Mercer,1480,2723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Morton,4252,6472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Mountrail,1483,1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Nelson,793,946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Oliver,354,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Pembina,1336,2214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Pierce,704,1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Ramsey,2010,2696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Ransom,1229,1366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Renville,506,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Richland,3006,4531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Rolette,2881,1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Sargent,1119,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Sheridan,214,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
North Dakota,,,Sioux,771,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Auditor,,
