State,Year,Office,County,D#,R#,SPD#,WFG#,S#,Liberty#,Comm.#,Labor#,Proh.#,SD#,Pop.#,CN#,SM#,Prog.#,Indiv.#,Workers#,U#,Am.#,AI#,SW#,I1#,I2#,I3#,I4#,I5#,I6#,Ref.#,NL#,G#,L#,ER#,NA#,Cit.#,NP#,Delta#,W/I#,IR#,GFC#,CFB#,R1#,R2#,Year / Office,INOM1#,INOM2#
North Dakota,,,Grand Forks,13989,9952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Grant,611,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Griggs,892,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Hettinger,683,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Kidder,675,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,LaMoure,1367,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Logan,614,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,McHenry,1363,1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,McIntosh,709,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,McKenzie,1373,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,McLean,2161,2110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Mercer,2069,1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Morton,5567,4133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Mountrail,1469,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Nelson,1121,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Oliver,569,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Pembina,1665,1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Pierce,860,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Ramsey,2669,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Ransom,1629,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Renville,679,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Richland,3791,2912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Rolette,2450,932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Sargent,1296,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Sheridan,339,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Sioux,503,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Slope,210,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Stark,4030,4334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Steele,830,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Stutsman,4718,3461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Towner,786,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Traill,2417,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Walsh,2706,1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Ward,9140,12263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Wells,1193,1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Williams,4086,3572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Treasurer,,
North Dakota,,,Adams,489,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Barnes,2484,2828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Benson,1081,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Billings,189,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Bottineau,1297,2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Bowman,551,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Burke,440,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Burleigh,12878,16366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Cass,22414,25740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Cavalier,869,1454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Dickey,1058,1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Divide,638,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Dunn,775,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Eddy,659,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Emmons,870,1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Foster,779,915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Golden Valley,343,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Grand Forks,11255,13062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Grant,554,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Griggs,714,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Hettinger,569,839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Kidder,584,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,LaMoure,1045,1314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Logan,510,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,McHenry,1165,1545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,McIntosh,585,1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,McKenzie,1105,1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,McLean,2018,2284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Mercer,1822,2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Morton,4844,5097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Mountrail,1322,1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Nelson,933,873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Oliver,475,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Pembina,1240,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Pierce,705,1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Ramsey,2136,2452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Ransom,1196,1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Renville,612,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Richland,2963,3860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Rolette,2203,1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Sargent,1069,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Sheridan,312,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Sioux,486,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Slope,150,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Stark,3895,4534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Steele,648,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Stutsman,4102,4296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Towner,626,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Traill,1918,2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Walsh,1960,2731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Ward,9005,12041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Wells,1036,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Williams,3288,4526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Auditor,,
North Dakota,,,Adams,559,487,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Barnes,3699,1548,,,,,,,,,,,,,,,,,,,158,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Benson,1331,589,,,,,,,,,,,,,,,,,,,251,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Billings,234,223,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Bottineau,1963,1197,,,,,,,,,,,,,,,,,,,244,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Bowman,753,619,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Burke,634,380,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Burleigh,14898,12823,,,,,,,,,,,,,,,,,,,1593,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Cass,26710,19556,,,,,,,,,,,,,,,,,,,2484,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Cavalier,1368,853,,,,,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Dickey,1327,1154,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Divide,891,364,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Dunn,976,661,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Eddy,766,356,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Emmons,1029,951,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Foster,1047,583,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Golden Valley,430,407,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Grand Forks,13983,9165,,,,,,,,,,,,,,,,,,,1435,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Grant,667,656,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Griggs,929,560,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Hettinger,797,577,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Kidder,691,617,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,LaMoure,1329,960,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Logan,650,587,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,McHenry,1628,933,,,,,,,,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,McIntosh,821,911,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,McKenzie,1418,1005,,,,,,,,,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,McLean,2406,1658,,,,,,,,,,,,,,,,,,,255,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Mercer,2110,1612,,,,,,,,,,,,,,,,,,,292,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Morton,5534,3838,,,,,,,,,,,,,,,,,,,559,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Mountrail,1729,689,,,,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Nelson,1158,560,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Oliver,528,409,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Pembina,1675,1331,,,,,,,,,,,,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Pierce,1060,717,,,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Ramsey,2714,1428,,,,,,,,,,,,,,,,,,,523,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Ransom,1582,660,,,,,,,,,,,,,,,,,,,155,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Renville,858,390,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Richland,3837,2701,,,,,,,,,,,,,,,,,,,364,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Rolette,2556,601,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Sargent,1298,663,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Sheridan,368,431,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Sioux,490,152,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Slope,217,193,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Stark,4975,3037,,,,,,,,,,,,,,,,,,,511,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Steele,823,352,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Stutsman,4910,3027,,,,,,,,,,,,,,,,,,,533,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Towner,842,403,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Traill,2530,1350,,,,,,,,,,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Walsh,2815,1758,,,,,,,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Ward,11900,7798,,,,,,,,,,,,,,,,,,,1585,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Wells,1389,959,,,,,,,,,,,,,,,,,,,164,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Williams,4476,2836,,,,,,,,,,,,,,,,,,,537,,,,,,,,,,,,,,,,,,,,,1996 Insurance Commissioner,,
North Dakota,,,Adams,569,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Barnes,2897,2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Benson,1311,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Billings,238,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Bottineau,1848,1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Bowman,626,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Burke,596,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Burleigh,12816,16352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Cass,21749,26536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Cavalier,1229,1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Dickey,1189,1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Divide,789,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Dunn,933,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Eddy,697,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Emmons,1060,1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Foster,910,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Golden Valley,393,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Grand Forks,11828,12504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Grant,631,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Griggs,796,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Hettinger,685,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Kidder,657,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,LaMoure,1227,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Logan,618,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,McHenry,1557,1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,McIntosh,788,1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,McKenzie,1338,1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,McLean,2396,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Mercer,1999,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Morton,5024,4892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Mountrail,1740,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Nelson,1035,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Oliver,542,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Pembina,1488,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Pierce,1025,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Ramsey,2518,2091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Ransom,1416,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Renville,793,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Richland,3504,3359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Rolette,2496,943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Sargent,1204,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Sheridan,383,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Sioux,463,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Slope,203,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Stark,4152,4314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Steele,727,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Stutsman,4339,4093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Towner,732,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Traill,2199,1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Walsh,2592,2192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Ward,11159,10025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Wells,1269,1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
North Dakota,,,Williams,4050,3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996 Agriculture Commissioner,,
