State,Year,Office,County,D#,R#,Prog.#,Pop.#,S#,Proh.#,SL#,Comm.#,Am.#,AI#,CL#,SW#,I#,G#,Ref.#,NL#,L#,U#,NA#,Ind. All.#,Labor#,RfL#,Cit.#,Unity#,Delta#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I#
Kentucky,1916,President,Union,2754,1184,1,,49,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1916,President,Warren,4228,3002,4,,11,54,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1916,President,Washington,1654,1654,0,,3,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1916,President,Wayne,1373,1638,0,,1,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1916,President,Webster,2673,2082,0,,20,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1916,President,Whitley,1171,3919,2,,33,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1916,President,Wolfe,1108,645,0,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1916,President,Woodford,1786,1300,0,,9,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Adair,2725,3526,,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Allen,2255,3476,,,6,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Anderson,2499,1819,,,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Ballard,3987,1107,,,105,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Barren,5499,3972,,,27,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Bath,2440,1997,,,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Bell,2277,6691,,,24,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Boone,3472,973,,,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Bourbon,5452,4029,,,11,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Boyd,5103,6334,,,53,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Boyle,4099,3205,,,10,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Bracken,2621,1791,,,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Breathitt,2737,2464,,,9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Breckinridge,3702,4368,,,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Bullitt,2548,1393,,,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Butler,1356,4097,,,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Caldwell,2746,2958,,,69,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Calloway,4574,1520,,,154,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Campbell,10597,12210,,,1046,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Carlisle,2688,688,,,38,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Carroll,3209,906,,,4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Carter,2757,4595,,,28,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Casey,1951,3543,,,9,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Christian,7209,8743,,,66,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Clark,4846,3105,,,13,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Clay,960,4015,,,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Clinton,431,2356,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Crittenden,2138,3149,,,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Cumberland,931,2380,,,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Daviess,9669,7584,,,48,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Edmonson,1171,2348,,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Elliott,1764,860,,,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Estill,1823,2552,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Fayette,12926,11032,,,58,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Fleming,3488,2960,,,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Floyd,3597,2825,,,31,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Franklin,5878,2710,,,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Fulton,3843,1365,,,17,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Gallatin,1782,536,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Garrard,2434,2994,,,6,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Grant,2686,1613,,,4,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Graves,9018,3241,,,216,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Grayson,2830,4174,,,10,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Green,1723,2310,,,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Greenup,2754,3111,,,67,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Hancock,1384,1446,,,35,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Hardin,5382,3334,,,30,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Harlan,1805,7493,,,31,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Harrison,4804,2378,,,10,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Hart,2972,3264,,,59,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Henderson,7272,4161,,,206,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Henry,4640,2208,,,10,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Hickman,3045,866,,,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Hopkins,7829,6732,,,160,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Jackson,260,3174,,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Jefferson,56046,68202,,,1119,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Jessamine,3206,2349,,,5,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Johnson,1714,4373,,,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Kenton,16300,11411,,,878,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Knott,2295,802,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Knox,1534,5228,,,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Larue,2361,1838,,,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Laurel,1621,4252,,,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Lawrence,2558,2849,,,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Lee,1246,1856,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Leslie,142,2576,,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Letcher,1960,4317,,,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Lewis,1550,4186,,,50,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Lincoln,3787,3710,,,26,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Livingston,1933,1790,,,56,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Logan,6111,3948,,,35,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Lyon,1968,1275,,,23,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Madison,5647,6012,,,256,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Magoffin,1352,2347,,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Marion,3807,2431,,,50,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Marshall,3569,1883,,,32,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Martin,330,1726,,,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Mason,4691,3743,,,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,McCracken,8496,6085,,,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,McCreary,525,2889,,,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,McLean,2754,2408,,,9,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Meade,2195,1468,,,22,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Menifee,1149,581,,,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Mercer,3623,2786,,,6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Metcalfe,1442,1809,,,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Monroe,1108,3426,,,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Montgomery,3069,2163,,,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Morgan,3347,1802,,,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Muhlenberg,4824,6667,,,224,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Nelson,5061,2945,,,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Nicholas,2953,1496,,,11,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Ohio,4011,5371,,,144,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Oldham,2655,1014,,,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Owen,4623,1049,,,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Owsley,257,1914,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Pendleton,2598,2105,,,10,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Perry,2203,4345,,,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Pike,5619,7911,,,32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Powell,1038,835,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Pulaski,3749,7262,,,18,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Robertson,940,623,,,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Rockcastle,1438,3561,,,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Rowan,1264,1564,,,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Russell,1157,2587,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Scott,4993,2661,,,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Shelby,5446,3402,,,12,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Simpson,3206,1680,,,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Spencer,2135,1102,,,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Taylor,2380,2493,,,6,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Todd,3292,2663,,,29,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Trigg,3056,2420,,,56,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Trimble,2057,361,,,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Union,4919,1943,,,64,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Warren,7010,5474,,,34,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Washington,2600,2892,,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Wayne,1827,2992,,,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Webster,4831,3554,,,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Whitley,1556,7235,,,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Wolfe,1476,939,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1920,President,Woodford,3299,2218,,,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Adair,2368,2757,30,,,,2,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Allen,2373,3132,27,,,,1,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Anderson,2089,1419,30,,,,8,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Ballard,3128,767,81,,,,19,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Barren,4449,3488,73,,,,5,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Bath,2093,1723,20,,,,0,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Bell,2166,5371,333,,,,17,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Boone,2204,1340,127,,,,2,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Bourbon,4034,3691,93,,,,5,,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Boyd,4079,6062,660,,,,30,,,79,3,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Boyle,3197,2673,293,,,,25,,,27,2,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Bracken,1485,1779,125,,,,9,,,43,2,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Breathitt,2826,1708,10,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Breckinridge,3230,3832,104,,,,14,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Bullitt,1789,946,125,,,,3,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Butler,1177,2644,32,,,,10,,,9,6,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Caldwell,2183,2498,148,,,,16,,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Calloway,3790,936,130,,,,24,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Campbell,5564,12329,6882,,,,113,,,41,7,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Carlisle,2250,467,29,,,,5,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Carroll,2243,1306,18,,,,1,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Carter,2552,4472,231,,,,10,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Casey,1797,3120,31,,,,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Christian,6585,7192,101,,,,14,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Clark,3857,2703,44,,,,3,,,19,3,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Clay,1144,3613,108,,,,10,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Clinton,543,2069,11,,,,5,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Crittenden,1869,2539,54,,,,5,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Cumberland,918,2143,18,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Daviess,8116,7270,161,,,,8,,,21,2,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Edmonson,1183,2062,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Elliott,1702,614,26,,,,0,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Estill,2052,2152,195,,,,8,,,13,4,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Fayette,10433,11755,245,,,,58,,,24,4,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Fleming,2590,2572,30,,,,6,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Floyd,4220,3773,562,,,,17,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Franklin,4678,2826,59,,,,6,,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Fulton,3336,902,56,,,,4,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Gallatin,1007,750,22,,,,0,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Garrard,2126,2592,26,,,,0,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Grant,1923,1404,208,,,,6,,,18,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Graves,7266,2279,247,,,,18,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Grayson,2858,3183,56,,,,3,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Green,1548,1920,8,,,,0,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Greenup,1932,2510,813,,,,13,,,37,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Hancock,1323,1332,59,,,,6,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Hardin,4296,2735,152,,,,9,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Harlan,2133,9634,1263,,,,50,,,126,2,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Harrison,3924,2165,87,,,,1,,,10,2,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Hart,2862,2736,83,,,,9,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Henderson,4046,4902,186,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Henry,3706,1918,30,,,,2,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Hickman,2270,618,13,,,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Hopkins,5864,5292,604,,,,55,,,36,3,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Jackson,284,2629,75,,,,0,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Jefferson,50409,61768,5032,,,,259,,,90,28,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Jessamine,2470,2144,25,,,,0,,,119,6,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Johnson,1480,3078,408,,,,21,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Kenton,7948,13537,8897,,,,113,,,31,13,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Knott,2286,886,16,,,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Knox,1537,3767,290,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Larue,1993,1372,25,,,,3,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Laurel,1451,3274,202,,,,13,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Lawrence,2445,2547,73,,,,10,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Lee,1348,1348,29,,,,9,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Leslie,223,2052,17,,,,16,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Letcher,1912,3172,650,,,,23,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Lewis,1447,3067,172,,,,13,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Lincoln,3100,2935,240,,,,6,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Livingston,1768,1267,60,,,,7,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Logan,4772,3705,108,,,,9,,,57,5,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Lyon,1696,993,38,,,,3,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Madison,4895,5276,90,,,,40,,,11,5,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Magoffin,1757,2196,21,,,,6,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Marion,3055,1975,94,,,,6,,,17,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Marshall,2752,1192,59,,,,1,,,25,5,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Martin,364,1512,186,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Mason,3525,3406,108,,,,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,McCracken,6028,4979,1218,,,,6,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,McCreary,533,2317,234,,,,3,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,McLean,2284,1857,94,,,,6,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Meade,1802,1106,44,,,,3,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Menifee,873,450,7,,,,1,,,13,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Mercer,2698,2715,33,,,,0,,,26,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Metcalfe,1262,1450,15,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Monroe,970,2489,34,,,,4,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Montgomery,2347,1956,27,,,,5,,,18,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Morgan,3311,1805,28,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Muhlenberg,4379,5210,841,,,,36,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Nelson,3863,2082,76,,,,3,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Nicholas,2235,1348,35,,,,0,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Ohio,3817,4267,294,,,,32,,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Oldham,1954,906,35,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Owen,3155,913,36,,,,1,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Owsley,323,1434,23,,,,2,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Pendleton,2028,2148,141,,,,4,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Perry,2658,4357,342,,,,16,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Pike,5835,7059,574,,,,58,,,9,5,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Powell,939,724,25,,,,0,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Pulaski,3158,6435,655,,,,13,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Robertson,680,498,9,,,,0,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Rockcastle,1277,2712,105,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Rowan,1092,1326,53,,,,3,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Russell,1224,2278,24,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Scott,3805,2334,38,,,,5,,,16,9,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Shelby,4092,2966,46,,,,4,,,17,5,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1924,President,Simpson,2688,1294,48,,,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
