State,Year,Office,County,D#,R#,Liberty#,I1#,I2#,I3#,Proh.#,Pop.#,SD#,FL#,S#,Wor.#,Prog.#,Ref.#,C#,L#,NP#,SoJ,W/I#,I#,Year / Office
South Dakota,,,Ziebach,253,475,,,,,,,,,,,,,,6,,,,,1994 Attorney General
South Dakota,,,Aurora,745,877,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Beadle,5418,2819,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Bennett,400,756,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Bon Homme,1546,1737,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Brookings,4039,6081,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Brown,7210,8606,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Brule,1151,1312,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Buffalo,259,195,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Butte,986,2338,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Campbell,218,809,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Charles Mix,1756,1982,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Clark,928,1193,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Clay,2468,2483,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Codington,4901,5380,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Corson,511,667,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Custer,1014,2091,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Davison,3513,4031,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Day,1705,1676,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Deuel,1004,1192,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Dewey,825,1017,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Douglas,528,1309,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Edmunds,1018,1269,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Fall River,1138,2083,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Faulk,550,769,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Grant,1635,2215,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Gregory,1029,1467,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Haakon,288,955,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Hamlin,1040,1588,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Hand,1331,1164,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Hanson,610,859,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Harding,179,636,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Hughes,2200,5980,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Hutchinson,1258,2483,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Hyde,396,514,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Jackson,286,796,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Jerauld,817,577,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Jones,120,617,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Kingsbury,1319,1710,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Lake,2187,2769,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Lawrence,3379,5576,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Lincoln,3058,4329,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Lyman,366,1167,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Marshall,1011,948,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,McCook,1255,1449,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,McPherson,387,1204,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Meade,2836,5130,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Mellette,274,617,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Miner,762,736,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Minnehaha,25313,30285,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Moody,1298,1460,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Pennington,11441,20543,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Perkins,608,1144,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Potter,484,1208,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Roberts,1829,1885,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Sanborn,751,720,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Shannon,725,450,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Spink,1869,1875,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Stanley,423,954,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Sully,285,700,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Todd,831,576,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Tripp,1103,1988,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Turner,1495,2408,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Union,2186,2563,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Walworth,821,1852,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Yankton,3676,4491,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Ziebach,294,432,,,,,,,,,,,,,,,,,,,1994 Auditor
South Dakota,,,Aurora,581,1096,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Beadle,3614,4584,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Bennett,585,591,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Bon Homme,1326,1961,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Brookings,3624,6561,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Brown,6324,9691,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Brule,1023,1443,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Buffalo,224,228,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Butte,1219,2178,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Campbell,176,865,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Charles Mix,1559,2212,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Clark,668,1485,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Clay,2369,2586,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Codington,3949,6453,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Corson,416,777,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Custer,1161,2012,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Davison,2843,4834,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Day,1258,2189,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Deuel,762,1467,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Dewey,752,1134,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Douglas,481,1384,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Edmunds,800,1526,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Fall River,1555,1766,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Faulk,385,959,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Grant,1303,2583,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Gregory,1032,1449,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Haakon,311,951,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Hamlin,723,1942,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Hand,813,1609,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Hanson,414,1074,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Harding,219,616,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Hughes,2376,5792,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Hutchinson,1070,2715,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Hyde,312,611,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Jackson,434,657,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Jerauld,508,872,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Jones,203,528,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Kingsbury,1070,1959,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Lake,1757,3276,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Lawrence,3671,5452,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Lincoln,2803,4648,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Lyman,478,1027,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Marshall,809,1221,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,McCook,1121,1590,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,McPherson,336,1271,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Meade,3489,4575,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Mellette,314,577,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Miner,578,908,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Minnehaha,23412,33144,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Moody,1162,1575,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Pennington,14563,18317,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Perkins,649,1142,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Potter,450,1269,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Roberts,1449,2333,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Sanborn,566,915,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Shannon,978,214,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Spink,1420,2353,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Stanley,412,961,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Sully,262,741,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Todd,859,548,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Tripp,1096,2019,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Turner,1374,2550,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Union,1960,2795,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Walworth,692,2024,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Yankton,3230,5053,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Ziebach,303,442,,,,,,,,,,,,,,,,,,,1994 Secretary of State
South Dakota,,,Aurora,945,689,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Beadle,4709,3428,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Bennett,562,586,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Bon Homme,1841,1456,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Brookings,5249,4873,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Brown,8862,6937,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Brule,1396,1047,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Buffalo,262,188,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Butte,1549,1803,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Campbell,286,734,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Charles Mix,2098,1640,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Clark,1062,1087,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Clay,2895,2053,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Codington,5327,5056,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Corson,675,504,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Custer,1394,1734,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Davison,4185,3456,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Day,1741,1678,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Deuel,1100,1105,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Dewey,1215,653,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Douglas,731,1093,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Edmunds,1166,1134,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Fall River,1549,1681,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Faulk,658,682,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Grant,1663,2190,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Gregory,1318,1176,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Haakon,612,642,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Hamlin,1173,1466,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Hand,1196,1255,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Hanson,714,674,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Harding,321,501,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Hughes,4617,3567,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Hutchinson,1655,2137,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Hyde,496,425,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Jackson,513,573,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Jerauld,724,663,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Jones,353,380,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Kingsbury,1554,1462,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Lake,2710,2240,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Lawrence,4522,4517,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Lincoln,3871,3570,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Lyman,719,794,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Marshall,1034,962,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,McCook,1491,1214,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,McPherson,494,1097,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Meade,4438,3641,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Mellette,454,440,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Miner,855,630,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Minnehaha,33001,23254,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Moody,1615,1141,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Pennington,15306,16912,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Perkins,959,828,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Potter,729,995,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Roberts,1840,1869,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Sanborn,840,627,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Shannon,850,333,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Spink,1964,1786,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Stanley,892,557,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Sully,573,428,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Todd,913,489,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Tripp,1510,1578,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Turner,1981,1945,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Union,2448,2306,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Walworth,1068,1634,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Yankton,4203,3969,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Ziebach,546,215,,,,,,,,,,,,,,,,,,,1994 Treasurer
South Dakota,,,Aurora,234,1035,,,,,,,,,,,,,,127,,,,,1998 Secretary of State
South Dakota,,,Beadle,1714,4517,,,,,,,,,,,,,,938,,,,,1998 Secretary of State
South Dakota,,,Bennett,325,596,,,,,,,,,,,,,,23,,,,,1998 Secretary of State
South Dakota,,,Bon Homme,906,1947,,,,,,,,,,,,,,151,,,,,1998 Secretary of State
South Dakota,,,Brookings,2140,6152,,,,,,,,,,,,,,486,,,,,1998 Secretary of State
South Dakota,,,Brown,3952,8967,,,,,,,,,,,,,,409,,,,,1998 Secretary of State
South Dakota,,,Brule,545,1425,,,,,,,,,,,,,,70,,,,,1998 Secretary of State
South Dakota,,,Buffalo,181,308,,,,,,,,,,,,,,80,,,,,1998 Secretary of State
South Dakota,,,Butte,842,1923,,,,,,,,,,,,,,106,,,,,1998 Secretary of State
South Dakota,,,Campbell,109,798,,,,,,,,,,,,,,31,,,,,1998 Secretary of State
South Dakota,,,Charles Mix,1048,2278,,,,,,,,,,,,,,193,,,,,1998 Secretary of State
South Dakota,,,Clark,322,1396,,,,,,,,,,,,,,143,,,,,1998 Secretary of State
South Dakota,,,Clay,1424,2169,,,,,,,,,,,,,,138,,,,,1998 Secretary of State
South Dakota,,,Codington,2667,5789,,,,,,,,,,,,,,292,,,,,1998 Secretary of State
South Dakota,,,Corson,303,609,,,,,,,,,,,,,,46,,,,,1998 Secretary of State
South Dakota,,,Custer,787,2036,,,,,,,,,,,,,,101,,,,,1998 Secretary of State
South Dakota,,,Davison,1530,4706,,,,,,,,,,,,,,272,,,,,1998 Secretary of State
South Dakota,,,Day,671,1905,,,,,,,,,,,,,,140,,,,,1998 Secretary of State
South Dakota,,,Deuel,385,1317,,,,,,,,,,,,,,167,,,,,1998 Secretary of State
South Dakota,,,Dewey,510,990,,,,,,,,,,,,,,44,,,,,1998 Secretary of State
South Dakota,,,Douglas,227,1278,,,,,,,,,,,,,,92,,,,,1998 Secretary of State
South Dakota,,,Edmunds,363,1579,,,,,,,,,,,,,,131,,,,,1998 Secretary of State
South Dakota,,,Fall River,1095,1656,,,,,,,,,,,,,,109,,,,,1998 Secretary of State
South Dakota,,,Faulk,165,943,,,,,,,,,,,,,,87,,,,,1998 Secretary of State
South Dakota,,,Grant,682,2245,,,,,,,,,,,,,,263,,,,,1998 Secretary of State
South Dakota,,,Gregory,591,1561,,,,,,,,,,,,,,69,,,,,1998 Secretary of State
South Dakota,,,Haakon,210,785,,,,,,,,,,,,,,31,,,,,1998 Secretary of State
South Dakota,,,Hamlin,369,1773,,,,,,,,,,,,,,144,,,,,1998 Secretary of State
South Dakota,,,Hand,366,1497,,,,,,,,,,,,,,203,,,,,1998 Secretary of State
South Dakota,,,Hanson,213,1023,,,,,,,,,,,,,,54,,,,,1998 Secretary of State
South Dakota,,,Harding,132,556,,,,,,,,,,,,,,7,,,,,1998 Secretary of State
South Dakota,,,Hughes,1115,5876,,,,,,,,,,,,,,126,,,,,1998 Secretary of State
South Dakota,,,Hutchinson,558,2419,,,,,,,,,,,,,,177,,,,,1998 Secretary of State
South Dakota,,,Hyde,153,673,,,,,,,,,,,,,,63,,,,,1998 Secretary of State
South Dakota,,,Jackson,318,603,,,,,,,,,,,,,,30,,,,,1998 Secretary of State
South Dakota,,,Jerauld,256,842,,,,,,,,,,,,,,128,,,,,1998 Secretary of State
South Dakota,,,Jones,125,506,,,,,,,,,,,,,,7,,,,,1998 Secretary of State
South Dakota,,,Kingsbury,551,1787,,,,,,,,,,,,,,160,,,,,1998 Secretary of State
South Dakota,,,Lake,1072,3047,,,,,,,,,,,,,,161,,,,,1998 Secretary of State
South Dakota,,,Lawrence,2241,4581,,,,,,,,,,,,,,224,,,,,1998 Secretary of State
South Dakota,,,Lincoln,1596,5228,,,,,,,,,,,,,,174,,,,,1998 Secretary of State
South Dakota,,,Lyman,364,999,,,,,,,,,,,,,,46,,,,,1998 Secretary of State
South Dakota,,,Marshall,435,1311,,,,,,,,,,,,,,108,,,,,1998 Secretary of State
South Dakota,,,McCook,617,1468,,,,,,,,,,,,,,74,,,,,1998 Secretary of State
South Dakota,,,McPherson,174,1106,,,,,,,,,,,,,,46,,,,,1998 Secretary of State
South Dakota,,,Meade,2186,4353,,,,,,,,,,,,,,189,,,,,1998 Secretary of State
South Dakota,,,Mellette,240,522,,,,,,,,,,,,,,20,,,,,1998 Secretary of State
South Dakota,,,Miner,323,890,,,,,,,,,,,,,,50,,,,,1998 Secretary of State
South Dakota,,,Minnehaha,11532,31371,,,,,,,,,,,,,,1718,,,,,1998 Secretary of State
South Dakota,,,Moody,652,1460,,,,,,,,,,,,,,109,,,,,1998 Secretary of State
South Dakota,,,Pennington,9969,15244,,,,,,,,,,,,,,639,,,,,1998 Secretary of State
South Dakota,,,Perkins,384,1130,,,,,,,,,,,,,,52,,,,,1998 Secretary of State
South Dakota,,,Potter,210,1178,,,,,,,,,,,,,,37,,,,,1998 Secretary of State
South Dakota,,,Roberts,787,2313,,,,,,,,,,,,,,355,,,,,1998 Secretary of State
South Dakota,,,Sanborn,312,810,,,,,,,,,,,,,,68,,,,,1998 Secretary of State
South Dakota,,,Shannon,1222,220,,,,,,,,,,,,,,92,,,,,1998 Secretary of State
South Dakota,,,Spink,878,2113,,,,,,,,,,,,,,188,,,,,1998 Secretary of State
South Dakota,,,Stanley,246,1043,,,,,,,,,,,,,,33,,,,,1998 Secretary of State
South Dakota,,,Sully,104,696,,,,,,,,,,,,,,27,,,,,1998 Secretary of State
South Dakota,,,Todd,844,533,,,,,,,,,,,,,,72,,,,,1998 Secretary of State
South Dakota,,,Tripp,572,1843,,,,,,,,,,,,,,59,,,,,1998 Secretary of State
South Dakota,,,Turner,736,2504,,,,,,,,,,,,,,145,,,,,1998 Secretary of State
South Dakota,,,Union,1336,2591,,,,,,,,,,,,,,176,,,,,1998 Secretary of State
South Dakota,,,Walworth,381,1922,,,,,,,,,,,,,,87,,,,,1998 Secretary of State
South Dakota,,,Yankton,2318,4984,,,,,,,,,,,,,,305,,,,,1998 Secretary of State
South Dakota,,,Ziebach,267,428,,,,,,,,,,,,,,24,,,,,1998 Secretary of State
South Dakota,,,Aurora,865,504,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Beadle,4631,2426,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Bennett,448,460,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Bon Homme,1938,1019,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Brookings,4919,3694,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Brown,8518,4673,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Brule,1249,713,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Buffalo,347,206,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Butte,1584,1308,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Campbell,320,599,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Charles Mix,2267,1195,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Clark,1050,751,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Clay,2461,1249,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Codington,5024,3640,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Corson,582,357,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Custer,1443,1397,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Davison,3882,2539,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Day,1712,997,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Deuel,1067,774,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Dewey,1091,436,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Douglas,743,840,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Edmunds,1124,881,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Fall River,1429,1341,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Faulk,618,541,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Grant,1609,1561,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Gregory,1248,927,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Haakon,587,425,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Hamlin,1203,1036,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Hand,1200,821,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Hanson,749,516,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Harding,366,314,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Hughes,3007,4160,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Hutchinson,1691,1418,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Hyde,461,417,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Jackson,467,449,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Jerauld,702,490,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Jones,259,360,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Kingsbury,1432,1021,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Lake,2534,1715,,,,,,,,,,,,,,,,,,,1998 Treasurer
South Dakota,,,Lawrence,3506,3406,,,,,,,,,,,,,,,,,,,1998 Treasurer
