State,Year,Office,County,D#,R#,Liberty#,I1#,I2#,I3#,Proh.#,Pop.#,SD#,FL#,S#,Wor.#,Prog.#,Ref.#,C#,L#,NP#,SoJ,W/I#,I#,Year / Office
South Dakota,,,Fall River,953,1853,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Faulk,489,966,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Grant,1356,2309,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Gregory,962,1382,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Haakon,343,786,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Hamlin,898,1252,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Hand,814,1532,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Hanson,546,735,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Harding,193,585,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Hughes,2371,4406,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Hutchinson,1176,2396,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Hyde,306,542,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Jackson,321,737,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Jerauld,496,684,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Jones,187,599,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Kingsbury,1146,1643,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Lake,1935,2582,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Lawrence,2502,4679,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Lincoln,2362,3057,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Lyman,427,764,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Marshall,928,1169,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,McCook,1045,1427,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,McPherson,338,1137,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Meade,2469,4121,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Mellette,258,605,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Miner,721,733,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Minnehaha,19090,23106,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Moody,1113,1199,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Pennington,8578,15227,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Perkins,591,1106,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Potter,475,1217,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Roberts,1730,1861,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Sanborn,629,870,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Shannon,566,447,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Spink,1315,2124,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Stanley,458,684,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Sully,326,651,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Todd,740,593,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Tripp,987,2082,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Turner,1280,2189,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Union,1864,1570,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Walworth,778,1778,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Yankton,2426,3620,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Ziebach,262,421,,,,,,,,,,,,,,,,,,,1990 Attorney General
South Dakota,,,Aurora,732,784,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Beadle,3397,3962,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Bennett,345,726,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Bon Homme,1450,1421,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Brookings,3191,5132,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Brown,7725,6217,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Brule,997,1268,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Buffalo,313,423,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Butte,779,1948,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Campbell,571,492,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Charles Mix,1597,1717,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Clark,893,1169,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Clay,1637,1894,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Codington,4108,4042,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Corson,448,645,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Custer,831,1685,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Davison,2914,3589,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Day,1635,1306,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Deuel,959,1108,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Dewey,626,881,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Douglas,535,1197,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Edmunds,1043,1026,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Fall River,996,1777,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Faulk,580,855,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Grant,1631,1992,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Gregory,945,1365,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Haakon,250,866,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Hamlin,894,1220,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Hand,875,1431,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Hanson,579,683,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Harding,193,570,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Hughes,1622,5102,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Hutchinson,1389,2137,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Hyde,342,491,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Jackson,301,741,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Jerauld,475,700,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Jones,164,624,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Kingsbury,1126,1648,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Lake,1705,2745,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Lawrence,2566,4502,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Lincoln,2204,3129,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Lyman,359,858,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Marshall,1187,881,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,McCook,1053,1358,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,McPherson,445,1012,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Meade,2556,3908,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Mellette,232,612,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Miner,718,701,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Minnehaha,17805,22962,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Moody,1033,1257,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Pennington,8728,14481,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Perkins,599,1071,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Potter,518,1174,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Roberts,2027,1538,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Sanborn,664,815,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Shannon,518,489,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Spink,1565,1830,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Stanley,372,753,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Sully,288,691,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Todd,729,600,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Tripp,1044,1987,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Turner,1204,2199,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Union,1717,1668,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Walworth,986,1553,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Yankton,2365,3504,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Ziebach,248,427,,,,,,,,,,,,,,,,,,,1990 Auditor
South Dakota,,,Aurora,728,807,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Beadle,3200,4228,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Bennett,364,713,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Bon Homme,1237,1643,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Brookings,3161,5130,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Brown,6191,7811,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Brule,875,1152,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Buffalo,305,449,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Butte,709,2086,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Campbell,267,764,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Charles Mix,1631,1703,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Clark,762,1332,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Clay,1650,1934,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Codington,3900,4368,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Corson,384,727,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Custer,645,1949,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Davison,2722,3878,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Day,1291,1679,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Deuel,838,1276,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Dewey,568,951,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Douglas,569,1175,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Edmunds,836,1256,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Fall River,868,1972,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Faulk,472,977,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Grant,1339,2318,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Gregory,923,1124,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Haakon,225,915,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Hamlin,799,1348,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Hand,743,1588,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Hanson,526,762,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Harding,140,645,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Hughes,1714,4493,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Hutchinson,1250,2303,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Hyde,304,547,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Jackson,305,750,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Jerauld,461,727,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Jones,175,617,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Kingsbury,1074,1714,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Lake,1655,2862,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Lawrence,2421,4736,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Lincoln,2285,3124,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Lyman,379,673,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Marshall,934,1161,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,McCook,973,1221,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,McPherson,354,1117,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Meade,2396,4196,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Mellette,210,646,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Miner,622,660,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Minnehaha,18166,23505,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Moody,1113,1188,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Pennington,8553,15047,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Perkins,558,1150,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Potter,465,1222,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Roberts,1723,1884,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Sanborn,634,870,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Shannon,484,529,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Spink,1261,2167,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Stanley,337,696,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Sully,276,698,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Todd,737,593,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Tripp,1056,2009,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Turner,1320,2052,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Union,1788,1640,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Walworth,854,1710,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Yankton,2360,3649,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Ziebach,243,441,,,,,,,,,,,,,,,,,,,1990 Secretary of State
South Dakota,,,Aurora,787,722,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Beadle,3601,3719,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Bennett,419,646,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Bon Homme,1530,1338,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Brookings,3497,4739,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Brown,9076,4877,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Brule,1172,1108,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Buffalo,346,389,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Butte,885,1857,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Campbell,356,659,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Charles Mix,1742,1527,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Clark,924,1134,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Clay,1832,1682,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Codington,4129,4023,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Corson,482,607,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Custer,919,1567,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Davison,3057,3492,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Day,1684,1265,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Deuel,965,1103,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Dewey,673,828,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Douglas,543,1187,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Edmunds,1169,898,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Fall River,1033,1723,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Faulk,671,747,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Grant,1619,2022,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Gregory,1082,1231,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Haakon,344,782,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Hamlin,919,1192,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Hand,926,1396,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Hanson,591,672,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Harding,212,557,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Hughes,3559,3219,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Hutchinson,1258,2241,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Hyde,413,419,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Jackson,358,680,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Jerauld,529,637,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Jones,251,534,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Kingsbury,1216,1504,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Lake,1847,2590,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Lawrence,2874,4216,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Lincoln,2241,3109,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Lyman,532,670,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Marshall,1202,852,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,McCook,1145,1284,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,McPherson,510,940,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Meade,2748,3755,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Mellette,285,560,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Miner,740,684,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Minnehaha,18538,22310,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Moody,1155,1128,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Pennington,10040,13152,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Perkins,659,1023,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Potter,722,984,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Roberts,2066,1477,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Sanborn,669,809,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Shannon,586,409,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Spink,1749,1630,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Stanley,639,506,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Sully,542,445,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Todd,802,520,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Tripp,1172,1867,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Turner,1312,2133,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Union,1879,1498,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Walworth,1054,1462,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Yankton,2653,3181,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Ziebach,286,391,,,,,,,,,,,,,,,,,,,1990 Treasurer
South Dakota,,,Aurora,688,974,,,,,,,,,,,,,,20,,,,,1994 Attorney General
South Dakota,,,Beadle,3244,4812,,,,,,,,,,,,,,252,,,,,1994 Attorney General
South Dakota,,,Bennett,343,818,,,,,,,,,,,,,,7,,,,,1994 Attorney General
South Dakota,,,Bon Homme,1367,1883,,,,,,,,,,,,,,105,,,,,1994 Attorney General
South Dakota,,,Brookings,3554,6283,,,,,,,,,,,,,,480,,,,,1994 Attorney General
South Dakota,,,Brown,7669,8314,,,,,,,,,,,,,,306,,,,,1994 Attorney General
South Dakota,,,Brule,938,1495,,,,,,,,,,,,,,75,,,,,1994 Attorney General
South Dakota,,,Buffalo,234,222,,,,,,,,,,,,,,4,,,,,1994 Attorney General
South Dakota,,,Butte,825,2417,,,,,,,,,,,,,,150,,,,,1994 Attorney General
South Dakota,,,Campbell,258,761,,,,,,,,,,,,,,12,,,,,1994 Attorney General
South Dakota,,,Charles Mix,1395,2299,,,,,,,,,,,,,,124,,,,,1994 Attorney General
South Dakota,,,Clark,833,1329,,,,,,,,,,,,,,25,,,,,1994 Attorney General
South Dakota,,,Clay,2010,2893,,,,,,,,,,,,,,180,,,,,1994 Attorney General
South Dakota,,,Codington,3950,6299,,,,,,,,,,,,,,309,,,,,1994 Attorney General
South Dakota,,,Corson,420,725,,,,,,,,,,,,,,31,,,,,1994 Attorney General
South Dakota,,,Custer,924,2059,,,,,,,,,,,,,,205,,,,,1994 Attorney General
South Dakota,,,Davison,2711,4839,,,,,,,,,,,,,,187,,,,,1994 Attorney General
South Dakota,,,Day,1583,1887,,,,,,,,,,,,,,29,,,,,1994 Attorney General
South Dakota,,,Deuel,760,1357,,,,,,,,,,,,,,151,,,,,1994 Attorney General
South Dakota,,,Dewey,696,1128,,,,,,,,,,,,,,32,,,,,1994 Attorney General
South Dakota,,,Douglas,466,1374,,,,,,,,,,,,,,67,,,,,1994 Attorney General
South Dakota,,,Edmunds,1000,1330,,,,,,,,,,,,,,22,,,,,1994 Attorney General
South Dakota,,,Fall River,1012,2118,,,,,,,,,,,,,,159,,,,,1994 Attorney General
South Dakota,,,Faulk,545,810,,,,,,,,,,,,,,18,,,,,1994 Attorney General
South Dakota,,,Grant,1355,2476,,,,,,,,,,,,,,70,,,,,1994 Attorney General
South Dakota,,,Gregory,900,1534,,,,,,,,,,,,,,87,,,,,1994 Attorney General
South Dakota,,,Haakon,335,894,,,,,,,,,,,,,,38,,,,,1994 Attorney General
South Dakota,,,Hamlin,884,1736,,,,,,,,,,,,,,58,,,,,1994 Attorney General
South Dakota,,,Hand,873,1545,,,,,,,,,,,,,,61,,,,,1994 Attorney General
South Dakota,,,Hanson,427,1052,,,,,,,,,,,,,,30,,,,,1994 Attorney General
South Dakota,,,Harding,164,658,,,,,,,,,,,,,,9,,,,,1994 Attorney General
South Dakota,,,Hughes,2603,5386,,,,,,,,,,,,,,204,,,,,1994 Attorney General
South Dakota,,,Hutchinson,1089,2699,,,,,,,,,,,,,,101,,,,,1994 Attorney General
South Dakota,,,Hyde,344,564,,,,,,,,,,,,,,16,,,,,1994 Attorney General
South Dakota,,,Jackson,317,743,,,,,,,,,,,,,,33,,,,,1994 Attorney General
South Dakota,,,Jerauld,529,852,,,,,,,,,,,,,,25,,,,,1994 Attorney General
South Dakota,,,Jones,256,457,,,,,,,,,,,,,,18,,,,,1994 Attorney General
South Dakota,,,Kingsbury,1066,1868,,,,,,,,,,,,,,122,,,,,1994 Attorney General
South Dakota,,,Lake,1867,3032,,,,,,,,,,,,,,176,,,,,1994 Attorney General
South Dakota,,,Lawrence,2804,5821,,,,,,,,,,,,,,519,,,,,1994 Attorney General
South Dakota,,,Lincoln,2524,4910,,,,,,,,,,,,,,168,,,,,1994 Attorney General
South Dakota,,,Lyman,517,958,,,,,,,,,,,,,,49,,,,,1994 Attorney General
South Dakota,,,Marshall,1019,1023,,,,,,,,,,,,,,16,,,,,1994 Attorney General
South Dakota,,,McCook,997,1712,,,,,,,,,,,,,,59,,,,,1994 Attorney General
South Dakota,,,McPherson,455,1158,,,,,,,,,,,,,,12,,,,,1994 Attorney General
South Dakota,,,Meade,2328,5466,,,,,,,,,,,,,,379,,,,,1994 Attorney General
South Dakota,,,Mellette,287,576,,,,,,,,,,,,,,44,,,,,1994 Attorney General
South Dakota,,,Miner,628,843,,,,,,,,,,,,,,47,,,,,1994 Attorney General
South Dakota,,,Minnehaha,18369,37662,,,,,,,,,,,,,,1572,,,,,1994 Attorney General
South Dakota,,,Moody,1021,1703,,,,,,,,,,,,,,99,,,,,1994 Attorney General
South Dakota,,,Pennington,9827,21559,,,,,,,,,,,,,,1361,,,,,1994 Attorney General
South Dakota,,,Perkins,480,1258,,,,,,,,,,,,,,64,,,,,1994 Attorney General
South Dakota,,,Potter,544,1163,,,,,,,,,,,,,,16,,,,,1994 Attorney General
South Dakota,,,Roberts,1619,2135,,,,,,,,,,,,,,54,,,,,1994 Attorney General
South Dakota,,,Sanborn,630,819,,,,,,,,,,,,,,42,,,,,1994 Attorney General
South Dakota,,,Shannon,636,535,,,,,,,,,,,,,,26,,,,,1994 Attorney General
South Dakota,,,Spink,1589,2152,,,,,,,,,,,,,,78,,,,,1994 Attorney General
South Dakota,,,Stanley,486,846,,,,,,,,,,,,,,45,,,,,1994 Attorney General
South Dakota,,,Sully,299,687,,,,,,,,,,,,,,14,,,,,1994 Attorney General
South Dakota,,,Todd,758,598,,,,,,,,,,,,,,65,,,,,1994 Attorney General
South Dakota,,,Tripp,1031,1979,,,,,,,,,,,,,,105,,,,,1994 Attorney General
South Dakota,,,Turner,1320,2591,,,,,,,,,,,,,,87,,,,,1994 Attorney General
South Dakota,,,Union,2006,2641,,,,,,,,,,,,,,164,,,,,1994 Attorney General
South Dakota,,,Walworth,818,1872,,,,,,,,,,,,,,37,,,,,1994 Attorney General
South Dakota,,,Yankton,3030,5083,,,,,,,,,,,,,,284,,,,,1994 Attorney General
