State,Year,Office,County,D#,R#,Prog.#,S#,SD#,Proh.#,SR#,Am.#,IND#,I1#,I2#,Ref.#,NL#,L#,G#,NA#,UC#,W/I#,D1#,D2#,I#,W/I1#,W/I2#,Year / Office,C#,All.#
South Carolina,,,Darlington,9244,8467,,,,,,,,,,,,180,,,,3,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Dillon,3861,2406,,,,,,,,,,,,43,,,,0,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Dorchester,10170,16209,,,,,,,,,,,,345,,,,0,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Edgefield,3292,3305,,,,,,,,,,,,52,,,,0,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Fairfield,4705,2094,,,,,,,,,,,,37,,,,3,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Florence,14854,16631,,,,,,,,,,,,282,,,,7,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Georgetown,7878,8321,,,,,,,,,,,,128,,,,2,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Greenville,39842,67704,,,,,,,,,,,,1941,,,,53,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Greenwood,7043,9288,,,,,,,,,,,,219,,,,8,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Hampton,4128,1678,,,,,,,,,,,,56,,,,1,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Horry,20089,30267,,,,,,,,,,,,604,,,,3,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Jasper,3497,1770,,,,,,,,,,,,76,,,,7,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Kershaw,6982,8382,,,,,,,,,,,,239,,,,1,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Lancaster,7138,5935,,,,,,,,,,,,226,,,,1,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Laurens,8168,9416,,,,,,,,,,,,295,,,,12,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Lee,4225,1705,,,,,,,,,,,,65,,,,0,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Lexington,23290,44969,,,,,,,,,,,,1075,,,,4,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Marion,5712,2937,,,,,,,,,,,,47,,,,0,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Marlboro,4005,1782,,,,,,,,,,,,36,,,,0,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,McCormick,1825,1628,,,,,,,,,,,,86,,,,3,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Newberry,6029,3574,,,,,,,,,,,,206,,,,5,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Oconee,6469,12168,,,,,,,,,,,,409,,,,0,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Orangeburg,19332,9177,,,,,,,,,,,,206,,,,5,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Pickens,8124,18062,,,,,,,,,,,,559,,,,12,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Richland,58011,35906,,,,,,,,,,,,1027,,,,25,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Saluda,2331,3457,,,,,,,,,,,,60,,,,0,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Spartanburg,22008,36000,,,,,,,,,,,,745,,,,11,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Sumter,18447,8077,,,,,,,,,,,,210,,,,0,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Union,3761,4891,,,,,,,,,,,,87,,,,0,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Williamsburg,7138,3135,,,,,,,,,,,,195,,,,3,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,York,15993,22582,,,,,,,,,,,,955,,,,0,,,,,,2002 Lt. Gubernatorial,,
South Carolina,,,Abbeville,3766,3684,,,,,,,,,,,,,,,,0,,,,,,2002 Secretary of State,,
South Carolina,,,Aiken,13218,25961,,,,,,,,,,,,,,,,0,,,,,,2002 Secretary of State,,
South Carolina,,,Allendale,1649,607,,,,,,,,,,,,,,,,0,,,,,,2002 Secretary of State,,
South Carolina,,,Anderson,16089,27052,,,,,,,,,,,,,,,,3,,,,,,2002 Secretary of State,,
South Carolina,,,Bamberg,2794,1407,,,,,,,,,,,,,,,,0,,,,,,2002 Secretary of State,,
South Carolina,,,Barnwell,2759,3031,,,,,,,,,,,,,,,,0,,,,,,2002 Secretary of State,,
South Carolina,,,Beaufort,13528,22960,,,,,,,,,,,,,,,,16,,,,,,2002 Secretary of State,,
South Carolina,,,Berkeley,13151,19628,,,,,,,,,,,,,,,,1,,,,,,2002 Secretary of State,,
South Carolina,,,Calhoun,2673,2634,,,,,,,,,,,,,,,,1,,,,,,2002 Secretary of State,,
South Carolina,,,Charleston,39109,47424,,,,,,,,,,,,,,,,4,,,,,,2002 Secretary of State,,
South Carolina,,,Cherokee,5183,7502,,,,,,,,,,,,,,,,0,,,,,,2002 Secretary of State,,
South Carolina,,,Chester,4403,3296,,,,,,,,,,,,,,,,1,,,,,,2002 Secretary of State,,
South Carolina,,,Chesterfield,5082,3765,,,,,,,,,,,,,,,,0,,,,,,2002 Secretary of State,,
South Carolina,,,Clarendon,6300,4286,,,,,,,,,,,,,,,,0,,,,,,2002 Secretary of State,,
South Carolina,,,Colleton,4817,5224,,,,,,,,,,,,,,,,3,,,,,,2002 Secretary of State,,
South Carolina,,,Darlington,8825,8856,,,,,,,,,,,,,,,,5,,,,,,2002 Secretary of State,,
South Carolina,,,Dillon,3757,2521,,,,,,,,,,,,,,,,5,,,,,,2002 Secretary of State,,
South Carolina,,,Dorchester,9814,16489,,,,,,,,,,,,,,,,0,,,,,,2002 Secretary of State,,
South Carolina,,,Edgefield,2978,3568,,,,,,,,,,,,,,,,0,,,,,,2002 Secretary of State,,
South Carolina,,,Fairfield,4596,2240,,,,,,,,,,,,,,,,0,,,,,,2002 Secretary of State,,
South Carolina,,,Florence,14225,17382,,,,,,,,,,,,,,,,24,,,,,,2002 Secretary of State,,
South Carolina,,,Georgetown,7321,9092,,,,,,,,,,,,,,,,0,,,,,,2002 Secretary of State,,
South Carolina,,,Greenville,36231,71949,,,,,,,,,,,,,,,,65,,,,,,2002 Secretary of State,,
South Carolina,,,Greenwood,6804,9432,,,,,,,,,,,,,,,,7,,,,,,2002 Secretary of State,,
South Carolina,,,Hampton,4031,1744,,,,,,,,,,,,,,,,3,,,,,,2002 Secretary of State,,
South Carolina,,,Horry,18873,30850,,,,,,,,,,,,,,,,7,,,,,,2002 Secretary of State,,
South Carolina,,,Jasper,3409,1918,,,,,,,,,,,,,,,,4,,,,,,2002 Secretary of State,,
South Carolina,,,Kershaw,6243,9150,,,,,,,,,,,,,,,,34,,,,,,2002 Secretary of State,,
South Carolina,,,Lancaster,6925,6581,,,,,,,,,,,,,,,,2,,,,,,2002 Secretary of State,,
South Carolina,,,Laurens,7731,9965,,,,,,,,,,,,,,,,13,,,,,,2002 Secretary of State,,
South Carolina,,,Lee,3981,1987,,,,,,,,,,,,,,,,0,,,,,,2002 Secretary of State,,
South Carolina,,,Lexington,19200,49123,,,,,,,,,,,,,,,,3,,,,,,2002 Secretary of State,,
South Carolina,,,Marion,5572,3102,,,,,,,,,,,,,,,,0,,,,,,2002 Secretary of State,,
South Carolina,,,Marlboro,4032,1833,,,,,,,,,,,,,,,,3,,,,,,2002 Secretary of State,,
South Carolina,,,McCormick,1816,1663,,,,,,,,,,,,,,,,0,,,,,,2002 Secretary of State,,
South Carolina,,,Newberry,3837,5604,,,,,,,,,,,,,,,,1,,,,,,2002 Secretary of State,,
South Carolina,,,Oconee,6034,12702,,,,,,,,,,,,,,,,0,,,,,,2002 Secretary of State,,
South Carolina,,,Orangeburg,18823,9790,,,,,,,,,,,,,,,,31,,,,,,2002 Secretary of State,,
South Carolina,,,Pickens,7587,18845,,,,,,,,,,,,,,,,18,,,,,,2002 Secretary of State,,
South Carolina,,,Richland,53487,39961,,,,,,,,,,,,,,,,30,,,,,,2002 Secretary of State,,
South Carolina,,,Saluda,2390,3417,,,,,,,,,,,,,,,,0,,,,,,2002 Secretary of State,,
South Carolina,,,Spartanburg,19479,38825,,,,,,,,,,,,,,,,4,,,,,,2002 Secretary of State,,
South Carolina,,,Sumter,14170,12228,,,,,,,,,,,,,,,,0,,,,,,2002 Secretary of State,,
South Carolina,,,Union,4206,4460,,,,,,,,,,,,,,,,0,,,,,,2002 Secretary of State,,
South Carolina,,,Williamsburg,7048,3407,,,,,,,,,,,,,,,,2,,,,,,2002 Secretary of State,,
South Carolina,,,York,15555,23654,,,,,,,,,,,,,,,,1,,,,,,2002 Secretary of State,,
South Carolina,,,Abbeville,5369,2176,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Aiken,14677,24721,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Allendale,1826,469,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Anderson,21830,21427,,,,,,,,,,,,,,,,1,,,,,,2002 Treasurer,,
South Carolina,,,Bamberg,3277,964,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Barnwell,3216,2644,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Beaufort,15083,21279,,,,,,,,,,,,,,,,11,,,,,,2002 Treasurer,,
South Carolina,,,Berkeley,15500,16969,,,,,,,,,,,,,,,,1,,,,,,2002 Treasurer,,
South Carolina,,,Calhoun,3447,1895,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Charleston,44943,42161,,,,,,,,,,,,,,,,2,,,,,,2002 Treasurer,,
South Carolina,,,Cherokee,7062,5660,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Chester,5219,2550,,,,,,,,,,,,,,,,1,,,,,,2002 Treasurer,,
South Carolina,,,Chesterfield,5884,2990,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Clarendon,7485,3083,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Colleton,5933,4212,,,,,,,,,,,,,,,,1,,,,,,2002 Treasurer,,
South Carolina,,,Darlington,10124,7695,,,,,,,,,,,,,,,,4,,,,,,2002 Treasurer,,
South Carolina,,,Dillon,4219,1969,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Dorchester,11916,14497,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Edgefield,3507,3173,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Fairfield,5054,1797,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Florence,16895,14786,,,,,,,,,,,,,,,,20,,,,,,2002 Treasurer,,
South Carolina,,,Georgetown,8731,7842,,,,,,,,,,,,,,,,2,,,,,,2002 Treasurer,,
South Carolina,,,Greenville,45484,62908,,,,,,,,,,,,,,,,74,,,,,,2002 Treasurer,,
South Carolina,,,Greenwood,8934,7437,,,,,,,,,,,,,,,,6,,,,,,2002 Treasurer,,
South Carolina,,,Hampton,4773,1110,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Horry,22528,27733,,,,,,,,,,,,,,,,2,,,,,,2002 Treasurer,,
South Carolina,,,Jasper,3719,1628,,,,,,,,,,,,,,,,5,,,,,,2002 Treasurer,,
South Carolina,,,Kershaw,8046,7443,,,,,,,,,,,,,,,,28,,,,,,2002 Treasurer,,
South Carolina,,,Lancaster,8144,5376,,,,,,,,,,,,,,,,1,,,,,,2002 Treasurer,,
South Carolina,,,Laurens,10208,7585,,,,,,,,,,,,,,,,14,,,,,,2002 Treasurer,,
South Carolina,,,Lee,4498,1494,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Lexington,28904,39909,,,,,,,,,,,,,,,,2,,,,,,2002 Treasurer,,
South Carolina,,,Marion,6213,2499,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Marlboro,4289,1472,,,,,,,,,,,,,,,,4,,,,,,2002 Treasurer,,
South Carolina,,,McCormick,2072,1394,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Newberry,5884,3837,,,,,,,,,,,,,,,,4,,,,,,2002 Treasurer,,
South Carolina,,,Oconee,8294,10520,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Orangeburg,21342,7333,,,,,,,,,,,,,,,,19,,,,,,2002 Treasurer,,
South Carolina,,,Pickens,10480,15913,,,,,,,,,,,,,,,,13,,,,,,2002 Treasurer,,
South Carolina,,,Richland,60399,33839,,,,,,,,,,,,,,,,37,,,,,,2002 Treasurer,,
South Carolina,,,Saluda,3396,2442,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Spartanburg,26385,31614,,,,,,,,,,,,,,,,7,,,,,,2002 Treasurer,,
South Carolina,,,Sumter,16770,9792,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Union,5707,2998,,,,,,,,,,,,,,,,0,,,,,,2002 Treasurer,,
South Carolina,,,Williamsburg,8130,2353,,,,,,,,,,,,,,,,4,,,,,,2002 Treasurer,,
South Carolina,,,York,17682,21464,,,,,,,,,,,,,,,,1,,,,,,2002 Treasurer,,
South Carolina,,,Abbeville,3001,3589,,,,,,,,,,,,,,,,1,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Aiken,13387,26302,,,,,,,,,,,,,,,,26,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Allendale,1427,799,,,,,,,,,,,,,,,,1,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Anderson,14244,29540,,,,,,,,,,,,,,,,9,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Bamberg,2300,1543,,,,,,,,,,,,,,,,1,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Barnwell,2549,3174,,,,,,,,,,,,,,,,3,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Beaufort,14709,23570,,,,,,,,,,,,,,,,7,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Berkeley,12575,20214,,,,,,,,,,,,,,,,8,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Calhoun,1999,2405,,,,,,,,,,,,,,,,2,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Charleston,42842,45623,,,,,,,,,,,,,,,,30,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Cherokee,4456,8704,,,,,,,,,,,,,,,,2,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Chester,3739,3689,,,,,,,,,,,,,,,,2,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Chesterfield,4051,4294,,,,,,,,,,,,,,,,3,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Clarendon,4749,3970,,,,,,,,,,,,,,,,1,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Colleton,4023,5622,,,,,,,,,,,,,,,,4,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Darlington,6953,8363,,,,,,,,,,,,,,,,3,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Dillon,3070,2937,,,,,,,,,,,,,,,,1,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Dorchester,10160,17643,,,,,,,,,,,,,,,,14,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Edgefield,2769,3908,,,,,,,,,,,,,,,,3,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Fairfield,3749,2615,,,,,,,,,,,,,,,,6,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Florence,12514,18357,,,,,,,,,,,,,,,,5,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Georgetown,7131,9022,,,,,,,,,,,,,,,,3,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Greenville,33860,72567,,,,,,,,,,,,,,,,29,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Greenwood,6224,10163,,,,,,,,,,,,,,,,7,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Hampton,3263,2366,,,,,,,,,,,,,,,,0,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Horry,19392,33884,,,,,,,,,,,,,,,,11,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Jasper,2470,1668,,,,,,,,,,,,,,,,2,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Kershaw,6371,10950,,,,,,,,,,,,,,,,5,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Lancaster,6577,8550,,,,,,,,,,,,,,,,3,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Laurens,5376,9624,,,,,,,,,,,,,,,,9,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Lee,2906,1801,,,,,,,,,,,,,,,,1,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Lexington,17438,48678,,,,,,,,,,,,,,,,26,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Marion,3984,3256,,,,,,,,,,,,,,,,0,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Marlboro,3117,2140,,,,,,,,,,,,,,,,1,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,McCormick,1647,1557,,,,,,,,,,,,,,,,1,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Newberry,3527,6309,,,,,,,,,,,,,,,,1,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Oconee,6061,13088,,,,,,,,,,,,,,,,6,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Orangeburg,14445,8954,,,,,,,,,,,,,,,,4,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Pickens,6732,20301,,,,,,,,,,,,,,,,16,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Richland,49088,39944,,,,,,,,,,,,,,,,31,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Saluda,1949,3570,,,,,,,,,,,,,,,,2,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Spartanburg,20000,40796,,,,,,,,,,,,,,,,13,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Sumter,11316,11031,,,,,,,,,,,,,,,,3,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Union,3380,4322,,,,,,,,,,,,,,,,1,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Williamsburg,5579,3131,,,,,,,,,,,,,,,,0,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,York,18156,31370,,,,,,,,,,,,,,,,12,,,,,,2006 Agriculture Commissioner,,
South Carolina,,,Abbeville,,4543,,,,,,,,,,,,,,,,26,,,,,,2006 Attorney General,,
South Carolina,,,Aiken,,30665,,,,,,,,,,,,,,,,190,,,,,,2006 Attorney General,,
South Carolina,,,Allendale,,1055,,,,,,,,,,,,,,,,7,,,,,,2006 Attorney General,,
South Carolina,,,Anderson,,35708,,,,,,,,,,,,,,,,232,,,,,,2006 Attorney General,,
South Carolina,,,Bamberg,,1846,,,,,,,,,,,,,,,,9,,,,,,2006 Attorney General,,
South Carolina,,,Barnwell,,3616,,,,,,,,,,,,,,,,16,,,,,,2006 Attorney General,,
South Carolina,,,Beaufort,,28481,,,,,,,,,,,,,,,,209,,,,,,2006 Attorney General,,
South Carolina,,,Berkeley,,24799,,,,,,,,,,,,,,,,126,,,,,,2006 Attorney General,,
South Carolina,,,Calhoun,,2824,,,,,,,,,,,,,,,,19,,,,,,2006 Attorney General,,
South Carolina,,,Charleston,,61452,,,,,,,,,,,,,,,,792,,,,,,2006 Attorney General,,
South Carolina,,,Cherokee,,10784,,,,,,,,,,,,,,,,34,,,,,,2006 Attorney General,,
South Carolina,,,Chester,,4810,,,,,,,,,,,,,,,,32,,,,,,2006 Attorney General,,
South Carolina,,,Chesterfield,,5226,,,,,,,,,,,,,,,,38,,,,,,2006 Attorney General,,
South Carolina,,,Clarendon,,4693,,,,,,,,,,,,,,,,19,,,,,,2006 Attorney General,,
South Carolina,,,Colleton,,6583,,,,,,,,,,,,,,,,41,,,,,,2006 Attorney General,,
South Carolina,,,Darlington,,9722,,,,,,,,,,,,,,,,45,,,,,,2006 Attorney General,,
South Carolina,,,Dillon,,3496,,,,,,,,,,,,,,,,11,,,,,,2006 Attorney General,,
South Carolina,,,Dorchester,,21737,,,,,,,,,,,,,,,,126,,,,,,2006 Attorney General,,
South Carolina,,,Edgefield,,4481,,,,,,,,,,,,,,,,25,,,,,,2006 Attorney General,,
South Carolina,,,Fairfield,,3686,,,,,,,,,,,,,,,,24,,,,,,2006 Attorney General,,
South Carolina,,,Florence,,21524,,,,,,,,,,,,,,,,134,,,,,,2006 Attorney General,,
South Carolina,,,Georgetown,,10961,,,,,,,,,,,,,,,,60,,,,,,2006 Attorney General,,
South Carolina,,,Greenville,,84726,,,,,,,,,,,,,,,,812,,,,,,2006 Attorney General,,
South Carolina,,,Greenwood,,12178,,,,,,,,,,,,,,,,84,,,,,,2006 Attorney General,,
South Carolina,,,Hampton,,3125,,,,,,,,,,,,,,,,28,,,,,,2006 Attorney General,,
South Carolina,,,Horry,,41534,,,,,,,,,,,,,,,,235,,,,,,2006 Attorney General,,
South Carolina,,,Jasper,,1984,,,,,,,,,,,,,,,,15,,,,,,2006 Attorney General,,
South Carolina,,,Kershaw,,13582,,,,,,,,,,,,,,,,69,,,,,,2006 Attorney General,,
South Carolina,,,Lancaster,,10988,,,,,,,,,,,,,,,,56,,,,,,2006 Attorney General,,
South Carolina,,,Laurens,,11465,,,,,,,,,,,,,,,,72,,,,,,2006 Attorney General,,
South Carolina,,,Lee,,2260,,,,,,,,,,,,,,,,21,,,,,,2006 Attorney General,,
South Carolina,,,Lexington,,57091,,,,,,,,,,,,,,,,386,,,,,,2006 Attorney General,,
South Carolina,,,Marion,,3937,,,,,,,,,,,,,,,,28,,,,,,2006 Attorney General,,
South Carolina,,,Marlboro,,2864,,,,,,,,,,,,,,,,0,,,,,,2006 Attorney General,,
South Carolina,,,McCormick,,1932,,,,,,,,,,,,,,,,10,,,,,,2006 Attorney General,,
South Carolina,,,Newberry,,7439,,,,,,,,,,,,,,,,35,,,,,,2006 Attorney General,,
South Carolina,,,Oconee,,15726,,,,,,,,,,,,,,,,81,,,,,,2006 Attorney General,,
South Carolina,,,Orangeburg,,10790,,,,,,,,,,,,,,,,95,,,,,,2006 Attorney General,,
South Carolina,,,Pickens,,23354,,,,,,,,,,,,,,,,170,,,,,,2006 Attorney General,,
South Carolina,,,Richland,,58375,,,,,,,,,,,,,,,,964,,,,,,2006 Attorney General,,
South Carolina,,,Saluda,,4127,,,,,,,,,,,,,,,,27,,,,,,2006 Attorney General,,
South Carolina,,,Spartanburg,,47622,,,,,,,,,,,,,,,,293,,,,,,2006 Attorney General,,
South Carolina,,,Sumter,,13730,,,,,,,,,,,,,,,,78,,,,,,2006 Attorney General,,
South Carolina,,,Union,,5441,,,,,,,,,,,,,,,,28,,,,,,2006 Attorney General,,
South Carolina,,,Williamsburg,,3752,,,,,,,,,,,,,,,,51,,,,,,2006 Attorney General,,
South Carolina,,,York,,38739,,,,,,,,,,,,,,,,240,,,,,,2006 Attorney General,,
South Carolina,,,Abbeville,3519,3090,,,,,,,,,,,,,,,,3,,,,,,2006 Comptroller,,
South Carolina,,,Aiken,14566,25211,,,,,,,,,,,,,,,,7,,,,,,2006 Comptroller,,
South Carolina,,,Allendale,1513,708,,,,,,,,,,,,,,,,1,,,,,,2006 Comptroller,,
South Carolina,,,Anderson,18684,25456,,,,,,,,,,,,,,,,22,,,,,,2006 Comptroller,,
South Carolina,,,Bamberg,2489,1356,,,,,,,,,,,,,,,,1,,,,,,2006 Comptroller,,
South Carolina,,,Barnwell,2841,2884,,,,,,,,,,,,,,,,0,,,,,,2006 Comptroller,,
South Carolina,,,Beaufort,15159,23429,,,,,,,,,,,,,,,,14,,,,,,2006 Comptroller,,
South Carolina,,,Berkeley,13838,19179,,,,,,,,,,,,,,,,8,,,,,,2006 Comptroller,,
South Carolina,,,Calhoun,2269,2112,,,,,,,,,,,,,,,,4,,,,,,2006 Comptroller,,
South Carolina,,,Charleston,43421,46016,,,,,,,,,,,,,,,,38,,,,,,2006 Comptroller,,
South Carolina,,,Cherokee,5733,7484,,,,,,,,,,,,,,,,1,,,,,,2006 Comptroller,,
South Carolina,,,Chester,3999,3466,,,,,,,,,,,,,,,,1,,,,,,2006 Comptroller,,
South Carolina,,,Chesterfield,4646,3739,,,,,,,,,,,,,,,,0,,,,,,2006 Comptroller,,
South Carolina,,,Clarendon,5097,3631,,,,,,,,,,,,,,,,4,,,,,,2006 Comptroller,,
South Carolina,,,Colleton,4539,5153,,,,,,,,,,,,,,,,6,,,,,,2006 Comptroller,,
South Carolina,,,Darlington,7861,7529,,,,,,,,,,,,,,,,7,,,,,,2006 Comptroller,,
South Carolina,,,Dillon,3638,2425,,,,,,,,,,,,,,,,0,,,,,,2006 Comptroller,,
South Carolina,,,Dorchester,11129,16871,,,,,,,,,,,,,,,,10,,,,,,2006 Comptroller,,
South Carolina,,,Edgefield,3046,3610,,,,,,,,,,,,,,,,1,,,,,,2006 Comptroller,,
South Carolina,,,Fairfield,4201,2269,,,,,,,,,,,,,,,,1,,,,,,2006 Comptroller,,
South Carolina,,,Florence,14314,16731,,,,,,,,,,,,,,,,17,,,,,,2006 Comptroller,,
South Carolina,,,Georgetown,7606,8681,,,,,,,,,,,,,,,,1,,,,,,2006 Comptroller,,
South Carolina,,,Greenville,45135,62944,,,,,,,,,,,,,,,,45,,,,,,2006 Comptroller,,
South Carolina,,,Greenwood,7707,8842,,,,,,,,,,,,,,,,10,,,,,,2006 Comptroller,,
South Carolina,,,Hampton,3577,2052,,,,,,,,,,,,,,,,4,,,,,,2006 Comptroller,,
South Carolina,,,Horry,21117,32662,,,,,,,,,,,,,,,,12,,,,,,2006 Comptroller,,
South Carolina,,,Jasper,2527,1631,,,,,,,,,,,,,,,,1,,,,,,2006 Comptroller,,
South Carolina,,,Kershaw,8085,9370,,,,,,,,,,,,,,,,5,,,,,,2006 Comptroller,,
South Carolina,,,Lancaster,7112,8110,,,,,,,,,,,,,,,,3,,,,,,2006 Comptroller,,
South Carolina,,,Laurens,7221,7838,,,,,,,,,,,,,,,,4,,,,,,2006 Comptroller,,
South Carolina,,,Lee,3107,1634,,,,,,,,,,,,,,,,2,,,,,,2006 Comptroller,,
South Carolina,,,Lexington,26614,40017,,,,,,,,,,,,,,,,28,,,,,,2006 Comptroller,,
South Carolina,,,Marion,4530,2752,,,,,,,,,,,,,,,,3,,,,,,2006 Comptroller,,
South Carolina,,,Marlboro,3536,1755,,,,,,,,,,,,,,,,0,,,,,,2006 Comptroller,,
South Carolina,,,McCormick,1708,1518,,,,,,,,,,,,,,,,0,,,,,,2006 Comptroller,,
South Carolina,,,Newberry,4947,4932,,,,,,,,,,,,,,,,1,,,,,,2006 Comptroller,,
South Carolina,,,Oconee,8085,11173,,,,,,,,,,,,,,,,1,,,,,,2006 Comptroller,,
South Carolina,,,Orangeburg,15665,7713,,,,,,,,,,,,,,,,7,,,,,,2006 Comptroller,,
South Carolina,,,Pickens,9633,17699,,,,,,,,,,,,,,,,9,,,,,,2006 Comptroller,,
South Carolina,,,Richland,56440,32025,,,,,,,,,,,,,,,,38,,,,,,2006 Comptroller,,
South Carolina,,,Saluda,2555,2975,,,,,,,,,,,,,,,,1,,,,,,2006 Comptroller,,
South Carolina,,,Spartanburg,25559,35842,,,,,,,,,,,,,,,,25,,,,,,2006 Comptroller,,
