State,Year,Office,County,D#,R#,Prog.#,S#,SD#,Proh.#,SR#,Am.#,IND#,I1#,I2#,Ref.#,NL#,L#,G#,NA#,UC#,W/I#,D1#,D2#,I#,W/I1#,W/I2#,Year / Office,C#,All.#
South Carolina,1972,US Senate,Charleston,,38060,,,,,,,,,,,,,,,,,22681,,,0,,,,
South Carolina,1972,US Senate,Cherokee,,6591,,,,,,,,,,,,,,,,,3121,,,0,,,,
South Carolina,1972,US Senate,Chester,,4107,,,,,,,,,,,,,,,,,3063,,,0,,,,
South Carolina,1972,US Senate,Chesterfield,,4329,,,,,,,,,,,,,,,,,3903,,,0,,,,
South Carolina,1972,US Senate,Clarendon,,3802,,,,,,,,,,,,,,,,,3502,,,0,,,,
South Carolina,1972,US Senate,Colleton,,5379,,,,,,,,,,,,,,,,,2654,,,0,,,,
South Carolina,1972,US Senate,Darlington,,10207,,,,,,,,,,,,,,,,,5927,,,0,,,,
South Carolina,1972,US Senate,Dillon,,3856,,,,,,,,,,,,,,,,,2031,,,0,,,,
South Carolina,1972,US Senate,Dorchester,,7296,,,,,,,,,,,,,,,,,4462,,,0,,,,
South Carolina,1972,US Senate,Edgefield,,2546,,,,,,,,,,,,,,,,,1605,,,18,,,,
South Carolina,1972,US Senate,Fairfield,,2378,,,,,,,,,,,,,,,,,2844,,,1,,,,
South Carolina,1972,US Senate,Florence,,15034,,,,,,,,,,,,,,,,,9958,,,0,,,,
South Carolina,1972,US Senate,Georgetown,,5400,,,,,,,,,,,,,,,,,5139,,,0,,,,
South Carolina,1972,US Senate,Greenville,,43429,,,,,,,,,,,,,,,,,16217,,,44,,,,
South Carolina,1972,US Senate,Greenwood,,8116,,,,,,,,,,,,,,,,,4779,,,0,,,,
South Carolina,1972,US Senate,Hampton,,2670,,,,,,,,,,,,,,,,,2429,,,0,,,,
South Carolina,1972,US Senate,Horry,,13088,,,,,,,,,,,,,,,,,6473,,,0,,,,
South Carolina,1972,US Senate,Jasper,,1611,,,,,,,,,,,,,,,,,1306,,,0,,,,
South Carolina,1972,US Senate,Kershaw,,7066,,,,,,,,,,,,,,,,,3648,,,93,,,,
South Carolina,1972,US Senate,Lancaster,,7290,,,,,,,,,,,,,,,,,4043,,,0,,,,
South Carolina,1972,US Senate,Laurens,,7515,,,,,,,,,,,,,,,,,3448,,,0,,,,
South Carolina,1972,US Senate,Lee,,2802,,,,,,,,,,,,,,,,,2264,,,0,,,,
South Carolina,1972,US Senate,Lexington,,22839,,,,,,,,,,,,,,,,,6921,,,23,,,,
South Carolina,1972,US Senate,Marion,,4198,,,,,,,,,,,,,,,,,2943,,,0,,,,
South Carolina,1972,US Senate,Marlboro,,3385,,,,,,,,,,,,,,,,,2414,,,0,,,,
South Carolina,1972,US Senate,McCormick,,1185,,,,,,,,,,,,,,,,,977,,,0,,,,
South Carolina,1972,US Senate,Newberry,,6703,,,,,,,,,,,,,,,,,2748,,,0,,,,
South Carolina,1972,US Senate,Oconee,,5717,,,,,,,,,,,,,,,,,2915,,,0,,,,
South Carolina,1972,US Senate,Orangeburg,,11400,,,,,,,,,,,,,,,,,8433,,,0,,,,
South Carolina,1972,US Senate,Pickens,,10523,,,,,,,,,,,,,,,,,3695,,,0,,,,
South Carolina,1972,US Senate,Richland,,36569,,,,,,,,,,,,,,,,,24041,,,0,,,,
South Carolina,1972,US Senate,Saluda,,2843,,,,,,,,,,,,,,,,,1320,,,3,,,,
South Carolina,1972,US Senate,Spartanburg,,27743,,,,,,,,,,,,,,,,,13554,,,0,,,,
South Carolina,1972,US Senate,Sumter,,10003,,,,,,,,,,,,,,,,,6742,,,1,,,,
South Carolina,1972,US Senate,Union,,7396,,,,,,,,,,,,,,,,,3481,,,0,,,,
South Carolina,1972,US Senate,Williamsburg,,5392,,,,,,,,,,,,,,,,,5269,,,0,,,,
South Carolina,1972,US Senate,York,,11305,,,,,,,,,,,,,,,,,9501,,,0,,,,
South Carolina,1974,US Senate,Abbeville,,662,,,,,,,,,,,,,,,,,3714,,75,,,,,
South Carolina,1974,US Senate,Aiken,,6068,,,,,,,,,,,,,,,,,12236,,498,,,,,
South Carolina,1974,US Senate,Allendale,,396,,,,,,,,,,,,,,,,,2062,,26,,,,,
South Carolina,1974,US Senate,Anderson,,4247,,,,,,,,,,,,,,,,,14695,,353,,,,,
South Carolina,1974,US Senate,Bamberg,,803,,,,,,,,,,,,,,,,,2729,,82,,,,,
South Carolina,1974,US Senate,Barnwell,,1071,,,,,,,,,,,,,,,,,3141,,86,,,,,
South Carolina,1974,US Senate,Beaufort,,2157,,,,,,,,,,,,,,,,,5296,,103,,,,,
South Carolina,1974,US Senate,Berkeley,,2810,,,,,,,,,,,,,,,,,7605,,131,,,,,
South Carolina,1974,US Senate,Calhoun,,756,,,,,,,,,,,,,,,,,1651,,30,,,,,
South Carolina,1974,US Senate,Charleston,,13985,,,,,,,,,,,,,,,,,34415,,558,,,,,
South Carolina,1974,US Senate,Cherokee,,1478,,,,,,,,,,,,,,,,,4959,,83,,,,,
South Carolina,1974,US Senate,Chester,,1203,,,,,,,,,,,,,,,,,4288,,60,,,,,
South Carolina,1974,US Senate,Chesterfield,,917,,,,,,,,,,,,,,,,,4372,,199,,,,,
South Carolina,1974,US Senate,Clarendon,,1176,,,,,,,,,,,,,,,,,4147,,56,,,,,
South Carolina,1974,US Senate,Colleton,,1445,,,,,,,,,,,,,,,,,4085,,44,,,,,
South Carolina,1974,US Senate,Darlington,,2927,,,,,,,,,,,,,,,,,7032,,151,,,,,
South Carolina,1974,US Senate,Dillon,,983,,,,,,,,,,,,,,,,,3490,,46,,,,,
South Carolina,1974,US Senate,Dorchester,,2582,,,,,,,,,,,,,,,,,6227,,108,,,,,
South Carolina,1974,US Senate,Edgefield,,667,,,,,,,,,,,,,,,,,2802,,53,,,,,
South Carolina,1974,US Senate,Fairfield,,878,,,,,,,,,,,,,,,,,3066,,31,,,,,
South Carolina,1974,US Senate,Florence,,4696,,,,,,,,,,,,,,,,,14258,,152,,,,,
South Carolina,1974,US Senate,Georgetown,,1701,,,,,,,,,,,,,,,,,5461,,72,,,,,
South Carolina,1974,US Senate,Greenville,,16552,,,,,,,,,,,,,,,,,25174,,2051,,,,,
South Carolina,1974,US Senate,Greenwood,,2772,,,,,,,,,,,,,,,,,8527,,161,,,,,
South Carolina,1974,US Senate,Hampton,,623,,,,,,,,,,,,,,,,,2787,,37,,,,,
South Carolina,1974,US Senate,Horry,,4222,,,,,,,,,,,,,,,,,11359,,170,,,,,
South Carolina,1974,US Senate,Jasper,,324,,,,,,,,,,,,,,,,,1785,,29,,,,,
South Carolina,1974,US Senate,Kershaw,,2817,,,,,,,,,,,,,,,,,5735,,304,,,,,
South Carolina,1974,US Senate,Lancaster,,2083,,,,,,,,,,,,,,,,,6949,,142,,,,,
South Carolina,1974,US Senate,Laurens,,2308,,,,,,,,,,,,,,,,,5108,,199,,,,,
South Carolina,1974,US Senate,Lee,,1483,,,,,,,,,,,,,,,,,3247,,59,,,,,
South Carolina,1974,US Senate,Lexington,,10927,,,,,,,,,,,,,,,,,13575,,628,,,,,
South Carolina,1974,US Senate,Marion,,928,,,,,,,,,,,,,,,,,4187,,47,,,,,
South Carolina,1974,US Senate,Marlboro,,841,,,,,,,,,,,,,,,,,3388,,63,,,,,
South Carolina,1974,US Senate,McCormick,,231,,,,,,,,,,,,,,,,,1612,,29,,,,,
South Carolina,1974,US Senate,Newberry,,2066,,,,,,,,,,,,,,,,,5222,,163,,,,,
South Carolina,1974,US Senate,Oconee,,1597,,,,,,,,,,,,,,,,,5566,,149,,,,,
South Carolina,1974,US Senate,Orangeburg,,4306,,,,,,,,,,,,,,,,,11001,,161,,,,,
South Carolina,1974,US Senate,Pickens,,3886,,,,,,,,,,,,,,,,,5699,,281,,,,,
South Carolina,1974,US Senate,Richland,,16204,,,,,,,,,,,,,,,,,31712,,702,,,,,
South Carolina,1974,US Senate,Saluda,,1033,,,,,,,,,,,,,,,,,2391,,110,,,,,
South Carolina,1974,US Senate,Spartanburg,,8468,,,,,,,,,,,,,,,,,18866,,530,,,,,
South Carolina,1974,US Senate,Sumter,,2923,,,,,,,,,,,,,,,,,7460,,171,,,,,
South Carolina,1974,US Senate,Union,,1395,,,,,,,,,,,,,,,,,5077,,99,,,,,
South Carolina,1974,US Senate,Williamsburg,,1798,,,,,,,,,,,,,,,,,7174,,82,,,,,
South Carolina,1974,US Senate,York,,3254,,,,,,,,,,,,,,,,,9775,,260,,,,,
South Carolina,1978,US Senate,Abbeville,,3041,,,,,,,,,,,,,,,,,1950,,,0,0,,,
South Carolina,1978,US Senate,Aiken,,14659,,,,,,,,,,,,,,,,,9072,,,3,12,,,
South Carolina,1978,US Senate,Allendale,,1424,,,,,,,,,,,,,,,,,1443,,,0,0,,,
South Carolina,1978,US Senate,Anderson,,12259,,,,,,,,,,,,,,,,,10195,,,0,0,,,
South Carolina,1978,US Senate,Bamberg,,2209,,,,,,,,,,,,,,,,,1642,,,0,0,,,
South Carolina,1978,US Senate,Barnwell,,2726,,,,,,,,,,,,,,,,,1766,,,0,0,,,
South Carolina,1978,US Senate,Beaufort,,6254,,,,,,,,,,,,,,,,,5031,,,3,0,,,
South Carolina,1978,US Senate,Berkeley,,7955,,,,,,,,,,,,,,,,,7341,,,0,0,,,
South Carolina,1978,US Senate,Calhoun,,1705,,,,,,,,,,,,,,,,,1466,,,0,0,,,
South Carolina,1978,US Senate,Charleston,,30083,,,,,,,,,,,,,,,,,28151,,,6,2,,,
South Carolina,1978,US Senate,Cherokee,,4646,,,,,,,,,,,,,,,,,3179,,,0,0,,,
South Carolina,1978,US Senate,Chester,,3315,,,,,,,,,,,,,,,,,2330,,,0,0,,,
South Carolina,1978,US Senate,Chesterfield,,3503,,,,,,,,,,,,,,,,,3332,,,0,0,,,
South Carolina,1978,US Senate,Clarendon,,3089,,,,,,,,,,,,,,,,,3370,,,0,0,,,
South Carolina,1978,US Senate,Colleton,,4093,,,,,,,,,,,,,,,,,3452,,,0,0,,,
South Carolina,1978,US Senate,Darlington,,6830,,,,,,,,,,,,,,,,,5943,,,0,0,,,
South Carolina,1978,US Senate,Dillon,,3193,,,,,,,,,,,,,,,,,2367,,,0,0,,,
South Carolina,1978,US Senate,Dorchester,,6336,,,,,,,,,,,,,,,,,5456,,,0,0,,,
South Carolina,1978,US Senate,Edgefield,,2351,,,,,,,,,,,,,,,,,1902,,,1,45,,,
South Carolina,1978,US Senate,Fairfield,,2008,,,,,,,,,,,,,,,,,2781,,,0,0,,,
South Carolina,1978,US Senate,Florence,,12558,,,,,,,,,,,,,,,,,11032,,,9,0,,,
South Carolina,1978,US Senate,Georgetown,,4273,,,,,,,,,,,,,,,,,5029,,,0,0,,,
South Carolina,1978,US Senate,Greenville,,35574,,,,,,,,,,,,,,,,,24851,,,92,7,,,
South Carolina,1978,US Senate,Greenwood,,7010,,,,,,,,,,,,,,,,,5087,,,0,0,,,
South Carolina,1978,US Senate,Hampton,,2201,,,,,,,,,,,,,,,,,2131,,,1,0,,,
South Carolina,1978,US Senate,Horry,,9891,,,,,,,,,,,,,,,,,6675,,,5,0,,,
South Carolina,1978,US Senate,Jasper,,1236,,,,,,,,,,,,,,,,,1689,,,0,0,,,
South Carolina,1978,US Senate,Kershaw,,5976,,,,,,,,,,,,,,,,,3911,,,0,0,,,
South Carolina,1978,US Senate,Lancaster,,5995,,,,,,,,,,,,,,,,,4108,,,0,0,,,
South Carolina,1978,US Senate,Laurens,,6157,,,,,,,,,,,,,,,,,4005,,,1,0,,,
South Carolina,1978,US Senate,Lee,,2849,,,,,,,,,,,,,,,,,2596,,,0,0,,,
South Carolina,1978,US Senate,Lexington,,21848,,,,,,,,,,,,,,,,,9165,,,7,12,,,
South Carolina,1978,US Senate,Marion,,2732,,,,,,,,,,,,,,,,,3197,,,0,0,,,
South Carolina,1978,US Senate,Marlboro,,2493,,,,,,,,,,,,,,,,,3030,,,3,0,,,
South Carolina,1978,US Senate,McCormick,,893,,,,,,,,,,,,,,,,,1032,,,0,0,,,
South Carolina,1978,US Senate,Newberry,,5285,,,,,,,,,,,,,,,,,2740,,,6,0,,,
South Carolina,1978,US Senate,Oconee,,4651,,,,,,,,,,,,,,,,,4242,,,1,2,,,
South Carolina,1978,US Senate,Orangeburg,,9221,,,,,,,,,,,,,,,,,10713,,,0,0,,,
South Carolina,1978,US Senate,Pickens,,7159,,,,,,,,,,,,,,,,,4874,,,0,0,,,
South Carolina,1978,US Senate,Richland,,31443,,,,,,,,,,,,,,,,,29297,,,9,6,,,
South Carolina,1978,US Senate,Saluda,,2532,,,,,,,,,,,,,,,,,1270,,,4,5,,,
South Carolina,1978,US Senate,Spartanburg,,23276,,,,,,,,,,,,,,,,,15718,,,5,2,,,
South Carolina,1978,US Senate,Sumter,,8201,,,,,,,,,,,,,,,,,7336,,,4,1,,,
South Carolina,1978,US Senate,Union,,4654,,,,,,,,,,,,,,,,,2798,,,3,0,,,
South Carolina,1978,US Senate,Williamsburg,,4352,,,,,,,,,,,,,,,,,5205,,,0,0,,,
South Carolina,1978,US Senate,York,,7594,,,,,,,,,,,,,,,,,7219,,,0,0,,,
South Carolina,1980,US Senate,Abbeville,,1206,,,,,,,,,,,,,,,,,5020,,,0,,,,
South Carolina,1980,US Senate,Aiken,,12322,,,,,,,,,,,,,,,,,21858,,,0,,,,
South Carolina,1980,US Senate,Allendale,,594,,,,,,,,,,,,,,,,,3185,,,0,,,,
South Carolina,1980,US Senate,Anderson,,10244,,,,,,,,,,,,,,,,,23468,,,0,,,,
South Carolina,1980,US Senate,Bamberg,,946,,,,,,,,,,,,,,,,,4240,,,0,,,,
South Carolina,1980,US Senate,Barnwell,,1567,,,,,,,,,,,,,,,,,4889,,,0,,,,
South Carolina,1980,US Senate,Beaufort,,6322,,,,,,,,,,,,,,,,,10024,,,0,,,,
South Carolina,1980,US Senate,Berkeley,,7633,,,,,,,,,,,,,,,,,14966,,,0,,,,
South Carolina,1980,US Senate,Calhoun,,1047,,,,,,,,,,,,,,,,,2683,,,1,,,,
South Carolina,1980,US Senate,Charleston,,33091,,,,,,,,,,,,,,,,,45540,,,4,,,,
South Carolina,1980,US Senate,Cherokee,,2140,,,,,,,,,,,,,,,,,9908,,,0,,,,
South Carolina,1980,US Senate,Chester,,1276,,,,,,,,,,,,,,,,,6910,,,0,,,,
South Carolina,1980,US Senate,Chesterfield,,1451,,,,,,,,,,,,,,,,,8296,,,11,,,,
South Carolina,1980,US Senate,Clarendon,,2088,,,,,,,,,,,,,,,,,7886,,,0,,,,
South Carolina,1980,US Senate,Colleton,,2618,,,,,,,,,,,,,,,,,7624,,,0,,,,
South Carolina,1980,US Senate,Darlington,,3974,,,,,,,,,,,,,,,,,12340,,,0,,,,
South Carolina,1980,US Senate,Dillon,,1288,,,,,,,,,,,,,,,,,6035,,,0,,,,
South Carolina,1980,US Senate,Dorchester,,6063,,,,,,,,,,,,,,,,,11933,,,0,,,,
South Carolina,1980,US Senate,Edgefield,,1294,,,,,,,,,,,,,,,,,4235,,,0,,,,
South Carolina,1980,US Senate,Fairfield,,903,,,,,,,,,,,,,,,,,5228,,,0,,,,
South Carolina,1980,US Senate,Florence,,7656,,,,,,,,,,,,,,,,,23990,,,0,,,,
South Carolina,1980,US Senate,Georgetown,,2220,,,,,,,,,,,,,,,,,10228,,,0,,,,
South Carolina,1980,US Senate,Greenville,,27783,,,,,,,,,,,,,,,,,52614,,,50,,,,
South Carolina,1980,US Senate,Greenwood,,4338,,,,,,,,,,,,,,,,,12209,,,0,,,,
South Carolina,1980,US Senate,Hampton,,1072,,,,,,,,,,,,,,,,,5236,,,2,,,,
South Carolina,1980,US Senate,Horry,,7747,,,,,,,,,,,,,,,,,20130,,,1,,,,
South Carolina,1980,US Senate,Jasper,,930,,,,,,,,,,,,,,,,,3780,,,0,,,,
South Carolina,1980,US Senate,Kershaw,,3656,,,,,,,,,,,,,,,,,8763,,,0,,,,
South Carolina,1980,US Senate,Lancaster,,2206,,,,,,,,,,,,,,,,,12460,,,0,,,,
South Carolina,1980,US Senate,Laurens,,2979,,,,,,,,,,,,,,,,,10660,,,0,,,,
South Carolina,1980,US Senate,Lee,,1597,,,,,,,,,,,,,,,,,5740,,,0,,,,
South Carolina,1980,US Senate,Lexington,,16879,,,,,,,,,,,,,,,,,24315,,,2,,,,
South Carolina,1980,US Senate,Marion,,1289,,,,,,,,,,,,,,,,,6814,,,0,,,,
South Carolina,1980,US Senate,Marlboro,,981,,,,,,,,,,,,,,,,,6494,,,0,,,,
South Carolina,1980,US Senate,McCormick,,393,,,,,,,,,,,,,,,,,2111,,,0,,,,
South Carolina,1980,US Senate,Newberry,,3186,,,,,,,,,,,,,,,,,7143,,,2,,,,
South Carolina,1980,US Senate,Oconee,,3537,,,,,,,,,,,,,,,,,9576,,,0,,,,
South Carolina,1980,US Senate,Orangeburg,,5965,,,,,,,,,,,,,,,,,20940,,,0,,,,
South Carolina,1980,US Senate,Pickens,,6717,,,,,,,,,,,,,,,,,11711,,,0,,,,
South Carolina,1980,US Senate,Richland,,22845,,,,,,,,,,,,,,,,,51952,,,8,,,,
South Carolina,1980,US Senate,Saluda,,1382,,,,,,,,,,,,,,,,,3605,,,0,,,,
South Carolina,1980,US Senate,Spartanburg,,19293,,,,,,,,,,,,,,,,,37003,,,4,,,,
South Carolina,1980,US Senate,Sumter,,4451,,,,,,,,,,,,,,,,,11619,,,0,,,,
South Carolina,1980,US Senate,Union,,1506,,,,,,,,,,,,,,,,,8735,,,1,,,,
South Carolina,1980,US Senate,Williamsburg,,2415,,,,,,,,,,,,,,,,,10096,,,6,,,,
South Carolina,1980,US Senate,York,,6856,,,,,,,,,,,,,,,,,18364,,,2,,,,
South Carolina,1984,US Senate,Abbeville,,4056,,,,,,,,,,,,63,,,,,2440,,,,,,,
South Carolina,1984,US Senate,Aiken,,27529,,,,,,,,,,,,474,,,,,9032,,,,,,,
South Carolina,1984,US Senate,Allendale,,1791,,,,,,,,,,,,36,,,,,1620,,,,,,,
South Carolina,1984,US Senate,Anderson,,23911,,,,,,,,,,,,439,,,,,9939,,,,,,,
South Carolina,1984,US Senate,Bamberg,,3155,,,,,,,,,,,,56,,,,,2288,,,,,,,
South Carolina,1984,US Senate,Barnwell,,4590,,,,,,,,,,,,40,,,,,2323,,,,,,,
South Carolina,1984,US Senate,Beaufort,,14482,,,,,,,,,,,,246,,,,,5620,,,,,,,
South Carolina,1984,US Senate,Berkeley,,18388,,,,,,,,,,,,178,,,,,8294,,,,,,,
South Carolina,1984,US Senate,Calhoun,,2865,,,,,,,,,,,,45,,,,,1539,,,,,,,
South Carolina,1984,US Senate,Charleston,,56973,,,,,,,,,,,,1962,,,,,27339,,,,,,,
South Carolina,1984,US Senate,Cherokee,,8749,,,,,,,,,,,,120,,,,,3457,,,,,,,
South Carolina,1984,US Senate,Chester,,4864,,,,,,,,,,,,100,,,,,3243,,,,,,,
South Carolina,1984,US Senate,Chesterfield,,5956,,,,,,,,,,,,86,,,,,3735,,,,,,,
South Carolina,1984,US Senate,Clarendon,,5500,,,,,,,,,,,,104,,,,,4767,,,,,,,
South Carolina,1984,US Senate,Colleton,,6818,,,,,,,,,,,,58,,,,,4097,,,,,,,
South Carolina,1984,US Senate,Darlington,,10644,,,,,,,,,,,,365,,,,,6351,,,,,,,
South Carolina,1984,US Senate,Dillon,,4716,,,,,,,,,,,,80,,,,,2844,,,,,,,
South Carolina,1984,US Senate,Dorchester,,15574,,,,,,,,,,,,148,,,,,6125,,,,,,,
South Carolina,1984,US Senate,Edgefield,,3438,,,,,,,,,,,,49,,,,,2682,,,,,,,
South Carolina,1984,US Senate,Fairfield,,3487,,,,,,,,,,,,67,,,,,3508,,,,,,,
South Carolina,1984,US Senate,Florence,,22087,,,,,,,,,,,,355,,,,,13839,,,,,,,
South Carolina,1984,US Senate,Georgetown,,7716,,,,,,,,,,,,218,,,,,5934,,,,,,,
South Carolina,1984,US Senate,Greenville,,67889,,,,,,,,,,,,1384,,,,,22525,,,,,,,
South Carolina,1984,US Senate,Greenwood,,11078,,,,,,,,,,,,227,,,,,5365,,,,,,,
South Carolina,1984,US Senate,Hampton,,3689,,,,,,,,,,,,55,,,,,3183,,,,,,,
South Carolina,1984,US Senate,Horry,,23943,,,,,,,,,,,,332,,,,,8456,,,,,,,
South Carolina,1984,US Senate,Jasper,,3279,,,,,,,,,,,,66,,,,,3117,,,,,,,
South Carolina,1984,US Senate,Kershaw,,9586,,,,,,,,,,,,203,,,,,3831,,,,,,,
South Carolina,1984,US Senate,Lancaster,,10819,,,,,,,,,,,,132,,,,,4838,,,,,,,
South Carolina,1984,US Senate,Laurens,,10005,,,,,,,,,,,,106,,,,,4406,,,,,,,
South Carolina,1984,US Senate,Lee,,3810,,,,,,,,,,,,81,,,,,3389,,,,,,,
South Carolina,1984,US Senate,Lexington,,40906,,,,,,,,,,,,746,,,,,7433,,,,,,,
South Carolina,1984,US Senate,Marion,,4853,,,,,,,,,,,,45,,,,,3865,,,,,,,
South Carolina,1984,US Senate,Marlboro,,4324,,,,,,,,,,,,60,,,,,3076,,,,,,,
South Carolina,1984,US Senate,McCormick,,1386,,,,,,,,,,,,19,,,,,1175,,,,,,,
South Carolina,1984,US Senate,Newberry,,7481,,,,,,,,,,,,79,,,,,3289,,,,,,,
South Carolina,1984,US Senate,Oconee,,9380,,,,,,,,,,,,235,,,,,3292,,,,,,,
South Carolina,1984,US Senate,Orangeburg,,14517,,,,,,,,,,,,208,,,,,14476,,,,,,,
South Carolina,1984,US Senate,Pickens,,15991,,,,,,,,,,,,305,,,,,4018,,,,,,,
South Carolina,1984,US Senate,Richland,,51918,,,,,,,,,,,,1703,,,,,29867,,,,,,,
South Carolina,1984,US Senate,Saluda,,3628,,,,,,,,,,,,52,,,,,1467,,,,,,,
South Carolina,1984,US Senate,Spartanburg,,41488,,,,,,,,,,,,1640,,,,,17423,,,,,,,
South Carolina,1984,US Senate,Sumter,,13218,,,,,,,,,,,,172,,,,,8953,,,,,,,
South Carolina,1984,US Senate,Union,,6770,,,,,,,,,,,,87,,,,,3445,,,,,,,
South Carolina,1984,US Senate,Williamsburg,,6805,,,,,,,,,,,,59,,,,,6301,,,,,,,
South Carolina,1984,US Senate,York,,20762,,,,,,,,,,,,373,,,,,8776,,,,,,,
South Carolina,1986,US Senate,Abbeville,,1250,,,,,,17,,,,,,28,,,,,4075,,,0,,,,
South Carolina,1986,US Senate,Aiken,,11066,,,,,,104,,,,,,153,,,,,13195,,,19,,,,
South Carolina,1986,US Senate,Allendale,,578,,,,,,19,,,,,,21,,,,,2358,,,0,,,,
South Carolina,1986,US Senate,Anderson,,10753,,,,,,159,,,,,,128,,,,,17481,,,0,,,,
South Carolina,1986,US Senate,Bamberg,,931,,,,,,13,,,,,,9,,,,,2851,,,0,,,,
South Carolina,1986,US Senate,Barnwell,,1817,,,,,,30,,,,,,26,,,,,3715,,,0,,,,
South Carolina,1986,US Senate,Beaufort,,6980,,,,,,363,,,,,,103,,,,,7838,,,0,,,,
South Carolina,1986,US Senate,Berkeley,,6725,,,,,,134,,,,,,263,,,,,11196,,,0,,,,
South Carolina,1986,US Senate,Calhoun,,1262,,,,,,10,,,,,,10,,,,,2325,,,0,,,,
South Carolina,1986,US Senate,Charleston,,20738,,,,,,556,,,,,,629,,,,,36667,,,0,,,,
South Carolina,1986,US Senate,Cherokee,,2999,,,,,,59,,,,,,67,,,,,8848,,,12,,,,
South Carolina,1986,US Senate,Chester,,1626,,,,,,27,,,,,,26,,,,,4600,,,0,,,,
South Carolina,1986,US Senate,Chesterfield,,1800,,,,,,21,,,,,,29,,,,,5459,,,1,,,,
South Carolina,1986,US Senate,Clarendon,,2047,,,,,,75,,,,,,23,,,,,5778,,,0,,,,
South Carolina,1986,US Senate,Colleton,,2580,,,,,,34,,,,,,90,,,,,5064,,,0,,,,
South Carolina,1986,US Senate,Darlington,,3873,,,,,,110,,,,,,90,,,,,8394,,,0,,,,
South Carolina,1986,US Senate,Dillon,,1194,,,,,,32,,,,,,35,,,,,4579,,,0,,,,
South Carolina,1986,US Senate,Dorchester,,5921,,,,,,75,,,,,,168,,,,,9082,,,3,,,,
South Carolina,1986,US Senate,Edgefield,,1446,,,,,,20,,,,,,22,,,,,3115,,,0,,,,
South Carolina,1986,US Senate,Fairfield,,1349,,,,,,22,,,,,,75,,,,,4575,,,0,,,,
South Carolina,1986,US Senate,Florence,,8015,,,,,,82,,,,,,112,,,,,17119,,,3,,,,
South Carolina,1986,US Senate,Georgetown,,2924,,,,,,69,,,,,,56,,,,,6958,,,14,,,,
South Carolina,1986,US Senate,Greenville,,31212,,,,,,381,,,,,,309,,,,,41354,,,67,,,,
South Carolina,1986,US Senate,Greenwood,,4141,,,,,,65,,,,,,169,,,,,7554,,,4,,,,
South Carolina,1986,US Senate,Hampton,,1155,,,,,,19,,,,,,29,,,,,3927,,,1,,,,
South Carolina,1986,US Senate,Horry,,9181,,,,,,109,,,,,,161,,,,,18239,,,0,,,,
South Carolina,1986,US Senate,Jasper,,1387,,,,,,31,,,,,,45,,,,,3866,,,0,,,,
South Carolina,1986,US Senate,Kershaw,,4353,,,,,,45,,,,,,69,,,,,6379,,,19,,,,
South Carolina,1986,US Senate,Lancaster,,3262,,,,,,39,,,,,,56,,,,,8669,,,0,,,,
South Carolina,1986,US Senate,Laurens,,3469,,,,,,39,,,,,,50,,,,,7685,,,0,,,,
South Carolina,1986,US Senate,Lee,,1551,,,,,,21,,,,,,23,,,,,3776,,,0,,,,
South Carolina,1986,US Senate,Lexington,,20311,,,,,,151,,,,,,267,,,,,19362,,,3,,,,
South Carolina,1986,US Senate,Marion,,1374,,,,,,6,,,,,,10,,,,,5491,,,0,,,,
South Carolina,1986,US Senate,Marlboro,,1027,,,,,,27,,,,,,26,,,,,5404,,,1,,,,
South Carolina,1986,US Senate,McCormick,,357,,,,,,31,,,,,,30,,,,,1515,,,0,,,,
South Carolina,1986,US Senate,Newberry,,2823,,,,,,29,,,,,,22,,,,,5264,,,1,,,,
South Carolina,1986,US Senate,Oconee,,3772,,,,,,58,,,,,,72,,,,,6835,,,9,,,,
South Carolina,1986,US Senate,Orangeburg,,7182,,,,,,58,,,,,,80,,,,,16171,,,0,,,,
South Carolina,1986,US Senate,Pickens,,7032,,,,,,63,,,,,,90,,,,,8913,,,5,,,,
South Carolina,1986,US Senate,Richland,,24285,,,,,,493,,,,,,476,,,,,41331,,,5,,,,
South Carolina,1986,US Senate,Saluda,,1404,,,,,,15,,,,,,18,,,,,2730,,,0,,,,
South Carolina,1986,US Senate,Spartanburg,,16887,,,,,,559,,,,,,392,,,,,28666,,,1,,,,
South Carolina,1986,US Senate,Sumter,,6344,,,,,,161,,,,,,96,,,,,10617,,,31,,,,
South Carolina,1986,US Senate,Union,,2303,,,,,,38,,,,,,31,,,,,6153,,,0,,,,
South Carolina,1986,US Senate,Williamsburg,,2552,,,,,,47,,,,,,23,,,,,7538,,,0,,,,
South Carolina,1986,US Senate,York,,7738,,,,,,72,,,,,,81,,,,,12800,,,0,,,,
South Carolina,1990,US Senate,Abbeville,,3247,,,,,,43,,,,,,53,,,,,2160,,,0,,,,
South Carolina,1990,US Senate,Aiken,,17885,,,,,,338,,,,,,1180,,,,,8038,,,52,,,,
South Carolina,1990,US Senate,Allendale,,1118,,,,,,27,,,,,,28,,,,,1232,,,0,,,,
South Carolina,1990,US Senate,Anderson,,20903,,,,,,457,,,,,,644,,,,,9358,,,12,,,,
South Carolina,1990,US Senate,Bamberg,,2193,,,,,,56,,,,,,32,,,,,1724,,,0,,,,
South Carolina,1990,US Senate,Barnwell,,3041,,,,,,63,,,,,,39,,,,,1456,,,0,,,,
