County,Town,1876PVI,1880PVI,1884PVI,1888PVI,1892PVI,1896PVI,1900PVI,1904PVI,1908PVI,1912PVI,1916PVI,1920PVI,1924PVI,1928PVI,1932PVI,1936PVI,1940PVI,1944PVI,1948PVI,1952PVI,1956PVI,1960PVI,1964PVI,1968PVI,1972PVI,1976PVI,1980PVI,1984PVI,1988PVI,1992PVI,1996PVI,2000PVI,2004PVI,2008PVI,2012PVI,2016PVI
*Arizona,,,,,,,,,,,,D+11.58,D+09.20,D+09.86,D+06.28,D+05.34,D+09.64,D+09.26,D+07.01,D+03.97,R+00.08,R+03.10,R+04.49,R+08.76,R+11.22,R+07.90,R+07.43,R+11.29,R+10.43,R+07.39,R+05.80,R+04.13,R+03.53,R+03.79,R+06.02,R+07.29,R+04.79
Apache,,,,,,,,,,,,,D+13.73,D+11.83,D+09.76,D+05.41,D+06.69,D+11.48,D+11.11,D+08.62,D+01.90,R+04.85,R+03.67,R+05.37,R+07.05,D+02.32,D+12.23,D+04.71,D+05.18,D+16.00,D+17.00,D+17.52,D+17.95,D+17.38,D+13.48,D+13.07,D+15.95
Cochise,,,,,,,,,,,,,D+11.60,D+11.47,D+07.49,D+07.71,D+15.62,D+17.74,D+15.96,D+11.40,D+05.61,D+01.64,D+00.48,R+03.77,R+05.17,R+03.71,R+03.48,R+06.46,R+06.98,R+03.54,R+02.90,R+04.11,R+06.84,R+08.46,R+11.61,R+13.75,R+13.05
Coconino,,,,,,,,,,,,,D+04.19,D+03.19,D+02.54,D+05.50,D+09.26,D+06.57,D+04.04,D+00.95,R+02.92,R+05.89,R+05.22,R+09.07,R+14.51,R+08.31,R+03.03,R+07.57,R+05.72,R+00.25,D+02.55,D+04.83,D+04.30,D+05.53,D+06.33,D+05.47,D+07.72
Gila,,,,,,,,,,,,,D+15.01,D+13.01,D+11.80,D+10.11,D+12.88,D+13.31,D+13.64,D+14.58,D+13.49,D+09.30,D+07.19,D+05.65,D+05.52,D+06.26,D+04.73,D+00.26,R+00.82,D+01.97,D+02.39,D+02.88,R+01.04,R+06.55,R+13.16,R+16.70,R+16.82
Graham,,,,,,,,,,,,,D+21.39,D+22.00,D+20.62,D+18.11,D+21.13,D+19.69,D+15.85,D+12.63,D+08.54,D+02.38,R+02.62,R+07.31,R+08.59,R+05.48,R+04.77,R+06.63,R+05.76,R+04.99,R+07.37,R+07.54,R+10.45,R+16.64,R+21.57,R+22.69,R+21.52
Greenlee,,,,,,,,,,,,,D+18.37,D+25.09,D+23.63,D+18.94,D+23.20,D+23.94,D+20.83,D+20.85,D+23.51,D+21.10,D+19.01,D+16.08,D+16.48,D+17.96,D+13.52,D+12.13,D+11.85,D+09.20,D+03.75,D+02.96,R+00.94,R+09.25,R+12.16,R+10.01,R+10.67
La Paz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R+05.57,R+02.98,R+02.16,R+06.59,R+10.54,R+15.02,R+18.29,R+20.62
Maricopa,,,,,,,,,,,,,D+06.53,D+09.62,D+04.03,D+01.40,D+06.97,D+06.71,D+04.23,D+01.42,R+02.48,R+05.21,R+07.39,R+12.41,R+15.04,R+12.48,R+12.68,R+16.19,R+15.37,R+12.65,R+10.51,R+07.75,R+05.96,R+05.89,R+07.58,R+08.23,R+05.03
Mohave,,,,,,,,,,,,,D+10.88,D+05.14,D+01.21,D+07.23,D+14.41,D+10.11,D+05.63,D+03.65,R+01.39,R+05.01,R+04.61,R+07.71,R+09.76,R+10.22,R+07.73,R+11.72,R+14.68,R+10.16,R+06.87,R+05.48,R+07.62,R+10.75,R+16.70,R+21.98,R+25.80
Navajo,,,,,,,,,,,,,D+14.74,D+08.60,D+04.12,D+06.12,D+10.12,D+11.69,D+10.27,D+07.89,D+02.49,R+04.99,R+07.75,R+09.61,R+11.26,R+06.25,R+00.51,R+05.87,R+06.03,D+00.44,D+02.28,D+03.85,D+01.00,R+02.04,R+06.10,R+07.78,R+06.31
Pima,,,,,,,,,,,,,R+00.75,D+06.62,D+04.51,D+03.38,D+04.74,D+04.57,D+02.76,R+00.29,R+03.03,R+04.77,R+03.72,R+05.23,R+06.41,D+00.11,D+01.08,R+03.44,R+01.05,D+02.35,D+03.28,D+02.90,D+03.12,D+04.12,D+01.82,D+00.47,D+03.87
Pinal,,,,,,,,,,,,,D+08.56,D+11.42,D+09.21,D+11.00,D+14.21,D+12.80,D+10.70,D+08.36,D+06.10,D+03.77,D+03.67,D+00.11,R+00.17,D+00.86,D+00.77,D+00.19,R+00.25,D+01.57,D+02.75,D+04.42,D+02.22,R+03.60,R+08.67,R+10.66,R+10.88
Santa Cruz,,,,,,,,,,,,,D+04.88,D+14.11,D+14.46,D+11.39,D+10.17,D+06.81,D+08.15,D+07.60,D+02.38,R+00.88,D+04.01,D+02.37,R+03.31,D+03.29,D+03.42,R+01.20,R+01.34,D+00.83,R+02.55,D+03.29,D+12.96,D+10.83,D+11.50,D+14.63,D+20.53
Yavapai,,,,,,,,,,,,,D+06.66,D+03.15,D+02.54,D+06.24,D+09.70,D+06.91,D+03.81,D+00.10,R+05.23,R+08.44,R+09.58,R+15.01,R+17.94,R+15.43,R+13.82,R+16.72,R+16.22,R+12.37,R+10.73,R+11.11,R+12.69,R+11.65,R+13.29,R+16.78,R+17.66
Yuma,,,,,,,,,,,,,D+09.52,D+05.66,D+02.26,D+07.55,D+15.55,D+14.63,D+12.79,D+12.59,D+08.61,D+06.74,D+07.08,R+01.20,R+05.35,R+04.49,R+04.98,R+09.29,R+11.37,R+07.41,R+06.08,R+06.29,R+06.53,R+06.83,R+08.73,R+09.51,R+05.02
*Arkansas,,,,,,,,,,,,D+13.28,D+21.03,D+28.45,D+26.09,D+23.56,D+23.71,D+21.82,D+20.17,D+19.28,D+16.89,D+11.34,D+07.43,R+00.62,R+02.57,R+03.76,D+03.31,D+09.48,D+01.46,R+02.67,D+01.62,D+05.58,D+00.77,R+03.38,R+08.78,R+13.99,R+14.76
Arkansas,,,,,,,,,,,,,D+12.97,D+19.73,D+22.03,D+21.86,D+24.59,D+21.99,D+14.79,D+13.49,D+11.68,D+05.97,D+07.29,R+03.90,R+06.12,R+04.44,D+03.16,D+14.75,D+04.95,R+01.94,D+04.17,D+12.57,D+05.01,R+03.88,R+09.44,R+14.26,R+15.40
Ashley,,,,,,,,,,,,,D+26.64,D+30.47,D+27.69,D+28.34,D+32.53,D+33.50,D+35.25,D+36.30,D+33.48,D+28.59,D+24.44,D+01.50,R+04.60,R+03.18,R+01.47,D+10.34,D+02.62,D+01.21,D+10.57,D+13.90,D+07.34,R+00.38,R+10.50,R+16.57,R+17.49
Baxter,,,,,,,,,,,,,D+22.89,D+28.24,D+24.46,D+20.40,D+15.00,D+06.80,D+06.57,D+09.27,D+09.80,D+04.48,R+01.02,R+03.76,R+07.56,R+11.48,R+05.70,R+06.58,R+11.51,R+10.85,R+04.19,R+01.74,R+07.53,R+09.69,R+14.84,R+22.25,R+26.77
Benton,,,,,,,,,,,,,D+21.27,D+23.26,D+11.85,D+08.18,D+06.13,R+01.44,R+03.46,R+03.38,R+06.46,R+09.62,R+12.09,R+15.60,R+14.40,R+16.22,R+10.16,R+07.87,R+14.76,R+17.96,R+14.46,R+11.72,R+14.92,R+17.52,R+20.14,R+22.51,R+21.14
Boone,,,,,,,,,,,,,D+22.80,D+25.61,D+17.79,D+15.66,D+13.47,D+12.13,D+12.40,D+11.57,D+08.22,D+02.91,R+00.01,R+04.76,R+08.88,R+13.09,R+03.14,D+01.10,R+07.78,R+11.35,R+07.42,R+04.76,R+11.04,R+16.24,R+20.37,R+25.42,R+29.26
Bradley,,,,,,,,,,,,,D+29.45,D+32.97,D+34.88,D+35.31,D+34.25,D+36.30,D+38.30,D+36.10,D+31.82,D+27.81,D+26.88,D+10.21,D+04.09,D+03.26,D+08.22,D+22.84,D+13.13,D+05.11,D+08.98,D+13.76,D+09.16,D+03.74,R+03.76,R+11.30,R+12.40
Calhoun,,,,,,,,,,,,,D+29.03,D+38.18,D+38.58,D+34.79,D+34.87,D+36.67,D+37.13,D+38.23,D+40.29,D+35.39,D+30.91,D+14.74,D+10.47,D+09.01,D+13.13,D+23.07,D+08.94,R+00.69,D+00.61,D+06.53,D+03.32,R+05.21,R+14.57,R+21.20,R+21.40
Carroll,,,,,,,,,,,,,D+10.87,D+19.33,D+15.09,D+10.15,D+08.01,D+02.99,D+03.21,D+03.22,R+02.31,R+04.97,R+08.71,R+14.71,R+14.41,R+13.13,R+01.79,D+01.40,R+06.74,R+09.66,R+05.66,R+04.17,R+08.74,R+09.76,R+10.77,R+13.67,R+16.22
Chicot,,,,,,,,,,,,,D+15.65,D+31.05,D+31.10,D+31.89,D+33.37,D+33.60,D+33.61,D+30.73,D+26.43,D+24.56,D+20.51,D+06.52,D+11.86,D+10.57,D+07.58,D+17.66,D+16.37,D+13.40,D+15.17,D+20.09,D+16.92,D+14.37,D+09.97,D+07.32,D+08.03
Clark,,,,,,,,,,,,,D+23.16,D+30.21,D+31.13,D+30.26,D+31.88,D+30.09,D+26.74,D+25.78,D+24.48,D+17.89,D+18.62,D+14.03,D+10.09,D+07.15,D+14.45,D+25.92,D+18.05,D+11.81,D+14.50,D+16.91,D+10.84,D+05.43,D+00.13,R+05.42,R+05.61
Clay,,,,,,,,,,,,,D+16.28,D+19.79,D+17.12,D+17.83,D+15.07,D+06.80,D+05.41,D+10.85,D+12.63,D+11.61,D+04.29,R+03.21,R+03.99,R+08.18,D+08.15,D+17.76,D+08.66,D+07.53,D+15.27,D+19.12,D+13.90,D+08.09,R+02.86,R+14.05,R+21.99
Cleburne,,,,,,,,,,,,,D+24.01,D+29.62,D+27.19,D+24.53,D+20.67,D+12.49,D+09.65,D+15.09,D+16.80,D+10.02,D+06.99,D+04.85,D+02.75,R+03.50,D+08.86,D+14.16,R+00.09,R+05.31,R+00.01,D+02.28,R+04.57,R+09.17,R+18.27,R+27.73,R+30.87
Cleveland,,,,,,,,,,,,,D+29.15,D+35.00,D+30.54,D+26.41,D+34.21,D+36.51,D+36.09,D+34.96,D+32.50,D+29.32,D+30.75,D+10.76,R+01.06,R+01.33,D+08.75,D+22.38,D+10.24,D+02.90,D+06.06,D+09.12,D+02.24,R+05.69,R+16.71,R+25.90,R+26.81
Columbia,,,,,,,,,,,,,D+28.49,D+39.71,D+38.88,D+35.11,D+35.82,D+36.52,D+34.77,D+33.76,D+27.88,D+15.77,D+06.55,R+07.18,R+03.98,R+01.95,R+04.75,D+01.20,R+01.83,R+05.96,R+02.21,D+03.17,R+01.14,R+06.45,R+11.47,R+14.92,R+14.25
Conway,,,,,,,,,,,,,D+14.43,D+25.74,D+28.42,D+29.50,D+27.55,D+28.88,D+25.39,D+22.85,D+21.77,D+17.28,D+16.23,D+07.85,D+04.71,D+05.24,D+13.65,D+16.06,D+05.08,D+03.03,D+07.58,D+09.93,D+04.19,D+00.23,R+06.22,R+12.76,R+13.86
Craighead,,,,,,,,,,,,,D+28.40,D+31.59,D+21.98,D+19.85,D+24.38,D+21.46,D+20.00,D+22.86,D+21.41,D+15.61,D+07.59,R+00.73,R+03.32,R+05.60,D+06.91,D+09.44,R+01.77,R+03.61,D+02.12,D+05.67,D+02.25,R+01.12,R+09.33,R+17.07,R+18.73
Crawford,,,,,,,,,,,,,D+12.62,D+21.86,D+18.00,D+15.49,D+15.37,D+12.96,D+10.34,D+08.52,D+06.75,D+03.57,R+01.81,R+08.89,R+11.24,R+16.61,R+07.93,R+04.31,R+14.79,R+17.17,R+11.06,R+05.29,R+09.88,R+14.34,R+21.30,R+27.50,R+28.75
Crittenden,,,,,,,,,,,,,D+41.37,D+52.25,D+49.66,D+41.23,D+37.86,D+38.92,D+34.16,D+27.87,D+22.93,D+10.43,D+04.16,R+03.14,R+00.85,R+00.13,D+00.50,D+09.25,D+08.42,D+04.96,D+04.97,D+09.10,D+07.26,D+05.31,D+04.72,D+04.67,D+04.59
Cross,,,,,,,,,,,,,D+27.88,D+35.25,D+40.17,D+37.72,D+33.43,D+30.51,D+28.21,D+28.43,D+24.23,D+19.80,D+17.17,D+01.72,D+00.39,R+02.24,D+02.04,D+13.76,D+04.91,D+01.14,D+06.32,D+10.04,D+05.00,R+01.86,R+10.33,R+16.92,R+18.95
Dallas,,,,,,,,,,,,,D+22.09,D+32.58,D+31.95,D+30.14,D+32.57,D+33.74,D+32.59,D+32.35,D+33.27,D+25.91,D+21.34,D+06.08,D+03.21,D+08.37,D+13.26,D+22.30,D+12.39,D+04.95,D+05.05,D+08.98,D+07.08,D+01.33,R+03.65,R+07.77,R+07.49
Desha,,,,,,,,,,,,,D+28.29,D+36.65,D+36.34,D+35.63,D+34.84,D+34.58,D+33.96,D+35.15,D+34.21,D+29.67,D+24.38,D+10.90,D+11.07,D+07.59,D+09.60,D+22.16,D+15.51,D+10.05,D+15.20,D+21.73,D+17.57,D+13.31,D+08.02,D+03.44,D+03.48
Drew,,,,,,,,,,,,,D+21.31,D+28.93,D+31.39,D+31.96,D+31.45,D+33.44,D+31.01,D+30.90,D+29.22,D+22.77,D+20.92,D+03.66,R+03.26,R+02.93,D+02.55,D+17.50,D+10.21,D+01.48,D+06.31,D+13.01,D+07.95,D+00.55,R+07.35,R+12.53,R+12.69
Faulkner,,,,,,,,,,,,,D+23.37,D+32.55,D+34.83,D+29.38,D+23.91,D+24.35,D+23.23,D+23.49,D+23.71,D+17.73,D+13.83,D+07.48,D+05.83,D+05.06,D+12.91,D+15.92,D+02.87,R+04.06,R+00.57,D+01.89,R+04.08,R+08.01,R+12.51,R+17.40,R+18.02
Franklin,,,,,,,,,,,,,D+26.32,D+34.51,D+30.50,D+25.09,D+25.14,D+25.25,D+23.42,D+23.17,D+21.27,D+15.53,D+10.86,D+03.46,R+00.85,R+08.06,D+00.68,D+06.78,R+03.04,R+05.45,R+01.29,D+03.70,R+00.40,R+06.13,R+15.42,R+24.37,R+27.24
Fulton,,,,,,,,,,,,,D+23.11,D+29.65,D+25.78,D+20.60,D+15.35,D+11.25,D+09.24,D+10.52,D+14.32,D+10.90,D+00.30,R+03.09,D+00.92,R+04.87,D+07.42,D+12.74,D+04.08,D+04.40,D+10.46,D+12.31,D+03.93,R+00.66,R+06.88,R+16.21,R+23.29
Garland,,,,,,,,,,,,,D+13.41,D+20.42,D+16.73,D+17.10,D+16.34,D+11.64,D+12.39,D+09.77,D+02.49,R+05.26,R+04.48,R+05.42,R+07.35,R+10.18,R+02.03,D+04.36,R+03.05,R+07.32,R+01.52,D+04.80,R+00.61,R+04.17,R+09.94,R+16.89,R+18.17
Grant,,,,,,,,,,,,,D+34.29,D+42.26,D+38.48,D+33.40,D+31.03,D+28.09,D+27.22,D+29.16,D+30.52,D+22.04,D+19.88,D+08.00,D+01.43,D+01.00,D+10.66,D+21.58,D+07.71,R+01.22,D+01.47,D+05.35,R+00.48,R+08.98,R+20.61,R+29.31,R+30.21
Greene,,,,,,,,,,,,,D+28.44,D+32.08,D+27.05,D+25.22,D+26.07,D+22.66,D+22.99,D+25.70,D+26.38,D+21.66,D+11.64,D+03.63,D+00.07,R+08.69,D+05.65,D+17.45,D+07.44,D+02.98,D+09.11,D+11.92,D+05.40,D+00.27,R+10.13,R+20.22,R+25.10
Hempstead,,,,,,,,,,,,,D+15.63,D+26.14,D+30.41,D+29.65,D+30.55,D+31.22,D+27.97,D+26.38,D+20.57,D+12.33,D+09.77,D+01.54,D+01.50,R+01.02,D+02.65,D+12.21,D+04.85,D+01.43,D+09.73,D+16.30,D+10.43,D+03.65,R+05.34,R+14.46,R+15.73
Hot Spring,,,,,,,,,,,,,D+17.48,D+24.92,D+18.97,D+19.07,D+23.97,D+19.41,D+17.65,D+18.70,D+23.06,D+16.61,D+14.47,D+08.06,D+02.28,D+00.78,D+11.83,D+24.16,D+15.66,D+09.44,D+11.43,D+13.51,D+07.49,D+01.51,R+07.70,R+16.65,R+20.11
Howard,,,,,,,,,,,,,D+18.78,D+28.76,D+27.94,D+24.42,D+26.75,D+22.54,D+21.30,D+26.44,D+25.30,D+13.12,D+06.09,R+07.12,R+10.64,R+07.05,D+03.15,D+11.56,D+01.23,R+04.37,D+01.99,D+09.15,D+03.48,R+03.92,R+10.57,R+17.41,R+19.70
Independence,,,,,,,,,,,,,D+21.73,D+29.56,D+25.94,D+21.59,D+20.27,D+14.50,D+11.07,D+13.49,D+13.09,D+06.44,D+03.00,D+00.71,R+00.73,R+04.27,D+08.03,D+14.14,D+02.29,R+04.56,D+01.79,D+07.61,D+00.69,R+05.58,R+14.64,R+23.73,R+26.64
Izard,,,,,,,,,,,,,D+28.65,D+33.82,D+27.79,D+21.04,D+20.41,D+16.64,D+16.75,D+23.03,D+25.31,D+23.32,D+20.09,D+10.73,D+05.01,R+00.86,D+08.43,D+14.78,D+07.78,D+03.88,D+08.97,D+11.77,D+05.30,D+00.81,R+09.39,R+19.91,R+25.80
Jackson,,,,,,,,,,,,,D+22.19,D+30.23,D+32.91,D+30.58,D+29.04,D+27.34,D+30.70,D+33.78,D+33.16,D+30.62,D+20.17,D+08.03,D+08.87,D+02.83,D+11.18,D+20.96,D+12.32,D+10.93,D+15.50,D+19.13,D+15.20,D+09.89,R+01.87,R+11.83,R+14.95
Jefferson,,,,,,,,,,,,,D+27.12,D+37.15,D+28.10,D+22.16,D+29.06,D+31.55,D+25.06,D+23.63,D+21.33,D+12.18,D+12.02,D+04.25,D+05.33,D+07.71,D+10.53,D+19.18,D+15.86,D+12.82,D+15.95,D+20.92,D+18.79,D+16.85,D+13.39,D+11.24,D+12.34
Johnson,,,,,,,,,,,,,D+22.85,D+33.60,D+31.79,D+23.50,D+22.40,D+23.08,D+20.94,D+18.83,D+15.97,D+09.93,D+08.48,D+06.09,D+03.65,R+01.70,D+06.93,D+12.38,D+02.19,R+03.29,D+01.08,D+06.35,D+01.22,R+03.08,R+09.33,R+15.96,R+19.49
Lafayette,,,,,,,,,,,,,D+24.39,D+33.63,D+33.03,D+29.99,D+30.98,D+32.38,D+33.68,D+33.31,D+29.13,D+22.00,D+16.86,D+01.52,D+01.73,D+02.17,D+00.06,D+09.16,D+04.79,D+03.17,D+08.42,D+14.62,D+10.38,D+02.20,R+06.41,R+12.40,R+12.72
Lawrence,,,,,,,,,,,,,D+34.03,D+36.16,D+28.70,D+25.88,D+26.32,D+20.00,D+15.91,D+20.05,D+20.80,D+15.44,D+10.23,D+02.79,R+00.02,R+04.92,D+08.22,D+15.82,D+02.90,D+00.99,D+08.18,D+12.32,D+08.52,D+05.44,R+04.49,R+16.58,R+22.89
Lee,,,,,,,,,,,,,D+29.32,D+34.90,D+38.23,D+42.43,D+35.54,D+34.27,D+31.23,D+29.43,D+26.21,D+20.82,D+14.59,D+02.29,D+09.65,D+09.56,D+07.25,D+18.73,D+16.84,D+14.26,D+16.90,D+20.40,D+19.10,D+15.46,D+10.75,D+08.72,D+08.83
Lincoln,,,,,,,,,,,,,D+12.33,D+26.62,D+43.01,D+40.61,D+35.33,D+34.35,D+34.74,D+28.21,D+26.76,D+28.44,D+24.73,D+13.10,D+11.97,D+07.96,D+12.27,D+26.26,D+18.91,D+14.04,D+15.06,D+18.19,D+12.35,D+04.98,R+04.58,R+12.92,R+14.99
Little River,,,,,,,,,,,,,D+20.02,D+26.75,D+28.58,D+29.29,D+27.61,D+23.58,D+22.95,D+26.36,D+26.65,D+20.23,D+18.77,D+10.67,D+06.32,D+00.80,D+04.70,D+13.31,D+03.99,D+03.39,D+11.74,D+15.15,D+10.06,D+03.88,R+08.21,R+19.58,R+21.86
Logan,,,,,,,,,,,,,D+12.43,D+19.77,D+21.18,D+18.29,D+17.70,D+16.39,D+13.92,D+14.03,D+14.15,D+10.37,D+08.47,D+03.33,R+01.74,R+06.75,D+01.81,D+08.24,R+00.89,R+07.25,R+04.66,D+01.07,R+03.19,R+08.47,R+16.34,R+23.69,R+25.87
Lonoke,,,,,,,,,,,,,D+32.09,D+37.57,D+36.15,D+33.68,D+31.31,D+28.91,D+25.72,D+26.48,D+28.29,D+22.47,D+18.00,D+02.76,R+02.58,R+00.57,D+09.15,D+14.83,R+00.05,R+05.78,R+01.83,D+01.74,R+05.05,R+12.83,R+21.31,R+28.00,R+28.52
Madison,,,,,,,,,,,,,D+05.25,D+13.26,D+06.88,R+02.97,R+06.23,R+06.67,R+05.99,R+06.14,R+03.21,D+01.00,R+02.44,R+06.38,R+06.45,R+05.74,D+00.27,D+00.76,R+02.21,R+04.23,R+03.47,R+02.10,R+07.58,R+11.40,R+14.46,R+18.80,R+22.86
Marion,,,,,,,,,,,,,D+26.50,D+35.17,D+30.59,D+23.40,D+16.18,D+12.48,D+15.62,D+17.86,D+17.24,D+12.54,D+05.89,R+01.11,R+04.42,R+06.95,D+01.12,D+01.81,R+05.01,R+05.53,R+00.71,D+01.84,R+05.59,R+10.36,R+14.63,R+20.62,R+25.99
Miller,,,,,,,,,,,,,D+27.52,D+36.30,D+31.50,D+26.18,D+30.00,D+28.05,D+25.11,D+26.98,D+25.72,D+15.91,D+11.34,D+01.45,R+01.80,R+04.98,R+02.55,D+04.96,R+01.24,R+03.76,D+00.49,D+03.03,R+00.83,R+05.31,R+13.71,R+21.44,R+22.89
Mississippi,,,,,,,,,,,,,D+25.24,D+33.37,D+37.72,D+35.40,D+33.28,D+33.08,D+28.02,D+26.07,D+23.19,D+16.80,D+09.26,R+01.19,D+00.33,R+05.00,R+00.82,D+11.40,D+06.23,D+00.97,D+07.44,D+13.94,D+10.34,D+07.05,D+00.90,R+03.65,R+04.53
Monroe,,,,,,,,,,,,,D+09.67,D+24.30,D+31.60,D+29.12,D+31.31,D+33.86,D+32.59,D+29.20,D+25.87,D+18.10,D+16.87,D+05.51,D+05.71,D+08.19,D+09.73,D+17.35,D+10.25,D+07.27,D+09.47,D+13.83,D+11.87,D+08.16,D+00.93,R+03.87,R+03.13
Montgomery,,,,,,,,,,,,,D+10.94,D+12.37,D+10.58,D+14.97,D+17.50,D+11.60,D+12.52,D+17.93,D+16.34,D+04.84,D+01.45,R+00.45,R+03.31,R+07.41,D+06.89,D+15.43,D+04.48,R+01.46,D+02.71,D+07.36,R+01.50,R+09.77,R+15.84,R+23.05,R+26.52
Nevada,,,,,,,,,,,,,D+14.24,D+21.37,D+22.92,D+24.35,D+28.34,D+27.36,D+26.98,D+27.67,D+26.78,D+21.52,D+17.55,D+06.31,D+05.43,D+02.51,D+07.70,D+18.88,D+09.19,D+03.23,D+07.76,D+13.32,D+07.99,D+00.55,R+05.80,R+12.13,R+13.37
Newton,,,,,,,,,,,,,R+02.94,D+00.05,R+06.57,R+03.99,R+05.48,R+12.00,R+09.62,R+06.93,R+04.38,R+05.89,R+12.30,R+14.68,R+11.94,R+10.45,R+02.89,R+02.61,R+07.17,R+07.84,R+05.88,R+05.92,R+13.45,R+15.80,R+17.97,R+22.97,R+27.58
Ouachita,,,,,,,,,,,,,D+12.39,D+20.27,D+21.08,D+23.78,D+28.84,D+32.61,D+34.70,D+34.13,D+31.87,D+25.61,D+20.20,D+11.45,D+11.51,D+08.51,D+12.23,D+21.51,D+11.71,D+02.54,D+06.22,D+13.17,D+08.23,D+01.89,R+04.36,R+07.78,R+06.39
Perry,,,,,,,,,,,,,D+18.34,D+22.17,D+20.53,D+24.29,D+24.17,D+20.01,D+20.88,D+21.82,D+21.51,D+15.20,D+12.26,D+02.74,R+04.53,R+02.87,D+10.09,D+15.09,D+03.78,D+00.61,D+05.02,D+08.02,D+00.45,R+05.56,R+12.66,R+20.57,R+22.86
Phillips,,,,,,,,,,,,,D+27.12,D+39.09,D+42.31,D+37.99,D+34.92,D+34.33,D+30.84,D+24.27,D+18.26,D+15.18,D+15.60,D+06.75,D+09.30,D+11.48,D+10.69,D+17.53,D+15.63,D+13.95,D+14.95,D+17.26,D+16.38,D+15.34,D+13.21,D+12.91,D+13.70
Pike,,,,,,,,,,,,,D+13.14,D+21.50,D+21.35,D+20.88,D+22.80,D+15.03,D+14.65,D+20.92,D+21.85,D+13.18,D+04.69,R+03.30,R+09.22,R+12.45,D+02.97,D+13.02,D+00.91,R+03.70,D+01.37,D+06.23,R+00.44,R+09.13,R+17.24,R+27.05,R+31.10
Poinsett,,,,,,,,,,,,,D+23.70,D+34.81,D+32.67,D+30.21,D+29.43,D+27.30,D+33.13,D+33.78,D+27.99,D+22.84,D+12.84,D+03.64,R+01.03,R+11.28,D+01.81,D+15.26,D+05.12,D+02.79,D+10.37,D+15.16,D+11.29,D+06.10,R+06.60,R+18.67,R+22.58
Polk,,,,,,,,,,,,,D+18.23,D+21.53,D+16.61,D+16.59,D+17.24,D+09.64,D+08.05,D+11.21,D+09.48,R+00.77,R+02.29,R+04.46,R+08.40,R+13.00,R+03.27,D+01.44,R+08.54,R+10.62,R+04.65,R+02.51,R+10.89,R+16.64,R+21.92,R+29.30,R+33.44
Pope,,,,,,,,,,,,,D+25.27,D+35.43,D+32.23,D+26.43,D+28.20,D+27.03,D+23.02,D+21.21,D+18.78,D+12.87,D+07.13,D+02.77,R+01.00,R+05.89,D+04.41,D+08.44,R+03.20,R+10.89,R+08.89,R+04.37,R+08.60,R+13.76,R+20.17,R+26.03,R+26.89
Prairie,,,,,,,,,,,,,D+13.70,D+23.92,D+25.71,D+26.67,D+26.24,D+20.52,D+18.96,D+22.08,D+24.21,D+20.48,D+19.69,D+06.64,R+00.01,R+01.73,D+08.50,D+16.47,D+01.41,R+01.55,D+07.05,D+13.68,D+04.48,R+04.95,R+13.46,R+22.30,R+24.77
Pulaski,,,,,,,,,,,,,D+22.88,D+30.21,D+28.52,D+25.53,D+27.06,D+27.51,D+23.55,D+17.94,D+11.53,D+05.93,D+04.66,R+02.99,R+04.36,R+00.07,D+05.18,D+09.15,D+03.43,R+00.81,D+03.54,D+08.45,D+06.33,D+05.72,D+04.44,D+03.03,D+06.08
Randolph,,,,,,,,,,,,,D+28.94,D+32.00,D+28.41,D+28.35,D+24.75,D+20.48,D+21.70,D+26.49,D+23.98,D+17.14,D+08.94,D+02.35,D+04.35,D+00.93,D+11.12,D+16.47,D+06.42,D+04.58,D+10.73,D+12.50,D+06.13,D+02.97,R+04.96,R+14.73,R+21.73
Saline,,,,,,,,,,,,,D+20.59,D+28.19,D+31.12,D+31.54,D+34.08,D+33.80,D+29.84,D+28.82,D+23.01,D+12.00,D+09.10,R+00.91,D+04.07,D+05.64,D+04.00,D+13.01,D+09.22,D+06.29,D+09.51,D+13.58,D+11.57,D+10.08,D+07.87,D+06.00,R+08.39
Scott,,,,,,,,,,,,,D+37.17,D+44.15,D+39.53,D+32.67,D+27.09,D+25.59,D+29.44,D+28.95,D+28.42,D+20.77,D+15.19,D+06.63,D+02.05,D+01.31,D+10.64,D+17.07,D+03.63,R+04.51,R+01.67,D+00.99,R+04.96,R+11.10,R+18.55,R+24.25,R+28.47
Searcy,,,,,,,,,,,,,D+17.80,D+20.78,D+23.34,D+23.10,D+19.94,D+16.05,D+18.53,D+23.36,D+20.57,D+06.87,D+00.23,D+00.11,R+01.29,R+08.71,D+00.87,D+10.61,R+00.51,R+06.00,R+01.13,D+04.95,R+03.06,R+12.25,R+19.05,R+26.42,R+30.38
Sebastian,,,,,,,,,,,,,R+05.72,R+00.48,R+05.95,R+08.85,R+12.81,R+15.56,R+13.43,R+07.15,R+05.14,R+13.06,R+17.20,R+16.43,R+17.84,R+19.54,R+06.97,R+01.60,R+07.65,R+11.17,R+09.04,R+05.62,R+12.34,R+16.10,R+20.78,R+28.21,R+25.11
