County,Town,1876PVI,1880PVI,1884PVI,1888PVI,1892PVI,1896PVI,1900PVI,1904PVI,1908PVI,1912PVI,1916PVI,1920PVI,1924PVI,1928PVI,1932PVI,1936PVI,1940PVI,1944PVI,1948PVI,1952PVI,1956PVI,1960PVI,1964PVI,1968PVI,1972PVI,1976PVI,1980PVI,1984PVI,1988PVI,1992PVI,1996PVI,2000PVI,2004PVI,2008PVI,2012PVI,2016PVI
Nowata,,,,,,,,,,,,R+08.58,D+00.82,D+07.52,D+04.37,D+01.86,D+01.41,R+04.03,R+04.34,R+00.81,D+02.08,D+00.04,R+04.63,R+07.42,R+08.69,R+12.26,R+06.46,R+02.64,R+05.34,D+00.63,D+04.20,D+01.22,R+02.38,R+08.35,R+16.75,R+21.68,R+27.15
Okfuskee,,,,,,,,,,,,D+05.01,D+13.62,D+21.23,D+15.01,D+09.52,D+12.95,D+06.03,D+05.90,D+10.65,D+11.63,D+08.23,D+00.98,R+01.70,D+02.22,R+02.40,D+02.23,D+08.44,D+02.94,D+04.14,D+06.20,D+04.70,D+01.88,R+04.82,R+12.94,R+17.39,R+21.45
Oklahoma,,,,,,,,,,,,R+00.46,D+13.03,D+19.09,D+04.94,R+01.95,D+06.02,D+05.16,D+04.48,D+05.70,D+02.67,R+02.09,R+06.76,R+10.43,R+09.81,R+12.70,R+11.95,R+11.93,R+14.27,R+11.84,R+13.05,R+15.29,R+13.99,R+13.14,R+12.54,R+11.19,R+08.53
Okmulgee,,,,,,,,,,,,R+03.71,D+07.11,D+12.15,D+06.29,D+04.46,D+09.76,D+07.77,D+08.81,D+14.31,D+16.87,D+13.26,D+05.71,D+03.77,D+06.94,D+01.31,D+03.11,D+08.90,D+06.23,D+09.12,D+11.30,D+09.35,D+07.18,D+01.58,R+07.05,R+11.44,R+14.46
Osage,,,,,,,,,,,,R+03.01,D+07.52,D+13.58,D+04.42,D+00.62,D+07.52,D+04.10,D+02.42,D+06.74,D+06.99,D+02.28,R+01.94,R+05.67,R+06.42,R+10.99,R+06.70,R+01.34,R+03.22,D+01.40,D+03.22,D+00.74,R+00.58,R+04.82,R+11.50,R+15.08,R+17.46
Ottawa,,,,,,,,,,,,R+05.70,D+04.27,D+09.31,D+03.03,D+03.49,D+06.09,D+01.18,D+01.41,D+05.17,D+06.97,D+03.64,D+00.14,D+00.11,D+01.56,R+04.13,D+00.55,D+06.64,D+03.30,D+06.52,D+08.89,D+05.39,D+01.85,R+04.17,R+11.83,R+16.14,R+21.30
Pawnee,,,,,,,,,,,,R+07.32,D+01.77,D+06.09,R+01.13,R+00.70,D+02.36,R+06.78,R+09.94,R+06.43,R+04.94,R+05.18,R+09.04,R+13.02,R+12.11,R+15.66,R+09.48,R+06.14,R+09.94,R+04.92,R+02.30,R+03.90,R+06.09,R+10.22,R+17.21,R+22.19,R+25.48
Payne,,,,,,,,,,,,R+06.66,D+04.21,D+08.95,R+00.81,R+03.26,D+04.04,R+00.71,R+03.69,R+00.96,R+01.46,R+04.29,R+07.83,R+11.07,R+10.23,R+12.65,R+10.90,R+10.66,R+13.38,R+10.15,R+08.34,R+09.49,R+10.50,R+13.53,R+15.94,R+16.66,R+16.36
Pittsburg,,,,,,,,,,,,D+06.22,D+13.44,D+21.05,D+18.71,D+15.74,D+16.53,D+12.57,D+14.17,D+19.19,D+20.82,D+18.25,D+12.41,D+08.89,D+11.61,D+02.49,D+06.02,D+13.67,D+04.86,D+03.74,D+06.86,D+05.30,D+00.47,R+05.84,R+15.32,R+21.56,R+24.86
Pontotoc,,,,,,,,,,,,D+15.38,D+23.21,D+30.17,D+21.25,D+17.09,D+22.06,D+17.77,D+16.54,D+19.97,D+18.75,D+12.85,D+03.60,R+01.52,D+01.98,R+05.27,R+01.18,D+06.73,D+01.62,D+01.28,D+02.46,D+00.71,R+03.94,R+10.85,R+17.97,R+21.70,R+23.30
Pottawatomie,,,,,,,,,,,,D+02.50,D+11.81,D+17.27,D+05.30,D+02.65,D+12.64,D+09.36,D+06.86,D+10.27,D+09.83,D+06.35,D+02.47,R+01.95,R+00.09,R+05.93,R+03.67,D+00.09,R+07.38,R+07.24,R+05.91,R+07.25,R+08.46,R+12.89,R+19.10,R+22.08,R+23.60
Pushmataha,,,,,,,,,,,,D+03.55,D+08.33,D+15.84,D+15.23,D+16.62,D+20.70,D+13.95,D+15.86,D+21.80,D+21.63,D+17.29,D+08.23,D+01.46,D+02.50,R+04.20,D+04.36,D+15.12,D+08.58,D+07.69,D+11.64,D+09.32,D+00.84,R+06.46,R+16.92,R+26.06,R+30.27
Roger Mills,,,,,,,,,,,,D+03.93,D+12.08,D+15.57,D+07.92,D+10.48,D+21.74,D+11.55,D+09.05,D+19.30,D+15.57,D+08.13,R+00.34,R+08.30,R+06.10,R+14.22,R+04.38,D+03.36,R+06.62,R+06.55,R+04.96,R+09.29,R+17.68,R+25.56,R+32.41,R+36.68,R+38.97
Rogers,,,,,,,,,,,,R+01.24,D+07.79,D+16.13,D+09.49,D+05.91,D+05.15,R+04.96,R+06.47,R+00.20,D+03.33,R+00.64,R+06.95,R+09.03,R+08.98,R+15.05,R+08.95,R+04.99,R+11.39,R+09.69,R+09.64,R+12.88,R+12.27,R+14.41,R+21.09,R+26.38,R+28.90
Seminole,,,,,,,,,,,,D+04.24,D+05.09,D+10.54,D+07.90,D+06.72,D+15.65,D+09.46,D+07.02,D+12.58,D+12.46,D+08.84,D+02.13,R+01.83,D+02.20,R+04.05,R+01.32,D+05.30,D+01.22,D+03.70,D+06.89,D+04.76,D+01.27,R+05.57,R+14.20,R+18.04,R+20.63
Sequoyah,,,,,,,,,,,,R+00.99,D+07.12,D+13.72,D+11.68,D+08.28,D+06.24,R+00.65,D+00.25,D+08.64,D+13.29,D+10.10,D+01.29,R+04.00,R+01.20,R+06.28,R+01.25,D+04.77,R+01.37,R+01.56,D+01.09,D+00.79,R+02.73,R+06.98,R+15.22,R+21.60,R+25.34
Stephens,,,,,,,,,,,,D+18.90,D+24.86,D+26.89,D+13.56,D+12.26,D+23.20,D+14.72,D+13.81,D+20.40,D+18.16,D+11.47,D+04.02,R+00.93,D+00.69,R+06.50,R+02.64,D+01.79,R+05.55,R+04.77,R+01.67,R+04.60,R+10.30,R+16.46,R+24.85,R+29.15,R+30.91
Texas,,,,,,,,,,,,R+00.31,D+09.52,D+12.14,D+02.49,D+02.14,D+12.77,D+07.34,D+02.94,D+05.27,R+01.97,R+09.62,R+14.84,R+21.10,R+22.07,R+24.97,R+17.79,R+17.54,R+24.95,R+23.25,R+23.53,R+28.00,R+30.85,R+32.69,R+35.99,R+38.01,R+36.27
Tillman,,,,,,,,,,,,D+18.06,D+26.88,D+29.51,D+14.91,D+14.62,D+25.62,D+20.40,D+19.70,D+22.76,D+20.13,D+18.02,D+11.62,D+00.87,D+01.01,R+05.05,R+00.30,D+06.10,R+00.01,D+03.48,D+05.72,D+02.67,R+02.63,R+11.39,R+18.09,R+20.08,R+22.26
Tulsa,,,,,,,,,,,,R+02.32,D+03.59,D+06.30,R+02.15,R+06.51,R+02.32,R+06.73,R+09.88,R+07.44,R+05.42,R+06.78,R+10.44,R+14.99,R+18.90,R+19.20,R+15.49,R+14.10,R+14.38,R+12.52,R+13.35,R+14.79,R+13.14,R+12.81,R+14.55,R+15.78,R+14.45
Wagoner,,,,,,,,,,,,D+01.84,D+09.68,D+16.37,D+08.86,D+05.71,D+04.77,R+10.12,R+14.67,R+04.77,D+03.11,D+01.11,R+03.68,R+05.04,R+06.04,R+10.79,R+05.00,R+02.60,R+09.53,R+07.70,R+06.94,R+09.62,R+10.48,R+13.88,R+20.45,R+24.69,R+26.65
Washington,,,,,,,,,,,,R+06.52,D+02.20,D+06.46,R+03.33,R+07.48,R+03.97,R+08.47,R+09.43,R+07.32,R+06.85,R+10.30,R+16.54,R+20.98,R+21.72,R+21.47,R+19.42,R+18.74,R+18.54,R+16.15,R+15.25,R+17.36,R+17.89,R+18.60,R+22.71,R+25.92,R+26.40
Washita,,,,,,,,,,,,D+06.49,D+15.82,D+21.45,D+11.66,D+11.51,D+20.00,D+07.88,D+03.31,D+11.48,D+10.22,D+06.79,D+03.08,R+03.82,R+04.74,R+10.25,R+01.06,D+01.80,R+08.96,R+04.72,R+00.26,R+04.50,R+10.30,R+18.52,R+26.93,R+32.29,R+35.40
Woods,,,,,,,,,,,,R+11.15,R+00.79,D+00.59,R+05.40,R+02.03,D+05.25,R+01.47,R+07.69,R+06.56,R+08.91,R+10.93,R+12.26,R+15.38,R+16.35,R+18.26,R+09.92,R+10.33,R+16.62,R+12.10,R+11.82,R+15.14,R+17.12,R+22.74,R+28.70,R+31.81,R+34.14
Woodward,,,,,,,,,,,,R+10.78,R+00.17,D+04.66,R+01.32,D+00.27,D+03.81,R+07.11,R+11.13,R+08.56,R+10.88,R+13.56,R+16.95,R+18.27,R+17.23,R+21.45,R+14.78,R+14.44,R+20.37,R+16.94,R+16.52,R+18.60,R+20.11,R+26.09,R+32.99,R+36.12,R+37.49
*Oregon,,,,,,,,,,R+12.59,R+07.21,R+04.88,R+01.67,R+01.48,R+04.55,R+02.25,D+04.00,D+02.55,R+01.13,R+02.73,R+04.77,R+01.45,R+00.10,R+00.06,R+00.12,D+01.81,D+02.65,R+00.69,D+01.41,D+04.68,D+04.73,D+01.57,R+00.04,D+01.66,D+04.04,D+04.52,D+04.67
Baker,,,,,,,,,,R+02.43,D+03.51,D+06.41,D+05.54,D+04.55,R+00.48,D+00.41,D+10.03,D+07.39,D+02.58,D+00.53,R+03.84,R+00.56,D+03.63,R+00.27,R+04.45,R+03.92,R+01.11,R+05.69,R+08.83,R+04.88,R+05.03,R+11.79,R+18.93,R+20.72,R+19.89,R+21.56,R+25.65
Benton,,,,,,,,,,R+08.71,R+06.18,R+05.93,R+05.09,R+03.94,R+10.46,R+16.74,R+13.53,R+14.85,R+18.54,R+19.83,R+20.58,R+15.31,R+12.42,R+10.24,R+09.85,R+04.88,R+01.92,R+02.84,D+04.31,D+07.60,D+08.02,D+05.35,D+04.08,D+07.53,D+11.36,D+12.75,D+15.17
Clackamas,,,,,,,,,,R+12.78,R+05.28,R+05.62,R+03.52,R+00.63,R+01.15,D+02.37,D+07.64,D+03.85,R+00.78,R+01.74,R+03.53,R+01.00,R+01.17,R+01.72,R+00.98,D+01.16,D+00.83,R+02.91,R+00.98,D+01.60,D+01.34,R+01.03,R+01.06,R+00.03,D+01.10,D+00.77,D+01.20
Clatsop,,,,,,,,,,R+17.73,R+14.44,R+09.60,R+04.32,R+04.53,R+05.81,R+00.88,D+07.69,D+10.02,D+07.94,D+03.41,R+00.57,D+02.85,D+03.84,D+03.53,D+04.20,D+07.03,D+06.40,D+03.83,D+07.95,D+10.31,D+10.09,D+06.58,D+04.29,D+05.28,D+06.26,D+05.89,D+03.88
Columbia,,,,,,,,,,R+22.10,R+18.08,R+13.66,R+06.71,R+04.65,R+06.72,R+00.99,D+09.36,D+12.04,D+11.60,D+10.38,D+08.14,D+11.04,D+10.18,D+10.11,D+11.87,D+12.04,D+12.05,D+08.29,D+08.78,D+11.32,D+10.05,D+06.54,D+03.68,D+02.42,D+02.62,D+01.65,R+03.45
Coos,,,,,,,,,,R+15.33,R+08.30,R+02.12,D+02.29,D+00.69,R+03.40,D+00.16,D+07.24,D+08.52,D+05.29,D+00.95,R+01.39,D+06.29,D+11.05,D+12.17,D+11.10,D+11.16,D+11.91,D+05.85,D+05.96,D+10.46,D+07.47,D+00.56,R+04.80,R+06.18,R+05.00,R+05.29,R+09.75
Crook,,,,,,,,,,R+11.09,R+07.23,D+01.82,D+05.83,D+02.13,R+01.42,R+01.69,D+02.25,D+03.91,D+03.40,D+01.73,R+00.60,D+01.71,D+05.16,D+04.90,D+02.45,D+02.52,D+05.05,D+00.01,R+03.50,R+01.12,R+02.14,R+07.78,R+14.46,R+18.38,R+17.72,R+18.99,R+24.03
Curry,,,,,,,,,,R+14.32,R+03.02,D+00.43,R+03.64,R+06.91,R+05.63,D+05.11,D+07.11,R+00.19,R+05.70,R+11.63,R+13.60,R+04.26,D+03.90,D+05.42,D+01.51,D+00.15,D+02.77,R+04.25,R+05.73,R+01.11,R+01.80,R+05.63,R+09.92,R+09.50,R+08.41,R+10.20,R+12.26
Deschutes,,,,,,,,,,,,,,R+00.54,R+03.94,D+00.45,D+09.34,D+11.98,D+07.93,D+02.02,R+05.60,R+04.08,R+00.51,D+02.76,D+02.17,D+01.79,D+03.40,R+02.88,R+04.52,R+01.40,R+01.51,R+06.67,R+09.75,R+07.78,R+04.93,R+04.64,R+04.19
Douglas,,,,,,,,,,R+09.50,R+07.32,R+05.88,R+01.91,R+03.52,R+09.79,R+09.43,R+07.35,R+09.98,R+11.06,R+10.86,R+09.72,R+02.50,D+02.68,D+01.02,R+04.21,R+05.48,R+02.76,R+06.48,R+06.82,R+02.05,R+05.37,R+12.22,R+16.00,R+16.83,R+14.67,R+15.12,R+19.17
Gilliam,,,,,,,,,,R+12.97,R+14.37,R+03.95,D+05.48,D+04.12,D+01.16,D+00.53,D+07.99,D+07.94,D+02.51,R+02.99,R+09.50,R+07.54,R+02.97,R+00.88,R+02.97,R+05.84,R+04.55,R+05.81,R+06.11,R+02.70,R+01.37,R+01.73,R+07.75,R+15.78,R+14.83,R+14.52,R+20.04
Grant,,,,,,,,,,R+12.47,R+11.74,R+05.02,R+02.00,R+07.22,R+11.04,R+04.14,D+06.42,D+04.39,D+00.87,R+01.54,R+03.72,R+03.94,R+02.78,R+01.77,R+06.26,R+08.53,R+04.49,R+08.12,R+09.33,R+07.41,R+08.79,R+14.59,R+26.54,R+31.69,R+28.16,R+28.27,R+30.90
Harney,,,,,,,,,,R+05.39,R+04.40,D+00.75,D+01.38,R+02.60,R+01.72,D+01.66,D+06.60,D+04.72,D+02.11,D+00.15,R+02.36,R+00.33,R+01.19,R+04.30,R+07.26,R+05.77,R+01.68,R+07.32,R+08.05,R+03.50,R+07.37,R+16.42,R+25.02,R+27.29,R+26.34,R+27.33,R+29.94
Hood River,,,,,,,,,,,R+10.62,R+05.89,R+02.92,R+00.23,R+03.30,R+06.06,D+01.04,D+01.02,R+04.36,R+05.77,R+07.44,R+03.13,R+02.25,R+00.35,D+01.77,D+01.28,D+01.24,R+00.32,D+00.18,D+01.61,D+03.23,D+02.18,D+01.96,D+05.38,D+10.48,D+12.04,D+13.66
Jackson,,,,,,,,,,R+06.91,D+02.14,D+06.50,D+03.27,R+03.56,R+12.57,R+09.50,R+01.48,R+06.24,R+10.42,R+11.46,R+12.60,R+06.04,R+02.25,R+04.48,R+07.20,R+05.36,R+01.23,R+04.47,R+04.91,R+01.32,R+01.44,R+05.71,R+08.38,R+06.60,R+04.22,R+04.03,R+05.15
Jefferson,,,,,,,,,,,,,D+02.81,D+00.44,D+01.17,D+02.01,D+05.37,D+01.01,R+07.41,R+08.67,R+08.44,R+04.46,R+00.48,R+02.99,R+05.35,R+03.22,D+00.26,R+03.36,R+04.51,R+00.85,D+00.59,R+03.27,R+07.32,R+08.69,R+08.19,R+09.27,R+13.15
Josephine,,,,,,,,,,R+08.02,D+01.48,D+01.83,R+02.02,R+05.06,R+11.11,R+05.03,D+00.35,R+08.27,R+11.07,R+10.99,R+14.11,R+09.94,R+06.06,R+09.67,R+13.59,R+09.95,R+04.77,R+10.12,R+12.66,R+08.15,R+06.78,R+10.72,R+14.62,R+13.74,R+11.31,R+11.91,R+15.52
Klamath,,,,,,,,,,R+08.94,R+02.14,D+01.25,R+04.92,R+13.24,R+09.19,D+01.81,D+08.53,D+07.71,D+02.09,R+00.94,R+04.82,R+02.32,D+01.81,R+05.18,R+11.23,R+08.50,R+05.04,R+09.48,R+12.04,R+09.24,R+10.53,R+15.43,R+19.57,R+21.90,R+21.44,R+21.12,R+23.24
Lake,,,,,,,,,,R+14.47,R+10.65,R+03.18,R+04.38,R+11.02,R+07.98,R+03.20,D+00.48,D+01.03,D+00.12,R+01.22,R+02.67,R+00.72,D+00.02,R+05.61,R+13.32,R+11.60,R+05.06,R+07.55,R+09.58,R+09.04,R+13.44,R+20.94,R+27.48,R+29.08,R+27.47,R+28.76,R+32.05
Lane,,,,,,,,,,R+10.44,R+06.78,R+07.28,R+04.46,R+04.63,R+12.41,R+12.77,R+03.88,R+01.67,R+06.23,R+09.25,R+09.12,R+03.54,R+00.53,D+01.67,D+01.50,D+03.98,D+07.44,D+04.03,D+07.15,D+11.79,D+11.94,D+07.38,D+05.03,D+08.00,D+10.31,D+10.31,D+09.78
Lincoln,,,,,,,,,,R+14.89,R+14.96,R+12.13,R+04.28,R+01.55,R+01.18,D+01.70,D+03.34,D+01.19,R+01.63,R+01.98,R+03.25,R+00.45,D+02.05,D+03.78,D+03.94,D+03.83,D+05.02,D+02.92,D+05.50,D+09.16,D+09.86,D+07.80,D+06.18,D+07.37,D+08.46,D+08.44,D+06.53
Linn,,,,,,,,,,R+03.19,R+01.28,R+01.52,D+01.71,D+04.10,R+03.11,R+06.33,R+03.10,R+04.67,R+05.45,R+04.93,R+06.11,R+02.49,R+00.67,R+00.64,R+01.29,R+00.46,D+03.03,R+00.68,R+01.55,D+01.00,R+01.53,R+05.84,R+08.57,R+10.20,R+09.69,R+10.11,R+13.40
Malheur,,,,,,,,,,R+09.55,R+09.55,R+06.08,R+01.44,R+03.20,R+05.45,R+06.18,R+00.04,R+00.85,R+07.06,R+09.19,R+12.13,R+09.37,R+06.72,R+11.83,R+18.13,R+18.35,R+13.53,R+14.99,R+17.15,R+15.63,R+17.71,R+22.12,R+24.84,R+25.74,R+24.59,R+23.88,R+25.29
Marion,,,,,,,,,,R+13.72,R+11.03,R+12.34,R+08.38,R+04.10,R+03.15,R+01.87,D+01.03,R+03.89,R+10.54,R+11.39,R+13.37,R+10.89,R+07.44,R+03.42,R+02.84,R+02.93,R+00.44,R+01.88,R+01.12,D+00.38,R+01.26,R+03.81,R+03.79,R+03.78,R+03.05,R+03.07,R+03.51
Morrow,,,,,,,,,,R+18.05,R+21.59,R+12.65,R+03.81,R+07.38,R+07.10,R+02.78,D+04.75,D+04.21,D+00.20,R+00.30,R+02.83,R+01.64,D+01.77,D+04.78,D+00.95,R+02.33,D+01.36,R+02.89,R+05.04,R+01.26,R+01.24,R+03.83,R+09.61,R+15.39,R+16.61,R+18.74,R+21.84
Multnomah,,,,,,,,,,R+17.69,R+07.05,R+04.77,R+01.67,R+01.00,R+03.92,R+00.21,D+06.49,D+05.78,D+02.82,D+01.63,R+00.12,D+02.54,D+02.14,D+02.16,D+04.63,D+08.76,D+07.84,D+05.98,D+11.66,D+15.23,D+16.39,D+15.28,D+16.73,D+21.36,D+24.44,D+25.83,D+28.28
Polk,,,,,,,,,,R+07.38,R+06.50,R+06.47,R+00.17,D+02.02,R+02.12,R+03.20,R+00.08,R+03.04,R+06.82,R+07.92,R+11.11,R+08.87,R+06.52,R+04.03,R+03.33,R+03.33,R+00.38,R+01.50,R+00.45,D+00.75,R+01.60,R+05.37,R+05.95,R+05.24,R+04.22,R+04.07,R+04.44
Sherman,,,,,,,,,,R+15.02,R+12.26,R+08.11,R+02.30,R+03.04,R+05.12,R+03.08,D+05.23,D+03.65,R+01.40,R+03.97,R+09.33,R+08.04,R+05.20,R+02.25,R+05.08,R+08.88,R+05.04,R+06.42,R+08.29,R+05.26,R+04.78,R+06.94,R+12.15,R+15.30,R+14.34,R+17.94,R+24.73
Tillamook,,,,,,,,,,R+20.73,R+18.11,R+13.75,R+05.68,R+05.57,R+08.77,R+03.58,D+03.26,D+00.96,R+02.35,R+01.58,R+02.33,D+00.06,D+02.40,D+04.47,D+05.47,D+05.48,D+04.73,D+04.52,D+07.71,D+08.99,D+08.36,D+05.80,D+02.36,EVEN,D+00.88,D+01.01,R+01.83
Umatilla,,,,,,,,,,R+10.56,R+07.12,R+02.47,D+03.73,D+06.41,R+00.31,R+01.70,D+05.16,R+01.29,R+06.02,R+03.71,R+02.97,R+01.11,R+00.91,R+00.85,R+02.89,R+04.70,R+03.21,R+06.68,R+06.25,R+02.70,R+02.92,R+05.91,R+10.97,R+14.61,R+14.94,R+15.84,R+18.20
Union,,,,,,,,,,R+06.12,R+01.92,D+01.86,D+05.04,D+05.96,D+03.45,D+06.02,D+13.03,D+10.46,D+08.16,D+07.37,D+04.02,D+06.64,D+07.06,D+03.49,D+01.13,R+00.64,R+02.24,R+07.05,R+05.55,R+00.26,R+01.46,R+07.45,R+14.47,R+17.20,R+15.67,R+16.80,R+20.52
Wallowa,,,,,,,,,,R+11.65,R+05.32,D+04.71,D+05.01,D+04.27,D+04.54,D+05.43,D+09.70,D+06.82,D+04.22,D+02.60,R+01.33,D+02.59,D+06.67,D+02.68,R+04.15,R+08.04,R+06.81,R+11.77,R+12.72,R+06.87,R+07.70,R+15.01,R+24.49,R+24.94,R+19.57,R+20.15,R+22.02
Wasco,,,,,,,,,,R+14.12,R+09.23,R+05.49,R+01.29,R+01.61,R+02.40,R+00.33,D+06.76,D+05.11,R+02.98,R+05.14,R+06.62,R+00.59,D+03.55,D+03.79,D+04.08,D+03.96,D+03.85,D+01.97,D+03.45,D+05.53,D+06.48,D+04.18,R+00.58,R+02.27,R+00.30,R+01.05,R+04.06
Washington,,,,,,,,,,R+17.31,R+11.75,R+11.05,R+07.81,R+03.09,R+03.06,R+00.97,D+03.93,D+00.43,R+04.35,R+05.84,R+08.09,R+06.13,R+06.15,R+06.02,R+06.22,R+04.39,R+05.25,R+07.96,R+04.31,R+01.37,D+00.89,EVEN,D+00.15,D+02.66,D+05.97,D+07.35,D+10.37
Wheeler,,,,,,,,,,R+11.78,R+15.89,R+13.24,R+09.61,R+13.09,R+13.70,R+10.29,R+04.89,R+06.25,R+08.76,R+06.56,R+03.84,D+00.55,D+00.65,R+04.44,R+06.91,R+06.02,R+00.06,R+01.85,R+06.58,R+05.38,R+07.01,R+11.85,R+18.80,R+22.37,R+18.89,R+18.39,R+24.75
Yamhill,,,,,,,,,,R+11.16,R+09.99,R+09.65,R+02.93,D+00.09,R+05.07,R+05.95,R+01.73,R+03.22,R+05.75,R+08.03,R+10.81,R+08.18,R+07.15,R+04.77,R+04.08,R+04.29,R+01.80,R+03.26,R+03.10,R+01.67,R+02.29,R+05.45,R+06.96,R+06.99,R+05.36,R+04.86,R+05.54
*Pennsylvania,,,,,,R+04.75,R+07.74,R+10.01,R+10.42,R+09.62,R+06.57,R+07.14,R+07.97,R+09.52,R+09.60,R+09.52,R+08.13,R+02.90,R+01.96,R+03.40,R+00.96,D+01.82,D+01.11,D+02.45,D+03.09,D+01.99,D+00.96,D+00.87,D+03.46,D+04.10,D+02.41,D+01.26,D+01.15,D+02.19,D+02.02,D+01.15,R+00.36
Adams,,,,,,D+01.58,D+00.31,D+02.38,D+06.75,D+07.73,D+12.11,D+10.23,D+04.43,D+08.33,D+01.01,R+06.88,R+08.70,R+10.66,R+11.31,R+12.84,R+11.24,R+09.42,R+10.27,R+08.56,R+09.94,R+12.12,R+09.20,R+09.62,R+10.35,R+11.00,R+11.75,R+12.76,R+13.92,R+15.18,R+14.79,R+14.75,R+17.94
Allegheny,,,,,,R+13.23,R+15.61,R+19.54,R+20.02,R+16.89,R+10.24,R+09.29,R+12.37,R+17.79,R+10.22,R+01.08,D+00.70,D+04.18,D+03.41,D+03.73,D+05.09,D+04.54,D+04.96,D+06.01,D+06.65,D+06.66,D+02.96,D+04.25,D+11.71,D+14.95,D+12.25,D+06.97,D+05.80,D+08.45,D+06.47,D+04.76,D+06.46
Armstrong,,,,,,R+08.30,R+09.54,R+11.07,R+11.95,R+11.45,R+07.00,R+08.63,R+11.90,R+11.77,R+16.87,R+16.49,R+11.40,R+09.50,R+10.24,R+08.79,R+03.65,R+02.13,R+05.47,R+01.12,D+02.60,R+00.39,D+00.64,D+03.47,D+07.73,D+09.60,D+06.95,D+00.37,R+06.53,R+09.20,R+13.03,R+18.57,R+24.34
Beaver,,,,,,R+09.11,R+08.45,R+09.15,R+12.23,R+11.63,R+09.98,R+08.88,R+06.48,R+12.91,R+15.04,R+10.24,R+03.38,D+02.67,D+03.70,D+03.21,D+06.04,D+08.27,D+06.29,D+08.53,D+11.50,D+07.90,D+05.28,D+10.57,D+18.30,D+21.15,D+17.17,D+09.93,D+04.90,D+03.42,R+01.26,R+05.21,R+08.05
Bedford,,,,,,R+04.43,R+05.68,R+05.41,R+04.40,R+04.62,D+00.24,D+00.47,R+05.10,R+06.33,R+15.83,R+19.94,R+14.17,R+11.11,R+13.01,R+14.94,R+11.06,R+08.20,R+12.64,R+12.73,R+13.19,R+15.65,R+11.14,R+11.51,R+12.52,R+11.77,R+13.34,R+16.12,R+19.57,R+21.87,R+24.27,R+28.03,R+32.54
Berks,,,,,,D+12.88,D+10.61,D+09.44,D+11.07,D+10.91,D+15.30,D+15.09,D+09.61,D+06.13,R+04.67,R+09.64,R+00.59,D+06.51,D+04.54,D+02.02,D+02.42,D+01.36,R+02.39,D+00.13,D+02.68,R+01.29,R+02.66,R+04.91,R+07.15,R+08.18,R+08.07,R+07.35,R+06.33,R+03.49,R+00.55,R+00.75,R+04.39
Blair,,,,,,R+09.56,R+13.07,R+15.56,R+16.18,R+15.37,R+10.57,R+08.93,R+09.47,R+13.12,R+16.33,R+16.54,R+14.07,R+10.23,R+11.04,R+12.82,R+11.97,R+09.07,R+11.29,R+12.03,R+11.83,R+14.57,R+13.32,R+11.09,R+08.58,R+07.45,R+10.40,R+12.93,R+13.94,R+14.84,R+15.55,R+17.56,R+21.99
Bradford,,,,,,R+17.26,R+17.15,R+15.02,R+14.19,R+13.94,R+09.30,R+09.77,R+15.73,R+17.61,R+19.77,R+23.17,R+27.40,R+26.98,R+24.44,R+24.89,R+22.93,R+18.35,R+18.07,R+15.45,R+13.95,R+14.87,R+12.73,R+12.37,R+12.82,R+13.55,R+13.20,R+12.60,R+13.64,R+15.17,R+14.08,R+13.79,R+19.83
Bucks,,,,,,R+00.74,R+04.22,R+05.02,R+00.77,R+00.39,R+05.49,R+07.94,R+05.18,R+05.41,R+12.85,R+19.34,R+16.27,R+11.08,R+11.38,R+14.49,R+11.70,R+05.14,R+03.65,R+02.33,R+02.37,R+03.12,R+02.36,R+05.23,R+06.03,R+05.62,R+04.71,R+02.60,R+00.36,D+02.27,D+01.67,R+00.33,R+01.02
Butler,,,,,,R+07.07,R+05.62,R+05.12,R+06.39,R+05.63,D+03.88,D+02.70,R+07.77,R+11.62,R+15.54,R+16.66,R+14.87,R+13.49,R+14.06,R+15.56,R+11.59,R+07.40,R+09.75,R+05.88,R+01.26,R+03.68,R+04.99,R+04.48,R+00.53,D+00.75,R+03.22,R+09.48,R+14.02,R+13.69,R+15.48,R+18.61,R+20.01
Cambria,,,,,,D+00.37,R+02.47,R+05.22,R+05.32,R+05.32,R+00.71,R+00.01,R+07.37,R+04.65,D+03.62,D+02.19,D+00.50,D+03.42,D+04.14,D+06.14,D+09.71,D+08.48,D+06.81,D+07.44,D+06.07,D+03.23,D+02.06,D+05.45,D+11.01,D+14.23,D+11.40,D+07.01,D+03.44,D+00.93,R+01.59,R+07.24,R+15.70
Cameron,,,,,,R+07.48,R+07.67,R+10.84,R+13.73,R+14.14,R+17.27,R+17.17,R+11.13,R+14.10,R+17.87,R+20.94,R+20.66,R+13.34,R+12.43,R+15.99,R+15.65,R+15.34,R+14.01,R+07.26,R+07.58,R+10.05,R+07.18,R+06.28,R+07.25,R+09.96,R+12.03,R+12.22,R+13.25,R+14.91,R+14.67,R+15.49,R+21.64
