State,Year,Office,County,D#,R#,Prog.#,C#,I#,Ref.#,L#,Proh.#,S#,Comm.#,U#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I11#,W/I12#,G/R,NP1#,NP23,NP3#,NP4#,NP5#
Georgia,2006,Governor,Coffee,2655,4606,,,,,176,,,,,,4,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Colquitt,2902,4563,,,,,224,,,,,,15,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Columbia,6872,23972,,,,,626,,,,,,26,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Cook,1133,1572,,,,,67,,,,,,0,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Coweta,6525,20712,,,,,1225,,,,,,23,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Crawford,1095,1766,,,,,126,,,,,,0,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Crisp,1459,2558,,,,,107,,,,,,3,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Dade,849,2361,,,,,54,,,,,,1,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Dawson,846,4373,,,,,306,,,,,,4,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Decatur,2141,3361,,,,,86,,,,,,43,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,DeKalb,112119,52807,,,,,8715,,,,,,396,11,1,,,,,,,,,,,,,,,
Georgia,2006,Governor,Dodge,2138,2802,,,,,139,,,,,,5,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Dooly,1298,1281,,,,,63,,,,,,1,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Dougherty,14371,7441,,,,,324,,,,,,18,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Douglas,9900,15930,,,,,1147,,,,,,26,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Early,1277,1463,,,,,35,,,,,,3,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Echols,233,323,,,,,17,,,,,,0,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Effingham,2570,8162,,,,,206,,,,,,6,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Elbert,1925,2575,,,,,108,,,,,,3,1,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Emanuel,1818,2838,,,,,91,,,,,,3,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Evans,1071,1535,,,,,34,,,,,,1,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Fannin,1921,5109,,,,,259,,,,,,9,1,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Fayette,9329,25069,,,,,1573,,,,,,36,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Floyd,6557,12803,,,,,892,,,,,,19,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Forsyth,5351,32969,,,,,1877,,,,,,35,0,1,,,,,,,,,,,,,,,
Georgia,2006,Governor,Franklin,1739,3027,,,,,159,,,,,,5,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Fulton,106180,90262,,,,,9700,,,,,,303,17,1,,,,,,,,,,,,,,,
Georgia,2006,Governor,Gilmer,1771,5234,,,,,337,,,,,,10,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Glascock,197,628,,,,,19,,,,,,1,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Glynn,5359,11197,,,,,442,,,,,,9,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Gordon,2521,6637,,,,,379,,,,,,10,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Grady,2046,3029,,,,,78,,,,,,1,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Greene,1675,2999,,,,,143,,,,,,2,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Gwinnett,44498,101485,,,,,7346,,,,,,146,2,2,,,,,,,,,,,,,,,
Georgia,2006,Governor,Habersham,1863,6633,,,,,360,,,,,,10,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Hall,6570,26027,,,,,1541,,,,,,29,1,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Hancock,1631,550,,,,,49,,,,,,0,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Haralson,1678,4107,,,,,281,,,,,,15,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Harris,2153,5365,,,,,186,,,,,,11,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Hart,3012,3433,,,,,196,,,,,,2,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Heard,690,1593,,,,,97,,,,,,0,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Henry,14996,27414,,,,,1718,,,,,,33,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Houston,8697,21395,,,,,950,,,,,,30,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Irwin,863,1259,,,,,48,,,,,,3,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Jackson,2357,8727,,,,,470,,,,,,7,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Jasper,1089,2126,,,,,136,,,,,,2,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Jeff Davis,1054,1763,,,,,46,,,,,,3,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Jefferson,2349,2366,,,,,66,,,,,,1,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Jenkins,764,1173,,,,,29,,,,,,4,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Johnson,763,1259,,,,,53,,,,,,2,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Jones,2690,4252,,,,,275,,,,,,7,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Lamar,1552,2900,,,,,150,,,,,,6,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Lanier,598,664,,,,,17,,,,,,0,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Laurens,4411,6199,,,,,355,,,,,,13,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Lee,2322,4570,,,,,154,,,,,,14,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Liberty,3794,3509,,,,,168,,,,,,11,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Lincoln,839,1661,,,,,36,,,,,,3,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Long,615,955,,,,,34,,,,,,1,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Lowndes,8565,11036,,,,,424,,,,,,13,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Lumpkin,1454,4237,,,,,355,,,,,,12,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Macon,1656,1212,,,,,50,,,,,,6,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Madison,1805,4214,,,,,269,,,,,,4,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Marion,990,975,,,,,34,,,,,,2,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,McDuffie,1651,3285,,,,,87,,,,,,0,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,McIntosh,1797,2148,,,,,107,,,,,,2,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Meriwether,2179,3072,,,,,176,,,,,,2,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Miller,494,777,,,,,22,,,,,,4,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Mitchell,2417,2366,,,,,86,,,,,,7,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Monroe,2331,4717,,,,,283,,,,,,7,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Montgomery,786,1243,,,,,56,,,,,,0,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Morgan,1505,3680,,,,,223,,,,,,5,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Murray,1557,4431,,,,,143,,,,,,5,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Muscogee,19028,19500,,,,,718,,,,,,44,0,1,,,,,,,,,,,,,,,
Georgia,2006,Governor,Newton,7459,11554,,,,,734,,,,,,11,1,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Oconee,2642,7335,,,,,592,,,,,,16,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Oglethorpe,1259,2143,,,,,190,,,,,,1,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Paulding,6389,18766,,,,,1195,,,,,,22,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Peach,2471,3324,,,,,220,,,,,,6,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Pickens,1489,5508,,,,,376,,,,,,4,0,2,,,,,,,,,,,,,,,
Georgia,2006,Governor,Pierce,1001,2676,,,,,50,,,,,,1,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Pike,1094,3486,,,,,203,,,,,,5,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Polk,2766,5034,,,,,345,,,,,,6,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Pulaski,774,1437,,,,,96,,,,,,2,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Putnam,1648,3577,,,,,175,,,,,,5,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Quitman,310,301,,,,,13,,,,,,0,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Rabun,1270,3483,,,,,198,,,,,,3,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Randolph,1035,863,,,,,20,,,,,,1,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Richmond,23363,22614,,,,,805,,,,,,43,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Rockdale,7881,11089,,,,,899,,,,,,11,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Schley,315,583,,,,,13,,,,,,1,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Screven,1513,2359,,,,,61,,,,,,3,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Seminole,895,1048,,,,,40,,,,,,4,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Spalding,4412,8539,,,,,499,,,,,,10,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Stephens,2344,4251,,,,,181,,,,,,6,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Stewart,693,395,,,,,14,,,,,,2,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Sumter,3345,3439,,,,,164,,,,,,10,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Talbot,1061,738,,,,,49,,,,,,1,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Taliaferro,334,199,,,,,11,,,,,,0,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Tattnall,1415,2896,,,,,76,,,,,,2,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Taylor,852,1087,,,,,51,,,,,,0,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Telfair,1233,1001,,,,,58,,,,,,2,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Terrell,1454,1160,,,,,41,,,,,,0,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Thomas,3649,5867,,,,,211,,,,,,7,0,1,,,,,,,,,,,,,,,
Georgia,2006,Governor,Tift,2680,5580,,,,,240,,,,,,14,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Toombs,2228,3914,,,,,147,,,,,,2,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Towns,965,2775,,,,,119,,,,,,3,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Treutlen,700,760,,,,,34,,,,,,1,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Troup,4096,9080,,,,,340,,,,,,19,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Turner,893,1099,,,,,48,,,,,,3,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Twiggs,1395,1161,,,,,93,,,,,,0,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Union,1747,4915,,,,,261,,,,,,4,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Upson,1989,3653,,,,,170,,,,,,6,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Walker,3052,9473,,,,,241,,,,,,2,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Walton,3680,14765,,,,,806,,,,,,13,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Ware,2423,4055,,,,,109,,,,,,5,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Warren,739,785,,,,,35,,,,,,1,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Washington,2616,2697,,,,,98,,,,,,4,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Wayne,2444,3896,,,,,171,,,,,,6,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Webster,327,300,,,,,11,,,,,,0,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Wheeler,551,547,,,,,25,,,,,,0,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,White,1421,5039,,,,,249,,,,,,4,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Whitfield,3924,12563,,,,,382,,,,,,15,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Wilcox,789,1138,,,,,44,,,,,,0,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Wilkes,1117,1561,,,,,66,,,,,,0,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Wilkinson,1483,1279,,,,,84,,,,,,0,0,0,,,,,,,,,,,,,,,
Georgia,2006,Governor,Worth,1926,2986,,,,,98,,,,,,8,0,0,,,,,,,,,,,,,,,
Georgia,2010,Governor,Appling,1430,3514,,,,,161,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Atkinson,498,922,,,,,32,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Bacon,689,1718,,,,,54,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Baker,668,531,,,,,31,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Baldwin,5689,5133,,,,,380,,,,,,0,1,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Banks,593,3744,,,,,138,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Barrow,3401,11920,,,,,776,,,,,,1,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Bartow,5583,16661,,,,,1163,,,,,,0,3,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Ben Hill,1757,2014,,,,,127,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Berrien,1160,2684,,,,,162,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Bibb,25048,17765,,,,,1363,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Bleckley,1022,2202,,,,,99,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Brantley,680,2538,,,,,117,,,,,,1,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Brooks,2586,2373,,,,,145,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Bryan,1988,5489,,,,,457,,,,,,1,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Bulloch,4978,8852,,,,,508,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Burke,3292,2765,,,,,134,,,,,,0,2,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Butts,1984,3972,,,,,226,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Calhoun,1023,600,,,,,22,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Camden,3340,6340,,,,,324,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Candler,736,1469,,,,,90,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Carroll,7864,18372,,,,,1221,,,,,,0,1,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Catoosa,2926,10192,,,,,493,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Charlton,715,1376,,,,,71,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Chatham,34167,30699,,,,,3037,,,,,,0,2,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Chattahoochee,356,345,,,,,20,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Chattooga,1657,3028,,,,,263,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Cherokee,12047,49691,,,,,3634,,,,,,2,2,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Clarke,16013,9260,,,,,1661,,,,,,1,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Clay,629,414,,,,,30,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Clayton,48828,10627,,,,,1876,,,,,,6,2,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Clinch,771,554,,,,,38,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Cobb,84638,116506,,,,,10312,,,,,,3,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Coffee,2722,5209,,,,,232,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Colquitt,2803,5828,,,,,318,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Columbia,9139,26596,,,,,1441,,,,,,1,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Cook,1373,2190,,,,,113,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Coweta,8946,25984,,,,,1807,,,,,,0,2,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Crawford,1328,2171,,,,,163,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Crisp,1956,2916,,,,,105,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Dade,836,2608,,,,,155,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Dawson,856,5869,,,,,287,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Decatur,3267,3756,,,,,114,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,DeKalb,155404,45109,,,,,8209,,,,,,10,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Dodge,1995,3109,,,,,136,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Dooly,1724,1350,,,,,69,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Dougherty,17916,8685,,,,,681,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Douglas,17622,18425,,,,,1448,,,,,,2,2,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Early,1962,1754,,,,,66,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Echols,175,387,,,,,28,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Effingham,3002,9455,,,,,712,,,,,,1,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Elbert,2203,3110,,,,,157,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Emanuel,2012,2932,,,,,118,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Evans,905,1469,,,,,68,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Fannin,1488,5098,,,,,432,,,,,,1,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Fayette,13032,27070,,,,,1781,,,,,,4,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Floyd,6525,14209,,,,,988,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Forsyth,7501,43117,,,,,2448,,,,,,3,2,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Franklin,1098,3779,,,,,168,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Fulton,156024,90197,,,,,10192,,,,,,3,3,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Gilmer,1507,6213,,,,,417,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Glascock,159,638,,,,,39,,,,,,0,3,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Glynn,7248,13482,,,,,515,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Gordon,2267,8023,,,,,548,,,,,,3,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Grady,2822,3537,,,,,246,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Greene,2075,3641,,,,,176,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Gwinnett,73427,112093,,,,,9478,,,,,,0,3,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Habersham,1602,8339,,,,,476,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Hall,7109,35384,,,,,1626,,,,,,1,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Hancock,2358,610,,,,,55,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Haralson,1527,5182,,,,,334,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Harris,2803,6721,,,,,346,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Hart,1991,3846,,,,,249,,,,,,3,1,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Heard,737,1950,,,,,152,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Henry,26283,31350,,,,,2232,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Houston,14833,22156,,,,,1538,,,,,,1,3,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Irwin,1073,1485,,,,,63,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Jackson,2628,12917,,,,,772,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Jasper,1283,2768,,,,,160,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Jeff Davis,1024,2454,,,,,137,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Jefferson,2658,2056,,,,,87,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Jenkins,976,1215,,,,,62,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Johnson,760,1592,,,,,69,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Jones,3376,4905,,,,,298,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Lamar,1706,3162,,,,,177,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Lanier,765,858,,,,,48,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Laurens,5055,7988,,,,,392,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Lee,2457,6682,,,,,276,,,,,,2,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Liberty,5975,3528,,,,,372,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Lincoln,1217,1932,,,,,111,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Long,677,1066,,,,,74,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Lowndes,10116,12715,,,,,605,,,,,,2,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Lumpkin,1530,6087,,,,,504,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Macon,2123,1090,,,,,69,,,,,,1,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Madison,1772,5491,,,,,356,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Marion,884,1115,,,,,65,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,McDuffie,2423,3591,,,,,175,,,,,,0,1,,,,,,,,,,,,,,,,
Georgia,2010,Governor,McIntosh,2329,2132,,,,,161,,,,,,0,1,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Meriwether,2785,3368,,,,,200,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Miller,694,1169,,,,,30,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Mitchell,2970,2667,,,,,115,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Monroe,2978,5639,,,,,318,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Montgomery,730,1707,,,,,79,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Morgan,1806,4327,,,,,251,,,,,,1,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Murray,1284,4296,,,,,297,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Muscogee,26807,18430,,,,,1285,,,,,,4,2,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Newton,13044,14189,,,,,989,,,,,,0,1,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Oconee,3072,8865,,,,,642,,,,,,1,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Oglethorpe,1317,2742,,,,,202,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Paulding,9188,22036,,,,,1382,,,,,,4,3,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Peach,3678,3570,,,,,201,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Pickens,1562,6960,,,,,490,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Pierce,852,3148,,,,,109,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Pike,1076,4456,,,,,220,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Polk,2627,5796,,,,,384,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Pulaski,887,1604,,,,,88,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Putnam,1903,4438,,,,,220,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Quitman,445,328,,,,,24,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Rabun,1265,3910,,,,,271,,,,,,2,4,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Randolph,1296,990,,,,,34,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Richmond,30574,17882,,,,,1442,,,,,,4,2,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Rockdale,14018,11794,,,,,949,,,,,,1,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Schley,362,794,,,,,32,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Screven,1676,2056,,,,,92,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Seminole,1132,1509,,,,,64,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Spalding,5906,10071,,,,,632,,,,,,1,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Stephens,1527,4797,,,,,216,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Stewart,979,518,,,,,23,,,,,,0,0,,,,,,,,,,,,,,,,
Georgia,2010,Governor,Sumter,4293,3732,,,,,168,,,,,,0,1,,,,,,,,,,,,,,,,
