State,Year,Office,County,D#,R#,Prog.#,C#,I#,Ref.#,L#,Proh.#,S#,Comm.#,U#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I11#,W/I12#,G/R,NP1#,NP23,NP3#,NP4#,NP5#
Georgia,2012,President,Rockdale,22023,15716,,,,,330,,,,,,71,11,4,0,0,1,,,,,,,,,,,,
Georgia,2012,President,Schley,448,1286,,,,,14,,,,,,4,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Screven,2774,3287,,,,,39,,,,,,11,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Seminole,1478,2245,,,,,46,,,,,,8,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Spalding,9898,14911,,,,,272,,,,,,51,3,4,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Stephens,2131,7221,,,,,137,,,,,,36,3,6,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Stewart,1323,745,,,,,8,,,,,,0,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Sumter,6375,5378,,,,,78,,,,,,25,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Talbot,2265,1202,,,,,24,,,,,,2,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Taliaferro,636,323,,,,,4,,,,,,0,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Tattnall,1897,4706,,,,,62,,,,,,10,2,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Taylor,1572,1948,,,,,18,,,,,,2,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Telfair,1805,2480,,,,,51,,,,,,2,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Terrell,2544,1834,,,,,20,,,,,,9,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Thomas,7653,11156,,,,,139,,,,,,39,5,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Tift,4660,9185,,,,,82,,,,,,15,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Toombs,2746,6524,,,,,74,,,,,,13,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Towns,1273,4876,,,,,62,,,,,,33,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Treutlen,1074,1652,,,,,24,,,,,,1,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Troup,10547,15179,,,,,260,,,,,,49,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Turner,1510,2028,,,,,21,,,,,,8,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Twiggs,2270,1907,,,,,25,,,,,,3,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Union,2139,8773,,,,,164,,,,,,30,3,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Upson,3959,7230,,,,,74,,,,,,16,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Walker,5274,16247,,,,,365,,,,,,100,4,5,1,0,0,,,,,,,,,,,,
Georgia,2012,President,Walton,8148,29036,,,,,413,,,,,,65,9,6,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Ware,3900,7941,,,,,98,,,,,,14,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Warren,1529,990,,,,,7,,,,,,1,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Washington,4714,4035,,,,,58,,,,,,9,0,1,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Wayne,2596,7557,,,,,111,,,,,,19,1,4,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Webster,582,601,,,,,4,,,,,,1,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Wheeler,772,1366,,,,,22,,,,,,5,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,White,1671,8651,,,,,154,,,,,,35,11,1,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Whitfield,7210,19305,,,,,346,,,,,,92,8,7,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Wilcox,1060,2053,,,,,15,,,,,,3,1,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Wilkes,2087,2635,,,,,39,,,,,,4,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Wilkinson,2181,2246,,,,,23,,,,,,6,0,0,0,0,0,,,,,,,,,,,,
Georgia,2012,President,Worth,2487,5869,,,,,60,,,,,,17,2,1,0,0,0,,,,,,,,,,,,
Georgia,2016,President,Appling,1434,5494,,,,,77,,,,,,0,1,3,3,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Atkinson,697,1878,,,,,35,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Bacon,608,3364,,,,,47,,,,,,0,0,1,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Baker,650,775,,,,,15,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Baldwin,7970,7697,,,,,419,,,,,,0,16,11,2,0,0,1,0,,,,,,,,,,
Georgia,2016,President,Banks,684,6134,,,,,132,,,,,,2,11,8,4,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Barrow,6580,21108,,,,,1143,,,,,,3,113,91,20,3,0,0,0,,,,,,,,,,
Georgia,2016,President,Bartow,8212,29911,,,,,1183,,,,,,188,133,90,14,0,2,0,0,,,,,,,,,,
Georgia,2016,President,Ben Hill,2101,3739,,,,,91,,,,,,0,3,2,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Berrien,1047,5422,,,,,115,,,,,,0,2,4,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Bibb,36787,24043,,,,,1447,,,,,,11,182,114,9,2,0,0,1,,,,,,,,,,
Georgia,2016,President,Bleckley,1101,3719,,,,,123,,,,,,0,21,10,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Brantley,619,5567,,,,,106,,,,,,0,0,8,1,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Brooks,2528,3701,,,,,89,,,,,,0,5,9,4,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Bryan,4014,10529,,,,,542,,,,,,0,46,36,5,1,0,0,0,,,,,,,,,,
Georgia,2016,President,Bulloch,9261,15097,,,,,890,,,,,,1,37,22,5,0,1,2,0,,,,,,,,,,
Georgia,2016,President,Burke,4731,4491,,,,,129,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Butts,2566,6717,,,,,194,,,,,,0,18,13,6,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Calhoun,1179,830,,,,,16,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Camden,5930,12310,,,,,629,,,,,,168,12,20,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Candler,1026,2664,,,,,73,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Carroll,12464,30029,,,,,1346,,,,,,339,169,89,21,1,1,0,0,,,,,,,,,,
Georgia,2016,President,Catoosa,4771,20876,,,,,881,,,,,,185,137,65,20,3,2,0,0,,,,,,,,,,
Georgia,2016,President,Charlton,1004,2951,,,,,54,,,,,,0,0,4,2,1,0,0,0,,,,,,,,,,
Georgia,2016,President,Chatham,62290,45688,,,,,3503,,,,,,911,263,349,30,17,0,0,0,,,,,,,,,,
Georgia,2016,President,Chattahoochee,594,751,,,,,45,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Chattooga,1613,6462,,,,,177,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Cherokee,25231,80649,,,,,5015,,,,,,745,749,283,84,13,4,11,0,,,,,,,,,,
Georgia,2016,President,Clarke,29603,12717,,,,,2019,,,,,,500,309,304,12,9,0,1,2,,,,,,,,,,
Georgia,2016,President,Clay,697,566,,,,,8,,,,,,0,1,1,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Clayton,78220,12645,,,,,1647,,,,,,734,58,260,11,3,0,2,0,,,,,,,,,,
Georgia,2016,President,Clinch,686,1727,,,,,34,,,,,,0,4,1,3,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Cobb,160121,152912,,,,,14466,,,,,,3256,2108,1047,115,9,8,9,7,,,,,,,,,,
Georgia,2016,President,Coffee,4094,9588,,,,,233,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Colquitt,3463,9898,,,,,240,,,,,,0,13,9,1,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Columbia,18887,43085,,,,,2270,,,,,,467,342,114,34,6,0,2,0,,,,,,,,,,
Georgia,2016,President,Cook,1753,4176,,,,,112,,,,,,0,5,6,5,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Coweta,16583,42533,,,,,2235,,,,,,466,267,95,28,3,0,0,0,,,,,,,,,,
Georgia,2016,President,Crawford,1421,3635,,,,,106,,,,,,0,6,4,4,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Crisp,2837,4549,,,,,126,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Dade,965,5051,,,,,226,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Dawson,1448,9900,,,,,356,,,,,,55,46,11,4,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Decatur,4124,6020,,,,,126,,,,,,1,8,4,3,0,0,0,0,,,,,,,,,,
Georgia,2016,President,DeKalb,251370,51468,,,,,9666,,,,,,3105,1011,1181,33,1,4,1,9,,,,,,,,,,
Georgia,2016,President,Dodge,1839,5021,,,,,138,,,,,,0,6,4,1,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Dooly,1872,1951,,,,,36,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Dougherty,23311,10232,,,,,475,,,,,,0,32,30,7,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Douglas,31005,24817,,,,,1594,,,,,,7,149,154,11,0,1,0,0,,,,,,,,,,
Georgia,2016,President,Early,2168,2552,,,,,65,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Echols,156,1007,,,,,13,,,,,,0,6,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Effingham,4853,17874,,,,,679,,,,,,0,26,17,5,2,2,0,0,,,,,,,,,,
Georgia,2016,President,Elbert,2539,5292,,,,,139,,,,,,0,11,6,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Emanuel,2435,5335,,,,,75,,,,,,0,12,3,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Evans,1130,2404,,,,,68,,,,,,0,6,2,3,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Fannin,1923,9632,,,,,222,,,,,,64,18,17,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Fayette,23284,35048,,,,,2103,,,,,,598,352,117,7,2,0,0,0,,,,,,,,,,
Georgia,2016,President,Floyd,9159,24114,,,,,1084,,,,,,252,160,74,6,11,0,0,0,,,,,,,,,,
Georgia,2016,President,Forsyth,23462,69851,,,,,4091,,,,,,745,586,166,52,7,2,1,1,,,,,,,,,,
Georgia,2016,President,Franklin,1243,7054,,,,,177,,,,,,49,17,7,3,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Fulton,297051,117783,,,,,15765,,,,,,7370,409,361,10,0,0,2,0,,,,,,,,,,
Georgia,2016,President,Gilmer,1965,10477,,,,,293,,,,,,1,17,16,4,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Glascock,138,1235,,,,,17,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Glynn,11775,21512,,,,,825,,,,,,236,77,3,1,2,0,0,6,,,,,,,,,,
Georgia,2016,President,Gordon,3181,15191,,,,,507,,,,,,104,44,26,6,1,0,0,2,,,,,,,,,,
Georgia,2016,President,Grady,3013,6053,,,,,135,,,,,,0,5,4,3,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Greene,3199,5490,,,,,151,,,,,,0,8,4,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Gwinnett,166153,146989,,,,,12494,,,,,,2643,1967,574,93,23,7,6,1,,,,,,,,,,
Georgia,2016,President,Habersham,2483,13190,,,,,461,,,,,,90,81,22,5,1,0,0,0,,,,,,,,,,
Georgia,2016,President,Hall,16180,51733,,,,,2307,,,,,,457,315,114,30,2,3,1,0,,,,,,,,,,
Georgia,2016,President,Hancock,2701,843,,,,,36,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Haralson,1475,9585,,,,,264,,,,,,0,20,9,4,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Harris,4086,11936,,,,,379,,,,,,0,71,23,5,0,2,0,0,,,,,,,,,,
Georgia,2016,President,Hart,2585,7286,,,,,209,,,,,,0,17,5,13,0,2,0,0,,,,,,,,,,
Georgia,2016,President,Heard,743,3370,,,,,93,,,,,,0,8,4,3,0,2,0,0,,,,,,,,,,
Georgia,2016,President,Henry,50057,45724,,,,,2505,,,,,,608,252,192,24,0,1,3,1,,,,,,,,,,
Georgia,2016,President,Houston,22553,35430,,,,,1761,,,,,,5,170,125,33,1,1,0,0,,,,,,,,,,
Georgia,2016,President,Irwin,891,2716,,,,,58,,,,,,0,3,1,1,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Jackson,4491,21784,,,,,834,,,,,,231,40,25,16,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Jasper,1544,4360,,,,,119,,,,,,0,16,4,2,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Jeff Davis,901,4104,,,,,86,,,,,,0,1,1,0,0,3,0,0,,,,,,,,,,
Georgia,2016,President,Jefferson,3821,3063,,,,,70,,,,,,0,7,6,1,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Jenkins,1123,1895,,,,,34,,,,,,0,3,1,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,L. B. Johnson,1136,2519,,,,,27,,,,,,0,3,1,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Jones,3961,8305,,,,,260,,,,,,0,17,8,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Lamar,2270,5190,,,,,126,,,,,,0,18,6,2,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Lanier,806,1984,,,,,73,,,,,,0,5,3,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Laurens,6752,12411,,,,,313,,,,,,0,31,17,6,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Lee,3170,10646,,,,,299,,,,,,0,11,8,5,0,0,4,0,,,,,,,,,,
Georgia,2016,President,Liberty,9556,6134,,,,,427,,,,,,0,26,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Lincoln,1273,2759,,,,,70,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Long,1360,2626,,,,,131,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Lowndes,15064,21635,,,,,929,,,,,,0,85,72,20,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Lumpkin,2220,9619,,,,,495,,,,,,92,50,32,9,0,0,0,0,,,,,,,,,,
Georgia,2016,President,McDuffie,3699,5432,,,,,137,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,McIntosh,2303,3487,,,,,113,,,,,,83,27,17,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Macon,2705,1540,,,,,42,,,,,,0,3,2,2,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Madison,2425,9201,,,,,328,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Marion,1213,1921,,,,,49,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Meriwether,3804,5222,,,,,165,,,,,,0,12,10,4,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Miller,623,1891,,,,,30,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Mitchell,3493,4279,,,,,93,,,,,,3,6,1,5,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Monroe,3571,8832,,,,,284,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Montgomery,847,2670,,,,,45,,,,,,0,11,1,2,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Morgan,2663,6559,,,,,218,,,,,,0,19,13,3,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Murray,1800,10341,,,,,283,,,,,,0,12,18,2,0,0,0,2,,,,,,,,,,
Georgia,2016,President,Muscogee,39851,26976,,,,,1831,,,,,,496,217,130,22,2,0,0,0,,,,,,,,,,
Georgia,2016,President,Newton,21943,20913,,,,,947,,,,,,252,81,79,14,5,4,0,0,,,,,,,,,,
Georgia,2016,President,Oconee,5581,13425,,,,,925,,,,,,0,162,42,9,5,0,0,0,,,,,,,,,,
Georgia,2016,President,Oglethorpe,1831,4625,,,,,199,,,,,,0,8,11,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Paulding,18025,44662,,,,,1954,,,,,,612,134,58,23,4,8,0,0,,,,,,,,,,
Georgia,2016,President,Peach,5100,5413,,,,,211,,,,,,0,12,14,0,2,0,0,0,,,,,,,,,,
Georgia,2016,President,Pickens,1979,11651,,,,,354,,,,,,0,37,31,6,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Pierce,903,6302,,,,,93,,,,,,0,6,7,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Pike,1240,7278,,,,,163,,,,,,0,41,0,3,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Polk,2867,11014,,,,,289,,,,,,0,17,22,4,0,1,0,1,,,,,,,,,,
Georgia,2016,President,Pulaski,1104,2437,,,,,58,,,,,,1,5,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Putnam,2758,6544,,,,,170,,,,,,0,9,4,3,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Quitman,461,575,,,,,8,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Rabun,1444,6287,,,,,219,,,,,,0,24,10,8,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Randolph,1598,1271,,,,,28,,,,,,0,2,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Richmond,48814,24461,,,,,1811,,,,,,513,233,152,35,4,1,1,0,,,,,,,,,,
Georgia,2016,President,Rockdale,23255,13478,,,,,923,,,,,,224,83,112,8,1,0,3,0,,,,,,,,,,
Georgia,2016,President,Schley,401,1472,,,,,36,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Screven,2300,3305,,,,,94,,,,,,0,9,3,4,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Seminole,1189,2345,,,,,48,,,,,,0,5,1,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Spalding,9357,15646,,,,,597,,,,,,0,59,29,14,0,2,0,0,,,,,,,,,,
Georgia,2016,President,Stephens,1837,7686,,,,,243,,,,,,0,27,16,5,1,0,0,0,,,,,,,,,,
Georgia,2016,President,Stewart,1222,805,,,,,28,,,,,,0,0,3,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Sumter,5520,5276,,,,,178,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Talbot,2002,1196,,,,,46,,,,,,0,0,2,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Taliaferro,545,349,,,,,3,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Tattnall,1681,5096,,,,,109,,,,,,0,5,9,1,0,0,2,0,,,,,,,,,,
Georgia,2016,President,Taylor,1296,2064,,,,,45,,,,,,0,1,2,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Telfair,1313,2450,,,,,32,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Terrell,2267,1874,,,,,40,,,,,,0,5,1,2,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Thomas,7142,11228,,,,,368,,,,,,0,41,20,3,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Tift,4347,9584,,,,,244,,,,,,0,25,16,2,0,0,1,0,,,,,,,,,,
Georgia,2016,President,Toombs,2338,6615,,,,,158,,,,,,0,20,7,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Towns,1210,5383,,,,,146,,,,,,0,9,10,4,0,2,0,0,,,,,,,,,,
Georgia,2016,President,Treutlen,862,1809,,,,,32,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Troup,9713,15750,,,,,561,,,,,,1,49,28,7,0,2,0,0,,,,,,,,,,
Georgia,2016,President,Turner,1246,2095,,,,,53,,,,,,0,3,1,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Twiggs,1971,2035,,,,,50,,,,,,0,0,3,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Union,1963,9852,,,,,229,,,,,,0,13,4,0,0,2,0,0,,,,,,,,,,
Georgia,2016,President,Upson,3475,7292,,,,,167,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Walker,4215,18950,,,,,791,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Walton,8292,31125,,,,,1055,,,,,,2,153,54,16,0,0,0,1,,,,,,,,,,
Georgia,2016,President,Ware,3440,8513,,,,,206,,,,,,0,16,6,3,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Warren,1314,991,,,,,28,,,,,,0,0,1,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Washington,4200,4149,,,,,98,,,,,,0,2,10,2,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Wayne,2041,8153,,,,,192,,,,,,0,17,7,2,1,0,0,0,,,,,,,,,,
Georgia,2016,President,Webster,473,630,,,,,13,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Wheeler,646,1421,,,,,35,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,White,1674,9761,,,,,348,,,,,,89,22,9,8,1,0,0,0,,,,,,,,,,
Georgia,2016,President,Whitfield,7937,21537,,,,,924,,,,,,0,102,150,8,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Wilcox,852,2096,,,,,25,,,,,,0,2,1,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Wilkes,1848,2572,,,,,57,,,,,,0,4,5,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Wilkinson,1894,2333,,,,,51,,,,,,0,6,3,0,0,0,0,0,,,,,,,,,,
Georgia,2016,President,Worth,2020,6152,,,,,108,,,,,,0,6,6,2,1,0,0,0,,,,,,,,,,
Georgia,1960,US Senate,Appling,2479,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Atkinson,1505,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Bacon,1686,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Baker,752,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Baldwin,3271,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Banks,1341,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Barrow,3031,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Bartow,4530,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Ben Hill,2143,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Berrien,2943,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Bibb,16620,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Bleckley,2196,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Brantley,1756,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Brooks,1950,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Bryan,1691,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Bulloch,4936,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Burke,1684,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Butts,1860,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Calhoun,877,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Camden,1927,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Candler,954,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Carroll,5294,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Catoosa,3557,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Charlton,964,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Chatham,21899,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Chattahoochee,263,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Chattooga,5509,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Cherokee,4308,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Clarke,6278,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Clay,552,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Clayton,7873,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Clinch,1094,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Cobb,20510,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Coffee,3882,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Colquitt,6310,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Columbia,1773,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Cook,2265,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Coweta,4726,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Crawford,950,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Crisp,3123,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Dade,1549,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Dawson,620,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Decatur,3369,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,DeKalb,36348,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Dodge,4433,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Dooly,1896,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Dougherty,7970,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Douglas,3463,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
Georgia,1960,US Senate,Early,1973,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,
