State,Year,Office,County,D#,R#,Prog.#,Cit.#,SM#,PC#,CN#,New#,S#,SL#,Liberty#,Comm.#,Proh.#,FL#,U#,Workers#,AI#,SW#,I#,Ref.#,NL#,G#,L#,S&L,Delta#,NA#,W/I#,LRU#,PCP#,INM#,W/I1#,W/I2#,Year / Office,C#
New Mexico,1940,President,Union,1987,1900,,,,,,,7,,,,5,,,,,,,,,,,,,,,,,,,,,
New Mexico,1940,President,Valencia,3318,3436,,,,,,,5,,,,1,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Bernalillo,12229,11662,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Catron,589,699,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Chaves,3350,3149,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Colfax,3017,2661,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Curry,3271,2326,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,De Baca,660,554,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Dona Ana,4172,3149,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Eddy,5228,2083,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Grant,3472,1970,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Guadalupe,1539,1649,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Harding,647,820,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Hidalgo,807,367,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Lea,2938,1227,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Lincoln,1342,1455,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Luna,1383,1074,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,McKinley,2210,1547,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Mora,1425,1783,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Otero,1892,1467,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Quay,2272,1449,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Rio Arriba,3792,3532,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Roosevelt,2359,1610,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,San Juan,1354,1439,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,San Miguel,1093,1438,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Sandoval,4684,4014,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Santa Fe,4915,5482,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Sierra,1008,1112,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Socorro,1967,2030,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Taos,2525,2557,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Torrance,1438,2014,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Union,1350,1604,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
New Mexico,1944,President,Valencia,2461,2765,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Bernalillo,18305,16668,,,,,,328,31,15,,,17,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Catron,648,521,,,,,,3,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Chaves,4569,3123,,,,,,21,3,1,,,8,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Colfax,3871,2575,,,,,,25,5,1,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Curry,5759,2132,,,,,,43,2,0,,,5,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,De Baca,670,458,,,,,,2,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Dona Ana,5116,3440,,,,,,32,2,1,,,2,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Eddy,7593,2305,,,,,,104,5,6,,,8,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Grant,3592,1999,,,,,,130,2,2,,,2,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Guadalupe,1550,1565,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Harding,653,649,,,,,,3,1,1,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Hidalgo,859,374,,,,,,5,0,2,,,2,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Lea,4708,1273,,,,,,26,1,1,,,16,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Lincoln,1406,1575,,,,,,14,2,1,,,7,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Luna,1629,941,,,,,,9,0,1,,,4,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,McKinley,2995,2109,,,,,,37,1,1,,,6,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Mora,1541,1893,,,,,,3,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Otero,2361,1354,,,,,,13,0,2,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Quay,3063,1392,,,,,,22,2,1,,,13,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Rio Arriba,4753,4273,,,,,,16,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Roosevelt,3087,956,,,,,,23,1,0,,,8,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,San Juan,1851,1675,,,,,,7,4,1,,,1,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,San Miguel,1544,2407,,,,,,8,1,0,,,5,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Sandoval,4953,4655,,,,,,18,2,1,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Santa Fe,6172,7491,,,,,,55,6,5,,,2,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Sierra,1389,1274,,,,,,13,1,2,,,1,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Socorro,1650,2139,,,,,,8,0,1,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Taos,2977,2852,,,,,,35,5,1,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Torrance,1696,1709,,,,,,4,1,0,,,2,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Union,1590,1246,,,,,,7,0,0,,,6,,,,,,,,,,,,,,,,,,,,,
New Mexico,1948,President,Valencia,2914,3280,,,,,,23,5,2,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Bernalillo,23164,33964,11,,,,6,,,4,,,51,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Catron,464,741,0,,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Chaves,3880,7018,10,,,,27,,,6,,,38,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Colfax,3184,3397,0,,,,0,,,1,,,4,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Curry,3422,5023,2,,,,0,,,0,,,12,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,De Baca,591,782,0,,,,1,,,0,,,2,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Dona Ana,4556,5902,0,,,,11,,,0,,,9,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Eddy,7495,6041,6,,,,17,,,5,,,27,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Grant,4315,3421,169,,,,5,,,3,,,9,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Guadalupe,1347,1575,0,,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Harding,436,760,0,,,,0,,,0,,,1,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Hidalgo,757,781,1,,,,2,,,0,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Lea,5204,4738,2,,,,1,,,2,,,24,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Lincoln,1095,2004,1,,,,1,,,0,,,5,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Los Alamos,2281,2226,2,,,,3,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Luna,1332,1729,3,,,,18,,,4,,,9,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,McKinley,3097,3091,4,,,,2,,,2,,,11,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Mora,1413,1849,0,,,,4,,,0,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Otero,2162,2456,0,,,,2,,,0,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Quay,2375,2711,1,,,,0,,,1,,,27,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Rio Arriba,4564,4336,2,,,,1,,,0,,,2,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Roosevelt,2298,3030,0,,,,1,,,0,,,11,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,San Juan,1647,1795,0,,,,5,,,0,,,1,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,San Miguel,1659,3864,2,,,,0,,,1,,,15,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Sandoval,4451,5360,2,,,,0,,,2,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Santa Fe,6786,9011,2,,,,108,,,0,,,9,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Sierra,1158,2033,0,,,,0,,,0,,,5,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Socorro,1777,2224,1,,,,1,,,0,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Taos,2877,2763,3,,,,0,,,0,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Torrance,1422,1747,1,,,,3,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Union,1142,1988,0,,,,0,,,0,,,6,,,,,,,,,,,,,,,,,,,,,
New Mexico,1952,President,Valencia,3310,3810,0,,,,1,,,1,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Bernalillo,22954,41893,,,,,,,,20,,,208,,,,68,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Catron,477,711,,,,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Chaves,4270,7538,,,,,,,,4,,,56,,,,28,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Colfax,2450,2959,,,,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Curry,3545,4826,,,,,,,,2,,,32,,,,22,,,,,,,,,,,,,,,,,
New Mexico,1956,President,De Baca,528,779,,,,,,,,0,,,3,,,,3,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Dona Ana,4918,7025,,,,,,,,2,,,21,,,,25,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Eddy,7820,6691,,,,,,,,3,,,42,,,,62,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Grant,4122,3224,,,,,,,,3,,,21,,,,7,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Guadalupe,1191,1529,,,,,,,,0,,,2,,,,1,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Harding,412,671,,,,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Hidalgo,771,790,,,,,,,,0,,,3,,,,0,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Lea,6140,5661,,,,,,,,7,,,45,,,,26,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Lincoln,1059,1956,,,,,,,,0,,,2,,,,3,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Los Alamos,2214,2406,,,,,,,,0,,,6,,,,3,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Luna,1506,1526,,,,,,,,3,,,15,,,,17,,,,,,,,,,,,,,,,,
New Mexico,1956,President,McKinley,3331,4450,,,,,,,,2,,,26,,,,2,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Mora,1233,1736,,,,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Otero,2558,3919,,,,,,,,0,,,3,,,,3,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Quay,1988,2311,,,,,,,,0,,,11,,,,8,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Rio Arriba,4291,4566,,,,,,,,0,,,2,,,,1,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Roosevelt,2247,2708,,,,,,,,0,,,6,,,,2,,,,,,,,,,,,,,,,,
New Mexico,1956,President,San Juan,1574,1979,,,,,,,,0,,,1,,,,0,,,,,,,,,,,,,,,,,
New Mexico,1956,President,San Miguel,2425,5194,,,,,,,,12,,,26,,,,33,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Sandoval,4014,5083,,,,,,,,0,,,1,,,,2,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Santa Fe,6997,9359,,,,,,,,4,,,45,,,,36,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Sierra,1035,1954,,,,,,,,2,,,5,,,,10,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Socorro,1476,2365,,,,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Taos,2743,3100,,,,,,,,0,,,4,,,,0,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Torrance,1201,1567,,,,,,,,4,,,13,,,,2,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Union,1061,1649,,,,,,,,0,,,1,,,,0,,,,,,,,,,,,,,,,,
New Mexico,1956,President,Valencia,3547,4663,,,,,,,,1,,,7,,,,0,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Bernalillo,40908,44805,,,,,,,,75,,,273,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Catron,573,671,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Chaves,6212,9089,,,,,,,,58,,,33,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Colfax,3187,2316,,,,,,,,15,,,10,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Curry,3421,6153,,,,,,,,25,,,40,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,De Baca,619,734,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Dona Ana,8905,7789,,,,,,,,32,,,29,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Eddy,8707,7986,,,,,,,,55,,,32,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Grant,4378,2468,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Guadalupe,1589,1242,,,,,,,,3,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Harding,396,616,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Hidalgo,889,750,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Lea,7806,7548,,,,,,,,96,,,24,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Lincoln,1459,2042,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Los Alamos,2692,2574,,,,,,,,9,,,8,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Luna,1708,1583,,,,,,,,10,,,5,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,McKinley,5599,4262,,,,,,,,13,,,19,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Mora,1458,1349,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Otero,4916,4507,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Quay,2050,2652,,,,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Rio Arriba,6250,3716,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Roosevelt,1761,4039,,,,,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,San Juan,2672,1447,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,San Miguel,5370,7521,,,,,,,,85,,,209,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Sandoval,5520,3988,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Santa Fe,10385,7411,,,,,,,,48,,,46,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Sierra,1220,1890,,,,,,,,4,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Socorro,2327,1796,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Taos,3631,2620,,,,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Torrance,1308,1554,,,,,,,,10,,,12,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Union,1068,1686,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
New Mexico,1960,President,Valencia,7043,4929,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Bernalillo,55036,42583,,,,,,,,624,,,74,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Catron,624,584,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Chaves,8650,8419,,,,,,,,29,,,14,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Colfax,3367,1636,,,,,,,,8,,,18,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Curry,5228,5120,,,,,,,,14,,,16,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,De Baca,674,559,,,,,,,,3,,,4,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Dona Ana,10748,7280,,,,,,,,42,,,15,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Eddy,11216,6747,,,,,,,,45,,,24,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Grant,5253,2042,,,,,,,,12,,,7,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Guadalupe,1649,1058,,,,,,,,2,,,4,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Harding,431,473,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Hidalgo,995,628,,,,,,,,8,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Lea,8862,7033,,,,,,,,36,,,17,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Lincoln,1565,1761,,,,,,,,13,,,12,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Los Alamos,3767,1895,,,,,,,,6,,,20,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Luna,2286,1665,,,,,,,,12,,,6,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,McKinley,6913,2965,,,,,,,,64,,,58,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Mora,1509,1014,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Otero,6035,3498,,,,,,,,13,,,14,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Quay,2333,2161,,,,,,,,13,,,8,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Rio Arriba,6787,2906,,,,,,,,32,,,32,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Roosevelt,2875,2732,,,,,,,,20,,,7,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,San Juan,3332,1077,,,,,,,,10,,,1,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,San Miguel,6901,6808,,,,,,,,86,,,97,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Sandoval,5767,2714,,,,,,,,20,,,4,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Santa Fe,12616,5834,,,,,,,,35,,,34,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Sierra,1633,1501,,,,,,,,12,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Socorro,2397,1774,,,,,,,,5,,,5,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Taos,4204,2006,,,,,,,,10,,,18,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Torrance,1446,1183,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Union,1159,1232,,,,,,,,7,,,3,,,,,,,,,,,,,,,,,,,,,
New Mexico,1964,President,Valencia,7757,3950,,,,,,,,30,,,20,,,,,,,,,,,,,,,,,,,,,
New Mexico,1968,President,Bernalillo,40835,56234,,,,277,,,,,,,,,,,4920,55,,,,,,,,,,,,,,,,
New Mexico,1968,President,Catron,278,674,,,,2,,,,,,,,,,,128,0,,,,,,,,,,,,,,,,
New Mexico,1968,President,Chaves,3612,8866,,,,26,,,,,,,,,,,1425,9,,,,,,,,,,,,,,,,
New Mexico,1968,President,Colfax,2477,2212,,,,24,,,,,,,,,,,263,7,,,,,,,,,,,,,,,,
New Mexico,1968,President,Curry,2915,5562,,,,70,,,,,,,,,,,1754,1,,,,,,,,,,,,,,,,
New Mexico,1968,President,De Baca,345,658,,,,8,,,,,,,,,,,130,0,,,,,,,,,,,,,,,,
New Mexico,1968,President,Dona Ana,7658,10824,,,,45,,,,,,,,,,,1453,10,,,,,,,,,,,,,,,,
New Mexico,1968,President,Eddy,6093,7193,,,,101,,,,,,,,,,,1671,8,,,,,,,,,,,,,,,,
New Mexico,1968,President,Grant,3817,2908,,,,23,,,,,,,,,,,793,8,,,,,,,,,,,,,,,,
New Mexico,1968,President,Guadalupe,1027,1176,,,,7,,,,,,,,,,,77,0,,,,,,,,,,,,,,,,
New Mexico,1968,President,Harding,284,450,,,,2,,,,,,,,,,,44,0,,,,,,,,,,,,,,,,
New Mexico,1968,President,Hidalgo,678,606,,,,3,,,,,,,,,,,257,0,,,,,,,,,,,,,,,,
New Mexico,1968,President,Lea,4751,7415,,,,188,,,,,,,,,,,3025,3,,,,,,,,,,,,,,,,
New Mexico,1968,President,Lincoln,802,2004,,,,11,,,,,,,,,,,287,2,,,,,,,,,,,,,,,,
New Mexico,1968,President,Los Alamos,2552,3447,,,,7,,,,,,,,,,,268,2,,,,,,,,,,,,,,,,
New Mexico,1968,President,Luna,1438,1952,,,,13,,,,,,,,,,,490,3,,,,,,,,,,,,,,,,
New Mexico,1968,President,McKinley,4491,4376,,,,146,,,,,,,,,,,547,13,,,,,,,,,,,,,,,,
New Mexico,1968,President,Mora,1069,1155,,,,6,,,,,,,,,,,35,1,,,,,,,,,,,,,,,,
New Mexico,1968,President,Otero,3978,4475,,,,76,,,,,,,,,,,1688,7,,,,,,,,,,,,,,,,
New Mexico,1968,President,Quay,1399,2123,,,,40,,,,,,,,,,,567,3,,,,,,,,,,,,,,,,
New Mexico,1968,President,Rio Arriba,4799,3935,,,,93,,,,,,,,,,,269,6,,,,,,,,,,,,,,,,
New Mexico,1968,President,Roosevelt,1547,3256,,,,24,,,,,,,,,,,773,3,,,,,,,,,,,,,,,,
New Mexico,1968,President,San Juan,2609,1959,,,,29,,,,,,,,,,,129,2,,,,,,,,,,,,,,,,
New Mexico,1968,President,San Miguel,4036,7664,,,,107,,,,,,,,,,,2304,74,,,,,,,,,,,,,,,,
New Mexico,1968,President,Sandoval,4088,4027,,,,51,,,,,,,,,,,195,7,,,,,,,,,,,,,,,,
New Mexico,1968,President,Santa Fe,9544,9359,,,,43,,,,,,,,,,,492,11,,,,,,,,,,,,,,,,
New Mexico,1968,President,Sierra,930,1624,,,,9,,,,,,,,,,,282,1,,,,,,,,,,,,,,,,
New Mexico,1968,President,Socorro,1871,2230,,,,6,,,,,,,,,,,173,3,,,,,,,,,,,,,,,,
New Mexico,1968,President,Taos,2993,3119,,,,11,,,,,,,,,,,124,5,,,,,,,,,,,,,,,,
New Mexico,1968,President,Torrance,974,1316,,,,6,,,,,,,,,,,188,0,,,,,,,,,,,,,,,,
New Mexico,1968,President,Union,678,1217,,,,21,,,,,,,,,,,279,1,,,,,,,,,,,,,,,,
New Mexico,1968,President,Valencia,5513,5676,,,,44,,,,,,,,,,,707,7,,,,,,,,,,,,,,,,
New Mexico,1972,President,Bernalillo,48753,79993,,,,,,,,,,,,,,,2651,165,,,,,,,,,,,,,,,,
New Mexico,1972,President,Catron,271,829,,,,,,,,,,,,,,,26,2,,,,,,,,,,,,,,,,
New Mexico,1972,President,Chaves,4296,11493,,,,,,,,,,,,,,,415,12,,,,,,,,,,,,,,,,
New Mexico,1972,President,Colfax,1855,2663,,,,,,,,,,,,,,,82,1,,,,,,,,,,,,,,,,
New Mexico,1972,President,Curry,2416,8392,,,,,,,,,,,,,,,246,10,,,,,,,,,,,,,,,,
New Mexico,1972,President,De Baca,270,752,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,
New Mexico,1972,President,Dona Ana,9416,14562,,,,,,,,,,,,,,,367,21,,,,,,,,,,,,,,,,
New Mexico,1972,President,Eddy,5040,9921,,,,,,,,,,,,,,,368,17,,,,,,,,,,,,,,,,
New Mexico,1972,President,Grant,4081,4431,,,,,,,,,,,,,,,262,7,,,,,,,,,,,,,,,,
New Mexico,1972,President,Guadalupe,1202,1297,,,,,,,,,,,,,,,23,3,,,,,,,,,,,,,,,,
New Mexico,1972,President,Harding,220,522,,,,,,,,,,,,,,,18,0,,,,,,,,,,,,,,,,
New Mexico,1972,President,Hidalgo,562,1051,,,,,,,,,,,,,,,44,0,,,,,,,,,,,,,,,,
New Mexico,1972,President,Lea,3429,12478,,,,,,,,,,,,,,,409,15,,,,,,,,,,,,,,,,
New Mexico,1972,President,Lincoln,696,2528,,,,,,,,,,,,,,,52,4,,,,,,,,,,,,,,,,
New Mexico,1972,President,Los Alamos,2435,5039,,,,,,,,,,,,,,,138,12,,,,,,,,,,,,,,,,
New Mexico,1972,President,Luna,1560,2958,,,,,,,,,,,,,,,157,2,,,,,,,,,,,,,,,,
New Mexico,1972,President,McKinley,5124,5366,,,,,,,,,,,,,,,273,26,,,,,,,,,,,,,,,,
New Mexico,1972,President,Mora,1135,1165,,,,,,,,,,,,,,,15,3,,,,,,,,,,,,,,,,
New Mexico,1972,President,Otero,2981,7033,,,,,,,,,,,,,,,646,10,,,,,,,,,,,,,,,,
New Mexico,1972,President,Quay,1161,3224,,,,,,,,,,,,,,,133,4,,,,,,,,,,,,,,,,
