State,Year,Office,County,D#,R#,Prog.#,Cit.#,SM#,PC#,CN#,New#,S#,SL#,Liberty#,Comm.#,Proh.#,FL#,U#,Workers#,AI#,SW#,I#,Ref.#,NL#,G#,L#,S&L,Delta#,NA#,W/I#,LRU#,PCP#,INM#,W/I1#,W/I2#,Year / Office,C#
New Mexico,,,Union,798,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Valencia,8791,8805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Bernalillo,79406,78027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Catron,613,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Chaves,6453,9027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Cibola,4383,2109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Colfax,2552,1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Curry,3977,5556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,De Baca,543,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Dona Ana,17278,14972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Eddy,7552,6492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Grant,6070,3431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Guadalupe,1552,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Harding,316,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Hidalgo,1257,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Lea,4914,6652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Lincoln,2027,3284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Los Alamos,2835,5132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Luna,3273,2376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,McKinley,9218,3909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Mora,1716,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Otero,5297,7103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Quay,1968,1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Rio Arriba,7519,2634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Roosevelt,2108,2429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,San Juan,11941,15737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,San Miguel,6308,2232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Sandoval,11870,11365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Santa Fe,24697,14547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Sierra,1877,2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Socorro,3851,2306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Taos,5644,2683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Torrance,1962,2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Union,769,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Valencia,10049,7266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Treasurer,
New Mexico,,,Bernalillo,93508,,,,,,,,,,,,,,,,,,,,,42826,,,,,,,,,,,1998 Auditor,
New Mexico,,,Catron,891,,,,,,,,,,,,,,,,,,,,,356,,,,,,,,,,,1998 Auditor,
New Mexico,,,Chaves,8131,,,,,,,,,,,,,,,,,,,,,4171,,,,,,,,,,,1998 Auditor,
New Mexico,,,Cibola,4876,,,,,,,,,,,,,,,,,,,,,1129,,,,,,,,,,,1998 Auditor,
New Mexico,,,Colfax,2903,,,,,,,,,,,,,,,,,,,,,977,,,,,,,,,,,1998 Auditor,
New Mexico,,,Curry,4939,,,,,,,,,,,,,,,,,,,,,2769,,,,,,,,,,,1998 Auditor,
New Mexico,,,De Baca,667,,,,,,,,,,,,,,,,,,,,,258,,,,,,,,,,,1998 Auditor,
New Mexico,,,Dona Ana,20246,,,,,,,,,,,,,,,,,,,,,6623,,,,,,,,,,,1998 Auditor,
New Mexico,,,Eddy,8639,,,,,,,,,,,,,,,,,,,,,3318,,,,,,,,,,,1998 Auditor,
New Mexico,,,Grant,6655,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,1998 Auditor,
New Mexico,,,Guadalupe,1804,,,,,,,,,,,,,,,,,,,,,159,,,,,,,,,,,1998 Auditor,
New Mexico,,,Harding,465,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,1998 Auditor,
New Mexico,,,Hidalgo,1448,,,,,,,,,,,,,,,,,,,,,396,,,,,,,,,,,1998 Auditor,
New Mexico,,,Lea,6205,,,,,,,,,,,,,,,,,,,,,3600,,,,,,,,,,,1998 Auditor,
New Mexico,,,Lincoln,2636,,,,,,,,,,,,,,,,,,,,,1501,,,,,,,,,,,1998 Auditor,
New Mexico,,,Los Alamos,4232,,,,,,,,,,,,,,,,,,,,,2539,,,,,,,,,,,1998 Auditor,
New Mexico,,,Luna,3695,,,,,,,,,,,,,,,,,,,,,1340,,,,,,,,,,,1998 Auditor,
New Mexico,,,McKinley,9699,,,,,,,,,,,,,,,,,,,,,1939,,,,,,,,,,,1998 Auditor,
New Mexico,,,Mora,1991,,,,,,,,,,,,,,,,,,,,,207,,,,,,,,,,,1998 Auditor,
New Mexico,,,Otero,6907,,,,,,,,,,,,,,,,,,,,,3061,,,,,,,,,,,1998 Auditor,
New Mexico,,,Quay,2212,,,,,,,,,,,,,,,,,,,,,942,,,,,,,,,,,1998 Auditor,
New Mexico,,,Rio Arriba,8355,,,,,,,,,,,,,,,,,,,,,990,,,,,,,,,,,1998 Auditor,
New Mexico,,,Roosevelt,2483,,,,,,,,,,,,,,,,,,,,,1531,,,,,,,,,,,1998 Auditor,
New Mexico,,,San Juan,16066,,,,,,,,,,,,,,,,,,,,,7721,,,,,,,,,,,1998 Auditor,
New Mexico,,,San Miguel,7119,,,,,,,,,,,,,,,,,,,,,926,,,,,,,,,,,1998 Auditor,
New Mexico,,,Sandoval,13676,,,,,,,,,,,,,,,,,,,,,6393,,,,,,,,,,,1998 Auditor,
New Mexico,,,Santa Fe,27385,,,,,,,,,,,,,,,,,,,,,8506,,,,,,,,,,,1998 Auditor,
New Mexico,,,Sierra,2309,,,,,,,,,,,,,,,,,,,,,983,,,,,,,,,,,1998 Auditor,
New Mexico,,,Socorro,4248,,,,,,,,,,,,,,,,,,,,,1430,,,,,,,,,,,1998 Auditor,
New Mexico,,,Taos,6340,,,,,,,,,,,,,,,,,,,,,1427,,,,,,,,,,,1998 Auditor,
New Mexico,,,Torrance,2357,,,,,,,,,,,,,,,,,,,,,1146,,,,,,,,,,,1998 Auditor,
New Mexico,,,Union,1025,,,,,,,,,,,,,,,,,,,,,395,,,,,,,,,,,1998 Auditor,
New Mexico,,,Valencia,11252,,,,,,,,,,,,,,,,,,,,,4164,,,,,,,,,,,1998 Auditor,
New Mexico,,,Bernalillo,87044,70098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Catron,706,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Chaves,6627,7808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Cibola,3630,1661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Colfax,2633,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Curry,3985,4932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,De Baca,473,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Dona Ana,19855,13911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Eddy,7645,5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Grant,5341,2954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Guadalupe,1532,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Harding,362,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Hidalgo,1075,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Lea,5339,6021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Lincoln,2475,3361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Los Alamos,3602,4156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Luna,3134,2274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,McKinley,8598,4288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Mora,1649,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Otero,6061,7316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Quay,1985,1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Rio Arriba,8101,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Roosevelt,1975,2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,San Juan,10348,16848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,San Miguel,6134,1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Sandoval,13798,11519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Santa Fe,30099,9499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Sierra,2135,1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Socorro,3568,2123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Taos,7368,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Torrance,2208,1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Union,728,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Valencia,9658,6466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Secretary of State,
New Mexico,,,Bernalillo,88420,62450,,,,,,,,,,,,,,,,,,,,9169,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Catron,714,806,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Chaves,6693,7536,,,,,,,,,,,,,,,,,,,,386,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Cibola,3709,1573,,,,,,,,,,,,,,,,,,,,171,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Colfax,2945,1447,,,,,,,,,,,,,,,,,,,,139,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Curry,3779,5134,,,,,,,,,,,,,,,,,,,,258,,,,,,,,,,,2002 Attorney General,
New Mexico,,,De Baca,559,263,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Dona Ana,19325,13551,,,,,,,,,,,,,,,,,,,,1465,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Eddy,8010,5526,,,,,,,,,,,,,,,,,,,,323,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Grant,5442,2638,,,,,,,,,,,,,,,,,,,,519,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Guadalupe,1419,412,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Harding,379,214,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Hidalgo,1139,520,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Lea,5289,6219,,,,,,,,,,,,,,,,,,,,274,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Lincoln,2705,3052,,,,,,,,,,,,,,,,,,,,272,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Los Alamos,4017,3545,,,,,,,,,,,,,,,,,,,,478,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Luna,3290,2020,,,,,,,,,,,,,,,,,,,,189,,,,,,,,,,,2002 Attorney General,
New Mexico,,,McKinley,9655,2857,,,,,,,,,,,,,,,,,,,,545,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Mora,1611,486,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Otero,6393,6874,,,,,,,,,,,,,,,,,,,,443,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Quay,2056,1319,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Rio Arriba,7873,1757,,,,,,,,,,,,,,,,,,,,476,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Roosevelt,1831,2241,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,2002 Attorney General,
New Mexico,,,San Juan,12804,13544,,,,,,,,,,,,,,,,,,,,1235,,,,,,,,,,,2002 Attorney General,
New Mexico,,,San Miguel,6053,1349,,,,,,,,,,,,,,,,,,,,344,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Sandoval,14392,10059,,,,,,,,,,,,,,,,,,,,1329,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Santa Fe,26913,9085,,,,,,,,,,,,,,,,,,,,4401,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Sierra,2311,1603,,,,,,,,,,,,,,,,,,,,171,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Socorro,3814,1745,,,,,,,,,,,,,,,,,,,,295,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Taos,6814,1526,,,,,,,,,,,,,,,,,,,,881,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Torrance,2292,1637,,,,,,,,,,,,,,,,,,,,229,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Union,735,754,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Valencia,9794,5976,,,,,,,,,,,,,,,,,,,,649,,,,,,,,,,,2002 Attorney General,
New Mexico,,,Bernalillo,79192,74102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Catron,532,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Chaves,5232,8844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Cibola,3403,1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Colfax,2378,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Curry,2927,5786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,De Baca,370,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Dona Ana,17449,15707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Eddy,6072,7160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Grant,4877,3378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Guadalupe,1269,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Harding,280,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Hidalgo,980,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Lea,4120,7203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Lincoln,1795,3907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Los Alamos,2708,4575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Luna,2654,2653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,McKinley,8371,4011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Mora,1441,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Otero,4863,8181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Quay,1640,1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Rio Arriba,7250,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Roosevelt,1504,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,San Juan,10636,16051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,San Miguel,5697,1775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Sandoval,12537,12210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Santa Fe,26933,11481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Sierra,1662,2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Socorro,3069,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Taos,6277,2566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Torrance,1719,2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Union,567,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Valencia,8103,7451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Auditor,
New Mexico,,,Bernalillo,104671,90375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Catron,619,1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Chaves,5967,9755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Cibola,3810,2332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Colfax,2634,2202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Curry,3229,5706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,De Baca,384,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Dona Ana,21096,17348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Eddy,6334,7616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Grant,6334,3919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Guadalupe,1278,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Harding,310,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Hidalgo,824,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Lea,4003,7608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Lincoln,2451,4170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Los Alamos,3757,4597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Luna,3284,2689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,McKinley,12632,4535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Mora,1678,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Otero,5794,8374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Quay,1639,1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Rio Arriba,7890,2716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Roosevelt,1546,2465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,San Juan,12796,18434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,San Miguel,6581,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Sandoval,18984,17459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Santa Fe,34020,13886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Sierra,1938,2262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Socorro,3602,2602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Taos,8878,2524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Torrance,2443,2932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Union,579,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Valencia,9877,9962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Secretary of State,
New Mexico,,,Bernalillo,109007,86496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Catron,630,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Chaves,6805,9021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Cibola,4095,2076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Colfax,2722,2171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Curry,4159,4940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,De Baca,469,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Dona Ana,23430,15140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Eddy,6900,7283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Grant,6309,3928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Guadalupe,1267,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Harding,318,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Hidalgo,835,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Lea,4892,6873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Lincoln,2685,4004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Los Alamos,4034,4504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Luna,3335,2720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,McKinley,13087,4205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Mora,1591,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Otero,6136,8123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Quay,1865,1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Rio Arriba,7925,2716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Roosevelt,2001,2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,San Juan,14362,17038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,San Miguel,5937,2998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Sandoval,19341,17203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Santa Fe,34988,13341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Sierra,2018,2242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Socorro,3689,2522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Taos,8790,2654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Torrance,2950,2483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Union,756,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Valencia,10672,9161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Attorney General,
New Mexico,,,Bernalillo,117201,75487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Treasurer,
