State,Year,Office,County/City,D#,R#,Prog.#,FL#,S#,U#,SD#,PF#,Proh.#,Comm.#,JI#,Labor#,SL#,SW#,SR#,I1#,I2#,I3#,Ref.#,NL#,IG#,G#,L#,W/I#,ID#,CON#,Match,Others,W/I1#,W/I2#,County / City,Soc. D#,AI#,I#,Year / Office
Virginia,,,,1212,1116,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Middlesex,,,,1977 Lt. Gubernatorial
Virginia,,,,5893,6159,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Montgomery,,,,1977 Lt. Gubernatorial
Virginia,,,,1807,1137,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Nelson,,,,1977 Lt. Gubernatorial
Virginia,,,,1144,878,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,New Kent,,,,1977 Lt. Gubernatorial
Virginia,,,,19183,12636,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Newport News City,,,,1977 Lt. Gubernatorial
Virginia,,,,33417,18573,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Norfolk City,,,,1977 Lt. Gubernatorial
Virginia,,,,1866,1673,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Northampton,,,,1977 Lt. Gubernatorial
Virginia,,,,1496,1620,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Northumberland,,,,1977 Lt. Gubernatorial
Virginia,,,,633,331,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Norton City,,,,1977 Lt. Gubernatorial
Virginia,,,,1982,2319,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Nottoway,,,,1977 Lt. Gubernatorial
Virginia,,,,2016,1982,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Orange,,,,1977 Lt. Gubernatorial
Virginia,,,,2335,2375,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Page,,,,1977 Lt. Gubernatorial
Virginia,,,,1935,1384,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Patrick,,,,1977 Lt. Gubernatorial
Virginia,,,,6343,3595,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Petersburg City,,,,1977 Lt. Gubernatorial
Virginia,,,,5660,5918,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Pittsylvania,,,,1977 Lt. Gubernatorial
Virginia,,,,957,1112,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Poquoson City,,,,1977 Lt. Gubernatorial
Virginia,,,,17302,9210,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Portsmouth City,,,,1977 Lt. Gubernatorial
Virginia,,,,1388,1436,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Powhatan,,,,1977 Lt. Gubernatorial
Virginia,,,,2059,2027,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Prince Edward,,,,1977 Lt. Gubernatorial
Virginia,,,,1928,1672,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Prince George,,,,1977 Lt. Gubernatorial
Virginia,,,,10734,7638,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Prince William,,,,1977 Lt. Gubernatorial
Virginia,,,,4039,3900,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Pulaski,,,,1977 Lt. Gubernatorial
Virginia,,,,1826,1851,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Radford City,,,,1977 Lt. Gubernatorial
Virginia,,,,957,654,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Rappahannock,,,,1977 Lt. Gubernatorial
Virginia,,,,1027,1060,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Richmond,,,,1977 Lt. Gubernatorial
Virginia,,,,39524,22643,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,Richmond City,,,,1977 Lt. Gubernatorial
Virginia,,,,9689,10135,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Roanoke,,,,1977 Lt. Gubernatorial
Virginia,,,,15104,10683,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Roanoke City,,,,1977 Lt. Gubernatorial
Virginia,,,,1951,1793,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Rockbridge,,,,1977 Lt. Gubernatorial
Virginia,,,,5184,7161,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Rockingham,,,,1977 Lt. Gubernatorial
Virginia,,,,4093,2770,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Russell,,,,1977 Lt. Gubernatorial
Virginia,,,,3217,3277,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Salem City,,,,1977 Lt. Gubernatorial
Virginia,,,,3146,2767,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Scott,,,,1977 Lt. Gubernatorial
Virginia,,,,3072,4291,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Shenandoah,,,,1977 Lt. Gubernatorial
Virginia,,,,3739,3504,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Smyth,,,,1977 Lt. Gubernatorial
Virginia,,,,995,978,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,South Boston City,,,,1977 Lt. Gubernatorial
Virginia,,,,2822,1725,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Southampton,,,,1977 Lt. Gubernatorial
Virginia,,,,3347,1887,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Spotsylvania,,,,1977 Lt. Gubernatorial
Virginia,,,,4658,2584,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Stafford,,,,1977 Lt. Gubernatorial
Virginia,,,,2766,3127,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Staunton City,,,,1977 Lt. Gubernatorial
Virginia,,,,7411,4609,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Suffolk City,,,,1977 Lt. Gubernatorial
Virginia,,,,1514,677,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Surry,,,,1977 Lt. Gubernatorial
Virginia,,,,2219,1137,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sussex,,,,1977 Lt. Gubernatorial
Virginia,,,,5356,3382,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Tazewell,,,,1977 Lt. Gubernatorial
Virginia,,,,21074,24823,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Virginia Beach City,,,,1977 Lt. Gubernatorial
Virginia,,,,2593,1645,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Warren,,,,1977 Lt. Gubernatorial
Virginia,,,,4768,4912,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Washington,,,,1977 Lt. Gubernatorial
Virginia,,,,2308,2243,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Waynesboro City,,,,1977 Lt. Gubernatorial
Virginia,,,,2214,1278,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Westmoreland,,,,1977 Lt. Gubernatorial
Virginia,,,,1366,971,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Williamsburg City,,,,1977 Lt. Gubernatorial
Virginia,,,,1961,2435,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Winchester City,,,,1977 Lt. Gubernatorial
Virginia,,,,5059,3265,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Wise,,,,1977 Lt. Gubernatorial
Virginia,,,,2533,3392,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Wythe,,,,1977 Lt. Gubernatorial
Virginia,,,,4208,3812,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,York,,,,1977 Lt. Gubernatorial
Virginia,,,,3672,3605,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Accomack,,,,1981 Attorney General
Virginia,,,,5483,7845,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,Albemarle,,,,1981 Attorney General
Virginia,,,,13539,11642,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Alexandria City,,,,1981 Attorney General
Virginia,,,,2480,1466,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Alleghany,,,,1981 Attorney General
Virginia,,,,1434,1374,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Amelia,,,,1981 Attorney General
Virginia,,,,3431,3065,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Amherst,,,,1981 Attorney General
Virginia,,,,1990,1482,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Appomattox,,,,1981 Attorney General
Virginia,,,,23815,21137,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,Arlington,,,,1981 Attorney General
Virginia,,,,5581,7937,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Augusta,,,,1981 Attorney General
Virginia,,,,796,657,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Bath,,,,1981 Attorney General
Virginia,,,,4652,4400,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Bedford,,,,1981 Attorney General
Virginia,,,,1088,800,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Bedford City,,,,1981 Attorney General
Virginia,,,,1071,792,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Bland,,,,1981 Attorney General
Virginia,,,,3573,3016,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Botetourt,,,,1981 Attorney General
Virginia,,,,2158,1857,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Bristol City,,,,1981 Attorney General
Virginia,,,,2329,1601,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Brunswick,,,,1981 Attorney General
Virginia,,,,4819,2533,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Buchanan,,,,1981 Attorney General
Virginia,,,,2132,1095,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Buckingham,,,,1981 Attorney General
Virginia,,,,931,611,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Buena Vista City,,,,1981 Attorney General
Virginia,,,,4293,5830,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Campbell,,,,1981 Attorney General
Virginia,,,,2380,1454,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Caroline,,,,1981 Attorney General
Virginia,,,,3072,3733,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Carroll,,,,1981 Attorney General
Virginia,,,,1303,377,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Charles City County,,,,1981 Attorney General
Virginia,,,,1767,1610,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,Charlotte,,,,1981 Attorney General
Virginia,,,,5109,4436,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,Charlottesville City,,,,1981 Attorney General
Virginia,,,,15400,10318,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Chesapeake City,,,,1981 Attorney General
Virginia,,,,16508,25939,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,Chesterfield,,,,1981 Attorney General
Virginia,,,,1069,1310,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Clarke,,,,1981 Attorney General
Virginia,,,,943,542,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Clifton Forge City,,,,1981 Attorney General
Virginia,,,,1985,3544,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Colonial Heights City,,,,1981 Attorney General
Virginia,,,,1823,830,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Covington City,,,,1981 Attorney General
Virginia,,,,919,534,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Craig,,,,1981 Attorney General
Virginia,,,,2040,3205,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Culpeper,,,,1981 Attorney General
Virginia,,,,1209,1080,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Cumberland,,,,1981 Attorney General
Virginia,,,,5207,8736,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,Danville City,,,,1981 Attorney General
Virginia,,,,3839,2469,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Dickenson,,,,1981 Attorney General
Virginia,,,,3007,2289,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Dinwiddie,,,,1981 Attorney General
Virginia,,,,694,807,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Emporia City,,,,1981 Attorney General
Virginia,,,,1095,1211,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Essex,,,,1981 Attorney General
Virginia,,,,66385,92591,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,Fairfax,,,,1981 Attorney General
Virginia,,,,2139,3610,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Fairfax City,,,,1981 Attorney General
Virginia,,,,1459,1953,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Falls Church City,,,,1981 Attorney General
Virginia,,,,3134,4585,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Fauquier,,,,1981 Attorney General
Virginia,,,,1484,1672,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Floyd,,,,1981 Attorney General
Virginia,,,,1099,1139,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Fluvanna,,,,1981 Attorney General
Virginia,,,,5502,2960,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,Franklin,,,,1981 Attorney General
Virginia,,,,795,1062,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Franklin City,,,,1981 Attorney General
Virginia,,,,3049,4712,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Frederick,,,,1981 Attorney General
Virginia,,,,1908,1799,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Fredericksburg City,,,,1981 Attorney General
Virginia,,,,997,796,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Galax City,,,,1981 Attorney General
Virginia,,,,3094,1951,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Giles,,,,1981 Attorney General
Virginia,,,,2921,3174,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Gloucester,,,,1981 Attorney General
Virginia,,,,2146,1691,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Goochland,,,,1981 Attorney General
Virginia,,,,2656,2368,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Grayson,,,,1981 Attorney General
Virginia,,,,576,1158,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Greene,,,,1981 Attorney General
Virginia,,,,1629,1134,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Greensville,,,,1981 Attorney General
Virginia,,,,3101,3324,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,Halifax,,,,1981 Attorney General
Virginia,,,,15645,10783,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Hampton City,,,,1981 Attorney General
Virginia,,,,6295,9500,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Hanover,,,,1981 Attorney General
Virginia,,,,1868,2581,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,Harrisonburg City,,,,1981 Attorney General
Virginia,,,,27685,33178,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,Henrico,,,,1981 Attorney General
Virginia,,,,7607,4468,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Henry,,,,1981 Attorney General
Virginia,,,,513,571,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Highland,,,,1981 Attorney General
Virginia,,,,3021,3096,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Hopewell City,,,,1981 Attorney General
Virginia,,,,3522,2702,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Isle of Wight,,,,1981 Attorney General
Virginia,,,,2783,3233,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,James City,,,,1981 Attorney General
Virginia,,,,975,628,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,King and Queen,,,,1981 Attorney General
Virginia,,,,1017,1242,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,King George,,,,1981 Attorney General
Virginia,,,,1413,1411,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,King William,,,,1981 Attorney General
Virginia,,,,1386,2023,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Lancaster,,,,1981 Attorney General
Virginia,,,,4218,2770,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Lee,,,,1981 Attorney General
Virginia,,,,858,796,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Lexington City,,,,1981 Attorney General
Virginia,,,,6050,8342,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Loudoun,,,,1981 Attorney General
Virginia,,,,2346,1889,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,Louisa,,,,1981 Attorney General
Virginia,,,,1769,1403,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Lunenburg,,,,1981 Attorney General
Virginia,,,,7540,10235,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,Lynchburg City,,,,1981 Attorney General
Virginia,,,,1253,1601,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Madison,,,,1981 Attorney General
Virginia,,,,1329,1969,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Manassas City,,,,1981 Attorney General
Virginia,,,,372,411,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Manassas Park City,,,,1981 Attorney General
Virginia,,,,3064,2174,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Martinsville City,,,,1981 Attorney General
Virginia,,,,1441,1470,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Mathews,,,,1981 Attorney General
Virginia,,,,3121,3083,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Mecklenburg,,,,1981 Attorney General
Virginia,,,,1343,1256,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Middlesex,,,,1981 Attorney General
Virginia,,,,7052,6016,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Montgomery,,,,1981 Attorney General
Virginia,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Nansemond,,,,1981 Attorney General
Virginia,,,,2165,1176,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Nelson,,,,1981 Attorney General
Virginia,,,,1166,1230,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,New Kent,,,,1981 Attorney General
Virginia,,,,17803,14916,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Newport News City,,,,1981 Attorney General
Virginia,,,,31014,16202,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,Norfolk City,,,,1981 Attorney General
Virginia,,,,2090,1467,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Northampton,,,,1981 Attorney General
Virginia,,,,1565,1811,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Northumberland,,,,1981 Attorney General
Virginia,,,,671,341,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Norton City,,,,1981 Attorney General
Virginia,,,,2416,2123,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Nottoway,,,,1981 Attorney General
Virginia,,,,2141,2524,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Orange,,,,1981 Attorney General
Virginia,,,,2622,2678,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Page,,,,1981 Attorney General
Virginia,,,,3367,1254,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Patrick,,,,1981 Attorney General
Virginia,,,,6433,3816,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Petersburg City,,,,1981 Attorney General
Virginia,,,,6040,7902,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Pittsylvania,,,,1981 Attorney General
Virginia,,,,928,1679,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Poquoson City,,,,1981 Attorney General
Virginia,,,,17174,7662,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,Portsmouth City,,,,1981 Attorney General
Virginia,,,,1526,2025,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Powhatan,,,,1981 Attorney General
Virginia,,,,2105,2088,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,Prince Edward,,,,1981 Attorney General
Virginia,,,,2134,2361,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Prince George,,,,1981 Attorney General
Virginia,,,,11231,13522,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Prince William,,,,1981 Attorney General
Virginia,,,,4927,3904,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Pulaski,,,,1981 Attorney General
Virginia,,,,1911,1509,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Radford City,,,,1981 Attorney General
Virginia,,,,858,833,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Rappahannock,,,,1981 Attorney General
Virginia,,,,1138,922,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Richmond,,,,1981 Attorney General
Virginia,,,,42467,22915,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,Richmond City,,,,1981 Attorney General
Virginia,,,,11865,11491,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Roanoke,,,,1981 Attorney General
Virginia,,,,15803,9875,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,Roanoke City,,,,1981 Attorney General
Virginia,,,,2248,2099,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,Rockbridge,,,,1981 Attorney General
Virginia,,,,5336,8752,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,Rockingham,,,,1981 Attorney General
Virginia,,,,4606,3008,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Russell,,,,1981 Attorney General
Virginia,,,,3594,3195,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Salem City,,,,1981 Attorney General
Virginia,,,,3140,3307,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Scott,,,,1981 Attorney General
Virginia,,,,3474,5101,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Shenandoah,,,,1981 Attorney General
Virginia,,,,4370,3987,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Smyth,,,,1981 Attorney General
Virginia,,,,741,1018,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,South Boston City,,,,1981 Attorney General
Virginia,,,,2032,2648,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Southampton,,,,1981 Attorney General
Virginia,,,,3417,3666,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Spotsylvania,,,,1981 Attorney General
Virginia,,,,3778,5363,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Stafford,,,,1981 Attorney General
Virginia,,,,2759,3339,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Staunton City,,,,1981 Attorney General
Virginia,,,,7576,4427,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Suffolk City,,,,1981 Attorney General
Virginia,,,,1449,678,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Surry,,,,1981 Attorney General
Virginia,,,,1883,1188,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sussex,,,,1981 Attorney General
Virginia,,,,5865,3862,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Tazewell,,,,1981 Attorney General
Virginia,,,,24682,27782,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,Virginia Beach City,,,,1981 Attorney General
Virginia,,,,2727,2374,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Warren,,,,1981 Attorney General
Virginia,,,,5294,5192,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Washington,,,,1981 Attorney General
Virginia,,,,1882,2727,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Waynesboro City,,,,1981 Attorney General
Virginia,,,,2155,1531,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Westmoreland,,,,1981 Attorney General
Virginia,,,,1064,1048,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Williamsburg City,,,,1981 Attorney General
Virginia,,,,2200,2750,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Winchester City,,,,1981 Attorney General
Virginia,,,,6340,3498,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Wise,,,,1981 Attorney General
Virginia,,,,3869,3126,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Wythe,,,,1981 Attorney General
Virginia,,,,4173,4713,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,York,,,,1981 Attorney General
Virginia,,,,3753,3646,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Accomack,,,,1981 Lt. Gubernatorial
Virginia,,,,6957,6630,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,Albemarle,,,,1981 Lt. Gubernatorial
Virginia,,,,15836,9441,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,Alexandria City,,,,1981 Lt. Gubernatorial
Virginia,,,,2422,1520,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Alleghany,,,,1981 Lt. Gubernatorial
Virginia,,,,1513,1331,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Amelia,,,,1981 Lt. Gubernatorial
Virginia,,,,3131,3358,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Amherst,,,,1981 Lt. Gubernatorial
Virginia,,,,2023,1459,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Appomattox,,,,1981 Lt. Gubernatorial
Virginia,,,,27768,17382,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,Arlington,,,,1981 Lt. Gubernatorial
Virginia,,,,6076,7590,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Augusta,,,,1981 Lt. Gubernatorial
Virginia,,,,756,706,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Bath,,,,1981 Lt. Gubernatorial
Virginia,,,,4686,4421,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Bedford,,,,1981 Lt. Gubernatorial
Virginia,,,,1115,800,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Bedford City,,,,1981 Lt. Gubernatorial
Virginia,,,,921,958,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Bland,,,,1981 Lt. Gubernatorial
Virginia,,,,3625,2962,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Botetourt,,,,1981 Lt. Gubernatorial
Virginia,,,,2231,1828,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Bristol City,,,,1981 Lt. Gubernatorial
Virginia,,,,2448,1630,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Brunswick,,,,1981 Lt. Gubernatorial
Virginia,,,,4797,2594,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Buchanan,,,,1981 Lt. Gubernatorial
Virginia,,,,2188,1076,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Buckingham,,,,1981 Lt. Gubernatorial
Virginia,,,,963,620,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Buena Vista City,,,,1981 Lt. Gubernatorial
Virginia,,,,4332,5987,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Campbell,,,,1981 Lt. Gubernatorial
Virginia,,,,2583,1302,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Caroline,,,,1981 Lt. Gubernatorial
Virginia,,,,2888,3976,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Carroll,,,,1981 Lt. Gubernatorial
Virginia,,,,1355,329,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Charles City County,,,,1981 Lt. Gubernatorial
Virginia,,,,1720,1669,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,Charlotte,,,,1981 Lt. Gubernatorial
Virginia,,,,6001,3662,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,Charlottesville City,,,,1981 Lt. Gubernatorial
Virginia,,,,17206,8890,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Chesapeake City,,,,1981 Lt. Gubernatorial
Virginia,,,,19109,23367,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,Chesterfield,,,,1981 Lt. Gubernatorial
Virginia,,,,1143,1263,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Clarke,,,,1981 Lt. Gubernatorial
Virginia,,,,1008,505,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Clifton Forge City,,,,1981 Lt. Gubernatorial
