State,Year,Office,County,D#,R#,Prog.#,S#,SW#,Proh.#,Am.#,I#,Ref.#,L#,G#,C#,NL#,Cit.#,Labor#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,Pop.#,Year / Office,W/I#
North Carolina,1980,US Senate,Clay,1513,2011,,,2,,,,,10,,,,,,,,,,,,,
North Carolina,1980,US Senate,Cleveland,10877,11480,,,40,,,,,70,,,,,,,,,,,,,
North Carolina,1980,US Senate,Columbus,10281,6083,,,40,,,,,59,,,,,,,,,,,,,
North Carolina,1980,US Senate,Craven,7974,8158,,,48,,,,,43,,,,,,,,,,,,,
North Carolina,1980,US Senate,Cumberland,22810,20601,,,188,,,,,212,,,,,,,,,,,,,
North Carolina,1980,US Senate,Currituck,2565,934,,,2,,,,,6,,,,,,,,,,,,,
North Carolina,1980,US Senate,Dare,3302,1921,,,6,,,,,33,,,,,,,,,,,,,
North Carolina,1980,US Senate,Davidson,15362,23731,,,99,,,,,134,,,,,,,,,,,,,
North Carolina,1980,US Senate,Davie,3425,6115,,,7,,,,,19,,,,,,,,,,,,,
North Carolina,1980,US Senate,Duplin,7447,5124,,,3,,,,,7,,,,,,,,,,,,,
North Carolina,1980,US Senate,Durham,26112,18861,,,244,,,,,419,,,,,,,,,,,,,
North Carolina,1980,US Senate,Edgecombe,7867,5470,,,22,,,,,21,,,,,,,,,,,,,
North Carolina,1980,US Senate,Forsyth,40309,43156,,,198,,,,,476,,,,,,,,,,,,,
North Carolina,1980,US Senate,Franklin,4977,3626,,,9,,,,,10,,,,,,,,,,,,,
North Carolina,1980,US Senate,Gaston,17998,26017,,,97,,,,,164,,,,,,,,,,,,,
North Carolina,1980,US Senate,Gates,2742,381,,,3,,,,,3,,,,,,,,,,,,,
North Carolina,1980,US Senate,Graham,1701,1816,,,1,,,,,5,,,,,,,,,,,,,
North Carolina,1980,US Senate,Granville,5393,3282,,,14,,,,,10,,,,,,,,,,,,,
North Carolina,1980,US Senate,Greene,2928,2014,,,3,,,,,1,,,,,,,,,,,,,
North Carolina,1980,US Senate,Guilford,47090,54183,,,214,,,,,636,,,,,,,,,,,,,
North Carolina,1980,US Senate,Halifax,8231,5695,,,12,,,,,16,,,,,,,,,,,,,
North Carolina,1980,US Senate,Harnett,9863,6540,,,20,,,,,30,,,,,,,,,,,,,
North Carolina,1980,US Senate,Haywood,9276,7557,,,11,,,,,29,,,,,,,,,,,,,
North Carolina,1980,US Senate,Henderson,8070,12851,,,58,,,,,73,,,,,,,,,,,,,
North Carolina,1980,US Senate,Hertford,3951,1252,,,23,,,,,8,,,,,,,,,,,,,
North Carolina,1980,US Senate,Hoke,3217,1166,,,5,,,,,7,,,,,,,,,,,,,
North Carolina,1980,US Senate,Hyde,1295,711,,,2,,,,,5,,,,,,,,,,,,,
North Carolina,1980,US Senate,Iredell,11775,14988,,,40,,,,,72,,,,,,,,,,,,,
North Carolina,1980,US Senate,Jackson,5154,4119,,,32,,,,,35,,,,,,,,,,,,,
North Carolina,1980,US Senate,Johnston,9434,10109,,,30,,,,,49,,,,,,,,,,,,,
North Carolina,1980,US Senate,Jones,2134,1327,,,1,,,,,0,,,,,,,,,,,,,
North Carolina,1980,US Senate,Lee,4905,4950,,,45,,,,,28,,,,,,,,,,,,,
North Carolina,1980,US Senate,Lenoir,7912,8938,,,14,,,,,25,,,,,,,,,,,,,
North Carolina,1980,US Senate,Lincoln,7924,8855,,,12,,,,,35,,,,,,,,,,,,,
North Carolina,1980,US Senate,Macon,4247,4457,,,22,,,,,27,,,,,,,,,,,,,
North Carolina,1980,US Senate,Madison,3302,2399,,,11,,,,,17,,,,,,,,,,,,,
North Carolina,1980,US Senate,Martin,4694,2443,,,21,,,,,18,,,,,,,,,,,,,
North Carolina,1980,US Senate,McDowell,5009,5934,,,10,,,,,19,,,,,,,,,,,,,
North Carolina,1980,US Senate,Mecklenburg,66396,64309,,,454,,,,,828,,,,,,,,,,,,,
North Carolina,1980,US Senate,Mitchell,1762,4156,,,9,,,,,11,,,,,,,,,,,,,
North Carolina,1980,US Senate,Montgomery,4234,3467,,,3,,,,,4,,,,,,,,,,,,,
North Carolina,1980,US Senate,Moore,8251,10043,,,9,,,,,44,,,,,,,,,,,,,
North Carolina,1980,US Senate,Nash,8311,10656,,,26,,,,,49,,,,,,,,,,,,,
North Carolina,1980,US Senate,New Hanover,13524,15475,,,123,,,,,145,,,,,,,,,,,,,
North Carolina,1980,US Senate,Northampton,4739,1453,,,14,,,,,8,,,,,,,,,,,,,
North Carolina,1980,US Senate,Onslow,7396,9288,,,51,,,,,100,,,,,,,,,,,,,
North Carolina,1980,US Senate,Orange,17377,9320,,,209,,,,,377,,,,,,,,,,,,,
North Carolina,1980,US Senate,Pamlico,2194,1361,,,4,,,,,8,,,,,,,,,,,,,
North Carolina,1980,US Senate,Pasquotank,4319,2206,,,27,,,,,17,,,,,,,,,,,,,
North Carolina,1980,US Senate,Pender,4242,2784,,,6,,,,,7,,,,,,,,,,,,,
North Carolina,1980,US Senate,Perquimans,1980,705,,,2,,,,,15,,,,,,,,,,,,,
North Carolina,1980,US Senate,Person,3260,3471,,,50,,,,,25,,,,,,,,,,,,,
North Carolina,1980,US Senate,Pitt,12604,11657,,,17,,,,,63,,,,,,,,,,,,,
North Carolina,1980,US Senate,Polk,2884,3086,,,12,,,,,30,,,,,,,,,,,,,
North Carolina,1980,US Senate,Randolph,10822,19575,,,61,,,,,93,,,,,,,,,,,,,
North Carolina,1980,US Senate,Richmond,6815,4106,,,23,,,,,29,,,,,,,,,,,,,
North Carolina,1980,US Senate,Robeson,17003,7484,,,100,,,,,81,,,,,,,,,,,,,
North Carolina,1980,US Senate,Rockingham,10918,10294,,,49,,,,,98,,,,,,,,,,,,,
North Carolina,1980,US Senate,Rowan,12015,19302,,,77,,,,,137,,,,,,,,,,,,,
North Carolina,1980,US Senate,Rutherford,8272,8564,,,41,,,,,74,,,,,,,,,,,,,
North Carolina,1980,US Senate,Sampson,9546,7494,,,26,,,,,15,,,,,,,,,,,,,
North Carolina,1980,US Senate,Scotland,4079,2151,,,9,,,,,26,,,,,,,,,,,,,
North Carolina,1980,US Senate,Stanly,7809,10415,,,13,,,,,49,,,,,,,,,,,,,
North Carolina,1980,US Senate,Stokes,5807,7114,,,8,,,,,33,,,,,,,,,,,,,
North Carolina,1980,US Senate,Surry,9398,10055,,,30,,,,,56,,,,,,,,,,,,,
North Carolina,1980,US Senate,Swain,2110,1673,,,7,,,,,7,,,,,,,,,,,,,
North Carolina,1980,US Senate,Transylvania,4076,4646,,,52,,,,,37,,,,,,,,,,,,,
North Carolina,1980,US Senate,Tyrrell,906,357,,,2,,,,,1,,,,,,,,,,,,,
North Carolina,1980,US Senate,Union,9726,8984,,,14,,,,,43,,,,,,,,,,,,,
North Carolina,1980,US Senate,Vance,5708,4332,,,26,,,,,28,,,,,,,,,,,,,
North Carolina,1980,US Senate,Wake,54343,48663,,,281,,,,,861,,,,,,,,,,,,,
North Carolina,1980,US Senate,Warren,3296,1590,,,11,,,,,6,,,,,,,,,,,,,
North Carolina,1980,US Senate,Washington,3033,1858,,,0,,,,,4,,,,,,,,,,,,,
North Carolina,1980,US Senate,Watauga,5527,6353,,,73,,,,,162,,,,,,,,,,,,,
North Carolina,1980,US Senate,Wayne,10120,11758,,,46,,,,,85,,,,,,,,,,,,,
North Carolina,1980,US Senate,Wilkes,8724,14604,,,23,,,,,80,,,,,,,,,,,,,
North Carolina,1980,US Senate,Wilson,8182,7524,,,61,,,,,48,,,,,,,,,,,,,
North Carolina,1980,US Senate,Yadkin,3919,7347,,,3,,,,,12,,,,,,,,,,,,,
North Carolina,1980,US Senate,Yancey,4033,3349,,,14,,,,,16,,,,,,,,,,,,,
North Carolina,1984,US Senate,Alamance,15501,22657,,,44,,,,,302,,,,,,,,,,,,,
North Carolina,1984,US Senate,Alexander,4504,7493,,,4,,,,,38,,,,,,,,,,,,,
North Carolina,1984,US Senate,Alleghany,2366,2335,,,1,,,,,15,,,,,,,,,,,,,
North Carolina,1984,US Senate,Anson,5451,3161,,,10,,,,,18,,,,,,,,,,,,,
North Carolina,1984,US Senate,Ashe,4802,6069,,,5,,,,,28,,,,,,,,,,,,,
North Carolina,1984,US Senate,Avery,1630,4239,,,4,,,,,18,,,,,,,,,,,,,
North Carolina,1984,US Senate,Beaufort,7203,7907,,,12,,,,,44,,,,,,,,,,,,,
North Carolina,1984,US Senate,Bertie,4544,2618,,,41,,,,,25,,,,,,,,,,,,,
North Carolina,1984,US Senate,Bladen,5738,4220,,,29,,,,,32,,,,,,,,,,,,,
North Carolina,1984,US Senate,Brunswick,8264,8403,,,34,,,,,94,,,,,,,,,,,,,
North Carolina,1984,US Senate,Buncombe,32611,31338,,,112,,,,,366,,,,,,,,,,,,,
North Carolina,1984,US Senate,Burke,12061,16642,,,26,,,,,113,,,,,,,,,,,,,
North Carolina,1984,US Senate,Cabarrus,11978,20812,,,28,,,,,117,,,,,,,,,,,,,
North Carolina,1984,US Senate,Caldwell,9232,14915,,,27,,,,,93,,,,,,,,,,,,,
North Carolina,1984,US Senate,Camden,1203,1114,,,0,,,,,5,,,,,,,,,,,,,
North Carolina,1984,US Senate,Carteret,7565,10745,,,22,,,,,94,,,,,,,,,,,,,
North Carolina,1984,US Senate,Caswell,4627,3414,,,6,,,,,20,,,,,,,,,,,,,
North Carolina,1984,US Senate,Catawba,15363,27914,,,30,,,,,196,,,,,,,,,,,,,
North Carolina,1984,US Senate,Chatham,8767,7108,,,16,,,,,64,,,,,,,,,,,,,
North Carolina,1984,US Senate,Cherokee,3477,4746,,,15,,,,,14,,,,,,,,,,,,,
North Carolina,1984,US Senate,Chowan,2289,1950,,,7,,,,,36,,,,,,,,,,,,,
North Carolina,1984,US Senate,Clay,1515,2079,,,2,,,,,4,,,,,,,,,,,,,
North Carolina,1984,US Senate,Cleveland,12461,15202,,,18,,,,,93,,,,,,,,,,,,,
North Carolina,1984,US Senate,Columbus,10495,8549,,,24,,,,,69,,,,,,,,,,,,,
North Carolina,1984,US Senate,Craven,9571,11355,,,33,,,,,75,,,,,,,,,,,,,
North Carolina,1984,US Senate,Cumberland,30214,25578,,,80,,,,,201,,,,,,,,,,,,,
North Carolina,1984,US Senate,Currituck,2158,2275,,,3,,,,,6,,,,,,,,,,,,,
North Carolina,1984,US Senate,Dare,3040,3708,,,4,,,,,18,,,,,,,,,,,,,
North Carolina,1984,US Senate,Davidson,16434,27533,,,39,,,,,147,,,,,,,,,,,,,
North Carolina,1984,US Senate,Davie,3785,7156,,,8,,,,,51,,,,,,,,,,,,,
North Carolina,1984,US Senate,Duplin,7718,6607,,,7,,,,,25,,,,,,,,,,,,,
North Carolina,1984,US Senate,Durham,40102,22981,,,55,,,,,341,,,,,,,,,,,,,
North Carolina,1984,US Senate,Edgecombe,11845,8738,,,33,,,,,34,,,,,,,,,,,,,
North Carolina,1984,US Senate,Forsyth,50961,48575,,,71,,,,,353,,,,,,,,,,,,,
North Carolina,1984,US Senate,Franklin,5583,5208,,,16,,,,,25,,,,,,,,,,,,,
North Carolina,1984,US Senate,Gaston,19097,35010,,,52,,,,,237,,,,,,,,,,,,,
North Carolina,1984,US Senate,Gates,2459,1364,,,5,,,,,9,,,,,,,,,,,,,
North Carolina,1984,US Senate,Graham,1746,2273,,,1,,,,,3,,,,,,,,,,,,,
North Carolina,1984,US Senate,Granville,6318,5378,,,6,,,,,15,,,,,,,,,,,,,
North Carolina,1984,US Senate,Greene,3080,2811,,,5,,,,,11,,,,,,,,,,,,,
North Carolina,1984,US Senate,Guilford,62021,61371,,,104,,,,,454,,,,,,,,,,,,,
North Carolina,1984,US Senate,Halifax,10497,8412,,,25,,,,,37,,,,,,,,,,,,,
North Carolina,1984,US Senate,Harnett,9064,10033,,,17,,,,,54,,,,,,,,,,,,,
North Carolina,1984,US Senate,Haywood,9759,8841,,,47,,,,,93,,,,,,,,,,,,,
North Carolina,1984,US Senate,Henderson,10202,16281,,,29,,,,,132,,,,,,,,,,,,,
North Carolina,1984,US Senate,Hertford,5195,2766,,,35,,,,,20,,,,,,,,,,,,,
North Carolina,1984,US Senate,Hoke,3655,1913,,,5,,,,,18,,,,,,,,,,,,,
North Carolina,1984,US Senate,Hyde,1120,1028,,,1,,,,,6,,,,,,,,,,,,,
North Carolina,1984,US Senate,Iredell,13526,20480,,,25,,,,,168,,,,,,,,,,,,,
North Carolina,1984,US Senate,Jackson,5706,4864,,,17,,,,,24,,,,,,,,,,,,,
North Carolina,1984,US Senate,Johnston,10089,14130,,,11,,,,,85,,,,,,,,,,,,,
North Carolina,1984,US Senate,Jones,2147,1887,,,1,,,,,7,,,,,,,,,,,,,
North Carolina,1984,US Senate,Lee,5933,7030,,,12,,,,,84,,,,,,,,,,,,,
North Carolina,1984,US Senate,Lenoir,9576,11759,,,16,,,,,44,,,,,,,,,,,,,
North Carolina,1984,US Senate,Lincoln,7554,11186,,,20,,,,,84,,,,,,,,,,,,,
North Carolina,1984,US Senate,Macon,5507,6953,,,15,,,,,30,,,,,,,,,,,,,
North Carolina,1984,US Senate,Madison,4863,3718,,,14,,,,,42,,,,,,,,,,,,,
North Carolina,1984,US Senate,Martin,3401,3011,,,16,,,,,57,,,,,,,,,,,,,
North Carolina,1984,US Senate,McDowell,4524,5664,,,11,,,,,11,,,,,,,,,,,,,
North Carolina,1984,US Senate,Mecklenburg,86450,85013,,,267,,,,,923,,,,,,,,,,,,,
North Carolina,1984,US Senate,Mitchell,1743,4724,,,5,,,,,31,,,,,,,,,,,,,
North Carolina,1984,US Senate,Montgomery,4341,4397,,,10,,,,,26,,,,,,,,,,,,,
North Carolina,1984,US Senate,Moore,9363,12836,,,17,,,,,100,,,,,,,,,,,,,
North Carolina,1984,US Senate,Nash,10830,15800,,,23,,,,,67,,,,,,,,,,,,,
North Carolina,1984,US Senate,New Hanover,17829,19515,,,63,,,,,168,,,,,,,,,,,,,
North Carolina,1984,US Senate,Northampton,5759,3034,,,31,,,,,19,,,,,,,,,,,,,
North Carolina,1984,US Senate,Onslow,8260,12019,,,24,,,,,95,,,,,,,,,,,,,
North Carolina,1984,US Senate,Orange,24828,11139,,,33,,,,,130,,,,,,,,,,,,,
North Carolina,1984,US Senate,Pamlico,2421,2195,,,5,,,,,15,,,,,,,,,,,,,
North Carolina,1984,US Senate,Pasquotank,4908,3975,,,39,,,,,13,,,,,,,,,,,,,
North Carolina,1984,US Senate,Pender,4918,4373,,,3,,,,,19,,,,,,,,,,,,,
North Carolina,1984,US Senate,Perquimans,1729,1581,,,3,,,,,2,,,,,,,,,,,,,
North Carolina,1984,US Senate,Person,4668,5117,,,16,,,,,101,,,,,,,,,,,,,
North Carolina,1984,US Senate,Pitt,16946,15699,,,28,,,,,128,,,,,,,,,,,,,
North Carolina,1984,US Senate,Polk,3031,3657,,,6,,,,,132,,,,,,,,,,,,,
North Carolina,1984,US Senate,Randolph,11478,23831,,,28,,,,,109,,,,,,,,,,,,,
North Carolina,1984,US Senate,Richmond,8521,5994,,,20,,,,,58,,,,,,,,,,,,,
North Carolina,1984,US Senate,Robeson,18936,11253,,,67,,,,,134,,,,,,,,,,,,,
North Carolina,1984,US Senate,Rockingham,13418,14856,,,40,,,,,101,,,,,,,,,,,,,
North Carolina,1984,US Senate,Rowan,13722,23162,,,32,,,,,132,,,,,,,,,,,,,
North Carolina,1984,US Senate,Rutherford,8618,10472,,,24,,,,,110,,,,,,,,,,,,,
North Carolina,1984,US Senate,Sampson,10583,9802,,,14,,,,,41,,,,,,,,,,,,,
North Carolina,1984,US Senate,Scotland,5059,3195,,,10,,,,,22,,,,,,,,,,,,,
North Carolina,1984,US Senate,Stanly,7927,12367,,,9,,,,,61,,,,,,,,,,,,,
North Carolina,1984,US Senate,Stokes,6197,8350,,,8,,,,,38,,,,,,,,,,,,,
North Carolina,1984,US Senate,Surry,9442,12205,,,15,,,,,145,,,,,,,,,,,,,
North Carolina,1984,US Senate,Swain,2464,1967,,,4,,,,,16,,,,,,,,,,,,,
North Carolina,1984,US Senate,Transylvania,4926,5802,,,13,,,,,68,,,,,,,,,,,,,
North Carolina,1984,US Senate,Tyrrell,883,667,,,1,,,,,93,,,,,,,,,,,,,
North Carolina,1984,US Senate,Union,9489,14684,,,30,,,,,32,,,,,,,,,,,,,
North Carolina,1984,US Senate,Vance,6788,6288,,,14,,,,,750,,,,,,,,,,,,,
North Carolina,1984,US Senate,Wake,75974,65062,,,112,,,,,19,,,,,,,,,,,,,
North Carolina,1984,US Senate,Warren,4138,2486,,,11,,,,,10,,,,,,,,,,,,,
North Carolina,1984,US Senate,Washington,3448,2296,,,5,,,,,108,,,,,,,,,,,,,
North Carolina,1984,US Senate,Watauga,7093,7413,,,15,,,,,185,,,,,,,,,,,,,
North Carolina,1984,US Senate,Wayne,12536,16251,,,26,,,,,91,,,,,,,,,,,,,
North Carolina,1984,US Senate,Wilkes,9275,17247,,,20,,,,,67,,,,,,,,,,,,,
North Carolina,1984,US Senate,Wilson,11497,10595,,,30,,,,,37,,,,,,,,,,,,,
North Carolina,1984,US Senate,Yadkin,3873,8048,,,13,,,,,7,,,,,,,,,,,,,
North Carolina,1984,US Senate,Yancey,4082,3894,,,3,,,,,0,,,,,,,,,,,,,
North Carolina,1986,US Senate,Alamance,13254,15224,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Alexander,4183,6996,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Alleghany,2273,2009,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Anson,3976,1526,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Ashe,4418,4900,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Avery,1348,3567,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Beaufort,5850,5322,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Bertie,3364,1026,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Bladen,4323,1877,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Brunswick,7973,6301,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Buncombe,24971,24165,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Burke,8471,13381,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Cabarrus,9287,12857,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Caldwell,5988,13501,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Camden,882,400,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Carteret,7399,6728,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Caswell,4221,1867,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Catawba,10669,23088,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Chatham,6895,4426,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Cherokee,3048,3757,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Chowan,2191,1102,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Clay,1797,2219,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Cleveland,7824,11594,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Columbus,10064,3514,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Craven,7489,5982,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Cumberland,22101,13694,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Currituck,1665,973,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Dare,2795,2788,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Davidson,14818,18272,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Davie,3168,5176,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Duplin,5731,2864,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Durham,26494,15697,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Edgecombe,8734,4051,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Forsyth,34540,34137,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Franklin,6199,3772,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Gaston,12580,26065,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Gates,2179,720,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Graham,1777,2055,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Granville,5579,2821,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Greene,2805,1048,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Guilford,44425,38636,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Halifax,8574,4734,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Harnett,7256,5425,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Haywood,8773,5958,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Henderson,8357,11503,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Hertford,5155,1762,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Hoke,3013,1055,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Hyde,1256,651,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Iredell,10566,14718,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Jackson,4976,3645,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Johnston,9588,9532,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Jones,1830,917,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Lee,4413,3833,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Lenoir,7235,5810,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Lincoln,6849,8900,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Macon,4220,4549,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Madison,3595,3207,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Martin,3874,1517,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,McDowell,4860,5010,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Mecklenburg,56014,57697,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Mitchell,1445,3291,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Montgomery,3602,2652,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Moore,7697,10278,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Nash,8761,8036,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,New Hanover,14536,12585,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Northampton,5019,1551,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Onslow,7540,6354,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Orange,17790,8043,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Pamlico,2140,1381,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Pasquotank,3404,1813,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Pender,4207,2692,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Perquimans,1336,754,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Person,3181,2236,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Pitt,13396,9076,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Polk,2724,2605,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Randolph,8846,14893,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Richmond,6947,3525,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Robeson,13711,5001,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Rockingham,10531,8112,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Rowan,11247,14787,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Rutherford,8160,7759,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Sampson,8733,7002,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Scotland,3384,1445,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Stanly,6577,8371,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Stokes,6028,6309,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Surry,8071,7928,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Swain,2044,1971,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Transylvania,4174,4591,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Tyrrell,682,358,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Union,8589,8430,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Vance,5568,3562,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Wake,51859,44270,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Warren,3572,1247,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Washington,2399,1021,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Watauga,5059,6847,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Wayne,9656,9191,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Wilkes,7560,12295,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Wilson,7472,5745,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Yadkin,3703,5850,,,,,,,,,,,,,,,,,,,,,
North Carolina,1986,US Senate,Yancey,4160,3290,,,,,,,,,,,,,,,,,,,,,
North Carolina,1990,US Senate,Alamance,13706,22546,,,,,,,,,,,,,,,0,,,,,,
North Carolina,1990,US Senate,Alexander,4524,8075,,,,,,,,,,,,,,,0,,,,,,
North Carolina,1990,US Senate,Alleghany,1774,2298,,,,,,,,,,,,,,,0,,,,,,
North Carolina,1990,US Senate,Anson,4148,3093,,,,,,,,,,,,,,,0,,,,,,
North Carolina,1990,US Senate,Ashe,3697,5853,,,,,,,,,,,,,,,16,,,,,,
North Carolina,1990,US Senate,Avery,1469,4139,,,,,,,,,,,,,,,3,,,,,,
North Carolina,1990,US Senate,Beaufort,4842,7608,,,,,,,,,,,,,,,1,,,,,,
North Carolina,1990,US Senate,Bertie,3372,2442,,,,,,,,,,,,,,,0,,,,,,
North Carolina,1990,US Senate,Bladen,4110,4058,,,,,,,,,,,,,,,0,,,,,,
North Carolina,1990,US Senate,Brunswick,7703,9147,,,,,,,,,,,,,,,0,,,,,,
North Carolina,1990,US Senate,Buncombe,29640,29371,,,,,,,,,,,,,,,0,,,,,,
North Carolina,1990,US Senate,Burke,10414,14092,,,,,,,,,,,,,,,0,,,,,,
North Carolina,1990,US Senate,Cabarrus,12641,19627,,,,,,,,,,,,,,,76,,,,,,
North Carolina,1990,US Senate,Caldwell,7790,12955,,,,,,,,,,,,,,,11,,,,,,
North Carolina,1990,US Senate,Camden,992,1035,,,,,,,,,,,,,,,0,,,,,,
