State,Year,Office,County,D#,R#,S#,Peace#,Proh.#,Ind. Labor#,Pop.#,IND#,Prog.#,SPI#,SL#,Comm.#,I1#,I2#,I3#,T#,L#,Ref.#,NL#,G#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,Pop. Gov.#,AI#,WF#,I4#,Am.#,W/I#,Year / Office,I#,C#
Oregon,,,Multnomah,230643,86491,,,,,,,5660,,,,,,,,4514,,,14689,,,,,,,,,,,712,2012 Secretary of State,,
Oregon,,,Polk,15692,16095,,,,,,,455,,,,,,,,396,,,620,,,,,,,,,,,48,2012 Secretary of State,,
Oregon,,,Sherman,322,629,,,,,,,5,,,,,,,,15,,,9,,,,,,,,,,,1,2012 Secretary of State,,
Oregon,,,Tillamook,6012,5217,,,,,,,135,,,,,,,,153,,,316,,,,,,,,,,,14,2012 Secretary of State,,
Oregon,,,Umatilla,9214,12868,,,,,,,313,,,,,,,,436,,,330,,,,,,,,,,,31,2012 Secretary of State,,
Oregon,,,Union,4029,6925,,,,,,,106,,,,,,,,189,,,185,,,,,,,,,,,20,2012 Secretary of State,,
Oregon,,,Wallowa,1246,2543,,,,,,,48,,,,,,,,61,,,64,,,,,,,,,,,3,2012 Secretary of State,,
Oregon,,,Wasco,5032,4762,,,,,,,126,,,,,,,,153,,,197,,,,,,,,,,,11,2012 Secretary of State,,
Oregon,,,Washington,115639,95202,,,,,,,2776,,,,,,,,3164,,,4748,,,,,,,,,,,315,2012 Secretary of State,,
Oregon,,,Wheeler,273,495,,,,,,,10,,,,,,,,19,,,14,,,,,,,,,,,2,2012 Secretary of State,,
Oregon,,,Yamhill,17885,20624,,,,,,,520,,,,,,,,648,,,887,,,,,,,,,,,54,2012 Secretary of State,,
Oregon,,,Baker,2800,4608,,,,,,,126,,,,,,,,180,,,,,,,,,,,,,,6,2012 Treasurer,,125
Oregon,,,Benton,25638,12844,,,,,,,1179,,,,,,,,819,,,,,,,,,,,,,,64,2012 Treasurer,,287
Oregon,,,Clackamas,98039,69808,,,,,,,3117,,,,,,,,2831,,,,,,,,,,,,,,151,2012 Treasurer,,1349
Oregon,,,Clatsop,9701,5773,,,,,,,378,,,,,,,,291,,,,,,,,,,,,,,12,2012 Treasurer,,196
Oregon,,,Columbia,12342,8436,,,,,,,486,,,,,,,,462,,,,,,,,,,,,,,40,2012 Treasurer,,450
Oregon,,,Coos,13214,11825,,,,,,,611,,,,,,,,531,,,,,,,,,,,,,,32,2012 Treasurer,,358
Oregon,,,Crook,3592,5412,,,,,,,145,,,,,,,,191,,,,,,,,,,,,,,9,2012 Treasurer,,120
Oregon,,,Curry,4721,5496,,,,,,,221,,,,,,,,267,,,,,,,,,,,,,,9,2012 Treasurer,,179
Oregon,,,Deschutes,36123,34959,,,,,,,1405,,,,,,,,1430,,,,,,,,,,,,,,72,2012 Treasurer,,586
