State,Year,Office,County,D#,R#,S#,Peace#,Proh.#,Ind. Labor#,Pop.#,IND#,Prog.#,SPI#,SL#,Comm.#,I1#,I2#,I3#,T#,L#,Ref.#,NL#,G#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,Pop. Gov.#,AI#,WF#,I4#,Am.#,W/I#,Year / Office,I#,C#
Oregon,2010,US Senate,Polk,14834,13640,,,,,,,252,,,,,,,,309,,,,,32,,,,,,400,,,,,,
Oregon,2010,US Senate,Sherman,387,495,,,,,,,2,,,,,,,,10,,,,,0,,,,,,12,,,,,,
Oregon,2010,US Senate,Tillamook,6233,4342,,,,,,,78,,,,,,,,115,,,,,10,,,,,,148,,,,,,
Oregon,2010,US Senate,Umatilla,8218,10541,,,,,,,138,,,,,,,,276,,,,,22,,,,,,423,,,,,,
Oregon,2010,US Senate,Union,4892,5270,,,,,,,79,,,,,,,,125,,,,,9,,,,,,185,,,,,,
Oregon,2010,US Senate,Wallowa,1492,2150,,,,,,,32,,,,,,,,31,,,,,5,,,,,,59,,,,,,
Oregon,2010,US Senate,Wasco,5323,3710,,,,,,,60,,,,,,,,87,,,,,7,,,,,,128,,,,,,
Oregon,2010,US Senate,Washington,107225,71926,,,,,,,1498,,,,,,,,2222,,,,,197,,,,,,1689,,,,,,
Oregon,2010,US Senate,Wheeler,324,388,,,,,,,3,,,,,,,,8,,,,,0,,,,,,25,,,,,,
Oregon,2010,US Senate,Yamhill,17751,17066,,,,,,,307,,,,,,,,419,,,,,49,,,,,,495,,,,,,
Oregon,2014,US Senate,Baker,2334,4238,,,,,,,,,,,,,,,148,,,95,,24,,,,,224,,,,,,,
Oregon,2014,US Senate,Benton,23073,11452,,,,,,,,,,,,,,,952,,,983,,159,,,,,374,,,,,,,
Oregon,2014,US Senate,Clackamas,79219,64447,,,,,,,,,,,,,,,4810,,,2457,,976,,,,,2296,,,,,,,
Oregon,2014,US Senate,Clatsop,8148,5143,,,,,,,,,,,,,,,404,,,332,,52,,,,,259,,,,,,,
Oregon,2014,US Senate,Columbia,9957,7879,,,,,,,,,,,,,,,823,,,430,,60,,,,,640,,,,,,,
Oregon,2014,US Senate,Coos,11521,10294,,,,,,,,,,,,,,,830,,,493,,77,,,,,520,,,,,,,
Oregon,2014,US Senate,Crook,3233,4874,,,,,,,,,,,,,,,334,,,123,,40,,,,,219,,,,,,,
Oregon,2014,US Senate,Curry,4371,4470,,,,,,,,,,,,,,,339,,,184,,21,,,,,198,,,,,,,
Oregon,2014,US Senate,Deschutes,34680,29114,,,,,,,,,,,,,,,2153,,,1096,,445,,,,,1085,,,,,,,
Oregon,2014,US Senate,Douglas,16401,21112,,,,,,,,,,,,,,,1365,,,716,,128,,,,,1134,,,,,,,
Oregon,2014,US Senate,Gilliam,366,440,,,,,,,,,,,,,,,31,,,12,,4,,,,,19,,,,,,,
Oregon,2014,US Senate,Grant,1051,1943,,,,,,,,,,,,,,,99,,,28,,6,,,,,80,,,,,,,
Oregon,2014,US Senate,Harney,911,1784,,,,,,,,,,,,,,,105,,,40,,16,,,,,69,,,,,,,
Oregon,2014,US Senate,Hood River,5139,2540,,,,,,,,,,,,,,,213,,,177,,20,,,,,100,,,,,,,
Oregon,2014,US Senate,Jackson,40740,34619,,,,,,,,,,,,,,,2655,,,1508,,280,,,,,1597,,,,,,,
Oregon,2014,US Senate,Jefferson,2809,3440,,,,,,,,,,,,,,,224,,,99,,28,,,,,167,,,,,,,
Oregon,2014,US Senate,Josephine,14218,15722,,,,,,,,,,,,,,,1344,,,707,,193,,,,,1208,,,,,,,
Oregon,2014,US Senate,Klamath,8150,12522,,,,,,,,,,,,,,,797,,,370,,127,,,,,604,,,,,,,
Oregon,2014,US Senate,Lake,966,1930,,,,,,,,,,,,,,,101,,,41,,17,,,,,87,,,,,,,
Oregon,2014,US Senate,Lane,89269,44815,,,,,,,,,,,,,,,3760,,,3398,,459,,,,,1894,,,,,,,
Oregon,2014,US Senate,Lincoln,11484,6360,,,,,,,,,,,,,,,601,,,543,,53,,,,,326,,,,,,,
Oregon,2014,US Senate,Linn,18050,20664,,,,,,,,,,,,,,,1617,,,970,,270,,,,,1066,,,,,,,
Oregon,2014,US Senate,Malheur,2051,4755,,,,,,,,,,,,,,,274,,,98,,18,,,,,224,,,,,,,
Oregon,2014,US Senate,Marion,48581,43917,,,,,,,,,,,,,,,3064,,,1981,,534,,,,,1964,,,,,,,
Oregon,2014,US Senate,Morrow,1119,1722,,,,,,,,,,,,,,,98,,,45,,13,,,,,117,,,,,,,
Oregon,2014,US Senate,Multnomah,216613,53035,,,,,,,,,,,,,,,7256,,,9512,,1260,,,,,2668,,,,,,,
Oregon,2014,US Senate,Polk,14356,13118,,,,,,,,,,,,,,,923,,,533,,116,,,,,530,,,,,,,
Oregon,2014,US Senate,Sherman,283,523,,,,,,,,,,,,,,,22,,,6,,4,,,,,17,,,,,,,
Oregon,2014,US Senate,Tillamook,5463,4187,,,,,,,,,,,,,,,317,,,240,,49,,,,,225,,,,,,,
Oregon,2014,US Senate,Umatilla,6655,10676,,,,,,,,,,,,,,,638,,,265,,52,,,,,412,,,,,,,
Oregon,2014,US Senate,Union,3816,5498,,,,,,,,,,,,,,,331,,,126,,35,,,,,240,,,,,,,
Oregon,2014,US Senate,Wallowa,1215,2140,,,,,,,,,,,,,,,83,,,47,,9,,,,,54,,,,,,,
Oregon,2014,US Senate,Wasco,4563,3787,,,,,,,,,,,,,,,330,,,174,,28,,,,,209,,,,,,,
Oregon,2014,US Senate,Washington,106769,69406,,,,,,,,,,,,,,,6383,,,3918,,933,,,,,2562,,,,,,,
Oregon,2014,US Senate,Wheeler,275,344,,,,,,,,,,,,,,,22,,,14,,1,,,,,23,,,,,,,
Oregon,2014,US Senate,Yamhill,16688,15937,,,,,,,,,,,,,,,1470,,,673,,165,,,,,801,,,,,,,
Oregon,2016,US Senate,Baker,3348,4654,,,,,,,,,,,309,,,,109,,,76,,2,,,,,,181,,,,,,
Oregon,2016,US Senate,Benton,29007,12998,,,,,,,,,,,1562,,,,595,,,1761,,37,,,,,,1637,,,,,,
Oregon,2016,US Senate,Clackamas,113152,78099,,,,,,,,,,,5962,,,,2482,,,3668,,286,,,,,,5524,,,,,,
Oregon,2016,US Senate,Clatsop,11143,6201,,,,,,,,,,,586,,,,260,,,480,,25,,,,,,578,,,,,,
Oregon,2016,US Senate,Columbia,13064,10123,,,,,,,,,,,1059,,,,475,,,437,,30,,,,,,921,,,,,,
Oregon,2016,US Senate,Coos,13468,14086,,,,,,,,,,,1189,,,,396,,,622,,23,,,,,,975,,,,,,
Oregon,2016,US Senate,Crook,4840,6254,,,,,,,,,,,408,,,,117,,,116,,13,,,,,,249,,,,,,
Oregon,2016,US Senate,Curry,5395,5633,,,,,,,,,,,491,,,,175,,,243,,13,,,,,,347,,,,,,
Oregon,2016,US Senate,Deschutes,52098,36041,,,,,,,,,,,3078,,,,1139,,,1797,,82,,,,,,2254,,,,,,
Oregon,2016,US Senate,Douglas,19832,27634,,,,,,,,,,,2042,,,,660,,,754,,47,,,,,,1435,,,,,,
Oregon,2016,US Senate,Gilliam,507,442,,,,,,,,,,,35,,,,17,,,6,,0,,,,,,12,,,,,,
Oregon,2016,US Senate,Grant,1631,2277,,,,,,,,,,,154,,,,43,,,36,,2,,,,,,96,,,,,,
Oregon,2016,US Senate,Harney,1540,2070,,,,,,,,,,,155,,,,42,,,21,,1,,,,,,85,,,,,,
Oregon,2016,US Senate,Hood River,6967,2646,,,,,,,,,,,396,,,,119,,,273,,6,,,,,,322,,,,,,
Oregon,2016,US Senate,Jackson,53474,42336,,,,,,,,,,,3222,,,,1167,,,3287,,100,,,,,,2882,,,,,,
Oregon,2016,US Senate,Jefferson,4517,3967,,,,,,,,,,,354,,,,121,,,105,,3,,,,,,252,,,,,,
Oregon,2016,US Senate,Josephine,18463,20767,,,,,,,,,,,1516,,,,619,,,981,,45,,,,,,1119,,,,,,
Oregon,2016,US Senate,Klamath,12342,14808,,,,,,,,,,,1207,,,,395,,,433,,33,,,,,,781,,,,,,
Oregon,2016,US Senate,Lake,1363,2227,,,,,,,,,,,119,,,,33,,,47,,9,,,,,,70,,,,,,
Oregon,2016,US Senate,Lane,110836,56716,,,,,,,,,,,5540,,,,2317,,,5670,,204,,,,,,6013,,,,,,
Oregon,2016,US Senate,Lincoln,14512,7725,,,,,,,,,,,872,,,,334,,,714,,13,,,,,,755,,,,,,
Oregon,2016,US Senate,Linn,23908,26991,,,,,,,,,,,2326,,,,990,,,978,,82,,,,,,1871,,,,,,
Oregon,2016,US Senate,Malheur,3082,6045,,,,,,,,,,,436,,,,130,,,128,,11,,,,,,356,,,,,,
Oregon,2016,US Senate,Marion,66269,55351,,,,,,,,,,,4162,,,,1619,,,2370,,157,,,,,,3899,,,,,,
Oregon,2016,US Senate,Morrow,1719,1978,,,,,,,,,,,172,,,,62,,,40,,8,,,,,,148,,,,,,
Oregon,2016,US Senate,Multnomah,285058,56395,,,,,,,,,,,8811,,,,3734,,,15866,,378,,,,,,16442,,,,,,
Oregon,2016,US Senate,Polk,19250,16693,,,,,,,,,,,1289,,,,494,,,667,,26,,,,,,1146,,,,,,
Oregon,2016,US Senate,Sherman,440,498,,,,,,,,,,,30,,,,9,,,4,,0,,,,,,18,,,,,,
Oregon,2016,US Senate,Tillamook,7187,5100,,,,,,,,,,,459,,,,165,,,255,,17,,,,,,380,,,,,,
Oregon,2016,US Senate,Umatilla,11279,12899,,,,,,,,,,,1085,,,,403,,,332,,29,,,,,,878,,,,,,
Oregon,2016,US Senate,Union,5302,6372,,,,,,,,,,,452,,,,134,,,148,,11,,,,,,302,,,,,,
Oregon,2016,US Senate,Wallowa,1767,2238,,,,,,,,,,,130,,,,42,,,61,,2,,,,,,68,,,,,,
Oregon,2016,US Senate,Wasco,6512,4124,,,,,,,,,,,429,,,,175,,,155,,10,,,,,,335,,,,,,
Oregon,2016,US Senate,Washington,158685,78184,,,,,,,,,,,7701,,,,3650,,,5501,,307,,,,,,8215,,,,,,
Oregon,2016,US Senate,Wheeler,355,384,,,,,,,,,,,36,,,,4,,,5,,0,,,,,,19,,,,,,
Oregon,2016,US Senate,Yamhill,22807,20150,,,,,,,,,,,1742,,,,715,,,786,,46,,,,,,1350,,,,,,
Oregon,1866,Governor,Baker,299,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Benton,499,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Clackamas,560,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Clatsop,48,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Columbia,104,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Coos,85,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Curry,42,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Douglas,545,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Grant,254,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Jackson,691,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Josephine,179,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Lane,700,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Linn,1233,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Marion,833,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Multnomah,1025,1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Polk,565,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Tillamook,39,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Umatilla,517,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Union,499,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Wasco,413,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Washington,359,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1866,Governor,Yamhill,555,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Baker,478,298,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Benton,276,481,,,,,,,,,,,392,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Clackamas,640,593,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Clatsop,148,211,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Columbia,114,59,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Coos,399,408,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Curry,78,106,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Douglas,503,435,,,,,,,,,,,667,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Grant,198,206,,,,,,,,,,,242,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Jackson,828,572,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Josephine,163,133,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Lane,587,619,,,,,,,,,,,522,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Linn,947,646,,,,,,,,,,,622,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Marion,986,1058,,,,,,,,,,,658,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Multnomah,911,1556,,,,,,,,,,,558,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Polk,321,334,,,,,,,,,,,501,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Tillamook,50,99,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Umatilla,500,134,,,,,,,,,,,425,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Union,444,369,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Wasco,374,202,,,,,,,,,,,355,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Washington,286,202,,,,,,,,,,,461,,,,,,,,,,,,,,,,,,,,,
Oregon,1874,Governor,Yamhill,502,442,,,,,,,,,,,369,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Baker,1694,2147,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Benton,1135,1917,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Clackamas,3312,3674,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Clatsop,993,2125,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Columbia,933,1201,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Coos,1604,2293,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Crook,517,548,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Curry,224,461,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Deschutes,838,709,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Douglas,1732,2414,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Gilliam,323,563,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Grant,445,765,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Harney,487,342,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Hood River,524,870,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Jackson,2416,2554,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Jefferson,380,419,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Josephine,680,1133,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Klamath,649,1165,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Lake,361,499,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Lane,2673,4666,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Lincoln,588,757,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Linn,3179,3120,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Malheur,710,1202,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Marion,4376,4347,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Morrow,341,734,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Multnomah,22431,24350,2196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Polk,1757,1990,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Sherman,354,743,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Tillamook,598,1090,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Umatilla,2128,2868,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Union,1621,1482,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Wallowa,697,777,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Wasco,801,1330,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Washington,1796,2831,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Wheeler,177,395,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1918,Governor,Yamhill,1966,2586,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Baker,3180,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Benton,2233,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Clackamas,7110,4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Clatsop,3019,2890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Columbia,1697,1545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Coos,3846,2386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Crook,611,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Curry,851,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Deschutes,1561,1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Douglas,4524,2654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Gilliam,475,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Grant,732,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Harney,564,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Hood River,926,1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Jackson,4670,3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Jefferson,360,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Josephine,1841,907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Klamath,1212,2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Lake,479,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Lane,8687,4233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Lincoln,999,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Linn,5045,2913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Malheur,1141,1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Marion,8522,6525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Morrow,729,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Multnomah,43771,35295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Polk,2968,1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Sherman,537,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Tillamook,2220,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Umatilla,4733,3053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Union,3158,1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Wallowa,1344,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Wasco,2095,1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Washington,3768,3707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Wheeler,313,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1922,Governor,Yamhill,4048,2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Baker,1475,1108,68,,,,,,,,,,1851,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Benton,1963,1764,49,,,,,,,,,,1236,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Clackamas,2258,1896,282,,,,,,,,,,8005,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Clatsop,1928,1160,100,,,,,,,,,,2285,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Columbia,922,822,97,,,,,,,,,,2411,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Coos,2046,1237,102,,,,,,,,,,3298,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Crook,446,290,5,,,,,,,,,,498,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Curry,422,233,42,,,,,,,,,,442,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Deschutes,798,699,27,,,,,,,,,,1746,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Douglas,2260,1374,71,,,,,,,,,,2361,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Gilliam,293,237,4,,,,,,,,,,391,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Grant,491,566,17,,,,,,,,,,609,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Harney,330,452,12,,,,,,,,,,418,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Hood River,658,434,15,,,,,,,,,,923,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Jackson,2310,2666,113,,,,,,,,,,3453,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Jefferson,183,162,13,,,,,,,,,,253,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Josephine,609,633,38,,,,,,,,,,1562,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Klamath,1410,1681,94,,,,,,,,,,2998,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Lake,376,542,13,,,,,,,,,,694,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Lane,7117,2334,194,,,,,,,,,,2775,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Lincoln,1050,645,52,,,,,,,,,,991,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Linn,3342,1546,59,,,,,,,,,,2316,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Malheur,679,828,27,,,,,,,,,,889,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Marion,4935,2833,173,,,,,,,,,,6777,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Morrow,487,370,13,,,,,,,,,,510,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Multnomah,12036,12855,1775,,,,,,,,,,68121,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Polk,1788,807,62,,,,,,,,,,1544,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Sherman,297,262,7,,,,,,,,,,349,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Tillamook,878,522,45,,,,,,,,,,1415,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Umatilla,2079,1213,53,,,,,,,,,,2119,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Union,1220,710,45,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Wallowa,644,457,20,,,,,,,,,,838,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Wasco,778,1038,28,,,,,,,,,,1450,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Washington,1239,1080,114,,,,,,,,,,5016,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Wheeler,291,427,13,,,,,,,,,,339,,,,,,,,,,,,,,,,,,,,,
Oregon,1930,Governor,Yamhill,2396,957,69,,,,,,,,,,2703,,,,,,,,,,,,,,,,,,,,,
Oregon,1934,Governor,Baker,2394,1576,,,,,,,,,,,1111,13,29,,,,,,,,,,,,,,14,,,,,
Oregon,1934,Governor,Benton,2138,2617,,,,,,,,,,,996,12,6,,,,,,,,,,,,,,7,,,,,
Oregon,1934,Governor,Clackamas,4994,3644,,,,,,,,,,,6807,46,32,,,,,,,,,,,,,,80,,,,,
Oregon,1934,Governor,Clatsop,2957,1807,,,,,,,,,,,1230,98,25,,,,,,,,,,,,,,14,,,,,
Oregon,1934,Governor,Columbia,1924,1582,,,,,,,,,,,1950,18,29,,,,,,,,,,,,,,4,,,,,
Oregon,1934,Governor,Coos,3180,2489,,,,,,,,,,,1632,0,46,,,,,,,,,,,,,,23,,,,,
Oregon,1934,Governor,Crook,461,487,,,,,,,,,,,220,4,3,,,,,,,,,,,,,,6,,,,,
Oregon,1934,Governor,Curry,503,368,,,,,,,,,,,320,7,30,,,,,,,,,,,,,,11,,,,,
