State,Year,Office,County,D#,R#,ND#,SD#,Prog.#,S#,Comm.#,Wor.#,SL#,GBL#,New#,Nat.#,Proh.#,IND#,Pop.#,GB#,U#,SW#,Comm.#.1,NA#,AI#,I#,Ref.#,NL#,G#,L1#,L2#,IND#.1,WW#,Cit.#,Labor#,Delta#,W/I1#,W/I2#,W/I3#,W/I4#,Am.#,L#,I1#,I2#,R1#,R2#,FL#,IR#,W/I#,Year / Office,CM#,Mod.#,Town,T#,New Ref.#
New Hampshire,2000,Governor,,430,356,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,Newfields Town,,18
New Hampshire,2000,Governor,,134,273,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,Newington Town,,80
New Hampshire,2000,Governor,,2326,1219,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,Newmarket Town,,309
New Hampshire,2000,Governor,,1029,1116,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,Newport Town,,176
New Hampshire,2000,Governor,,1034,734,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,Newton Town,,153
New Hampshire,2000,Governor,,1127,1236,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,North Hampton Town,,182
New Hampshire,2000,Governor,,906,685,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,Northfield Town,,119
New Hampshire,2000,Governor,,456,430,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,Northumberland Town,,52
New Hampshire,2000,Governor,,827,636,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,Northwood Town,,146
New Hampshire,2000,Governor,,893,779,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,Nottingham Town,,158
New Hampshire,2000,Governor,,63,65,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange Town,,11
New Hampshire,2000,Governor,,271,288,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Orford Town,,0
New Hampshire,2000,Governor,,793,832,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,Ossipee Town,,61
New Hampshire,2000,Governor,,2307,2352,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,Pelham Town,,368
New Hampshire,2000,Governor,,1643,1164,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,Pembroke Town,,246
New Hampshire,2000,Governor,,1730,1182,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,Peterborough Town,,251
New Hampshire,2000,Governor,,172,199,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Piermont Town,,17
New Hampshire,2000,Governor,,4,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinkham's Grant Grant,,1
New Hampshire,2000,Governor,,125,217,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,Pittsburg Town,,14
New Hampshire,2000,Governor,,756,630,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,Pittsfield Town,,154
New Hampshire,2000,Governor,,601,493,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,Plainfield Town,,72
New Hampshire,2000,Governor,,1619,1562,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,Plaistow Town,,242
New Hampshire,2000,Governor,,1439,812,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,Plymouth Town,,206
New Hampshire,2000,Governor,,6599,3590,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth City,,954
New Hampshire,2000,Governor,,133,98,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Randolph Town,,15
New Hampshire,2000,Governor,,1687,1771,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,Raymond Town,,324
New Hampshire,2000,Governor,,227,256,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Richmond Town,,25
New Hampshire,2000,Governor,,935,1143,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,Rindge Town,,138
New Hampshire,2000,Governor,,6082,4578,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,Rochester City,,697
New Hampshire,2000,Governor,,781,498,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,Rollinsford Town,,75
New Hampshire,2000,Governor,,71,38,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Roxbury Town,,6
New Hampshire,2000,Governor,,276,482,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,Rumney Town,,42
New Hampshire,2000,Governor,,1223,1689,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,Rye Town,,410
New Hampshire,2000,Governor,,4308,6682,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,Salem Town,,288
New Hampshire,2000,Governor,,277,263,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,Salisbury Town,,54
New Hampshire,2000,Governor,,683,632,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanbornton Town,,82
New Hampshire,2000,Governor,,1063,936,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandown Town,,158
New Hampshire,2000,Governor,,390,373,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandwich Town,,63
New Hampshire,2000,Governor,,1266,1821,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,Seabrook Town,,368
New Hampshire,2000,Governor,,84,84,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharon Town,,17
New Hampshire,2000,Governor,,108,100,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Shelburne Town,,11
New Hampshire,2000,Governor,,2798,1543,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,Somersworth City,,284
New Hampshire,2000,Governor,,215,226,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,South Hampton Town,,47
New Hampshire,2000,Governor,,201,303,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,Springfield Town,,34
New Hampshire,2000,Governor,,106,126,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Stark Town,,13
New Hampshire,2000,Governor,,127,163,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Stewartstown Town,,16
New Hampshire,2000,Governor,,184,171,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,Stoddard Town,,50
New Hampshire,2000,Governor,,1038,619,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,Strafford Town,,142
New Hampshire,2000,Governor,,126,117,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Stratford Town,,19
New Hampshire,2000,Governor,,1779,1609,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,Stratham Town,,198
New Hampshire,2000,Governor,,190,167,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,Sugar Hill Town,,14
New Hampshire,2000,Governor,,169,113,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Sullivan Town,,28
New Hampshire,2000,Governor,,651,1017,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunapee Town,,168
New Hampshire,2000,Governor,,192,161,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,Surry Town,,22
New Hampshire,2000,Governor,,466,380,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,Sutton Town,,83
New Hampshire,2000,Governor,,1471,1125,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,Swanzey Town,,179
New Hampshire,2000,Governor,,657,587,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamworth Town,,82
New Hampshire,2000,Governor,,302,274,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,Temple Town,,64
New Hampshire,2000,Governor,,451,429,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,Thornton Town,,72
New Hampshire,2000,Governor,,704,616,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Tilton Town,,87
New Hampshire,2000,Governor,,454,335,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,Troy Town,,81
New Hampshire,2000,Governor,,441,815,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuftonboro Town,,91
New Hampshire,2000,Governor,,221,299,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Unity Town,,67
New Hampshire,2000,Governor,,890,986,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,Wakefield Town,,85
New Hampshire,2000,Governor,,957,725,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,Walpole Town,,134
New Hampshire,2000,Governor,,680,563,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,Warner Town,,131
New Hampshire,2000,Governor,,138,250,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,Warren Town,,18
New Hampshire,2000,Governor,,203,256,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington Town,,41
New Hampshire,2000,Governor,,70,93,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Waterville Valley Town,,14
New Hampshire,2000,Governor,,1559,1538,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,Weare Town,,248
New Hampshire,2000,Governor,,448,296,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,Webster Town,,67
New Hampshire,2000,Governor,,131,231,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,Wentworth Town,,22
New Hampshire,2000,Governor,,8,7,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Wentworth's Loc. Location,,2
New Hampshire,2000,Governor,,458,335,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,Westmoreland Town,,52
New Hampshire,2000,Governor,,433,484,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,Whitefield Town,,56
New Hampshire,2000,Governor,,298,246,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilmot Town,,83
New Hampshire,2000,Governor,,903,698,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilton Town,,187
New Hampshire,2000,Governor,,700,590,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,Winchester Town,,106
New Hampshire,2000,Governor,,2266,2938,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,Windham Town,,235
New Hampshire,2000,Governor,,36,30,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Windsor Town,,14
New Hampshire,2000,Governor,,1474,1935,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolfeboro Town,,177
New Hampshire,2000,Governor,,283,257,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,Woodstock Town,,45
New Hampshire,2002,Governor,,205,163,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,17,,,,,,,,,,,Acworth Town,,
New Hampshire,2002,Governor,,98,131,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,9,,,,,,,,,,,Albany Town,,
New Hampshire,2002,Governor,,158,356,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,22,,,,,,,,,,,Alexandria Town,,
New Hampshire,2002,Governor,,521,828,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,40,,,,,,,,,,,Allenstown Town,,
New Hampshire,2002,Governor,,415,316,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,17,,,,,,,,,,,Alstead Town,,
New Hampshire,2002,Governor,,417,1482,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,49,,,,,,,,,,,Alton Town,,
New Hampshire,2002,Governor,,1767,3100,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,126,,,,,,,,,,,Amherst Town,,
New Hampshire,2002,Governor,,423,460,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,32,,,,,,,,,,,Andover Town,,
New Hampshire,2002,Governor,,388,512,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,32,,,,,,,,,,,Antrim Town,,
New Hampshire,2002,Governor,,185,470,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,20,,,,,,,,,,,Ashland Town,,
New Hampshire,2002,Governor,,840,1898,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,80,,,,,,,,,,,Atkinson Town,,
New Hampshire,2002,Governor,,523,1412,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,58,,,,,,,,,,,Auburn Town,,
New Hampshire,2002,Governor,,592,862,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,54,,,,,,,,,,,Barnstead Town,,
New Hampshire,2002,Governor,,1084,1623,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,127,,,,,,,,,,,Barrington Town,,
New Hampshire,2002,Governor,,447,814,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,41,,,,,,,,,,,Bartlett Town,,
New Hampshire,2002,Governor,,100,221,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,10,,,,,,,,,,,Bath Town,,
New Hampshire,2002,Governor,,2076,6591,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,158,,,,,,,,,,,Bedford Town,,
New Hampshire,2002,Governor,,596,1455,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,48,,,,,,,,,,,Belmont Town,,
New Hampshire,2002,Governor,,188,230,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,20,,,,,,,,,,,Bennington Town,,
New Hampshire,2002,Governor,,25,74,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,Benton Town,,
New Hampshire,2002,Governor,,1408,1996,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,105,,,,,,,,,,,Berlin City,,
New Hampshire,2002,Governor,,355,485,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,16,,,,,,,,,,,Bethlehem Town,,
New Hampshire,2002,Governor,,487,527,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,43,,,,,,,,,,,Boscawen Town,,
New Hampshire,2002,Governor,,1491,1910,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,102,,,,,,,,,,,Bow Town,,
New Hampshire,2002,Governor,,257,307,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,20,,,,,,,,,,,Bradford Town,,
New Hampshire,2002,Governor,,465,762,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,42,,,,,,,,,,,Brentwood Town,,
New Hampshire,2002,Governor,,132,303,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,12,,,,,,,,,,,Bridgewater Town,,
New Hampshire,2002,Governor,,292,786,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,31,,,,,,,,,,,Bristol Town,,
New Hampshire,2002,Governor,,87,216,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,13,,,,,,,,,,,Brookfield Town,,
New Hampshire,2002,Governor,,628,1031,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,66,,,,,,,,,,,Brookline Town,,
New Hampshire,2002,Governor,,0,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,Cambridge Township,,
New Hampshire,2002,Governor,,339,579,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,41,,,,,,,,,,,Campton Town,,
New Hampshire,2002,Governor,,459,535,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,55,,,,,,,,,,,Canaan Town,,
New Hampshire,2002,Governor,,527,1284,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,51,,,,,,,,,,,Candia Town,,
New Hampshire,2002,Governor,,616,446,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,34,,,,,,,,,,,Canterbury Town,,
New Hampshire,2002,Governor,,82,246,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,11,,,,,,,,,,,Carroll Town,,
New Hampshire,2002,Governor,,155,340,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,20,,,,,,,,,,,Center Harbor Town,,
New Hampshire,2002,Governor,,690,681,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,38,,,,,,,,,,,Charlestown Town,,
New Hampshire,2002,Governor,,36,73,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,Chatham Town,,
New Hampshire,2002,Governor,,403,1141,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,51,,,,,,,,,,,Chester Town,,
New Hampshire,2002,Governor,,645,662,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,38,,,,,,,,,,,Chesterfield Town,,
New Hampshire,2002,Governor,,407,579,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,31,,,,,,,,,,,Chichester Town,,
New Hampshire,2002,Governor,,1843,1978,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,89,,,,,,,,,,,Claremont City,,
New Hampshire,2002,Governor,,17,65,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,Clarksville Town,,
New Hampshire,2002,Governor,,168,424,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,27,,,,,,,,,,,Colebrook Town,,
New Hampshire,2002,Governor,,48,132,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,,,,Columbia Town,,
New Hampshire,2002,Governor,,7999,6299,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,397,,,,,,,,,,,Concord City,,
New Hampshire,2002,Governor,,1095,1830,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,76,,,,,,,,,,,Conway Town,,
New Hampshire,2002,Governor,,373,345,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,15,,,,,,,,,,,Cornish Town,,
New Hampshire,2002,Governor,,78,183,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,10,,,,,,,,,,,Croydon Town,,
New Hampshire,2002,Governor,,81,225,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,6,,,,,,,,,,,Dalton Town,,
New Hampshire,2002,Governor,,113,244,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,30,,,,,,,,,,,Danbury Town,,
New Hampshire,2002,Governor,,428,872,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,48,,,,,,,,,,,Danville Town,,
New Hampshire,2002,Governor,,595,1035,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,72,,,,,,,,,,,Deerfield Town,,
New Hampshire,2002,Governor,,254,375,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,24,,,,,,,,,,,Deering Town,,
New Hampshire,2002,Governor,,2897,5272,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,215,,,,,,,,,,,Derry Town,,
New Hampshire,2002,Governor,,3,16,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,Dixville Township,,
New Hampshire,2002,Governor,,31,89,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,,,,,,,,Dorchester Town,,
New Hampshire,2002,Governor,,4231,5167,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,337,,,,,,,,,,,Dover City,,
New Hampshire,2002,Governor,,422,360,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,22,,,,,,,,,,,Dublin Town,,
New Hampshire,2002,Governor,,40,85,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,Dummer Town,,
New Hampshire,2002,Governor,,385,711,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,33,,,,,,,,,,,Dunbarton Town,,
New Hampshire,2002,Governor,,2277,1384,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,117,,,,,,,,,,,Durham Town,,
New Hampshire,2002,Governor,,239,519,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,19,,,,,,,,,,,East Kingston Town,,
New Hampshire,2002,Governor,,62,77,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,,,,,,,,,,,Easton Town,,
New Hampshire,2002,Governor,,94,97,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,Eaton Town,,
New Hampshire,2002,Governor,,136,290,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,19,,,,,,,,,,,Effingham Town,,
New Hampshire,2002,Governor,,6,29,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,,,,Ellsworth Town,,
New Hampshire,2002,Governor,,641,798,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,55,,,,,,,,,,,Enfield Town,,
New Hampshire,2002,Governor,,657,1203,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,78,,,,,,,,,,,Epping Town,,
New Hampshire,2002,Governor,,589,1001,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,47,,,,,,,,,,,Epsom Town,,
New Hampshire,2002,Governor,,25,95,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,Errol Town,,
New Hampshire,2002,Governor,,2549,2871,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,131,,,,,,,,,,,Exeter Town,,
New Hampshire,2002,Governor,,502,1111,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,92,,,,,,,,,,,Farmington Town,,
New Hampshire,2002,Governor,,363,414,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,22,,,,,,,,,,,Fitzwilliam Town,,
New Hampshire,2002,Governor,,331,442,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,26,,,,,,,,,,,Francestown Town,,
New Hampshire,2002,Governor,,234,290,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,,,,,,,,,,,Franconia Town,,
New Hampshire,2002,Governor,,856,1497,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,66,,,,,,,,,,,Franklin City,,
New Hampshire,2002,Governor,,232,430,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,14,,,,,,,,,,,Freedom Town,,
New Hampshire,2002,Governor,,325,773,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,44,,,,,,,,,,,Fremont Town,,
New Hampshire,2002,Governor,,837,2316,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,66,,,,,,,,,,,Gilford Town,,
New Hampshire,2002,Governor,,434,836,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,46,,,,,,,,,,,Gilmanton Town,,
New Hampshire,2002,Governor,,119,138,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,8,,,,,,,,,,,Gilsum Town,,
New Hampshire,2002,Governor,,1778,3936,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,177,,,,,,,,,,,Goffstown Town,,
New Hampshire,2002,Governor,,485,629,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,36,,,,,,,,,,,Gorham Town,,
New Hampshire,2002,Governor,,121,155,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,16,,,,,,,,,,,Goshen Town,,
New Hampshire,2002,Governor,,149,222,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,54,,,,,,,,,,,Grafton Town,,
New Hampshire,2002,Governor,,565,692,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,22,,,,,,,,,,,Grantham Town,,
New Hampshire,2002,Governor,,3,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,Green's Grant Grant,,
New Hampshire,2002,Governor,,244,284,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,28,,,,,,,,,,,Greenfield Town,,
New Hampshire,2002,Governor,,564,869,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,45,,,,,,,,,,,Greenland Town,,
New Hampshire,2002,Governor,,233,243,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,29,,,,,,,,,,,Greenville Town,,
New Hampshire,2002,Governor,,43,122,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,7,,,,,,,,,,,Groton Town,,
New Hampshire,2002,Governor,,8,68,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,Hale's Location Location,,
New Hampshire,2002,Governor,,929,2164,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,83,,,,,,,,,,,Hampstead Town,,
New Hampshire,2002,Governor,,276,704,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,18,,,,,,,,,,,Hampton Falls Town,,
